Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Ingénieur Modélisation Systèmes fluides (H/F);Python;France;Saint-Paul-lès-Durance (13);EPSILON ALCEN;;35 000 € - 50 000 € par an;A compétences égales, le poste est ouvert aux personnes en situation de handicap EPSILON est une société du groupe ALCEN qui répond à différents besoins de conception et d’optimisation de systèmes pour les grands secteurs industriels (énergie, aéronautique, spatial, santé). EPSILON mène des études pour le perfectionnement des produits de ses clients ou pour ses propres technologies et s’engage sur des projets complexes de conception-réalisation avec le support et la puissance industrielle du groupe ALCEN. EPSILON a fait le choix de l’expertise en cultivant certaines spécialités depuis de nombreuses années tout en ayant la performance opérationnelle d’un groupe industriel et de haute technologie comme ALCEN. Son positionnement à la fois « services » et « produits » est unique dans le domaine de l’ingénierie et permet à ses ingénieurs d’exprimer tous leurs talents. La société est maintenant organisée en trois centres de compétences : EPSILON PHYSICS : dédié à l’ingénierie physique, EPSILON DIGITAL : dédié à l’informatique industrielle, EPSILON SYSTEM : dédié à la performance opérationnelle. Ainsi, pour développer l’agence EPSILON d’AIX EN PROVENCE,* EPSILON recherche un(e) Ingénieur(e) Physicien(ne)* pour des études de Modélisation de systèmes fluidiques, schéma d’usine pour travailler dans le secteur de l’énergie et des grands équipements scientifiques. http://www.epsilon-alcen.com/fr http://www.alcen.com/fr https://www.linkedin.com/company/epsilon-ing-nierie/ Vous intégrez une équipe de physicien en charge de modéliser des phénomènes multi-physiques. Vous aurez plus particulièrement en charge la modélisation des circuits fluidiques d’un instrument scientifique (circuits fluides, circuits froids avec une composante de cryogénie, circuit vide et boucle vapeur). MISSIONS : Vous réalisez le dimensionnement de systèmes et/ou d’équipements avec une forte composante thermique et fluidique, Vous calculez les pertes de charge aérauliques et/ou hydrauliques permettant le dimensionnement de ces équipements, Vous réalisez des études et de type « calculs thermo-fluidiques » et étudiez la corrélation entre les essais et les simulations, Vous analysez les résultats obtenus : recalage et post-traitement de données, Vous assurez la réussite des projets qui vous sont confiés dans le respect des contraintes techniques et contractuelles (qualité, coûts et délais), Vous travaillez en équipe, Vous êtes garant de la satisfaction client, Vous avez une personnalité curieuse et avez envie d’explorer de thématiques diverses et variées. PROFIL : De formation supérieure Bac+5 ingénieur avec de solides compétences en modélisation fluidique et procédé, vous possédez une expérience d’au moins 4 ans, Attrait pour la mise en équation de problèmes physiques, La connaissance de la modélisation thermo-fluidique suivant une approche 0D/1D est nécessaire, La connaissance de la programmation informatique notamment en C++/FORTRAN/PYTHON), Une expérience significative en simulation CFD serait un plus, Avoir un gout prononcé pour les calculs de dimensionnement, Être habilitable Confidentiel Défense sera nécessaire. CONNAISSANCES & COMPETENCES REQUISES : Maitrise des transferts thermiques, des phénomènes de convection et de pertes de charge, Maitrise de DYMOLA, FLOWMASTER, ECOSIMPRO), Rédaction de dossiers techniques, Bon niveau d’anglais exigé (lu écrit, parlé), Capacité d’analyse/ Esprit de synthèse. QUALITES REQUISES : Bon relationnel, sens du dialogue (écoute, communication), Autonomie, fiabilité et rigueur, Dynamisme, disponibilité et implication. Type d'emploi : Temps plein, CDI Salaire : 35 000,00€ à 50 000,00€ /an Expérience: ingénieur modélisation systèmes fluides, h/f ou similaire: 4 ans (Souhaité) il y a 6 jours Signaler un abus
STAGE IT H/F;Python;France;Meudon (92);ADVSKILL;;{0} €{2} par mois;ADVSKILL est une Entreprise de Service Numérique active sur le marché des nouvelles technologies depuis 2014. Nous intervenons dans divers domaines à savoir le : conseil, développement d'applications et le maintien des infrastructures informatiques. Nous rejoindre c’est d’abord et avant tout partager notre volonté d’aller de l’avant et l’ensemble de nos valeurs. Au sein de notre siège social situé en région parisienne, vous intégrez une équipe dynamique à fort potentiel et participez au développement de l’activité de l’entreprise et de ses filiales. Etudiant en master ou école d’ingénieur, vous êtes passionné du développement d’applications et avez au moins une année d’alternance sur un projet concret. ADVSKILL vous propose un stage préembauche au sein d’une de nos squads. Compétences recherchées : Un des langages suivants : #Python, #NodeJs , #Java, #Angular. Travail en équipe Capacité d’adaptation Avantages : Participation au transport Titre-restaurant / Panier Date de début prévue : 15/06/2020 Type d'emploi : Stage Salaire : 0,00€ /mois Horaires : Périodes de Travail de 8 Heures Expérience: stage it h/f ou similaire: 1 an (Souhaité) Télétravail: Oui il y a 2 jours Signaler un abus
Solutions Engineer Intern;Python;France;Paris 2e (75);Adikteev;;;We are looking for a Solutions Engineer Intern to work on our Advertising Platform. Your responsibilities: Solve client problems using various analytical and technical tools including troubleshooting code, querying databases, and analyzing results Manage and prioritize tasks backlog in accordance to the business value Initiate bug reporting and submission of feature requests to keep on improving our product Participate in the conceptualisation of internal processes and supporting the roll out Maintain our technical knowledge base for internal and external use Provide pre-sales guidance and product capability assessments with prospects Build bots to support both Account Managers and Campaign Managers    We expect you to: Become an expert in mobile tracking and OpenRTB with a deep understanding of the Adikteev technology Co-Manage - with tech and product teams - technical internal processes concurrently with client facing activity Support the Account Management and Campaign Management Teams in troubleshooting and analyzing issues Assess business value and productivization of custom solutions, consolidating them and presenting them to the Product team Although this is not a developer position, skills in development are much welcomed  Your skills: Programming abilities with SQL, JavaScript and Python required. You love learning, helping people and solving problems Good time management skills and detail oriented Autonomous, responsible and self-learner Fluent in English, both in written and oral communication skills Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Knowledge Engineer Intern;Python;France;Paris (75);Expert System;;;"If you are completing your studies in Computational Linguistics or Languages and you would like to be part of a growing company that works in an international environment, you can send us your application: we are looking for a Knowledge Engineer Intern for our Paris office. As knowledge Engineer intern you will support the Professional Services team that works on Artificial Intelligence projects aimed at helping big Companies and Public Institutions in solving the daily practical issues linked to the digital transformation and the processes’ automation. During your internship you will be trained in COGITO technology and you will develop your skills in the field of Natural Language Processing / Natural Language Understanding; you will learn the use cases of NLP for Companies and carry out a first experience as a consultant. Finally, you will contribute to the continuous development of our core technology from the linguistic point of view and you will test and verify the effectiveness of the platform. Required skills: Degree in Languages, Literature, Linguistics or Computational Linguistics; Excellent knowledge of English and another language; Good knowledge of linguistics will be necessary for the rapid handling of our Cogito technology; Basic knowledge of programming languages like Java and Python will be considered a plus; Good general culture knowledge; Attention to the quality of work and results; Team work skills; Ability to analyze and structure information; The knowledge of the Arabic language will be considered as a plus. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
MANUFACTURING ENGINEER - INTERN;Python;France;Paris (75);Luko;;;JOB DESCRIPTION Luko's mission is to protect nests We develop Luko Cover, an intelligent protection technology (Luko Door, Luko Elec and Luko Water) to prevent and reduce the impact of damages in homes (read more here : https://www.luko.eu/fr/active-protection ). Joining the SmartHome team, you will develop the software embedded in Luko's technology and participate to create an effective and SmartHome technology. By joining the SmartHome team : You will build Luko's IoT solution to make it even more reliable, affordable and safe You will participate in the product design and its development Be the preferred channel of communication between Luko and its suppliers and manufacturers You will assist the industrialization of our product line You will be in charge of tackling all supply-chain challenges : setting up logistics, requesting/implementing forecasts and stock management processes, make sure lead times and costs are respected You will potentially have the opportunity to travel abroad to meet and work with our partners PREFERRED EXPERIENCE *Who are you? * We are looking for a talented and passionate person from a top engineering school and with a specialization in electronics, mechanics... Must have Electrical engineering background Experience in programming (C/C++/Python) Currently enrolled in a university/engineering school degree Nice to have Mechanical experience (3D print, injection mold, etc...) Good written and spoken english Interest in Hardware, consumer products, manufacturing *What we offer * Be part of the fastest growing insurtech in Europe Benefit from a great equity plan Nice perks (i.e. meal vouchers) Evolve in a stimulating and challenging environment Share and learn with a passionate and diverse team Friendly team and offices in Paris Work in a flexible environment with remote possibilities NB This internship will be starting mid-June. RECRUITMENT PROCESS 1st intro call 2 interviews with founder and team Real life case Drink with team ADDITIONAL INFORMATION Contract Type: Internship (5 month(s)) Location: Paris, France (75011) Education Level: Master's Degree Experience: < 6 months Occasional remote authorized Station F - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur Logiciel Embarqué SATCOM F/H;Python;France;Paris 5e (75);Lowell Partners;;;En tant qu’Embedded Software Engineer, votre rôle est de prendre en charge la conception logicielle jusqu’à la validation sur le matériel.  Rattaché au CPO, vous travaillez en étroite collaboration avec l’équipe Hardware et Product Management.  L’objectif est de travailler sur l’orientation de l’antenne à partir d’une centrale out-sourcée, de faire communiquer les systèmes, de s’interfacer au modem et de créer en ce sens une plateforme permettant de se connecter à différents modems. Dans ce contexte, les missions sont les suivantes :  Analysez le besoin opérationnel de la solution depuis l’analyse fonctionnelle.  Définir les spécifications techniques en tenant compte des contraintes matériels et normes liées au domaine d’application (Aéronautique, SATCOM, ARINC, etc.) ainsi que des besoins clients ou de standardisation.  Être force de proposition sur les langages les plus adaptés pour le développement des applications logicielles et être en mesure de pouvoir intervenir tant sur les couches basses qu’au niveau middleware.  Validez les choix techniques pris dans le respect de l’architecture approuvée en garantissant le meilleur compromis technique, programmatique et stratégique industrielle.  Effectuer le développement en méthode agile, avec des sprints en veillant à répondre précisément aux besoins clients de manière à réadapter le code si besoin.  Développer des briques logicielles (ex : drivers) ou des produits complets, potentiellement avec des contraintes sécuritaires et de temps réel.  Prendre en charge tout le cycle en V et donc le développement logiciel puis la phase IVV (intégration, vérification et validation) en collaboration avec l’équipe Hardware et le CPO :  Veiller ainsi à l’interopérabilité des systèmes.  Faire passer les tests unitaires et prendre en charge le débogage.  Effectuer des « tests d’acceptabilité » ou « analyses de faisabilités » pour ainsi garantir la conception d’un système en temps réel strict (théorie de l’ordonnancement).  Faire de la veille technologique et être ainsi force de proposition sur les technologies à adopter pour répondre au mieux aux besoins produits, d’innovation et de sécurité.  Reporter ses activités au CPO et Projects Managers. Profil recherché De formation BAC+5 ou Phd en systèmes embarqués, télécommunication ou équivalent. Vous justifiez d’une expérience confirmée de 3 ans minimum en développement logiciel embarqué et sur environnement Linux. Vous avez une expérience en développement d’applicatifs « couche basse » ou middleware embarqués avec des contraintes de temps réel.  Une expérience sur tout le cycle en V sera très appréciée.  Vous avez au minimum une expérience significative dans l’un des domaines suivants : antennes, équipements radio, 5G, SATCOM  Une expérience sur un rôle de Scrum Master sera très appréciée.  COMPETENCES TECHNIQUES : Maîtrise des langages de programmation C, C++ et Python  D’autres langages de programmation sont un plus  Maîtrise en développement sur environnement Linux  Maîtrise d’une ou plusieurs normes liées aux environnements Aéronautique et Spatial  Connaissances en électronique numérique notamment sur des matériels type FPGA, CPU, etc.  Connaissances des systèmes sans fil et/ou en Radiofréquence et/ou électromagnétisme et/ou traitement du signal seront appréciées (systèmes wireless, 5G, RF, HF, etc.)  Méthode Agile  Connaissances des contraintes temps-réel  Connaissances des protocoles IP  Anglais courant  QUALITES PERSONNELLES : Sens du service client  Autonomie et curiosité  Esprit collaboratif et capacité à piloter un projet avec agilité  Bonnes capacités de communication et à défendre ses solutions  Facilité à s’interfacer et à travailler de façon transversale avec d’autres équipes.  Aimer mettre les mains dans le code  Passion pour son domaine, ambition et innovation Entreprise Lowell Partners, cabinet de recrutement spécialisé, accompagne un de ses clients : start-up parisienne spécialisée dans les radiofréquences. L’entreprise a développé un portefeuille de 8 brevets internationaux.  L’entreprise est basée à Paris dans le 5ème arrondissement et compte à ce jour 14 collaborateurs. L’équipe est composée d’Ingénieurs et de Docteurs de renom dans leur domaine respectif. La Start-up poursuit un plan de croissance ambitieux et se positionne comme leader sur son marché.  Dans ce contexte, l'entreprise recherche un/e Développeur Logiciel Embarqué SATCOM F/H pour l'accompagner dans son développement dynamique. Apec.fr - il y a 1 jour - Continuer pour postuler Signaler un abus
Junior Online Developer;Python;France;Paris (75);Oh BiBi;;;Oh BiBi est le studio de jeux le plus innovant de France (voire même du monde, allons y franchement) ! Fondé en 2012 par d'anciens Gameloft, Oh BiBi n'a qu'un seul objectif : développer les jeux mobiles les plus incroyables de l'histoire. Loin de se cantonner à un genre de jeu unique, Oh BiBi ne s'impose aucune limite et travaille aussi bien sur des jeux de course, jeux de tir ou jeux de simulation. Avec à chaque fois une seule ambition : révolutionner le genre sur plateformes mobiles ! Grâce à son équipe de killer développeurs, Oh BiBi a fait de la performance, du plaisir de jeu et de la qualité esthétique des piliers de son travail. Leur dernier jeu SUP Multiplayer Racing a été téléchargé à plus de 25 millions d'exemplaires. Job Description Oh BiBi is looking for a Backend Developer to work on current & upcoming games. We are looking for a backend development genius! A focused and dedicated developer who will make smart & efficient choices to ensure that perfect service & incredibly fun gameplay is brought to our millions of users! We offer you a chance to join the founding team of passionate game developers who only believe in passion and individual talents. Oh BiBi offers development cycles where every idea matters and where bureaucracy stays behind the door. If working on amazing mobile game experiences sounds like your thing, just drop us an email and share your passion with us! RESPONSIBILITIES Design and build scalable backend services for multiple mobile games on iOS and Android serving millions of users Deliver full packages, including the code and the maintenance tools Maintain the server infrastructure of the company Preferred Experience Computer science degree with specialization in software development At least 2 years of backend development, including high traffic/scale services Experience with MariaDB and NoSQL databases as a developer and database administrator : Maintenance, online schema upgrades, sharding, optimizing indexes for both writes and reads Comfortable with Python, Java, and Go languages and able to write clean and maintainable code. C# experience is welcome Knowledge of at least one linux distribution (preferably centos) and ability to work with unix tools and bash Ability to manage priorities and tight deadlines with incomplete data Passion for gaming in all its forms Additional Information Contract Type: Full-Time Location: Paris, France (75009) Experience: > 4 years Occasional remote authorized Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
DevOps Engineer;Python;France;Paris (75);Diabolocom;;;We are looking for a passionate and talented DevOps Engineer to join a multicultural team (including French, Russian and Romanian) and help us tackle ambitious technical challenges. You would be part of a growing tech team of 30+ people that builds a cutting-edge international IP backbone and hybrid cloud (private / public) on which runs our SaaS customer interaction management solution. This solution allows our 250+ customers connecting from 30+ countries, among which market leaders, to manage the interactions with their customers across all channels with an innovative unified approach (voice, video, email, social networks). Our global IP backbone and hybrid cloud aim at providing the best-in-class infrastructure to run real-time and high-load SaaS voice platform, through scalability, redundancy, automation, monitoring and connections with local telecom operators. We also are a Local Internet Registry (AS #39781), have our own voice telecommunications licenses in several countries (incl. France, Germany) and are expanding to match all countries where we have sales offices (western Europe for now + the USA in the coming year). Integrated within a young, dynamic technical team, you will have the following main missions: Design of new architectures, improvement of existing infrastructures International roll-out of our infrastructure Operation of the platforms hosting our services Development of internal tools to automate most common tasks Preferred experience You are: Passionate about system and/or network, you wish to join a fast-paced company and a technical team strongly oriented towards open source projects. As an innovative person by nature, you are eager to learn new technologies and to take up new challenges. You have strong skills in most of the following technologies: Open source and software Database: PostgreSQL, MySQL Web server: Nginx, Apache, Lighttpd High availability: HAProxy, Keepalived, Pacemaker Supervision/Metrology: Naemon/Thruk, Munin, Observium Virtualization/Containers: KVM, LibVirt, Docker, Proxmox Script: Python, Shell Others: Radius, LDAP, Postfix, Dovecot, Bind You have a proven track record in automating the deployment of complex infrastructures, ideally using Ansible. Bonus: Cisco Router, BGP/OSPF, ASA, Kubernetes, Rancher, Terraform, ElasticSearch. Excellent verbal and written communication in English is essential for this position. And a good working knowledge of French will make a difference. Recruitment process Call with the HR Technical call with the Head of DevOps On-site interview with Head of DevOps and CEO Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
EXPERT AUTOMIC h/f;Python;France;Paris (75);GROUPE ALLIANCE;;;Groupe Alliance recherche pour l’un de ses clients basé en IDF un EXPERT AUTOMIC h/f- Conseiller, analyser, et faire des recommandations de façon à améliorer l’efficience et l’efficacité des solutions techniques mises en place- Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des solutions- Identifier les risques et saisir les opportunités liées à son domaine de spécialité, les communiquer aux parties prenantes appropriées dans le projet et préconiser des plans d’action- Participer à l’élaboration et la révision de normes / documentation technique dans le cadre du projet- Animer des formations internes- Observer, analyser et conduire les évolutions technologiques et scientifiques dans son domaine d’intervention (veille technique et concurrentielle)- Participer à la conduite de changement  Compétences techniques requises : - Expertise technique suite le logiciel Automic AWA - Avoir des retours d’expérience sur le design et la mise en œuvre de projets d’ordonnancement- Bonne connaissance des langages systèmes de type Python, YAML, Java Script, PowerShell, Bash, PHP et Json- Bonne connaissance des bases de données (langage SQL, Oracle) LesJeudis.com - il y a 29 jours - Continuer pour postuler Signaler un abus
Data Engineer Machine Learning – Marketplace - H/F;Python;France;Paris (75);WAKE IT UP;;70 000 € par an;Amazon-machine-learning / Java / Scala / Spark / Python Data Analyst, Data Engineer, Big Data Developer / CDI / Environ 70k€ / 7+ / Paris  Le poste • Créé dans les années 2000, ce groupe mondial est un des leaders des Marketplaces au niveau international. La société possède plus de 15 Marketplaces. • Au sein de leur DSI, ils ont une équipe DATA qui représente le cœur des tous les sites Web et ce sont les spécialistes Data pour tous les sites du groupe. • En tant que membre de cette équipe Data de 12 personnes, vous travaillez sur la construction from scratch de Solutions Data pour analyser le comportement du consommateur sur chaque site en prenant en compte les problématiques de volume des données, de performance, de scalabilité et surtout les problématiques liées aux données privées. Les responsabilités Le challenge est donc de créer des solutions adaptées à chaque étape dans le parcours de l’utilisateur, par exemple un « Data Processing Solution » qui gère plus de 900 millions d’événements au niveau mondial par jour tout en respectant la vie privée des utilisateurs et la sécurité des données échangées sur la plateforme. Vous travaillez de près avec des Data Scientists et des Machine Learning Engineers, vous partagez vos connaissances. Vous intervenez sur tous les sujets autour du Machine Learning et la création des algorithmes autour de la reconnaissance visuelle (de photos par exemple). Vous développez et implémentez des algorithmes qui répondent aux problématiques soulevées. Vous faites des POCs, vous contribuez à l’amélioration continue du produit actuellement encore au démarrage. La stack • Spark, Kafka, Kafka Streams, Scala • Big Data NoSQL databases (S3, Hive, Redshift, Cassandra) • Cloud AWS • Agile • SOLID, TDD Pourquoi venir chez nous? Ce que WakeITUp (Cabinet d'experts en Recrutement Tech - CDI- Clients finaux uniquement: www.wakeitup.tech) aime: • Travailler dans un Groupe International, dans le domaine du Web et du Fort Trafic • Faire partie d’un des groupes Web parmi les plus puissants en France ! • Etre parmi les meilleurs Data Engineers et Data Scientists au niveau international et apprendre d’eux, avoir la chance de travailler dans un environnement créatif et de partage • Les locaux au top, le beau rooftop parisien et l’équipe humaine et passionnée. ChooseYourBoss - il y a 27 jours - Continuer pour postuler Signaler un abus
Architecte Cloud H/F- Paris- Cdi;Python;France;Paris (75);Robert Half France;;;A propos de notre client Notre client est un groupe de média majeur tourné vers l'économie et la finance, les arts et la culture et l'information générale. Le groupe est également actif dans le secteur du service aux entreprises et au public. Missions Sous l'égide du responsable du Pôle Business Application, l'architecte cloud aura notamment pour mission de : Définir et faire évoluer l'architecture technique des data Lake : Data Lake Clients (le principal, déjà actif) et d'autres data Lake en construction (Logistique, BI…) et des Datawarehouse plus classiques, Préparer les entrepôts de données nécessaires à la réalisation de modèles de data science, Elaborer les entrepôts de données nécessaires aux reporting opérationnels et stratégiques, Optimiser l'architecture du data Lake pour des traitements efficaces. Définir et mettre en œuvre les systèmes de flux de données sur : Les architectures web (architectures web/cloud, pipelines, API) Les applications « on premise » (EAI/ETL) En garantissant dans tous les cas la sécurité et la maintenabilité. Les environnements techniques : GCP, Bigquery / Python / SQL / NoSQL, Talend / Qlicksense, Profil du candidat Formation et compétences Diplômé(e) de formation supérieure (école d'ingénieur/universitaire), vous justifiez d'une expérience de 3 ans minimum sur une activité d'architecte Cloud, Data. Vous êtes de nature curieux, ouvert d'esprit, votre aisance relationnelle et votre diplomatie sont reconnues, vous pensez collectif et vous êtes force de proposition dans des situations imprévue. Vous bénéficiez d'une grande rigueur dans l'élaboration et le respect des spécifications, procédures, normes et méthodes. Une bonne expression orale et très bonne capacité à rédiger des documents afin de partager efficacement l'information pour des interlocuteurs techniques et non-techniques. Vous avez la capacité à piloter des projets avec des intervenants multiples et en mode Agile…autant d'atouts qui vous permettront une pleine réussite dans vos fonctions. Vous bénéficiez d'une très bonne connaissance de l'environnement GCP (architecture et outils applicatifs) et maîtrisez parfaitement bien Python. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Ingénieur électronique embarquée FPGA H/F;Python;France;Tours (37);SOURCE Recrutement;;;"Au sein d’une nouvelle équipe technique, destinée à développer une nouvelle gamme de produits dans le dispositif médical, nous recherchons un Ingénieur électronique embarquée FPGA H/F, en CDI, à Tours, pour contribuer à la définition et au développement de l’architecture électronique système. Poste Vous êtes responsable de l’ensemble des tâches de planification, de spécification, de conception, de codage, de validation et de vérification définis par les processus jusqu’à la vérification et la validation de la solution développée. Vous organisez les tests unitaires, rédigez la documentation et êtes en charge de maintenir le code. Vous êtes garant de la robustesse des codes et firmwares développés ; le tout en respectant les délais (planification et re-planification). A ce titre, vous : Maîtrisez la simulation et l’implémentation VHDL sur Cible FPGA (Xilinx, altera ou autres) / Microcontroleur Connaissez les langages (C++, python), Avez une bonne connaissance des bus communication (LVDS, PCIe, USB) Ainsi que des technologies PCB pour les signaux haute vitesse (HDI) en vue de leur conformité (intégrité) électrique EMI / EMC Profil Profil recherché Au minimum titulaire d’un diplôme d’ingénieur / master en sciences ou d’un doctorat dans le domaine du développement idéalement dans le domaine médical. Vous justifiez d’une expérience au minimum de 5 ans en développement de systèmes électroniques embarqués, idéalement dans le domaine médical. Vous êtes autonome, curieux et agile. Centremploi.com - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
