Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
data scientist;Qikspace;USA;United States;None;None;Job Summary A talented data scientist with strong background in realtime big data solutions and contextual relevance frameworks. Responsibilities You will work as part of the core team and help us discover the information hidden in vast amounts of data, making smarter decisions and contextual relevance in order to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. Qualifications Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable Great communication skills Experience with data visualisation tools, such as D3.js, GGplot, etc. Proficiency in using languages and query languages such as SQL, Python, C#, C++, R, Hive, Pig Experience with NoSQL databases, such as MongoDB, Cassandra, HBase, Realm Good applied statistics skills, such as distributions, statistical testing, regression, etc. Good scripting and programming skills C#, Python, Java, Android Studio Data-oriented personality Education Requirements MS or PhD in Data Science or comparable field strongly preferred. However, overwhelming weight will be given to experience and prior accomplishments.
AI/ML - Embedded Data Scientist, Siri Data;Apple;USA;Santa Clara Valley, CA 95014;None;None;Summary Posted: May 1, 2020 Role Number:200167352 Would you like to play a part in the next revolution in human-computer interaction? Contribute to a product that is redefining mobile and desktop computing, and work with the people who built the intelligent assistant that helps millions of people get things done — just by asking? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. As an Embedded Data Scientist on the team, you will be an ambassador of analytics to product and engineering teams with the ultimate purpose of improving the Siri experience for Apple customers. Key Qualifications You think about data in terms of statistical distributions and have a big enough analytics toolbox to know how to find patterns in data, identify targets for performance, and identify sources of variance about those targets. You use good judgment balancing art and science when visually communicating information (e.g. Tableau, Superset, ggplot, D3). You have engineered information out of massive and complex datasets (e.g. Hive, Spark, Druid, Solr, Oozie). You have proven experience with at least one programming language (e.g. Python, R, Scala) and are comfortable developing code in a team environment (e.g. git, notebooks, testing). You are self-motivated and curious with demonstrated creative and critical thinking capabilities and an innate drive to improve how things work. You have a high tolerance for ambiguity. You find a way through. You anticipate. You connect and synthesize. You have excellent verbal and written communications skills and experience in influencing decisions with information. Your academic background is in a quantitative field such as Computer Science, Statistics, Engineering, Economics or Physics. Advanced degree preferred Description You will partner closely with Siri engineering teams to develop ways of characterizing the user experience in how Siri executes on requests and connecting those characterizations into Siri's development. • Define metrics that we will measure our efforts against as well as defining the instrumentation required for yielding sufficient data. • Communicate with and advocate to a wide audience of engineers, managers and executives to inform decisions on how Siri evolves. • Build analytic, visualization, and other information products with a drive to automate and scale the insights available to science and engineering teams. • Perform exploratory data analyses to enrich our mental models about Siri usage and identify new questions to pursue. • Extract information from structured and unstructured data coming from Siri's computational architecture. Education & Experience We are looking for people with a track record in building insights and relationships to affect decisions. Join us, and impact hundreds of millions of customers across billions of their interactions with a personal, intelligent assistant who is available on iPhone, iPad, HomePod, Watch, TV, and Mac across more than 30 languages. B.S. or M.S. or Ph.D. degree in Computer Science, or equivalent experience
Data Scientist;United Therapeutics;USA;Silver Spring, MD;None;None;What we do United Therapeutics Corporation focuses on the strength of a balanced, value-creating biotechnology model. We are confident in our future thanks to our fundamental attributes, namely our commitment to quality and innovation, the power of our brands, our entrepreneurial culture and our bioinformatics leadership. We also believe that our determination to be responsible citizens — having a positive impact on patients, the environment and society — will sustain our success in the long term. We currently have five approved products on the market and a long-term mission of providing an unlimited supply of transplantable organs for those who need them. Our company was founded by an entrepreneur whose daughter was diagnosed with a life-threatening condition. She sought to find treatment options and a cure for her daughter and patients like her. We are founder-led, and relentless in our pursuit of “medicines for life”. We continue to research and develop treatments for cardiovascular and pulmonary diseases, pediatric cancers and other orphan diseases. How you’ll contribute We are looking for a Data Scientist to join our Computational Lab for In Silico Molecular Biology (CLIMB) team in Silver Spring Maryland. CLIMB is building a computational model of the lung to enable in silico design and testing of therapies for lung disease. In this role, you will mine molecular datasets and other databases to identify pathways and behavior governing lung function and therapeutic response to develop an integrative multiscale lung model. Analyze and interpret high-dimensional molecular datasets to identify biological processes/pathways relevant to lung physiology and pathology, and apply this information to discover drug targets and infer mechanism of action Conduct research into suitable machine learning approaches for deriving insights from molecular datasets through gene regulatory network inference, dimensionality reduction, clustering, or supervised learning Integrate biological knowledge from diverse sources, such as pathway databases, protein interaction networks, ontologies, and functional assays, to enhance interpretation of molecular datasets Collaborate with other computational biologists and engineers to integrate models into large multiscale models spanning processes from organ to molecular level Communicate results effectively through interactive visualizations, presentations at internal and external meetings, and peer-reviewed publications Other duties as assigned For this role you will need Minimum Requirements Bachelor’s or Master’s degree in computational biology, applied mathematics, or related field of study 2+ years of industry experience (postdoctoral experience at a pharmaceutical/biotech company is acceptable) Expertise in machine learning methods applied to high-dimensional molecular datasets Fluency in one or more scientific programming languages (e.g. Python, R, Julia, and/or MATLAB) Experience with common databases and tools relevant to bioinformatics and systems biology Strong data visualization skills, including interactive visualization (e.g. R Shiny or d3.js) Ability to communicate effectively with both technical and non-technical audiences as demonstrated by record of presentations and publications Ability to travel up to 10% Preferred Qualifications Ph.D. in computational biology, applied mathematics, or related field of study 6+ years of industry experience (postdoctoral experience at a pharmaceutical/biotech company is acceptable) Familiarity with quantitative systems pharmacology and other applications of modeling and simulation within pharmaceutical drug discovery and development Experience with imaging (CT, MRI) data Knowledge of molecular/cellular biology, pulmonary physiology, and drug development Life as a Unitherian At United Therapeutics, you’ll realize quickly that it is not an ordinary place to work! When you join our company, you will learn, grow, contribute, have fun, and be challenged... all while making a difference in the lives of our patients. United Therapeutics Corporation is an Equal Opportunity/Affirmative Action Employer - EOE Minorities / Females / Protected Veterans / Individuals with Disabilities
Research Analystnew;accountable.us;USA;Washington, DC;None;None;"Summary Launched in 2019, Accountable.US is a nonpartisan watchdog group exposing corruption across all levels of government. Accountable.US seeks a Research Analyst to support its work to root out corruption and malfeasance. He or she will be responsible for providing research support and capacity to Accountable.US’s numerous projects. The position is based in Washington, D.C. or New York City, though research projects may include travel on occasion. Some weekend work may be required. Salary is competitive and commensurate with experience. A flexible personality, sense of humor, and positive attitude are important. Essential Responsibilities and Tasks Work as part of a team to produce research reports on government accountability issues. Conduct news, internet, and database searches to inform these reports. Clearly report research findings to senior staff both orally and in written form. Track legislation and pertinent agency actions on government accountability issues. Draft and distributing daily morning clips. Perform other duties as assigned. Required Experience, Knowledge, Skills and Ability Experience in research or related field. This could include political advocacy, campaign or public policy research, and/or experience on Capitol Hill or in government and may include internships; Excellent verbal and written communication skills; Ability to work independently and juggle competing priorities and strict deadlines; Proven track record for being a self-starter; Immaculate attention to detail; Commitment to government accountability; A flexible personality, sense of humor, and positive attitude are also essential. How to Apply Please email cover letter and resume to jobs@accountable.us with “Research Analyst” in the subject line. Accountable.US Careers Accountable.US is committed to attracting, developing and retaining exceptional people, and to creating a work environment that is dynamic, rewarding and enables each of us to realize our potential. Our work environment is safe and open to all employees and partners, respecting the full spectrum of race, color, religious creed, sex, gender identity, sexual orientation, national origin, political affiliation, ancestry, age, disability, genetic information, veteran status, and all other classifications protected by law in the locality and/or state in which you are working."
Data Scientist;Apple;USA;Santa Clara Valley, CA 95014;None;None;Summary Posted: Feb 11, 2020 Weekly Hours: 40 Role Number:200145057 We’re a diverse collective of thinkers and doers, continuously reimagining our products and practices to help people do what they love in new ways. That innovation is inspired by a shared commitment to great work — and to each other. Because learning from the people here means we’re learning from the best. Do you have a strong passion for data and effective visualization techniques? As a Data Scientist on the Retail Analytics team, you play an integral role in helping Apple Retail make decisions using data. Design, refine, and create innovative analyses and data products. Leverage large and complex data sources, deriving actionable insights, delivering dynamic and intuitive decision tools, and presenting your findings to key executives. Key Qualifications 2+ years of related work experience in consulting or other related business facing role Fluency in SQL for data access, manipulation, and validation Proficiency in either R, Python or SAS for data analysis Passion for data visualization and information design (proficiency in Tableau preferred) Capable of clearly communicating complex analyses to a non-technical audience, including extensive experience presenting to leadership groups Ability to initiate, refine, and complete projects with minimal guidance Description You will partner with cross-functional teams to identify, frame, prioritize, and answer business questions where analytics can be most impactful. Design and implement analytics and reporting tools to support key decisions on a wide variety of topics including product launches, customer experience, and operational performance. Quickly outline and build customized analyses for Retail leadership and perform all aspects of analysis including data acquisition and manipulation, programming, data visualization, documentation, and presentation of results. Develop a deep understanding of our retail customer base and purchase choices and contribute to the development of tools to improve team efficiency and productivity. Education & Experience Minimum of bachelor’s degree, preferably in related quantitative field
Research Associate/Data Scientist;Medisked;USA;Rochester, NY 14607 (Atlantic-University area);None;None;MediSked, LLC is a growing software firm, headquartered in Rochester, NY. MediSked is the leading brand in holistic solutions that improve lives, drive efficiencies and generate innovations for human service organizations that support our community. Because our customers are in the selfless business of making the lives of those they serve as fulfilling as possible, our company is comprised of passionate and proactive people looking to make a difference. We are searching for smart, motivated individuals to join our team that can thrive in a tech business setting but also have a compassionate side that connects to our customers and culture. MediSked, LLC is seeking a recent PhD graduate with experience in the social sciences or human services who is interested in joining the emerging analytics practice at a growing software company whose mission is focused on the unique needs of human services organizations supporting our community. The Research Associate/Data Scientist will work within MediSked and with our clients and partners to derive real insights from nearly two decades worth of human services data assets, including writing whitepapers and presenting on behalf of MediSked at industry conferences.  Primary Responsibilities: Working with internal and external stakeholders, identify interesting and relevant questions and hypotheses to investigate using the human-services data assets of MediSked, LLC and its clients to help improve care, improve outcomes, and reduce overall costs for home and community-based services. Work with reporting, integration, product management, and software engineers to collect, extract, and de-identify data from MediSked systems in pursuit of answers to these questions. Mine and analyze data from MediSked, LLC databases to drive improved outcomes and cost efficacy for clients of MediSked, LLC. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling and/or data analytics tools to increase and optimize the experiences of MediSked’s clients and of the individuals that they support. Develop processes and tools to monitor and analyze model performance and data accuracy. Using strong written and verbal communication skills, tell the story of the data, creating whitepapers and presentations for consumption by other industry leaders in the human services and home and community-based services space. Be a dynamic presenter of these stories to audiences both large and small, both in person and virtually. Perform other related duties as requested. Qualifications: PhD in Special Education, Social Work, Psychology, or other disability related field required Knowledge of the I/DD, behavioral health and/or aging populations, prior experience in these domains preferred. Passion for understanding data to derive meaningful data insights and create ‘data stories’ to help clients improve outcomes. Demonstrated experience with research theory, design and methods. Demonstrated experience with advanced quantitative reasoning and analysis. Knowledge of research ethics, human-subject research, experience working with institutional review boards. Experience using and knowledge of data analysis tools like R, Python, SAS, Stata etc., experience with cloud-based data analytic tools is a plus. Experience in data pulling, data cleaning and analysis. Demonstrated excellence in written and verbal communications, oral presentation skills. Ability to leverage prior research and domain expertise to identify relevant data insights for MediSked clientele and to work effectively with technical resources to bring these data insights to fruition in MediSked’s products and solutions. Experience writing research papers, whitepapers and presenting at conferences in the relevant domains. Hunger/passion to be part of a growing company in a new role.
Data Scientistnew;Intelliloan;USA;Costa Mesa, CA;None;None;Intelliloan has been established for over 26 years and we are quickly growing! We are currently looking for a motivated, determined, and growth-driven individual to administer and manage our systems out of our Costa Mesa, CA location. As a Data Scientist, you will be responsible for managing, troubleshooting, providing reliable operation of our computer systems and other duties as assigned. The ideal candidate will have a strong sense of urgency, is detailed-oriented, and is collaborative. *This is a support role and does not require extensive experience, can be remote* Responsibilities: Activation of new users, providing login setup information and deactivating any inactive users Providing technical assistance and quickly troubleshooting issues Verifying levels of user access to specific applications, objects, tabs, and records by managing system security settings Developing maintenance reports to monitor data quality Analyzing reports in order to optimize and improve performance Ensuring high-quality user experience through continuous assessment of system workflows and distributions Actively loading leads to CRM system and sending out daily update reports on a daily basis Construct, test and manage system integrations within Velocify and other company systems Planning and launching weekly projects from start to completion Developing dialing campaigns and strategies within Five9 Qualifications: Bachelor’s Degree preferred but not required Must be highly proficient with SQL, with some knowledge of python Proficient in MS Office Suite Ability to troubleshoot system, user, data and process issues Detail-oriented and high analytical skills Strong written and verbal communication skills Benefits: Training and Growth Opportunities Medical, Dental, Vision, Life Insurance 401K with Matching Contribution Paid Time Off and Holidays 1st to 2nd year is 2 weeks per year 3rd to 4th year is 3 weeks per year 5+ years is 4 weeks per year 7 Holidays per year $1,000 Employee Referral Bonus Program Corporate Discount Entertainment Programs
MAIDAP Data Scientist- Students and Recent Graduates;Microsoft;USA;Cambridge, MA;None;None;A new technology paradigm is emerging, one with an intelligent cloud and an intelligent edge. To foster Microsoft’s leadership in this field, Microsoft has launched a ground-breaking program to develop the next generation of leaders in AI. Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and recent graduates from BS, MS, and PhD programs in Machine Learning or Data Science related fields. Over the course of two years, participants will work in interdisciplinary project teams to provide AI as a service to engineering teams across Microsoft and solve some of our most exciting and challenging AI problems. In addition, you will have mentors, exposure to leaders, and access to numerous AI data scientists, researchers and engineers across the company. After the program is completed, each participant will have the opportunity to work with one of the sponsoring Microsoft teams in Cambridge, MA or other Microsoft locations. Responsibilities Research, develop, and implement AI solutions in application projects for Microsoft’s products and services. Select and apply appropriate statistical and machine learning techniques to large-scale, high-dimensional data. Integrate AI solutions into the overall product or service. Stay current with the latest research and technology and communicate your knowledge throughout the organization. Take responsibility for preparing data for analysis, review data preparation/ETL code and provide critical feedback on issues of data integrity. Share knowledge by clearly articulating results and ideas to customers, managers, and key decision makers. Up to 10% travel may be required. Qualifications Currently pursuing a degree or graduated within the last 12 months with a degree in the following fields: Electrical Engineering, Computer Science, Data Science, Statistics, or other related fields. Prefer MS (or BS with 2+ years’ experience) Energized by creating AI solutions that can positively impact the work and lives of millions of people. Strong passion for data-driven learning. Excited by the prospect of working on a wide variety of datasets and AI applications, across many products and engineering teams. Believe that data science is a team sport. Love being an active member of a diverse and inclusive cohort. Strong background in machine learning and/or statistics. 1.5+ years’ experience in probabilistic graphical models/Bayesian networks/deep learning/reinforcement learning/time series/active learning, or other modeling paradigms. Experience in Python/R/Scala or similar Research publications are a plus. Excellent written and oral communication skills. Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.  Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
Applied Data Scientist;Techcyte;USA;United States;None;None;We are looking for a senior level data scientist with 6+ years of full-time experience writing code for large-scale distributed production systems. Tasks include: Writing clean, efficient, and scalable deep learning code for production Staying current with research in deep learning and image classification Architecting solutions that integrate into existing products and tools Implementing tools to analyze and improve large data sets of images Finding ways to improve existing models to get better performance
Data Scientist / Data Analyst;Arosys;USA;Sunnyvale, CA;None;None;Are you a driven and inquisitive data scientist? Do you love finding insights in large, unique datasets? Want to play a crucial role at a dynamic company? Join Arosys as a Data Scientist! As part of this fast-growing team, you’ll develop deep insights for our business units to execute as we continue to grow, and have a tremendous impact on the success of a game-changing company. What you’ll do: Extract actionable insights from huge volumes of data using data mining, statistics, and database techniques. Work cross-functionally to identify problems in different areas where data mining/machine learning/statistics can help. Conduct studies, rapid pilots, and use advanced data mining and modelling techniques to build solutions that optimise the quality and performance of our data. Analyse data quality issues and identify root causes and remedies. Simplify and explain data science work examples to non-quant business users. What’s required: Fluency in modern advanced analytical tools and programming languages (e.g. Python, R, MATLAB etc.). A PhD in statistics, math, engineering, physical sciences, computer science or another quantitative discipline. Substantial experience with the use of relational (and un-relational) databases for data storage and analysis, including SQL fluency for data extraction and management. Curiosity and pragmatism! You should be excited to ask the right questions, find the right answers, and identify trends and factors important for the business. Experience with machine learning, conceptual modelling, hypothesis testing, NLP, etc. is a plus.
Data Scientist;CICONIX, LLC;USA;Wright-Patterson AFB, OH;None;None;"Job Description: Provide Subject Matter Expertise support to include working with client staff at WPAFB for requirements and data gathering/preparation, exploratory analysis, and the generation of new data visualization dashboards and sustainment/expansion of existing dashboards. Standardizing the client’s data analytics, with the objectives of of saving time in gathering and merging data from multiple sources; enabling all levels of management to see the portfolio; and providing a common site picture to all stakeholders through data-driven dashboards. Required Skills and Experience: Three to six years of professional data mapping, analytics, and visualization experience. Experience in all the following skills and concepts: SQL (joins, unions, string & math functions, operators etc) Understanding of databases in general Geospatial (mapping) software product experience Ability to use predictive tools/routines Experience using Tableau Prep Builder to aggregate and cleanse data from multiple data sources Experience using Tableau to build data visualization dashboards Experience using programming languages such as Python or R Experience or understanding of FMS processes, data, and FMS systems such as DSAMS, SAMIS, CMCS  US Citizens and those authorized to work in the US are encouraged to apply. NACI Clearable - Public Trust: NACI (T1)  CICONIX is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class."
Research Data Scientist;Institute for Justice;USA;Arlington, VA 22203 (Ballston-Virginia Square area);None;None;"Do you want to use your data analytics skills to advance individual rights? The Institute for Justice, the national law firm for liberty, is seeking an entrepreneurial data scientist with one to three years of experience to join its Strategic Research (SR) team at its headquarters in Arlington, Virginia, as our Research Data Scientist. On the SR team, the Research Data Scientist plays a critical role by finding solutions to complex data problems, enabling our team to undertake more sophisticated research with large, often previously untapped data and new analytical tools. The Research Data Scientist works closely with team members to identify data needs and opportunities; find, design, clean, and organize data, including with custom solutions; determine project design; and present results to internal and external audiences. The Research Data Scientist’s primary duties and responsibilities include: Designing and building databases, data collection systems, data analytics, and other strategies that optimize our research team’s efficiency and quality Proposing solutions and strategies to novel project challenges, including appropriate database use and project design Extracting data from various sources, including websites and PDFs Using GIS software for data analysis and visualization Updating and maintaining existing SQL-based databases Collecting and organizing large datasets for research projects Acquiring data from primary or secondary data sources Organizing and storing those data in databases/data systems; this will include large structured and unstructured datasets and variables Undertaking preprocessing of structured and unstructured data; processing, cleaning, and verifying the integrity of data used for analysis Making datasets accessible to teammates by, for example, creating user frontends Identifying relevant data sources to mine for projects Serving as a resource to team members and other IJ colleagues Developing clear understanding of IJ’s mission and the research team’s work in order to identify research opportunities Clearly communicating internally (including with non-experts) about data challenges, solutions, and opportunities Helping translate complex data into insights our team can use Providing accurate time estimates and delivering high-quality work on time to keep large projects on track Presenting data, analysis, and findings to external audiences Applying data visualization techniques Describing research methods in publications, including reports, journal articles and possible affidavits in court Coordinating with web designers to present data online Required qualifications include: Bachelor’s degree and 1-3 years’ experience in a related field or equivalent professional experience Proficiency in SQL, R, data visualization tools, GIS, Python Experience with managing and analyzing large data sets, including noticing and correcting discrepancies to ensure accuracy Great communications and collaboration skills, as well as ability to work independently Strong problem-solving skills Exceptional attention to detail Ability to manage multiple projects and meet deadlines A drive to learn and master new technologies and techniques A passion for IJ’s mission Preferred qualifications include: Demonstrated applied statistics training and/or skills, such as calculating distributions, performing statistical testing, conducting regression analysis, etc. Facility with statistical programs like Stata or SPSS Ability to develop web-ready visualization (e.g. D3 JS library) Ability to write clear, compelling prose Compensation is commensurate with experience, and IJ offers superior benefits including medical, dental, vision and life insurance, retirement benefits and generous paid leave. To be considered, please submit a resume by clicking “Add Resume,” a cover letter using the “Add Cover Letter” feature and a writing sample under the “Add Portfolio” section.  More about the Institute for Justice's SR Team: IJ’s Strategic Research team creates social science and policy research, but our studies don’t just sit on a library shelf collecting dust. We put our research to work by combining it with IJ’s unique brand of cutting-edge litigation, award-winning communications and top-notch activism and legislative outreach. Our studies have been cited by the White House and the U.S. Supreme Court, as well as leading news outlets nationwide. Our work has helped certify a victorious class action lawsuit against Philadelphia’s civil forfeiture machine, ensure the return of cash wrongfully seized by the IRS, roll back needless occupational licensing, dismantle speech-squelching campaign finance laws, and protect programs that empower parents to choose the best schools for their children."
Data Scientist, Product Analytics;Scaleapi;USA;San Francisco, CA;None;None;As Scale’s first Product Data Scientist, you will lead the charge on building our product analytical infrastructure and driving insights that lead to step-function improvements in how we operate. We handle millions of tasks for businesses looking to scale their ML development, and we’re looking for a talented product data scientist to help us understand it all in the service of building better products. In this role, you will apply statistical models, design and interpret experiments, build mission-critical dashboards, and help structure and order our data in the pursuit of transparency over how we operate and how we can improve. You will: Own end-to-end product analytics workflow including formulating success metrics, socializing them across the organization, and creating dashboards/reports. Ensure product areas are performing in line with our high expectations and be able to identify, diagnose, and recommend projects to improve our performance. Influence product teams through presentation of data-based recommendations. Identify operational efficiencies to the business that will enable Scale to continue growing sustainably. Design, run, and analyze experiments. Apply statistical models to identify root causes and predict the future performance of tasks, users, and products. Conduct statistical and trend analysis to identify opportunities, highlight strengths, and provide recommended corrective actions. Ideally you'd have: 4-6+ years of industry experience in product data science broadly Strong proficiency in writing complex SQL queries Mastery with data science tools such as R, and/or Python Experience with statistical modeling and experimental design A detail-oriented and analytical mindset, with emphasis on accuracy About Us: At Scale, our mission is to accelerate the development of Machine Learning and AI applications across multiple markets. Our first product is a suite of APIs that allow AI teams to generate high-quality ground truth data. Our customers include OpenAI, Zoox, Lyft, Pinterest, Airbnb, nuTonomy, and many more Scale is an equal opportunity employer. We aim for every person at Scale to feel like they matter, belong, and can be their authentic selves so they can do their best work. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Data Scientist;Auriga Polymers Inc.;USA;United States;None;None;"Job Responsibilities Job Responsibilities Auriga Polymers Inc., a wholly owned subsidiary of Indorama Ventures PLC is seeking a Data Scientist who has experience turning innovative ideas into meaningful solutions. This position can be located in Spartanburg, SC or Charlotte, NC. This position will work with interdisciplinary commercial and manufacturing teams to explore and develop new solutions for the North American business. The data scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building machine learning models and visual analytics that unlock value from data sources. The data scientist will research, design, and implement cutting-edge algorithms from diverse sources of data for insight discovery and generation of new business revenues. We are building a team of data scientists to transform current operations to the digital operations of the future, and this role is central to bringing this vision to reality. This is a great opportunity for an experienced professional to be a leader in creating and promoting advanced analytics and data science capabilities across our entire worldwide organization. If you are looking for a data science role with tremendous creative freedom and growth potential, consider joining Indorama to help us build a world-class data analytics team, and promote a data smart and analytics aware culture across the organization Work with operational experts to assess feasibility of digital opportunities / use cases, providing input into prioritization of digital opportunities Design solutions and support in the implementation of digital opportunities with a focus on big data analytics, optimization, and machine learning Support selection of external data analytics vendors as needed Validate the quality of data analytics models developed together with external vendors Codify approaches and learnings to facilitate future replications of the same opportunities at other plants Work with IT team on data and model integration, ensure data governance and security adhered to Hands-on expert support to plant level project teams, e.g., when performing experiments, refining / maintaining models, etc. Qualification & Experience Education Requirements: Bachelor’s Degree in Computer Science, Mathematics, Statistics or Engineering required Master’s Degree in Data Science or relevant experience preferred Experience Requirements: 5+ years of experience in Data Science projects and problem solving Distributed computing, data mining, predictive modeling Statistical methodologies & machine learning Story-telling and visualizing Creative problem-solving skills and a desire to work in R&D Can work effectively with remote teams Experience in predictive, prescriptive and cognitive analytics Excellent project management, organization, attention to detail Project experience with Manufacturing operations is a plus Proficiency with Python & AIMMS; familiarity with, Minitab, C/C++ preferred Strong verbal and written communications: able to explain sophisticated data science concepts in an understandable manner, and distill complex results or processes into simple, clear visualizations We are an equal opportunity employer Except where prohibited by state law, all offers of employment are conditional upon successfully passing a drug test. To be considered for employment in this position you must be eligible to work in the United States without company sponsorship now or in the future. This employer uses e-verify."
Data Scientist;AETNA;USA;Wellesley, MA 02481;None;None;Description: About the team. The Clinical Products data science team helps supercharge CVS-Aetna’s clinical programs to improve member health and lower costs. Given CVS-Aetna’s size, scope, and deep set of capacities, CVS-Aetna is an unparalleled platform to make a difference in healthcare in the US and beyond. The Clinical Products team has three main goals. First, CVS-Aetna is launching a series of clinical programs that use the resources of the combined CVS-Aetna, and our team delivers the advanced analytics to support those initiatives. Second, the team develops data-driven clinical recommendations that are delivered to members, their providers, and their caregivers. Finally, we build condition-specific models that help other parts of the company (e.g. pricing) better predict member care journeys.  About the position. This Data Scientist will join the newly formed Clinical Products team and support, end to end, one or more of the team’s three objectives. This role will build predictive models, work with clinical experts (e.g. doctors) to translate their subject matter expertise into machine learning models, extract and manipulate data from multiple large data sources, and present her / his work to technical and non-technical stakeholders. This role will also use the results of AB testing to improve the performance of the team’s statistical modeling and targeting. 70906 Fundamental Components: Develops and/or uses algorithms and statistical predictive models. Brings clinical insights to inform predictive models: is comfortable reading academic clinically oriented literature and collaborating with clinical subject matter experts to inform predictive models. Performs analyses of structured and unstructured data to solve multiple and/or complex business problems using advanced statistical techniques and mathematical analyses and broad knowledge of the organization and/or industry. Collaborates with business partners to understand their problems and goals, develop predictive modeling, statistical analysis, data reports and performance metrics. Develops and participates in presentations and consultations to existing and prospective constituents on analytics results and solutions. Interacts with internal and external peers and managers to exchange complex information related to areas of specialization. Use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions. Use strong programming skills to explore, examine and interpret large volumes of data in various forms.  Background Experience: 2 or more years of progressively complex related experience. Demonstrates proficiency in most areas of mathematical analysis Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources. Anticipates and prevents problems and roadblocks before they occur. Demonstrates strong ability to communicate technical concepts and implications to business partners. Clinically oriented background or professional experience is a plus.  Clinical Licensure: N/A  Potential Telework Position: No  Percent of Travel Required: 0 - 10%  EEO Statement: Aetna is an Equal Opportunity, Affirmative Action Employer  Benefit Eligibility: Benefit eligibility may vary by position.  Candidate Privacy Information: Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately.
