Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Software Development Engineer, Alexa;Java;USA;Boston, MA;Amazon.com Services LLC;;;"Bachelor's degree in computer science, computer engineering, mathematics, related technical discipline, or related industry experience 4+ years of software development experience Experience working on an engineering team using Agile processes (Scrum, Kanban) 2+ years experience developing on Linux/Unix platforms  Help make Alexa better by building the speech and language solutions behind Amazon Echo and other Amazon products and services. As a member of our team, you will be responsible for leading the development and launch of core Alexa product features. You will have wide exposure across Alexa's components and services and will drive improvements across many systems. You will have significant influence on our overall strategy by helping define product features, driving the system architecture, and spearheading best practices to enable a superior product.  The ideal candidate is clearly passionate about delivering experiences that delight customers and creating solutions that are robust. A commitment to team work, ability to innovate quickly, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in fast paced environment where learning new concepts quickly is a must.  Strong, object-oriented design and coding skills (C/C++ and/or Java preferably on a UNIX or Linux platform) Knowledge of Perl or other scripting languages a plus Experience with distributed (multi-tiered) systems, algorithms, and relational databases Experience in optimization mathematics (linear programming, nonlinear optimization) Ability to effectively articulate technical challenges and solutions Ability to work across many teams and coordinate tasks Deal well with ambiguous/undefined problems; ability to think abstractly Previous technical internship(s) preferred Graduate degree is a plus Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation Amazon.com - Today report job"
Software Engineer, University Grad;Java;USA;Los Angeles, CA;Facebook;;;Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately. Facebook is seeking Software Engineers to join our engineering team. As a Software Engineer at Facebook, you’ll drive the development of the systems behind Facebook's products, create web applications that reach billions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe. This position is full-time and there are minimal travel requirements. Software Engineer, University Grad Responsibilities Code high-volume software using primarily C++ and Java Create web applications using primarily PHP Implement web interfaces using XHTML, CSS, and JavaScript Build report interfaces and data feeds Minimum Qualifications 1 or more years of experience with perl, java, php, python, or c++ Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment Preferred Qualifications Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publications Currently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related field Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com. 7 days ago report job
Software Engineer;Java;USA;Beavercreek, OH;Centauri;;;Software Engineers develop breakthrough products and innovative software applications for government and commercial customers. As a software engineer you work individually or on a small team. We are looking for engineers who are versatile, have demonstrated an outstanding level of academic achievement, enjoy working in a fast based environment, like to consistently tackle new problems and exceed customers’ expectations. Responsibilities: Work with team lead to define software requirements Design, develop, system software for our customers Explore new areas or program in new languages to deliver a complete product Support on-site meetings and deliveries to customers Minimum Qualifications: Minimum of 3 years software development, including design, coding, and testing Strong skills in Java, Python, or C/C++ Bachelor’s Degree in Computer Science, Engineering, or related discipline Strong communication and interpersonal skills Ability to work independently as well as part of a team to achieve customer and company goals Preferred Qualifications: Experience with JavaScript, relational and No-SQL databases, REST frameworks Knowledge of GIS technologies a plus Security Requirements: Must hold a current SCI clearance Today report job
Jr. Software Engineer;Java;USA;Atlanta, GA;Vanderlande Industries;;;Job Title Jr. Software Engineer Job Description Essential Functions (Job Duties and Responsibilities): Working as a team member of the software development group where you will practice and build experience in the software development life cycle, tools, and language(s) to include: Collaborate with Product Owners/BA’s and Software Architects in refinement and defining user stories Follows best practices for test-driven/behavior driven development and assist with unit/API level testing Develop, and maintain complex microservices components that meet requirements, provide high quality in a high performance environment with code reviews from lead developers Contributes to UI/UX software to meet end user needs as defined by product owners. Ability to write high-quality, well-tested code within an Object-Oriented or functional programming pattern Ability to analyze code related issues and fix bugs/resolve problems as assigned. Assist with writing application documentation Other duties as assigned Required Education and Experience: Bachelor or Master degree in Computer Science, Information Technology or equivalent engineering degree 0 to 3 years development experience within Java, C#, or equivalent development languages Experience with IntelliJ IDEA, Eclipse, NetBeans or MS Visual Studio a plus Imaging and/or graphics experience in building consumable web sites a plus Basic knowledge of databases, preferably SQL Server, Oracle, and postGres Preferred Qualifications: Any of the following additional experience is a plus: Controls development within Warehouse Control/Execution systems or equivalent Familiar with Atlassian tools (JIRA, Confluence, etc.) Windows Power Shell Scripting, bash, or other scripting languages a plus Experience working in Windows and Linux server environments a plus Working experience with ELK Stack (Elastic Search, Kibana, Beats, Logstash) Familiarity with Agile methods, such as Scrum and/or Kanban RESTful web service experience a plus Knowledge-Skills-Abilities (Competencies): Strong communication skills (written and verbal) Good interpersonal skills (work well within a team) Ability to work in a fast-paced operational environment with competing priorities and multiple stakeholders Strong analytical abilities, and able to put forward recommendations. Desire to influence others, advocate for technical excellence, while remaining flexible Able to work with minimal supervision, take initiative, and resolve issues 12 days ago report job
Junior Software Engineer;Java;USA;Huntsville, AL;SAIC;;;"Job Description Description Job Description: The select candidate for this position will become a member of the Army Game Studio s software development team for America's Army: The Official U. S. Army Game as well as numerous military and scientific First Person Shooter (FPS) style training and simulation applications. As a member of the AGS software development team you will be tasked to develop vehicles, weapons, characters, interfaces, and other game related content utilizing Epic’s Unreal Engine 3 & 4, Unity 3, and Bohemia Interactive Real Virtuality development environments. In this position you will be a key member of an agile scrum development team working closely with fellow programmers, game designers and artists on the implementation of new features for existing and new FPS style games and games for training applications. Primary Job Duties Will Include: Developing documented, reliable, well-tested, extensible and maintainable code Performing software analysis, design, and development according to existing coding standard and guidelines Interpreting and analyzing requirements obtained/derived from customers Reviewing, verifying and/or validating system specification and other design-related documentation Other activities include working with System Engineers and test teams, as well as supporting demonstrations, test events, and development of system documentation.  Qualifications Required Education/Experience: Bachelor's in Computer Science, Computer Engineer, Software Engineering, Game Development or related field and 0+ years of experience.  Required Skills: Familiar with C++ programming and debugging skills Experience in object-oriented design and programming Experience with software configuration management systems Ability to test, debug and extend existing code competently Understanding of memory management and runtime optimization Desired Skills: Software development experience with FPS style games or man-in-the-loop training systems Development experience in one or more of the following programming languages is a plus: Unreal Blueprints, Unreal Script, C#, Bohemia Interactive Script, DirectX, and OpenGL    Overview SAIC is a premier technology integrator solving our nation's most complex modernization and readiness challenges. Our robust portfolio of offerings across the defense, space, civilian, and intelligence markets includes high-end solutions in engineering, IT, and mission solutions. Using our expertise in existing and emerging technologies, we integrate the best components from our own portfolio and our partner ecosystem to deliver innovative, effective, and efficient solutions. We are 25,500 strong; driven by mission, united by purpose, and inspired by opportunities. Headquartered in Reston, Virginia, SAIC has pro forma annual revenues of nearly $7.1 billion. For more information, visit saic.com. For ongoing news, please visit our newsroom. For SAIC benefits information, see Working at SAIC. EOE AA M/F/Vet/Disability 30+ days ago report job"
--Jr Research Software Engineer;Java;USA;Arlington, VA 22203 (Ballston-Virginia Square area);IOMAXIS;;;Responsibilities: IOMAXIS is always seeking self-motivated, inherently curious, research focused, junior level Software Engineers to join our team in Arlington, VA (Ballston). Job Profiles are currently being accepted through the IOMAXIS Careers site. Just select the Join Us Now button for future consideration. Interviews are on hold until further notice.  What You'll Be Doing: In this role, you will work on a variety of applied research projects in support of new technology development and innovation. The type of work will be programming centric with many opportunities for developing and applying other skills. As a member of a diverse research and engineering (R&E) team, you will have many opportunities to work with, be mentored by, and mentor others while learning and applying the IOMAXIS agile R&E process. You'll also be charged with: Actively identifying, exploring, researching, and developing new technologies in a broad range of technology focus areas such as security, communications, and computing Building proof-of-concepts and prototypes for new ideas and technologies Writing technical reports documenting research Developing, preparing, and maintaining documentation (Readme files, user guides, architecture and flow diagrams, etc.) in support of work Assisting with technology transfers of new technologies into other development stages and other groups of the company Creating new and novel solutions for current problems while continually pursuing the hard problems Qualifications: Clearance: Clearance eligible Minimum Education: Bachelor’s Degree in Computer Science, Computer Engineering, Software Engineering, or similar Minimum Qualifications: 1-5 years of relevant experience with a thorough understanding of the fundamentals of computer and network security. High proficiency in a language such as C, C#, Python, Java, or Rust Working experience with Linux/UNIX Operating Systems Strong written and oral communication skills Strong demonstrable coding skills Preferred Qualifications: Experience doing researched based software engineering development work Experience working in research team environments Experience with research methodologies Experience with technical writing Familiarity with agile development processes Overview: WHY IOMAXIS: Unleash your potential and make a dramatic impact!  Over the past 10 years, IOMAXIS has advanced the state of Cyber RDT&E by bringing together the best software, hardware, and communications experts in the industry to help Federal agencies and organizations develop critical solutions for difficult missions around the globe. Today, we’re proud to say the most important Federal clients rely on our solutions to perform their missions by developing solutions faster, reducing complexity, cutting costs, and providing a profound level of innovation. IOMAXIS helps our customers deliver exceptional value to their client, America and its people. IOMAXIS leads the industry in developing superior services and technologies, delivering actionable capabilities and insight— right when customers need it most.  IOMAXIS is an Equal Opportunity Employer and considers all qualified applicants for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, disability or protected veteran status. 1 day ago report job
Software Engineer;Java;USA;Redmond, WA;Microsoft;;;Microsoft Excel is one of the best known software products on the planet-there are hundreds of millions of people across the globe using Excel every day to store, transform, analyze, visualize, and share their data. The world is producing and storing more data than ever before and now a job has come along with the opportunity to positively impact how people experience their data. If you’ve been looking for that kind of impact through work, this may be the role for you.  We are a vibrant and friendly engineering team within the larger Office organization. We are agile, continuously shipping, and passionate about delivering software experiences that delight our customers. You will work with smart people who care deeply about collaborating in a fun and supportive workplace, and you will have an incredible opportunity to learn and grow. Best of all, your work will impact millions of people via Excel and other Office apps, and you can be proud to see the customer benefits from the work you do.  There is a lot of exciting work being done to bring a host of new experiences to users of Excel and other Office products that enable users to do more with the data they're interested in on the devices that they love. We're looking for passionate engineers who want to work on one or more of the following: Real time collaboration Service-backed intelligence and machine learning Data analysis on all platforms Enabling all users to leverage the full power of Excel Responsibilities As a software engineer you will have the opportunity to work on multiple areas, with partners both in Office and across Microsoft. Your primary responsibility will be to optimize the client-service interactions, and enhance the existing services to be more scalable and performant. You will be writing C# and cross platform C++ code and tests, in addition to integrating modern programming frameworks, to deliver performance improvements across multiple client and server applications. You will monitor your work via telemetry as it gets deployed across mobile, desktop, and web endpoints. You will use modern data analysis and machine learning techniques to analyze your work with a particular focus on performance, scale and quality. An essential part of the job will be to monitor production data to ensure that service SLAs are met, customer facing scenarios do not degrade, and that the overall system is working more efficiently at scale.  There is a lot of cross group work, technical design, and commitment to ensuring only high quality end-to-end experiences reach our customers. We’re looking for someone who loves that kind of work and is proficient at creating and maintaining warm and productive working relationships. What’s really important is that you can show empathy for customers, be sensitive to their needs, and are capable of contributing to the team’s success as we work to deliver a great user experience. Qualifications Bachelor’s degree in Computer Science, Computer Engineering, Mathematics or similar 5+ years of programming experience writing code in an object-oriented programming language such as Java, C++, C#, Python, etc.  Preferred Qualifications: Curiosity and willingness to learn Ability to effectively communicate technical subjects at varying levels of technical detail Ability to break down complex problems into simple, incremental deliverables Experience collaborating across teams to deliver complete and cohesive features and end-to-end experiences  Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.  Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. Today report job
Junior Software Engineer;Java;USA;Cheshire, CT;Jellyfish UK;;;Experience working in a software development role (C#.Net or a similar object oriented languages wishing to migrate to C#). Knowledge and understanding of Relational Databases (e.g. SQL Server) Knowledge or exposure to delivering back-end development logic. Knowledge or exposure to delivering front-end web development projects.  DESIRABLE SKILLS  Knowledge of T-SQL scripting language Knowledge of Entity Framework/LINQ Experience with Node, NPM, AngularJS Experience with MVC and/or WebAPI Knowledge and exposure to working with Web services (JSON/XML) Knowledge/Experience with Agile/Lean (iterative) development practices Knowledge/Experience with TDD/BDD development techniques Experience working with a Continuous Integration/Delivery process. PERSONAL SKILLS  Strong verbal and communication skills (both technical and non technical). Good time management skills. Self-motivated with a sense of ownership. A team player willing to contribute ideas and support others with theirs Open, honest and direct, comfortable in giving and receiving constructive feedback. Be involved with the solution definition by contributing ideas towards the design process and architectural decision making. Be responsible for owning user stories as part of an iterative delivery process. Be responsible for delivering all the way through the deployment pipeline to production. Have a strong focus on automated testing and be prepared to take part in code reviews and pair programming sessions. Maintain a good standard of coding and adhere to existing conventions set by the team. Leave code better than you found it. Be willing to work in a research capacity – to find and test and critically review frameworks and technologies Jellyfish is looking for a Junior .NET Engineer to work within our UK offices. If you enjoy coding, sharing ideas and love being part of a collaborative team within a growing international agency, then this is the role for you.  You’ll be working as part of a customer centric product development team, responsible for building and maintaining both new and existing Jellyfish-owned products and services.  If you’re someone who can bring fresh ideas, energy and a hands-on can-do attitude then we’d like to hear from you.  Before we do, take a look at the key skills we’re looking for. If it still sounds like the role is made for you, then get in touch today. 30+ days ago report job
Software Developer - Women Impact Tech Connect General Requi...;Java;USA;Time, IL;Oracle;;;Software Developer - Women Impact Tech Connect General Requisition-20000FT3  Applicants are required to read, write, and speak the following languages: English Preferred Qualifications The Oracle Cloud Infrastructure (OCI) team can provide you the opportunity to build and operate a suite of massive scale, integrated cloud services in a broadly distributed, multi-tenant cloud environment. OCI is committed to providing the best in cloud products that meet the needs of our customers who are tackling some of the world’s biggest challenges.  We offer unique opportunities for smart, hands-on engineers with the expertise and passion to solve difficult problems in distributed highly available services and virtualized infrastructure. At every level, our engineers have a significant technical and business impact designing and building innovative new systems to power our customer’s business critical applications. Oracle's Infrastructure Cloud Object Storage team is Hiring Software Engineers, level commensurate with demonstrated achievements in the past and experience.  Are you interested in building large-scale distributed infrastructure for the cloud? Oracle’s Cloud Infrastructure team is building Infrastructure-as-a-Service technologies that operate at high scale in a broadly distributed multi-tenant cloud environment. Our customers run their businesses on our cloud, and our mission is to provide them with industry leading compute, storage, networking, database, security, and an ever expanding set of foundational cloud-based services.  As part of this effort, the Cloud infrastructure team is looking for hands-on engineers with expertise and passion in solving difficult problems in distributed systems, large scale deployments, customer workload migrations and highly available services. If this is you, you can be part of the team that drives one of the most challenging problems Cloud industry is facing i.e. enabling large enterprise customers to Cloud. This entails, moving large amount of data and configuration, identity, over most challenging network topologies and constrained bandwidth while providing “just works” user experience. The team provides opportunity to work across infrastructure services, while building it’s own Cloud native service to solve one of the most daunting challenges. These are exciting times for the service - we are growing fast, and delivering on innovative, enterprise class features to satisfy the most demanding file system workloads for our customers. An engineer at any level can have significant technical and business impact.  As a technical leader you will own the software design and development for major components and features of the Cloud Native Service. You should be both a rock solid coder and a distributed systems generalist, able to dive deep into any part of the stack and low level systems, as well as design broad distributed system interactions. You should value simplicity and scale, work comfortably in a collaborative, agile environment, and be excited to learn.  Basic Qualifications:  5+ years experience delivering and operating large scale, highly available distributed systems. Strong knowledge of Java and experience with scripting languages such as Python, Perl, etc. Strong knowledge of data structures, algorithms, operating systems, and distributed systems fundamentals. Working familiarity with file system protocols (NFS v3/v4, SMB, iSCSI) networking protocols (TCP/IP, HTTP) and standard network architectures. Strong understanding of file systems, databases, storage, identity and distributed persistence technologies. Strong troubleshooting and performance tuning skills. Experience building multi-tenant, virtualized infrastructure a strong plus. Detailed Description and Job Requirements Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.  As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.  Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.  Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status or any other characteristic protected by law.  Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law. Just posted report job
Software Developers (Junior Positions);Java;USA;Tuscaloosa, AL 35404;GPS IT Solutions;;;GPS IT Solutions. is seeking Software Developers in Tuscaloosa, AL to analyze user requirements, design, develop, test, and deploy various software applications under supervision of Sr. Software Developers. Requirements: BS or foreign equivalent in Comp. Sc./IT/Engg. /Math or related plus 2 years of relevant IT using Java, Microsoft SQL Server, .NET and Salesforce. Positions required travel to various unanticipated locations in the United States. Please submit resume to: hr@gpsitsolutions.com 30+ days ago report job
Associate Software Engineer;Java;USA;Culver City, CA;NortonLifeLock;;;"Who we are: We are a global leader in consumer Cyber Safety dedicated to helping secure the devices, identities, online privacy and home & family needs of nearly 50 million consumers, providing them with a trusted ally in a complex digital world. Across the globe, our engineers are focused on driving trust and safety in ever-evolving cyber threats. To fulfill this important and challenging mission; we are looking for smart, fearless, and passionate engineers who are ready to help keep our consumers digital security and privacy safe. We are looking for: In the NortonLifeLock, you will have the opportunity to be a part of this global team of Security, Identity and Privacy engineers passionate about high-quality software. You will develop the next-generation technologies that protect users. You will learn to apply a broad set of technical skills in a fast-paced environment along with diverse talent in the industry where new ideas and perspectives are core to the creation of improving our products and services. As a software engineer, you will work on wide-variety of projects across Cyber Security – Security, Identity and Privacy. Responsibilities: Design, develop, test, deploy, maintain, measure and improve the software. Help in the creation of development schedules and help prioritize activities. Work closely with Product Managers, and Program Managers, help develop quality products, testable designs, and test tools Qualifications: Experience with one or more general-purpose programming languages including but not limited to: Java, C/C++, C#, Objective C Experience with one or more scripting languages like Python, or JavaScript. Experience in design patterns and OOPS concepts Experience with Git, Jenkins, Conan, CMake, XCode desired Agile methodology NortonLifeLock is proud to be an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive and accessible environment for all employees. All employment decisions are based on merit, experience, and business needs, without regard to race, color, national origin, age, religion, sex, pregnancy (including childbirth or related medical conditions), genetic information, disability (physical or mental), medical condition, marital status, sexual orientation, gender identity or gender expression, military or veteran status, or any other consideration made unlawful by federal, state, or local law. NortonLifeLock strictly prohibits unlawful discrimination based on such protected characteristics and seeks to recruit the most talented candidates from diverse cultures and backgrounds. We also consider for employment qualified individuals with arrest and conviction records. In addition, NortonLifeLock will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. Learn more about pay transparency . EEO is the law. Applicants and employees of NortonLifeLock Inc. are protected under Federal law from discrimination. See the EEO poster and supplement .  NortonLifeLock Inc. (NASDAQ: NLOCK) is a global leader in consumer Cyber Safety. NortonLifeLock is dedicated to helping secure the devices, identities*, online privacy, and home and family needs of its nearly 50 million consumers, providing them with a trusted ally in a complex digital world. For more information, please visit NortonLifeLock.com or connect with us on Facebook , Twitter , LinkedIn , Instagram and YouTube . NortonLifeLock is committed to requests for reasonable accommodations to assist you in applying for positions at NortonLifeLock including resume submissions. If you need to request an accommodation, please contact HR Service Exchange . LifeLock identity theft protection is not available in all countries. 30+ days ago report job"
Engineer Software-Assoc- Santa Ana, CA req43415;Java;USA;Santa Ana, CA;Quest Diagnostics;;;Engineer Software-Assoc- Santa Ana, CA req43415 Engineer Software-Assoc- Santa Ana, California - Monday-Friday Look for more than answers. Patients and Physicians rely on our diagnostic testing, information and services to help them make better healthcare decisions. These are often serious decisions with far reaching consequences, and require sensitivity, tact and a clear dedication to service. It’s about providing clarity and hope. You will work for the world leader in the industry, with a career where you can expand your skills and knowledge. You’ll have a role where you can act with professionalism, you can inspire colleagues, and you can care about the work we do and the people we serve. At Quest, we are on a continuous journey of discovery and development. It’s this attitude that has made us an industry leader and the #1 Diagnostic Lab in the US. For those joining us, we offer exciting and fast moving career opportunities where you can affect change at a rate unheard of in many organizations of our size and scope. While we invest in and develop technology to drive our innovations, our ongoing success relies on our people. JOB SUMMARY The Associate Software Engineer's charter is to enhance and maintain systems in the Quest Diagnostics technology portfolio under the supervision of senior staff. The Associate Engineer solves business issues by delivering innovative solutions. JOB RESPONSIBILITIES Design and develop software in Java of moderate complexity under supervision of senior engineers and architects. Take responsibility to ensure technical deliverables are produced within time and quality constraints. Create and maintain wiki documentation for software developed by senior and offshore staff. Accountable for ensuring documentation remains up to date and technically accurate. Participate in or lead production support and software deployment activities which usually occur off hours (between 11PM and 7AM). Perform application builds and releases to non-production environments as part of regular SDLC. Must be self-motivated and work collaboratively with offshore development teams. Use SQL to create reports for measuring system performance for integration with management dashboards. Work closely with business analysts and senior development staff to understand business needs. Aggressively pursue subject matter expertise in areas both within and outside of their specialty technology Occasional travel to other Quest facilities required. Perform other duties as assigned Supervision Exercised: N/A – Individual contributor JOB REQUIREMENTS Education Preferred: Bachelor’s degrees or equivalent work experience in computer technology. Work Experience: The Junior Technical Engineer is an entry-level position and the candidate should possess 0-2 years work experience in software development Other: The candidate should have knowledge of Java and Oracle DB technologies. Must display strong aptitude and passion for learning new skills. Knowledge of Scrum SDLC a plus. All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. Quest Diagnostics is an Equal Opportunity Employer: Women / Minorities / Veterans / Disabled / Sexual Orientation / Gender Identity / Citizenship. 6 days ago report job
Junior Software Developer;Java;USA;Annapolis Junction, MD 20701;Interclypse Inc;;;"Description: Interclypse is a fast-paced small company with excellent benefits (www.interclypse.com). We are seeking motivated individuals to join our team. Are you at the top of your field? Are you a technical leader? Join our team! Let us know what fun and exciting work you are looking for next.... Our company has an established technical career track with training and mentorship to drive your career forward.  Requirements: CGI Resource tests the Java software programs for proper operation when integrated with existing code base. This testing is performed in the Government test environment in dedicated virtual and physical SIT labs. Completion of initial training for familiarization with the testing environment and processes is required before initial testing tasks. Properly qualified CGI Resources may modify the Java generation programs to enable successful completion of the SIT while preserving the key-generation functionality of the code. Properly qualified personnel shall possess demonstrated Java development experience. This programming is performed using the Government's Key Generation Software development environment, using the Government development processes and standards of that organization. Completion of initial training for familiarization with the development environment and processes is required before initial testing tasks.Skill Level 1: Qualifications: Two (2) years demonstrated experience required. Associate’s, Bachelor of Arts (BA) or Bachelor of Science (BS) from an accredited college or university in Math, Science, Engineering or related field is required. In lieu of an Associate’s degree, two (2) years of relevant experience may be substituted; In lieu of a Bachelor’s degree, four (4) years of relevant experience may be substituted C++ experience preferred.  The Interclypse team is on a continuous mission to have a positive transformational impact on society, community, industry, and individuals! Our team accomplishes this mission by continuously ""Doing What is Right"". Apply today to begin discussing how you can join our winning team and continue achieving your goals!  EOE AA M/F/Vet/Disability: Interclypse is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status. 30+ days ago report job"
Junior Software Engineer;Java;USA;San Francisco Bay Area, CA;Openprise;;;San Francisco Bay Area Junior software engineer experienced in web development technology, with at least 3 years of experience. Candidates will need to be experienced designing and implementing single page web applications and microservices. Responsibilities Work with a team of developers in the US and India timezone Work closely with developer leads to understand and implement new requirements Design and implement new requirements Debug and troubleshoot customer issues Requirements Bachelor’s degree in computer science or related fields Knowledge of design patterns Experienced with Java and SQL Experienced with Elasticsearch and Kafka Proficient using with Linux system Proficient writing scripts Experienced with AWS Experienced with Docker and Kubernetes Knowledge with CRM systems like Marketo, Salesforce, Eloqua, and MS Dynamics 30+ days ago report job
Junior Field Application Engineer;Java;USA;Westbury, NY;Electro Industries;;;Electro Industries, the leader in power monitoring and smart grid solutions is looking for an experienced Field Application Engineer to join our Engineering Support Team. We take pride in the support we offer with our products and that support continually brings customers back to EIG. In this position you will work directly with customers providing technical assistance on the installation and operation of our products and software. Duties: Provide technical assistance and support to company engineers and equipment end users in the quick and efficient startup of newly installed equipment. Responsible for the training of site personnel in the operation, maintenance and repair of the equipment. Write technical reports, bulletins, FAQs, troubleshooting and programming guidelines and procedures. Plan and modify products to meet customer needs. Set up and debug the company’s SCADA system at client sites. Develop action plans for open support cases and ensure customer satisfaction. Be responsible for the commissioning of both power metering products as well as entire industrial systems. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Skills/Qualifications: B.S. in Electrical Engineering, Computer Science or equivalent degree, or equivalent work experience. 2+ years of experience in power systems, industry practices, and system protection, protective relays and their applications, settings, and testing. Demonstrated experience in software, integration and automation, industrial controls, PLCs, industry protocols (IEC-61850, DNP, Modbus), Ethernet systems, protocol analyzers, and industry SCADA practices. Strong technical training, excellent communication both written and verbal, and above expectation customer service skills. Strong programming skill in C, C++ and Java. Ability to direct daily work activities with limited supervision. Good understanding of industry standard communication protocols with an emphasis on Modbus, IEC 61850,DNP and BACnet. Knowledgeable in computer networking architectures, topologies, and hardware. Knowledgeable in computer programming languages (Visual Basic, C/C++, Java, etc.), databases (SQL), and HTML development. Position requires approximately 20-50% domestic travel to client sites. Must be available to travel on short notice. Must have a valid driver’s license and clean driving record.  Benefits & Perks Paid vacations, 401K, and excellent health care coverage are just a few of the benefits at EIG. Bonuses and awards are readily available for exemplary work and annual pay raises are the rule, not the exception. Today report job
Junior Movie Software Engineer - Frostbite Audio and Movie T...;Java;USA;Seattle, WA;Electronic Arts;;;Movie Software Engineer - Frostbite Audio and Movie Team  What does the Frostbite team do?  We develop the Frostbite engine, EA’s state of the art game development platform, which powers games such as FIFA, Battlefield 1 and Star Wars Battlefront II. Frostbite leverages its proprietary technical advantages to empower game creators to shape games and push the boundaries of what they can achieve. Why join our team?  As a member of the Frostbite Audio and Movie team you will work with people that are passionate about developing the very best audio and movie tools and runtime technologies within the games industry. You will play a role in developing a broad range of features and capabilities that relate to video and movie, including encoding and decoding, compression, streaming, and more! You will work closely with game studios throughout EA to tackle challenges across a broad range of genres and the results of your work will have a real impact on the final quality of games enjoyed by millions of players. Key Responsibilities Develop video and movie solutions across multiple platforms Implement and support codecs and pipeline tools Participate in new initiatives including streaming media Design, implement, test and debug code throughout the engine Required Skills and Experience Proficiency in C++ Working knowledge of computer science fundamentals, including algorithms, data structures, and object-oriented design Experience developing, testing, and debugging code Strong communication and collaboration skills Desirable Skills and Experience Bachelor’s Degree in Computer Science 2+ years of professional software development experience Professional or recreational experience with movie software development E.g. video compression, image processing, content streaming Game industry experience, either with a central technology team or with a game studio Knowledge of C# Experience with working in a collaborative team environment Would you like to know more? The benefits and perks of working for EA How the Frostbite engine is shaping the future of gaming More job openings for the Frostbite team 4 days ago report job
