Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Senior Quantitative Developer;Susquehanna International Group;USA;Philadelphia, PA;None;None;"Overview  SIG is a global proprietary trading firm founded with a growth mindset and a rigorous analytical approach to decision making. We bring together the brightest minds, the best technology, and an expansive library of data to design and implement proprietary trading strategies that make us leaders in the financial markets. Our ability to think together (but not always alike) propels our success.  Technology is at the core of our winning strategy. As a Senior Quantitative Developer on the Spreads Trading Development team, you will be on the front lines of the business developing solutions to enhance and refine our spreads trading strategies. You will work collaboratively with other technologists to design and engineer solutions that advance our spreads trading systems. In this computationally intensive role, you’ll have the advantage of rapid turnaround cycles, where you’ll see the efforts of your strategy ideas implemented into production quickly. What You’ll Do Be involved in the full SDLC, from requirements gathering to designing and implementation of strategies Iterate with quants and traders to enhance, refine, and evolve strategies Leverage your knowledge of performance-sensitive code to challenge consensus and employ innovative thought to continuously improve our systems Tap into tens of petabytes of raw and well prepped full tick market data, strategy decisions, fundamentals, and many other data sources to understand market dynamics and find new signals  What we're looking for Minimum of a Bachelor's degree in Computer Science, Mathematics or closely related discipline (Ideally MS or PhD) 5+ years of professional experience required Progressive experience working on high performance trading applications or strategies Recent hands-on experience with C# and C++ is required; Python/Pandas experience is a plus Successful Technologists at SIG Are Adaptable Collaborative Creative Curious Perseverant Reliable  SIG Perks Relaxed dress code: jeans and sneakers are the norm, shorts all summer long Food, beverages, and snacks available all day A 9,000 square-foot gym with cardio, cross fit and strength machines, plus yoga and indoor cycling classes Discounts for dining, entertainment, shopping, travel, and attractions Social events including a poker tournament, dinners, and sporting events in Philadelphia Onsite Wellness Center staffed with full-time Nurse Practitioner Onsite services such as a barber, dry cleaning and laundry, auto repair and detailing, and an ATM Opportunities to give back to the community through SIG sponsored events and donation drives  Want to contact the team directly? Chris.Gomes@SIG.com  We don’t post salary ranges externally so any salary estimate you see listed here was not provided by SIG and may not be accurate.  SIG is not accepting unsolicited resumes from search firms. All resumes submitted by search firms to any employee at SIG via-email, the Internet or directly without a valid written search agreement will be deemed the sole property of SIG, and no fee will be paid in the event the candidate is hired by SIG."
Data Engineer;Entergy;USA;The Woodlands, TX;None;None;Job Summary/Purpose The Data Engineer will help develop and support the overall enterprise analytics initiative with a primary focus on improving the data integration of current utility systems or record (data lake creation) as well as ensuring the approach adopted is agile enough to ingest additional data streams such as smart grid technologies, distributed energy resources (DERs) and customer channel information as they become available. The Data Engineer will understand the strengths and limitations of various data storing, data transformation and data distribution mechanisms and help identify the appropriate data sources, manipulation tools and techniques (including data enrichment/automation) for a particular analytics use case as a function of data quality (including availability) and work collaboratively with data scientists and business units to help solve their analytical needs. The Data Engineer will also assist with the over-arching enterprise goal to create various layers of data accessibility with a specific focus on an agile, secure and reliable data collection and distribution strategy that is driven by business unit needs, analytical solution requirements and human capital considerations. Analysis performed by the position will be shared within Entergy to support the various initiatives underway that have an analytical need which will ultimately impact Entergy’s generation assets, load resources, customer view, and product and services offered to the customer.  Job Duties/Responsibilities Develop, manage and deploy best in practice data collection, data governance, storage and manipulation techniques (extract, transform and load) that ultimately enable business units to unlock additional value from company-held data. Be a champion for Entergy’s Analytics efforts both inside and outside of the organization, promoting collaboration and communication through business unit driven use cases whilst building the Entergy brand in the analytics space. Represent Entergy on various industry forums such as UAI, EPRI, EEI, etc.,. and assist with developing and maintaining the internal POV on data quality, manipulation and presentment options. Be a thought-leader at Entergy for solving data quality/availability issues and work with the data scientists and citizen data scientists throughout Entergy various business units.  Minimum Requirements B.S. Degree in a data-centric field (Economics, Computer Science or other science field), Information Systems, Information Processing or engineering. Preferred: M.S. in economics, mathematics, statistics, computer science, finance, engineering or other analytical field  Experience required of the position 2+ years of experience in data validation or complex data intensive analysis that utilizes (big) data manipulation and processing techniques (SQL, MySQL, Hadoop, Spark etc) to ensure (connected) datasets are of high quality and therefore fit for analysis/reporting purposes. Preferred: 1+ years’ experience working in the electric and/or gas utility sector Preferred: Programming experience in analytical tools such as SAS, SPSS, R, Python, Java, Matlab etc  Skills and abilities required of the position Strong background in developing and utilizing tools that prepare, extract and manipulate (big) data to create connected datasets (data lake) that can be utilized for analytics purposes. Strong communicator both at technical and strategic levels Experience discussing complex and new topics in a simple, easy-to-understand way Demonstrated teamwork skills Strong, demonstrated writing and presentation skills  Certificates, licenses, etc. required for the position N/A  #LI-CM1 Primary Location: Texas-Woodlands Job Function: Professional FLSA Status: Professional Relocation Option: Level II Union description/code: NON BARGAINING UNIT-NBU Number of Openings: 1 Req ID: 97760 Travel Percentage:Up to 25%
Python Developer;Piper Companies;USA;Saratoga, UT;None;$85,000 - $120,000 a year;Description Piper Companies is seeking a Python Developer for an exciting hypergrowth startup company in Saratoga Spring, Utah. The Python Developer will be supporting the next generation of products and data initiatives within the organization. A strong candidate for the Python Developer role will be an individual who is excited to work in a fast paced start up culture. Responsibilities for the Python Developer include: Support software developers, database architects, data analysts, and data scientists on data initiatives Data engineer and assemble data sets per business requirements Build data infrastructure and leverage a variety of big data technologies API Development Collaborate with various stakeholders within the organization to understand data needs  Requirements for the Python Developer include: 3+ years of data engineering and python experience Strong backend API Development experience Advanced SQL experience working with relational and non relational databases Experience with AWS cloud services is ideal - EC2, EMR, RDS, Redshift, SageMaker, Glue Experience with data pipeline and workflow management tools such as Airflow or Apache Flink is a plus Bachelor’s Degree and/or relevant work experience  Compensation of the Python Developer include: Salary Range: $85,000 - $120,000 plus a comprehensive benefits package including Medical (United), Dental (Guardian), Vision (VSP), and 401K (Voya through ADP)  Keywords: Backend Developer, API Development, Python Developer, Data Engineer, Python
game tool developer;Qikspace;USA;United States;None;None;Job Summary You will be part to of the team building the next generation interfaces for our system. A realistic environment to visualize you content in the real world. In this role, you will develop tooling and infrastructure which operates both inside and outside of the principle application and into the realm of wearables, augemented reality and virtual reality. Responsibilities You will work as part of a central team whose responsibilities are to develop tools, scripts, APIs, and functionality which will be shared by the content developing portion of the PRM and business tools developer community. You will be developing plugins for the automation tools that handle assets, optimization, packaging and distribution, and anything else which makes life easier and more pleasant for our developer community. Qualifications Extensive experience with a wide variety of tools problems in game development including engine asset tool chains and tool chain automation. Experience with API’s and specifically with writing Plugins for the developer community. Strong general programming skills- preferably in C++, C#, Java and Python. Strong communication skills. Some experience with community development and outreach in a software community. Education Requirements BA/BS Preferred, but overwhelming weight will be given to experience and prior accomplishments.
PYTHON SOFTWARE ENGINEER-DEEP LEARNING, #10648;InspiHER Tech;USA;United States;None;$90,000 - $120,000 a year;Published May 11, 2020 Location Anywhere, United States of America Job Type Full-time Description TITLE: PYTHON SOFTWARE ENGINEER - DEEP LEARNING JOB ID: 10648 LOCATION: Can live anywhere in the United States. 100% remote work SALARY: $90k-$120k STATUS: Direct Hire (not a Contract)  About the Client: Join our Loop client who is disrupting a traditional market in a whole new way through delivering structured data observations and predictive analytics using deep learning technology. About the Python Software Engineer Position: Looking for a Python Software Engineer that will contribute to back-end development of SaaS applications for Enterprise Clients. About the Python Software Engineer Responsibilities: Responsible for back-end design development and implementation of machine learning software products Translate business problems to core product for delivery Contribute to engineering tools and infrastructure Design, analyze and troubleshoot large-scale distributed systems About the Python Python Software Engineer Requirements: 2+ years’ experience with Python and other scripting languages Experience with REST, CRUD APIs is needed Knowledge of Docker, Kubernetes, SQL and NoSQL is necessary Familiarity with behavior-driven development (BDD) and Agile is desired Strong communication skills necessary
Senior Software Engineer, SMTP Delivery;SparkPost;USA;Remote;None;None;At SparkPost, we do email. We enable companies to dramatically increase their email performance to drive improved engagement, revenue and cost savings. We do this by combining email engagement and deliverability analytics with sending into an easy to use solution. We send nearly 40% of the world’s commercial email-that’s 6-7 trillion emails a year. We send for some of the world’s most sophisticated email senders large and small, and power many major MarTech companies such as Oracle, Adobe, Salesforce, Capital One, Zillow, Pinterest and Apple. We are a profitable Business to Business SaaS company with $70 MM in ARR. We are currently seeking a Senior Software Engineer who can work remotely from anywhere in the United States or our Columbia, MD, Denver, CO or Omaha, NE offices. Come join our awesome team of engineers working on the future of email including highly available and high-performance email messaging and engagement tracking services. The ideal candidate must be an energetic, organized and detail-oriented team player and will be an integral part of our growing enterprise software company.  RESPONSIBILITIES: Feature Enhancements - Work with the product team to define feature specifications and complete them with a production quality implementation including positive and negative test cases. Testing - Testing is a primary focus of our development process, and every engineer is responsible for unit and functional tests. Debugging - Work with bugs originating from customer support tickets and internally produced bug reports. Solve issues in a timely manner. Analyze system behavior and performance issues, develop test cases to reproduce issues and develop fixes for the product to address these issues. Documentation - Ensuring documentation and product feature coherency. REQUIRED SKILLS: At least 3 years experience building and deploying high quality, highly reliable, scalable enterprise software products Outstanding analytical and troubleshooting skills. Knowledge and experience with Linux systems. Experience with network socket programming Experience in programming in C/C++ or Node.js Troubleshooting using system tracing tools and debuggers Familiarity with SMTP and other email-related protocols is a very strong plus. Knowledge of Python, Perl, Lua and Shell scripting language is a plus. Some experience with Puppet or Ansible will is a plus. Experience with multi-threaded and event-based programming techniques will be a plus Experience with Node.js is a plus Exposure with PostgreSQL or NoSQL technologies is a plus. QUALIFICATIONS: Candidate should have, as a minimum, a Bachelor's degree in Computer Science (or related field) from an accredited college or university...a Masters Degree in Computer Science is a plus At SparkPost, we are committed to excellence and passionate about technology. We have high standards for our people and in turn offer a work environment that fosters training and development with a generous compensation and benefits package. Here are just a few benefits we offer: Flexible hours (Work from Home on Friday) Outstanding benefits Hackathons Team Building activities Stocked kitchen and catered lunch twice a week Open Floor Plan Ping Pong Tables, Shuffleboard, Trivia Nights Equipment includes MacBook Pro Distributed team centered on our engineering office in Columbia, MD
(Remote) Software Engineer;VotingWorks;USA;San Francisco, CA;None;None;A BIT ABOUT US  VotingWorks is a non-partisan non-profit founded on the powerful idea that the operating system of our democracy should be publicly owned. Every citizen’s vote is sacred, and every citizen deserves evidence that our elections are free and fair.  Forty states use voting machines that are over ten years old. Their technology is outdated, their source code proprietary and their security vulnerabilities – described in detail by the security community over many years – are left unpatched. It’s not surprising that 76% of voters are concerned that our elections are vulnerable to hacking. And if voters lose trust in elections, then the very foundation of our democracy is at risk.  We’re using open-source software, off-the-shelf hardware, and modern product engineering to make elections dramatically safer, more accessible, and more affordable. Affordability may sound pedestrian, but it is key. The front line of America’s election security rests in the hands of the 50% of US counties that struggle to afford basic services, let alone upgrade aging voting equipment.  THE OPPORTUNITY  We are builders. We don’t just believe in the publicly owned operating system of democracy, we’re building it. We believe in voting machines that delight voters, election officials, and security experts. And we’re building them. We believe election officials need the right software to audit their elections. And we’re building that, too. We’re building the tools to help the public gain confidence that our elections are run well.  If you’re like us, you’ve been thinking about the myriad problems and rough edges of our democracy for a while. We’ve decided that talking about it isn’t enough - we must do something.  THE TEAM  We work as a small, tight-knit team. We’re a flat organization when it comes to ideas and input, and we believe in good management, even as a small organization, so that every VotingWorks team member gets regular feedback, guidance, and an opportunity for tremendous personal growth. We strive to be both confident in the skills and knowledge we each bring and humble in our interactions with each other and other stakeholders in the election space.  THE ROLE  You’ll be writing code, reviewing code, reviewing product specs, contributing to product specs, working directly with voters, election officials, security experts, disability advocates, and more. Your code will help citizens cast and verify their votes.  We don’t work on hip but questionable ideas (ahem.. blockchain voting). We build high-reliability, well-tested and well-architected software that will stand the test of time. We know technology alone won’t fix it. We’re building code with empathy for voters, election officials, and the long history of the democratic process.  We’re looking for software engineers with 10+ years of professional software development and Web technology experience, ideally focused on backend and database. If you're a little bit shy of 10 years but you're particularly excited about the problems we're solving, do send us your resume.  THE STACK  We use Typescript, React, Node.js for the front-end, Python/Flask, PostgreSQL for the backend. We prefer if you know some of these technologies because we’re a small team, but if you don’t and you’re game to learn them, you should still send us your resume. We’re more interested in how well you understand Web technology and how much you love to learn and improve your skills than in your knowledge of specific programming languages or frameworks. If you prefer backend or frontend, that’s great – almost every engineer has a preference. We’re a small team, though, so you’ll get a chance to work across the stack – and we’ll almost certainly need you to. WITHIN 1 MONTH, YOU'LL contribute features to voting machine and/or verification software. WITHIN 3 MONTHS, YOU'LL contribute ideas to the entire architecture of our voting system take ownership of significant portions of our stack start to see your code help election officials and voters. WITHIN 12 MONTHS, YOU'LL be able to say that your code ran a real election in the United States, with many more to come. WE'RE FULLY DISTRIBUTED  We’re a fully distributed organization, which means that for most roles you can work from anywhere in the United States. We offer a flexible work schedule and we're on board with schedule flexibility: more than half of us have kids, and we enjoy attending their various sporting and non-sporting events. With flexibility comes responsibility: you should be comfortable with significant autonomous work.  COMPENSATION  We’re a non-profit, so we compensate in cash and benefits exclusively. We won’t pay you as much as a big for-profit, but we’ll still pay you a very fair salary and competitive benefits. Compensation is commensurate with your skills and experience.  WE'RE BUILDING A DIVERSE TEAM  We never discriminate on the basis of sex, gender, sexual orientation, race, ethnicity, background, ability/disability or really anything that isn’t about your skills.  We strive to go beyond that: we want to build a diverse organization that truly represents the people of the United States of America. We especially want to encourage women and members of under-represented groups to apply.
Quantitative Developer;CITADEL ENTERPRISE EUROPE LIMITED;USA;Chicago, IL;None;None;Role: Quantitative Developer The financial markets are constantly evolving around the globe. However, our mission remains consistent – to be the most successful investment team in the world. Quantitative Developers (QDs) play an integral role in enabling the firm to identify and capture new opportunities. Through building software solutions that leverage sophisticated statistical techniques and cutting-edge technologies, QDs solve some of the most complex challenges in finance. QDs partner with our investment professionals and quantitative researchers in an integrated fashion to analyze data, build models, and generate signals for alpha generation. In addition, QDs work in tandem with investment teams across the firm to manage risk. We empower our elite colleagues, including Quantitative Developers, across the fields of investment management, quantitative research, and technology to build on the foundation of our success that we’ve developed over nearly 30 years and drive our leadership position into the next 30 years. Locations: CH/NY/LON YOUR OPPORTUNITY: Develop analytical libraries and tools leveraging both open source and proprietary numerical software packages Integrate with cloud infrastructure providers to tackle storage and compute challenges across large datasets and parallel computations Design, develop, and deploy elegant software solutions across research, alpha & signal generation, systematic and non-systematic trading Partner with investment professionals and quantitative researchers to define priorities, deliver custom software solutions, and improve the investment process Receive structured learning on technical and quantitative skills Build automated ETL pipelines to support rapid but controlled transition from research to live trading Feature selection research on alternative datasets YOUR SKILLS & TALENTS: Passion for technology, software development, and mathematics Proficiency with one or more programming languages (e.g. C++, Python, or R) Experience with Distributed Computing, Natural Language Processing, Machine Learning, Platform Development, Networking, System Design Exceptional quantitative and analytical skills Strong written and verbal communications skills Bachelor’s, Master’s or PhD degree in Computer Science, Mathematics, Statistics, or equivalent field About Citadel Citadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations. With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets.
BUSINESS INTELLIGENCE AND DATA SCIENCE ENGINEER;Continuus Technologies;USA;Milwaukee, WI 53202 (Historic Third Ward area);None;None;Continuus Technologies has a growing need for junior analysts looking for a career in Business Intelligence and Data Science to place within clients located in the Chicago and Milwaukee area.  We are looking for creative and curious problem-solvers who are excited to transform the culture of data science. Using innovative platforms, like Alteryx and Tableau, junior analysts will help empower our clients by preparing and visualizing data to drive decision-making.  A passion for learning, paired with adaptive communication skills and great attention to detail, are skills necessary to be successful. Candidates can look forward to challenging and rewarding work.  Candidates do not need experience with Alteryx and Tableau specifically, yet rather, a predisposition and energy for business intelligence and data. Experience with R, Python, Talend, relational databases, or big data architectures is not required yet a willingness to learn them would greatly enhance the candidate’s understanding of the changing landscape of the business intelligence and data science field.  If you are looking to start your career in advanced analytics and you want to make a difference every day and work with industry thought leaders in business intelligence and data science, we would love to talk with you.
Software Engineer, Backend;LeoLabs;USA;Menlo Park, CA;None;None;LeoLabs is looking for a self-motivated, experienced, Backend or Fullstack Software Engineer to join our growing team. LeoLabs is a rapidly growing company that offers powerful tracking and navigation services for satellite operators and space agencies.  At LeoLabs, we enjoy a fun and flexible work environment and exceptional benefits while building data services for some of the newest space companies and government organizations in the world. As a main contributor you will help architect and implement software systems to deliver our data services. The ideal candidate will be able to contribute to a variety of projects including the architecture of our backend software and data products. The candidate should have experience in architecting, developing, and scaling data services products involving large numbers of concurrent transactions. We are looking for a self-motivated engineer with strong computer science fundamentals.  Responsibilities Contribute to developing backend architecture for our suite of data services products Minimum Requirements BS in Computer Science, Engineering, or Related Field Significant, demonstrable experience in backend architecture, algorithm development, security, and real-time interfaces Significant demonstrable experience using Python, Java, and/or C/C++ A minimum of 3 years of on the job experience as a software engineer Expertise in cloud-based, especially AWS, deployments Skills Python C/C++ Java SQL Algorithms
Senior Python Software Engineer;Fleetworthy Solutions;USA;Madison, WI;None;None;We currently looking for a Senior Python Software Engineer based in the Madison, WI area. This is a full stack developer role working in a fast paced environment. This Engineer will be the main Python developer responsible for all things Django / Python related. Engineer should have a strong understanding of the back-end technologies (Python/Django), front-end technologies (any main JavaScript framework preferably Vue.js), and strong understandings of DevOps (preferably Heroku). Responsibilities: Writing and maintaining reusable, testable, and efficient code Design and implementation of low-latency, high-availability, and performant applications and features. Maintaining and improving Django / python-based DevOps on the Heroku cloud platform. Maintaining and improving Postgres SQL Skills and Qualifications: Ideal candidates will possess the following skills & qualifications: Expert in Python 3, with extensive knowledge of Django Experience with Django REST Framework Able to integrate multiple data sources and databases into one system Understanding of the threading limitations of Python, and multi-process architecture High-level understanding of front-end frameworks (preferably Vue.js) and technologies, such as JavaScript, HTML5, and CSS3 Understanding of accessibility and security compliance Knowledge of user authentication and authorization between multiple systems, servers, and environments Understanding of fundamental design principles behind a scalable application Familiarity with event-driven programming in Python Able to create database schemas that represent and support business processes Strong unit test and debugging skills Proficient understanding of code versioning tools such as Git Familiar with cloud technologies such as Heroku. Familiar with DevOps processes and setup such as Heroku Pipelines / CI
Data Engineer;Arivo Acceptance LLC;USA;Sandy, UT;None;None;TITLE: Data Engineer POSITION SUMMARY: The Data Engineer will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, BI developers, data analysts and data scientists on data initiatives. They will also ensure optimal data delivery architecture is consistent throughout ongoing projects. Incumbent must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products. As well as be excited by the prospect of optimizing or even re-designing Arivo’s data architecture to support our next generation of products and data initiatives. DUTIES AND RESPONSIBILITIES: Create and maintain optimal data pipeline architecture Assemble large, complex data sets that meet functional/non-functional business requirements Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs Create data tools for analytics and data scientist team members that assist them in building and optimizing our products into an innovative industry leader Work with data and analytics experts to strive for greater functionality in our data systems Other duties as assigned QUALIFICATIONS To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed here are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Applicants must be 18 years or older and be authorized to work in the U.S Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. Strong analytic skills related to working with unstructured datasets. Build processes supporting data transformation, data structures, metadata, dependency and workload management. A successful history of manipulating, processing and extracting value from large disconnected datasets. Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores. Strong organizational skills. Experience supporting and working with cross-functional teams in a dynamic environment. We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools: Experience with big data tools: Hadoop, Spark, Kafka, etc. Experience with relational SQL and NoSQL databases, including DynamoDB and MySQL. Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc. Experience with AWS cloud services: EC2, EMR, RDS, Redshift Experience with stream-processing systems: Storm, Spark-Streaming, etc. Experience with object-oriented/object function scripting languages: Python, Go, etc. All employees must adhere to the below Company Values: R espect: We treat everyone with genuine care and concern I ntelligence: Intelligence means we’re able to learn, grow and adapt. G reatness: We are consistently exceptional in our work and continually improve. H onesty: We keep our commitments, tell the complete truth and act with integrity T eamwork: We understand the responsibilities of teamwork and are determined to pull our own weight. NOTE: This is not necessarily an exhaustive list of responsibilities, skills, duties, requirements, efforts or working conditions associated with this job. While this list is intended to be an accurate reflection of the current job, the Company reserves the right to revise the functions and duties of the job and to require that additional or different tasks be performed as circumstances dictate.
Data Engineer;Group O, Inc.;USA;San Antonio, TX 78205 (Downtown area);None;None;"Overview: Group O is seeking a strong candidate with advanced analytics experience to fill an exciting Data Engineer role for an AI partner to Fortune 500 companies. In this role, you will be a valuable in managing large amounts of data and implement loading disparate data sets while managing the technical communication between the team and client. Responsibilities: Implementation including loading from disparate data sets, preprocessing using Hive and Pig. Manage the technical communication between the team and client Work with big data team to deliver cutting edge solutions Qualifications: 2-5 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions. Ideally, this would include work on the following technologies: Proficiency in at least one of the following: R, C++ or Python (preferred). Scala knowledge a strong advantage. Strong understanding and experience in distributed computing frameworks, particularly Apache Hadoop 2.0 (YARN; MR & HDFS) and associated technologies - one or more of Hive, Sqoop, Avro, Flume, Oozie, Zookeeper, etc.. Hands-on experience with Apache Spark and its components (Streaming, SQL, MLLib) is a strong advantage. Operating knowledge of cloud computing platforms (AWS, especially EMR, EC2, S3, SWF services and the AWS CLI) Experience working within a Linux computing environment, and use of command line tools including knowledge of shell/Python scripting for automating common tasks In addition, the ideal candidate would have great problem-solving skills, and the ability & confidence to hack their way out of tight corners. Education: Bachelor's degree in Computer Science or related technical degree"
Quantitative Software Engineer;Two Sigma Investments, LLC.;USA;New York, NY;None;None;"We are seeking exceptional technologists with advanced mathematical and statistical abilities to join our team. Equal parts code experts and mathematical thinkers, our quantitative software engineers bring together technical and analytical expertise to grapple with difficult computational and data-related problems directly and implement efficient and innovative solutions. Entailing a sophisticated knowledge of algorithms, statistics, and high-performance computing, this effort has attracted ACM programming competition finalists, Top Coder contenders, and other highly technical, competitive problem solvers.  Quantitative software engineers are responsible for bringing our wealth of ideas to fruition by: Designing and implementing trading strategies; Building the tools and engines that bring our platforms and models to life. Requirements Include: At a minimum, a bachelor's degree in computer science, applied mathematics, or another technical discipline from a top university. Strong numerical programming skills utilizing technologies such as numpy, scipy, or scikit learn. Experience with scientific computing and algorithm development. A background or interest in building large-scale, real-time, and distributed applications is desired. Experience developing high-performance, multi-threaded applications using several programming languages including C++. Knowledge of scripting languages such as Python. While we analyze the data-rich domain of finance, financial experience is not a requirement."
Business Intelligence Contractor;Velocity Global;USA;Denver, CO 80205 (Cole area);None;None;"POSITION SUMMARY Velocity Global is one of the fastest growing self-funded companies in the United States and hands down one of the greatest places to work anywhere in the world. But it's not for everyone. There are certain qualities and passions you must have to fit into our ""Team of 10's"": We move with VELOCITY and you have to relish in a fast-paced, high-growth environment We believe in being of service, which means you have to check your ego at the door We believe in taking our work seriously but not being serious at work We find passion in all things international business - it has to be in your bones If you find the above personal attributes apply to you, continue reading. Velocity Global is seeking a Business Intelligence Contractor to join our growing team in Denver, CO with the potential to turn into a contract-to-hire position. This individual will help empower our company to make data-driven decisions by providing timely data insights to stakeholders throughout various areas of the organization. This role will be responsible for harnessing our data in an effort to find relationships and insights between disparate data sets and presenting data-driven recommendations based on results. This is a fast-paced role requiring flexibility to work with a number of different business units, while also being exposed to a variety of technologies. This role will require you to roll up your sleeves, have a fine eye for detail, and utilize and grow deeper understandings of data analysis tools and relational databases. This individual will report to our Business Intelligence & Analytics Manager. RESPONSIBILITIES Develop reports and data models using SQL and LookML Develop end user dashboards and reports using Looker Create diagrams and documentation for the business in order to have a more concrete understanding of our data and how it flows between/within systems Suggest systemic and logistical improvements to our technology stack based on observations Assist in ensuring data quality and setting data integrity standards by establishing and implementing process controls Conduct ad-hoc projects, reports, and analyses Assist in developing and driving business intelligence adoption and growth throughout the business Build processes and standards that inspire trust with data and provide consistent metrics across the organization The above statements are intended to describe the general nature and level of work performed by people assigned to this classification. They are not construed to be an exhaustive list of all job duties performed by the personnel so classified. QUALIFICATIONS To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Bachelor’s degree preferred, degree in mathematics, finance, economics, computer science, or related analytical field, a plus 3-5 years of experience working in business intelligence or data analytics working with various functions across an organization (revenue, operations, etc.) Expert data modeling, database management and analytical skills required Expert in SQL. Experience with other data modeling languages (python, R, etc), a plus Experience working with Snowflake and Looker to transform, model, and present data Experience with ETL/ELT platforms Exemplary attention to detail Excellent writing, presentation and verbal communication skills  Velocity Global is an Equal Opportunity Employer. We do not discriminate on the basis of race, color, religion, national origin, sex, age, disability, genetic information, or any other status protected by State and/or Federal Law."
