Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Data Scientist;Data scientist;USA;Cleveland, OH 44124;Parker Hannifin Corporation;;;Equal Employment Opportunity Parker Hannifin's Enterprise Performance Management & Analytics team is looking for a full time data scientist who is fluent in using today's data science and mining methods and tools, with excellent communications skills, and who thrives on creatively solving complex problems. This position is located in our Global Corporate Headquarters in Cleveland, OH, a very dynamic industrial B2B environment. As a 100 year old Fortune 250 company whom has always been on the forefront of technology, we have more content to work with than most, and we have many of our industry's best and brightest professionals to learn from and partner with across many potential career paths. Successful candidates will be fluent in performing data analytics, using data science methods in today's tolls of the trade, to support, design and implement analytical data products used to enhance our customer and business user interactions and business decisions throughout the corporation. This position reports to the Director of Business Reporting & Analytics, and as part of the Enterprise Performance Management & Analytics team, this position supports all levels of management at corporate, groups and divisions, across multiple functional areas and countries. Essential Functions: • Subject Matter Expert in a defined functional area or areas. • Create, maintain and report out on a monthly, quarterly and annual basis, key metrics for defined areas of expertise. • Builds and maintains on-line and off-line predictive models for various key performance measures and or forecasts at the enterprise, group and division levels, and other groupings like sales forces and or clusters of customer populations, and communicates results to decision makers for follow up action. • Identify and investigate trends that warrant deeper analysis, and advise decision makers of implications and potential corrective actions. • Develop and manage data quality and normalization and attribution models and metrics needed to make multiple disparate data sources usable for data mining and other analytical uses • Monitor and adapt models to changing business needs • Define and provide input for experiment design and quantitative analysis within area of expertise. • Support Ad hoc requests as a leader, advisor or contributing team member for key projects as needed • Manage the integration of key external data sources into our enterprise data repositories for use by all analytics teams and report writers across the enterprise • Design and manage pattern databases for use in predictive modeling and other data mining analysis • Conform with and contribute to Enterprise Performance Management & Analytics governance processes and policies Qualifications: - 7-10 Years of experience applying advanced analytics and data mining methods that impact business results in area of expertise. - Bachelor’s Degree in Physics, Data Science, Statistics, Econometrics, Mathematics, Operations - Management or other quantitative discipline. PhD or Master's Degree preferred. - Skilled in data mining, feature engineering, machine learning and advanced statistical analysis in a business setting. - Proficient with data wrangling, working with large data sets of varying quality, structured & un-structured to solve business challenges. - Proficient in Statistical Software (R, Python, SPSS, SAS, Stata), Java, SQL, Microsoft Office, and other tools and data types. Parker is an Equal Opportunity and Affirmative Action Employer. Parker is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job related reasons regardless of race, ethnicity, color, religion, sex, sexual orientation, age, national origin, disability, gender identity, genetic information, veteran status, or any other status protected by law. U.S. Citizenship/Permanent Resident is required for most positions. (“Minority/Female/Disability/Veteran/VEVRAA Federal Contractor”) If you would like more information about Equal Employment Opportunity as an applicant under the law, please go to http://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf and http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf 30+ days ago report job
Associate Data Scientistnew;Data scientist;USA;Austin, TX;Cubic Corporation;;;"Job Summary: Supports and works closely with the data science team to build information-rich data products using innovative techniques and technologies to solve defense-related challenges and problems. Understands and leverages machine learning, statistical modeling, data mining and data modeling techniques. Applies strong problem solving and analytic skills to data integration projects and is able to isolate non-obvious relationships between disparate data sources. This position typically works under general supervision and direction. Incumbents of this position may exercise discretionary and decision-making authority. Essential Job Duties and Responsibilities: Works with the data science team and stakeholders to address business challenges by harnessing structured, semi-structured, and unstructured data in a distributed processing environment. Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse data sources to generate actionable insights and solutions for client services and product enhancement. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Prepares and delivers presentations that effectively describe complex quantitative methods in clear and concise communications. Keeps up to date with technical as well as industry developments, analytics software/tools, trends, and recognized best practices. Contributes to projects under the direction of project and product owners to adhere to funding, resourcing, schedule, and other constraints. Desired Skills Experience with programming scripts such as Python, Scala, SAS, Matlab, and R in a Linux environment. Experience with Python libraries including pandas, numpy, scipy, statsmodels Experience using exploratory data analysis methodology in creating and implementing machine learning algorithms and advanced statistics such as: regression, clustering, decision trees, markov chains, monte carlo, kalman filters, scenario analysis and neural networks. Experience utilizing Jupyter Notebooks to share and explain data analysis and concepts Experience with cloud services including AWS, Azure, Google Cloud Platform and IBM Cloud. Ability to collect data using XML and REST APIs. Experience with SQL querying and knowledge of PostgreSQL, MySQL, databases. Experience in visualizing data to stakeholders in a simple and concise manner through visualization software such as Tableau, ggplot, matplotlib, Plotly, Seaborn, D3, Leaflet, etc. Experience with distributed source control, Git or Mercuria Minimum Job Requirements: This job is at a cleared site, candidates must be US persons, which include U.S. Citizenship or Permanent Residency.  Four-year college degree, in statistics, economics, physics, mathematics, operations research, computer science, data engineering, or related areas of study; plus two years of related experience using machine learning, statistical modeling, data mining, data modeling, data integration and other data science skills and techniques. Experience with Python or comparable scripting language. Experience with statistical and analytic programming design and technologies such as Python and R and other simulation / data analysis tools. Requires fundamental knowledge and experience developing algorithms and analytics applications. Must have strong analytical and problem solving skills, attention to details, critical thinking ability, and creativity. Must be able to abstract from ambiguous and sometimes conflicting information to identify opportunities for improvement and the critical business drivers and factors that influence outcomes. Must have emerging ability to produce high quality analytics applications that can be deployed in a repeatable and scalable fashion. Requires strong knowledge of statistics, machine learning, predictive analytics, and other related techniques. Must have excellent written and verbal communication skills used to effectively communicate and present complex information in terms appropriate to the audience. Incumbent will have research skills and knowledge of current data management principles, procedures, and other tools of the trade. Must be able to manage and prioritize multiple projects simultaneously. Prior experience working in the defense or logistics industries desired. The description provided above is not intended to be an exhaustive list of all job duties, responsibilities and requirements. Duties, responsibilities and requirements may change over time and according to business need. Worker Type: Employee 1 day ago report job"
Research Scientistnew;Data scientist;USA;Seattle, WA;Amazon.com Services LLC;;;BASIC QUALIFICATIONS Master’s degree in a discipline of social science (sociology, anthropology, social work, education, etc.), public health, or a closely related field. Experience independently designing and executing research or evaluations aimed at answering ambiguous, difficult-to-test questions Experience using qualitative research tools (e.g. NVivo, Atlas.ti, Dedoose, MAXQDA) and quantitative tools (e.g. SPSS) 2+ years of post-academic experience  Amazon has helped reinvent how we live our daily lives. As an HR team, we are rethinking how HR supports the employee experience at Amazon. We’re ensuring that our people have the tools to create their own journey. We need big thinkers and pioneers – HR practitioners who are ready to roll up their sleeves and jump in, and who will build with us. The Global Compensation and Benefits team is an integral part of the journey for all Amazonians. If you are a true researcher at heart and thrive working in a complex and fast-paced environment, we want to talk to you. This is a unique opportunity to support the Global Compensation and Benefits team on the largest HR compensation system implementation at Amazon.  The Research Scientist position is self-driven, and goal oriented with a focus on investigating innovative solutions that meet the users’ needs. We are a fun and diverse team with members all over the world.  The Global Compensation Learning and Engagement team is seeking a mixed-methods researcher with deep expertise in social science, education, or similar research, including development and evaluation of theoretical frameworks, qualitative data collection and analysis methods in a variety of settings (e.g. focus groups, field studies, surveys, observational studies, “found data”, quantitative analytics), and statistics (t-test, ANOVAs, regressions, etc.). The ideal candidate will be equally comfortable with qualitative and quantitative methods, though candidates with greater exposure to and familiarity with qualitative methods will be considered if a solid understanding of the quantitative methods described above exists.  You will be responsible for spearheading research that leverages both qualitative and quantitative methods to understand and improve how we attract, hire, and onboard our candidates. Our approaches are driven by our research questions, so you should be comfortable with various mixed-methods research designs, both concurrent and sequential. Additionally, you should be comfortable with making independent decisions about qualitative study conduct, including determinations of sample size/saturation, purposive sampling, and close monitoring of data quality (including primary responsibility for code book development, coding procedures, and data validation). A customer-obsessed, relentless curiosity is a must, as is commitment to the highest standards of methodological rigor that a given study allows. This role provides opportunity for significant exposure to Amazon’s culture, leadership, and global businesses, and furthermore provides significant opportunity to influence how Compensation and Benefits grow along with business demand.  If you’re driven by strong client engagement and want to empower Amazon with your expertise in mixed methods research, let's talk.  KEY RESPONSIBILITIES: Provide expertise in applied survey methods Task and behavioral analysis Manage large-scale research projects Consult and collaborate with stakeholders to develop survey content and design research studies Conduct, direct, and coordinate all phases of research projects, demonstrating skill in all stages of the analysis process, including defining key research questions, recommending measures, working with multiple data sources, evaluating methodology and design, executing analysis plans, interpreting and communicating results  PREFERRED QUALIFICATIONS Ph.D. in a discipline of social science (sociology, anthropology, social work, education, etc.). Experience converting research studies into tangible real-world changes Experience navigating conflicting priorities and ambiguous problems Experience communicating qualitative research methods and findings to non-qualitative researchers Demonstrated experience conveying complex subject matter to clients and stakeholders Demonstrated ability mentoring, coaching, and influencing colleagues, collaborators, and stakeholders Working knowledge of R or Python At minimum, working knowledge of quantitative approaches (e.g., t-tests, regressions, ANOVAs, etc.) Demonstrated deep knowledge of and experience with qualitative research methods Proven written and verbal communication skills Amazon.com - 7 days ago report job
Data Analystsnew;Data scientist;USA;Piscataway, NJ 08854;KVRA Tech Inc;;;Company Description KVRA Tech Inc. has rapidly expanded into a leading provider of Technology Solutions. With development center in Piscataway, New Jersey and key global partnerships, KVRA Tech has proven itself capable of tackling projects, regardless of scale and complexity. KVRA Tech’s abilities range from Design of Clinical Trials to Biostatistics and from Big Data to Business Intelligence and Business Analytics. We also have a large consulting, technical recruiting and training team, with expertise in a variety of platforms, both major and niche. Complexity is what drives us. We have a great pool of Statisticians, SAS Programmers, R Programmers, Data Scientists, Data Analysts, Python Programmers, Health Care Analysts, and Big Data Architects. Our wide-array of talent, coupled with our deep understanding of technology, makes us the perfect potential partner for mid-size to fortune 500 companies.  We offer a range of engagement models such as strategic consulting, value-added staffing, turn-key projects offshore leveraged extended-delivery models and a number of outcome-oriented collaborative development models.  Job Description KVRA Tech Inc has openings for Data Analysts in Piscataway, NJ and other unanticipated locations nationwide. Duties: Design, develop and administer transactional and analytical data constructs/structures. Prepare tables and graphs for reporting as per user specifications. Interpreting data, analyzing results using statistical techniques. Ensure analysis programs and structures of outputs meet the regulatory standards. Automate report generation and distribution to the customers. Write complex and efficient SQL query to generate reports that answer business question. Develop, document, and maintain quantitative tools and models used to measure risks to earnings and capital inherent in the current position and business plans/forecast. Execute migration of SQL and SAS data cleaning, aggregation and reporting processes to Python. Create data pipeline for storage of data on the cloud. Generate complex data visualization dashboard. Identify and recommend new ways to save money by streamlining business processes. Analyze technology trends to identify markets for future product development or to improve sales of existing products. Design, develop and modify Tableau dashboard and visualization. Analyze competitive market strategies through analysis of related product, market, or share trends. Synthesize current business intelligence or trend data to support recommendations for action. Identify and analyze industry or geographic trends with business strategy implications. Requirements: At least a bachelor's degree in Statistics, Mathematics or Analytics or a related field. Send resume to KVRA Tech Inc: 15 Corporate Place South, Suite 369, Piscataway, NJ 08854.  Qualifications At least a bachelor's degree in Statistics, Mathematics or Analytics or a related field.  Additional Information All your information will be kept confidential according to EEO guidelines. Today report job
Data Scientistnew;Data scientist;USA;Chicago, IL 60606 (The Loop area);Vizient, Inc.;;;When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future. Summary: In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes. Responsibilities: Provide analysis to identify critical issues/questions around member performance. Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities. Generate hypotheses and analyze data to test and interpret results. Design and develop data models to predict member outcomes or future impact of key member decisions. Communicate findings from exploratory and predictive data analysis broadly to team and leaders. Identify improvement opportunities in reporting and BI tools and collaborate with Products Technology to implement enhancements. Serve as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced mathematics. Collaborate with key leaders and clinicians to build analytical acumen across all analytic roles in the organization. Qualifications: Relevant degree preferred. Advanced degree a plus. 5 or more years of relevant work experience. Proficient programming experience using SAS/Python/R. Demonstrated ability to manage large disparate data sets and using quantitative and qualitative analysis. Experience effectively communicating and presenting data to a variety of audiences required. #LI-DM Equal Opportunity Employer: Females/Minorities/Veterans/Individuals with Disabilities The Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law. Today report job
Data Science Health Innovation Fellownew;Data scientist;USA;San Francisco, CA 94143 (Haight-Ashbury area);University of California San Francisco;;;In 2019, UC Berkeley, UCSF, Johnson & Johnson Innovation and Janssen Research & Development came together to establish the Data Science Health Innovation Fellowship Program, to bring together experienced data scientists with academic and industry researchers, to facilitate collaboration among scientists, engineers, clinicians, and entrepreneurs, to tackle complex problems in health and patient care and to accelerate innovation in healthcare through data-driven approaches.  This fellowship program offers a two-year research and entrepreneurial opportunity for seasoned data science professionals to apply computer science, data science, data engineering, and computational statistics research and development principles, along with relevant domain science knowledge, to complex problems and datasets, to advance understanding of health and improve patient care by providing meaningful clinical insights. The fellowship program will recruit serial cohorts of up to six outstanding data scientists per year from industry and academia. We are seeking applications from a wide range of backgrounds.  The Data Science Health Innovation Fellows will receive training, support, and guidance from domain science and medical experts, including a mentor from each of the three collaborating organizations. The primary responsibility of the Fellows is to successfully identify and conduct interdisciplinary data-intensive research related to healthcare and use computational and data science technology as a tool to accomplish the aims of the research.  The Fellows will spend the first six months of the fellowship program developing feasible, innovative, high-impact, data science, and health-related translational research projects based on their interests and expertise, the availability of suitable mentors, and the availability of data and other resources. At the end of this period, the Fellows will present to the fellowship program’s Joint Steering Committee (JSC) detailed research project proposals that will include a problem statement and a proposed approach that highlights the proposals’ innovation(s), feasibility, impact, required datasets and resources, potential pitfalls, and possible solutions. Upon approval by the JSC, Fellows, working with their academic and industry mentors, will then conduct the research projects they proposed.  To be considered for the Program, all applicants must submit an application through UCSF Jobs Website. All applicants are strongly encouraged to visit the fellowship program website (https://innovateforhealth.berkeley.edu/) for detailed description of the fellowship program and a list of requested supplemental application materials. All selected Fellows will be hired as a full-time (100%) employee of the University of California for two years, with a starting salary dependent on qualifications and comparable to industry standards nationwide ($117,000-$130,000). Fellows will be based both at the Berkeley Institute for Data Science (BIDS) at UC Berkeley and the Bakar Computational Health Sciences Institute (BCHSI) at UCSF. Fellows will travel to Johnson & Johnson sites as needed to further scientific collaboration, and will have limited support for conference travel. The program does not provide assistance with relocation, housing, or transportation. All applicants must be US permanent residents or citizens as we are currently unable to provide visa sponsorship or support.  Note: Six openings available. Full time two year contract starting form the date of hire.  Please submit both a resume or CV and a cover letter with your application.  https://innovateforhealth.berkeley.edu/  BCHSI: The Bakar Computational Health Sciences Institute (BCHSI) is a critical component of a global UCSF initiative in Precision Medicine, which seeks to aggregate and integrate vast, disparate datasets to advance understanding of biological processes, determine mechanisms of disease, and inform diagnosis and treatment of patients. Beginning with a base of excellent computational faculty dispersed among our four top-ranked professional schools (Dentistry, Medicine, Nursing and Pharmacy) and Graduate Division, superb research programs and outstanding Medical Center, BCHSI will establish a central convening center, hire additional faculty, and build programs for research and education. BCHSI will develop and enhance UCSF’s computational approaches and strategies in basic, translational, clinical and population-based biomedical research, working with partners in industry and academia where appropriate. It will be a campus hub for computer scientists and for researchers who employ computation as a primary tool in their biomedical research.  BIDS: Berkeley Institute for Data Science (BIDS) is Berkeley’s hub of data science research and education, bringing together broad constituents of our academic community, including domain experts from the life, social, and physical sciences and methodological experts from computer science, statistics, and applied mathematics. BIDS staff and affiliated faculty include world-class researchers who are leading the advancement of data science within their fields. BIDS also serve as the home for researchers participating in multiple data science fellowship programs. Across and beyond this community, we actively seek creative ways to foster research collaboration across disciplines, for example, through seminars and training programs. Additionally, BIDS is home to several founders and core developers of leading open source software projects that support data-driven discovery and reproducible research. In fact, over 20 million people worldwide use open source software developed at the BIDS for data-intensive research in health, the environment and other areas, including software for complex image and network analysis.  UC BERKELEY: The University of California, Berkeley (UCB), is one of the world’s most iconic teaching and research institutions. Since 1868, Berkeley has fueled a perpetual renaissance, generating unparalleled intellectual, economic and social value in California, the United States and the world. Berkeley’s culture of openness, freedom and acceptance—academic and artistic, political and cultural—make it a very special place for students, faculty and staff.  ABOUT UCSF: The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. It is the only campus in the 10-campus UC system dedicated exclusively to the health sciences.  LI-NL1 Today report job
Applications Scientistnew;Data scientist;USA;Santa Barbara, CA;Oxford Instruments Plc;;;We’re looking for a skilled and highly motivated Applications Scientist, with experience in AFM imaging and nanomechanics, to join our factory-based applications team. You’ll apply your extensive knowledge of AFM theory and operation as an in-house super user, supporting a wide variety of activities from sales demonstrations to customer workshops, marketing content generation, new product testing and more. This is a fantastic opportunity to become part of an extremely talented team of dedicated scientists, who are constantly striving to solve our customer’s problems through innovation and cutting-edge instrumentation.  The Role Perform AFM/SPM product demonstrations for prospective customers both in person and remotely, taking the time to listen and deeply understand the customer’s needs, then partnering with sales staff to provide a clear value proposition throughout the demo and any follow up discussions. Compile clear and compelling demo reports which provides the customer with the information required to make a purchasing decision, ensuring maximum impact from the available images. Provide advanced applications training to customers, adapting teaching style and content for an audience ranging from novice to expert level users. Tenaciously generate stunning AFM data for use in marketing materials, sales presentations, and other collateral. Perform applications testing as part of the new product introduction process, working closely with the development team to provide user feedback and to support successful and timely product launches. Maintain an active presence in the scientific community by developing new applications and techniques, authoring app notes and/or journal articles, and giving technical presentations at workshops, seminars, and conferences. Serve as an in-house technical adviser for the sales and marketing team on technical matters, including fielding questions from prospective customers and interpreting technical claims from competitors.  The Candidate  Successful candidates will have: A PhD in a scientific field, and at least 2 years of industry experience in an Applications role or similar. Strong background in AFM / SPM, ideally with some knowledge of the Asylum Research product suite and expertise in nanomechanics. Python or general programming skills and / or a knowledge of chemical spectroscopy a plus. Outstanding communication skills, both written and verbal, and the ability to adapt your listening and communication style to customers from widely varying backgrounds. Excellent time management and multitasking capabilities, with the ability to juggle several competing, time-sensitive tasks from several different departments within the business. A proactive, positive attitude with willingness to go the extra mile – including travelling at short notice, working extra hours as needed, and generally going above and beyond to help the team deliver results. Asylum Research is the technology leader in AFM and SPM for both materials and bioscience applications. We are dedicated to providing innovative instrumentation for nanoscience and nanotechnology customers worldwide. Through technological leadership, with over 300 years of combined experience among our staff, Asylum Research pioneers AFM instrumentation and innovation around the world.  Asylum is a part of a successful global company, Oxford Instruments plc, a leading provider of high technology tools and systems for industry and academic research. We provide flexible hours and a competitive salary and benefits program including medical, dental, vision and 401k. To apply for this outstanding opportunity, please attach your resume and cover letter in a single PDF to your application.  Oxford Instruments is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, national origin, disability or protected veteran status. EOE/M/F/D/V  Note to recruitment agencies: Oxford Instruments does not accept agency CV’s. Please do not forward details to our jobs alias, Oxford Instruments employees or any other company location. Oxford Instruments is not responsible for any fees related to unsolicited CV’s. Today report job
Entry-Level Wetland/Ecological Scientistnew;Data scientist;USA;Glastonbury, CT 06033;BSC Group;;;"BSC Group, an interdisciplinary engineering and environmental consulting company, is seeking a qualified, energetic, motivated individual for our Glastonbury, CT office. Our firm specializes in engineering and design; wetland, wildlife and other natural resources assessments; construction compliance inspections; environmental impact analysis; permitting and regulatory compliance; landscape architecture, and GIS services for public, private and utility clients. A successful applicant for the position will possess the following skills: Ideally has 1 – 2 years’ experience, or experience as an intern in environmental/wetland science and regulation or construction compliance monitoring; BS in Environmental or Biological Sciences, or related field. MS a plus; Certified CT Soil Scientist or the ability to become a soil scientist a plus; Experience working with utilities a plus; Excellent written and verbal communication skills; Must be able to respond successfully to multiple demands and manage time effectively; CADD/GIS skills a plus. Typical responsibilities will include conducting environmental compliance construction monitoring and reporting, wetland delineations using local, state, and federal delineation methodologies; preparing permit applications, conducting ecological research, analyzing impacts; collecting data and transferring data to appropriate reporting forms, and interacting with various contractors, state and federal agencies, as well as clients. The successful candidate will be trained and mentored. The successful candidate must be able to work collaboratively as a team member as well as work independently on assigned tasks. The ability and willingness to perform fieldwork and travel within central and southern New England are also required (CT and MA mainly), including spending some overnights close to field work locations. The selected candidate will have a passion for technical excellence, an ability to contribute to productive and dynamic teamwork, a commitment to lifelong learning and growth, and have a desire to build a long and rewarding career with BSC. Competitive salary and benefits, including a flexible work schedule, are offered. 4 days ago report job"
Data Scientist Inew;Data scientist;USA;Beaverton, OR 97008 (Greenway area);DAT Solutions, LLC;;;DAT Solutions is seeking a Data Scientist to join our team in Beaverton, Oregon. Summary: The successful candidate will be working in a team environment developing statistical and machine learning models in R and/or Python to solve pressing business problems in the software as a service space. They will participate in team problem solving efforts and offer ideas to solve internal client issues. They will conduct relevant research, data analysis, and creation of reports for internal clients and be responsible for quantitative analysis of structured, semi-structured, and unstructured data working in small teams to develop, test, and harden advanced analytical models as required. Required qualifications to be successful in this role: Bachelor’s or Advanced degree in Mathematics, Statistics, Accounting, Economics, Finance or other technical disciplines (Master’s Degree or higher strongly preferred)  Proficiency in word processing, spreadsheet, and presentation creation tools, as well as Internet research tools Good communication skills and strong business presence  Strong orientation to quantitative, data-driven analysis using stats packages in Python or R.  Understanding of relational databases and data structures  Strong ability to code in Python, SQL, and R.  Preferred: Master’s Degree or higher  Exceptional attention to detail and proven ability to identify process improvement opportunities Product analytics experience  Advanced statistics and machine learning/NLP techniques and algorithms using R, Python, Java on ML platforms such as Spark, H20 etc.  About DAT DAT operates the largest truckload freight marketplace in North America. Transportation brokers, carriers, news organizations and industry analysts rely on DAT for market trends and data insights derived from 183 million freight matches and a database of $68 billion of market transactions. DAT Solutions offers competitive compensation and an excellent benefit package that includes medical, dental and vision coverage, flexible savings accounts, 401K, Life and AD&D insurance, a comprehensive Paid Leave program, and a Tuition Reimbursement program. Participation is limited to regular full-time employees. DAT Solutions provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. We especially invite women, minorities, veterans, and individuals with disabilities to apply. EEO/AA M/F/Vet/Disability. Sponsorship and relocation assistance are not offered at this time for this position. All referrals and résumés are managed exclusively through the Human Resources Department. DAT Solutions will not consider unsolicited résumés from vendors including search firms, fee-based referral services and/or recruitment agencies. For additional information, see www.DAT.com/company Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c) Today report job
Power Markets Research Analyst;Data scientist;USA;Boston, MA 02109 (Central area);REsurety;;;Position Overview: As a power markets research analyst, you will support a range of REsurety’s objectives related to power markets. Your core areas of focus will be to further develop our statistical and fundamentals-based power market price modeling tools, scientifically validate and assess the impact of model refinements on our products, and help maintain REsurety’s situational awareness and response to evolving power market rules and conditions. In addition to working with other members of the Research team, you will collaborate extensively across REsurety’s functional and product teams.  Key Responsibilities: Support de-risking and development of new power market price modeling capabilities Validate new model features and evaluate the impact of these features on REsurety’s products Support investigations to identify and explain significant market events and articulate refinements to our system to better capture such events Support REsurety’s understanding of power markets Lead internal and external communications on power markets topics Required Experience and Qualifications: Understanding of U.S. and/or international power markets including fundamental drivers of market pricing Experience with R, Python, MATLAB, or other related programming languages Familiarity with statistical, machine learning, or econometric techniques Experience obtaining and communicating qualitative insights from quantitative analysis Experience working in a team-based environment Bachelor’s degree in a quantitative field Two years work or commercially-relevant research experience A passion for reducing the cost of energy from renewable sources Preferred Experience Experience developing or using production cost models (e.g., GE MAPS, DAYZER, PROMOD, PSO, PLEXOS, AURORA, GridView, etc.) or capacity expansion models (e.g., IPM, RPM, NEMS, ReEDS, HAIKU, Strategist, System Optimizer, PLEXOS, AURORA, etc.) REsurety, Inc. is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation or any other characteristic protected by law. 30+ days ago report job
Data Scientist/Data Analyst;Data scientist;USA;Wichita, KS 67212;Net Pay Advance Inc;;;DEPARTMENT: Finance & Analytics JOB TITLE: Data Scientist/Data Analyst REPORTS TO: Director of Analytics JOB PURPOSE: The Associate Data Scientist/Data Analyst will provide accurate and timely data support, analysis and maintenance using statistical math and algorithms on a variety of reports, charts, models and projects that have a direct impact on all aspects of Net Pay Advance, Inc. The Associate Data Scientist/Data Analyst works closely with the other Data Scientist regarding efficiency, analysis, quality goals, and market and product trends while supporting cross-functional teams on the day-to-day delivery of projects and initiatives.  ESSENTIAL EXPERIENCE, DUTIES & RESPONSIBILITIES Associate Data Scientist/Data Analyst RESPONSIBILITIES Contribute using SQL and R or Python languages to the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions. Find, clean, and integrate data into usable and helpful information. Identifies and utilizes data analysis and measurements effectively to identify performance trends, shortfalls. Identify campaigns, strategies, and processes that drive highest results. Turn data into insight: segment, cluster, model and mine to better understand behaviors and trends. Analyze why things happened and predict what could happen in the future based on data. Identify gaps in current data systems, drive and contribute to development of systems to bridge gap. Plans and executes ongoing strategies including maximization of technologies and processes. Responding with urgency to high priority requests from senior business leaders. Adhere to professional conduct standards as defined by company guidelines. Take initiative to make things better and provide solutions for challenges. Demonstrate commitment to continued personal and professional improvement. Supports management and advocates in day-to-day operations. Anticipate operational needs based on volume/expansion and make recommendations. Drive change – produce clear, understandable visualizations and reports to share with Senior Management.  QUALIFICATIONS BS, MS or PhD in Computer Science, Statistics, Applied Mathematics, or a related field (with 3+ years of experience preferred). In depth knowledge and understanding of underwriting desired. Background in data mining, machine learning, statistical analysis, and modeling. Strong SQL abilities and experience with massive relational database systems. Programming skills in R or Python and experience with related machine learning packages. Proven track record of assisting business decisions with accurate data and analysis. COMPETENCIES Ability to produce significant output with minimal waste of effort. Plans, organizes and schedules time in an efficient, productive manner. Ability to structure and process qualitative or quantitative data and draw insightful conclusions from it. Exhibits a probing mind and achieves penetrating insights. Doesn’t let crucial details slip through the cracks or derail a project. Reaches out to peers and cooperates with supervisors to establish an overall collaborative working relationship. Ability to communicate well, including the ability to take complex topics and create relatable narratives for different audiences. A decisive individual with excellent organizational skills and the ability to multi-task effectively 30+ days ago report job
