Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Data Engineer H/F;Python;France;Paris (75);New Deal IC;Temps plein, CDI;;Data Engineer H/F New Deal IC - Paris (75) Postuler Paris (75) Temps plein, CDI Company My client is prestigious bank member of an international industrial french Group. You will joing the Data Science department and will have an exceptional view of the whole bank activities. Responsibilities : Build innovative products to help businesses to make better decisions, from business requirement gathering to go life of solution, working together with Data Scientist Interact with all the Lines of Businesses to understand their needs and provide them with best-of-breed solutions Working with latest technologies and help business users to focus on more added value tasks in their daily work Main missions : Join the freshly established RCI Data Lab elite team, allowing to work with autonomy, ownership, creativity and appetence for innovation Explore, study and define data, coming from heterogeneous systems across RCI subsidiaries, to be feed the Global Data Lake Propose, create and document solutions for Data Management: ingestion, cleansing, storing … Propose, design and create Web applications (both database solution, back-end & front-end programming), using relevant technological stack in Big Data and Business Intelligence fields (POCs, then production when successful) Make Data available for data scientists to enable mining of the data, and deliver selected populations and products to appropriate systems In charge of maintenance and upgrade of the applications Key skills : Solid experience (min 3 years) with Big Data and Hadoop ecosystems tools (Hue, Cloudera Manager, Ambari, Hbase, Hive, Tez, Drill, Impala, Nifi, Zookeeper, Oozie, Yarn, HDFS, Spark, Kafka, Kudu, Parquet, SolR, Sentry, Cloudera Director, Ranger, Zeppelin, etc…) Hands-on backend BI process (collection, organization, modeling and reporting) Agility between coding up a working solution and pushing new approaches Strong knowledge of integration and modeling tools (Sqoop, Flume, Oracle data Integrator, OD4H/OL4H, Kafka connector, Spark, SparkSQL, Spark Streaming etc…) Strong knowledge of machine learning algorithms using: MapReduce, Java, Python, Scala, R, SQL, Spark MLlib. Experience with Cloudera, MapR, Datastax or HortonWork Big Data ecosystem platform Good knowledge of Data Pipelines architecture, Data Warehouse modeling Experience with Spark Framework, MapReduce, ETL, RestFull services Experience with SQL/NoSql databases (Hbase, Kudu, MongoDb, Cassandra …) and analytics stack appreciated Knowledge about hosting and version control (Git) is a must Practical and analytical mindset, with a strong problem-solving skills In an international context, good in communication skills and fluent in English and French language Type d'emploi : Temps plein, CDI Avantages : Épargne Salariale Horaires Flexibles Participation au Transport RTT Expérience: Data Engineering: 2 ans (Requis) Formation: Bac +5 (Master / MBA) (Requis) Certificats et autres accréditations: Data Science (Souhaité) Langue: English (Requis) French (Requis) Télétravail: Temporairement en raison du COVID-19 il y a 4 jours Signaler un abus
INGÉNIEUR SIMULATION ET ENVIRONNEMENT VIRTUEL (H/F);Python;France;Palaiseau (91);ONERA;;;"INGÉNIEUR SIMULATION ET ENVIRONNEMENT VIRTUEL (H/F) ONERA24 avis - Palaiseau (91) Postuler Palaiseau (91) Présentation de l'ONERA L’ONERA, acteur central de la recherche aéronautique et spatiale, emploie environ 2000 personnes. Placé sous la tutelle du ministère de la défense, il dispose d’un budget de 236 millions d’euros dont plus de la moitié provient de contrats commerciaux. Expert étatique, l’ONERA prépare la défense de demain, répond aux enjeux aéronautiques et spatiaux du futur, et contribue à la compétitivité de l’industrie aérospatiale. Il maîtrise toutes les disciplines et technologies du domaine.  Présentation du département Le Département Électromagnétisme et Radar (DEMR) est à l'origine ou développe de nombreux concepts radars innovants, exploités dans des réalisations marquantes (GRAVES, NOSTRADAMUS, radar passif, SETHI, HYCAM...). Les projets correspondants sont soutenus par la DGA, l’ESA, l’Union Européenne et d’autres clients industriels ou publics. Le DEMR est également impliqué dans la conception et la validation de modèles et d’environnement de simulation complet (capteur, signature, scène) au profit des programmes étatiques.  Missions Dans le Département Électromagnétisme et Radar, vous participerez aux travaux de recherche en simulation de l’environnement électromagnétique. Vous contribuerez à la conception et à la réalisation d’outils numériques pour la simulation de capteurs et de scènes synthétiques dans le domaine électromagnétique. Ces outils sont exploités pour la conception, la validation et la qualification des futurs systèmes radar industriels ou dans le contexte d’études et de travaux d’expertise au service de l’Etat. Vous contribuerez notamment à faire évoluer ces outils afin de permettre la production de grands volumes de données synthétiques représentatives nécessaires à l’apprentissage par des méthodes de machine learning en collaboration avec les équipes dédiées. Familier des outils liés à la modélisation de scènes 3D (modeleurs, modèles de génération procédurale…), vous contribuerez également aux travaux visant à améliorer le réalisme et le niveau de détail dans les scènes synthétiques. Il vous sera demandé de faire preuve de créativité et d’innovation et, à terme, de participer à l’encadrement de thèses ainsi qu’à la rédaction de publications. Enfin vous contribuerez également à l’amélioration des normes pour la simulation de l’environnement en relation avec les autres départements de l’ONERA (Optronique, Traitement de l’Information et Système) afin de poursuivre les actions de capitalisation et de partage logiciel. Vous participerez également à la valorisation de modèles radar comportementaux au sein de simulations technico-opérationnelles. Vos missions sont conditionnées par l'obtention d'une habilitation de défense nationale.  Profil Ingénieur et/ou Docteur ; Expérience professionnelle ou personnelle dans le développement autour des techniques de rendu 3D avec des APIs type Vulkan, DirectX (Ray Tracing), ou à l’aide de moteurs dédiées aux jeux vidéo (Unity, Unreal Engine…), éventuellement de la simulation physique (SDK PhysX, FEMFX, ...) ; Connaissances en physique (électromagnétisme ou optique) et traitement du signal ; Maîtrise des langages informatiques (Python ou Matlab, C++, CUDA…) ; Bonne maîtrise de l’anglais.  Intégrer l’ONERA, c’est rejoindre le premier acteur de la recherche aéronautique et spatiale en France, c’est construire le futur dès à présent. À l’ONERA, l’accent est mis sur l’équilibre vie pro/vie perso, et sur la formation continue des collaborateurs, pour répondre aux besoins d’innovations du secteur.  Job Reference: ONERA00157 Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Développeur back-end H/F;Python;France;Neuville-aux-Bois (45);Chocolaterie Alex Olivier;Temps plein, CDI;2 500 € par mois;Développeur back-end H/F Chocolaterie Alex Olivier - Neuville-aux-Bois (45) A répondu à 51 %-74 % des candidatures des 30 derniers jours, généralement en 2 jours. Postuler Neuville-aux-Bois (45) Temps plein, CDI 2 500 € par mois NOTRE ENTREPRISE Maitre Chocolatier depuis 1927, la PME Neuvilloise Alex Olivier, vous propose des recettes gourmandes issues de l'exigence et de la qualité du savoir-faire français. Proactive et dynamique, nous sommes engagés dans des démarches solidaires en utilisant des matières premières Equitables, afin de permettre aux petits producteurs de vivre dignement de leur travail, et biologiques selon des méthodes respectueuses de notre environnement. Depuis plus de 90 ans, nous relevons le défi de l’industrialisation de procédés artisanaux : une maitrise des process de fabrication, un développement de recettes inédites, tout en conservant la tradition des savoir-faire chocolatiers. L’important développement de notre notoriété nous amène à renforcer nos équipes, notamment celle du service informatique . LE POSTE En étroite collaboration avec l’informatique Groupe, vous piloterez en mode « projet » les différentes phases d’études et de développement des applications de l’ERP Odoo sous V10 et aurez la responsabilité de le rendre le plus efficace possible. Votre rôle ira plus loin que celui du « référent(e) Odoo ». Vous devrez répertorier les besoins (métiers, fonctionnalités, processus) et intervenir en tant que véritable force opérationnelle directement au cœur de l’activité, auprès de la centaine d’utilisateurs. Vous effectuerez l’installation, les tests, la mise en production et la résolution des problèmes à leurs côtés. Le retour d’expérience instantané sera votre clé de voute pour performer. Quand vous ne serez pas sur le terrain, vous serez amené(e) à effectuer de la maintenance et de la sécurisation des SI. Ce seront également des moments pendant lesquels vous pourrez échanger avec les différents informaticiens Groupe à propos de vos techniques, des points à améliorer, de votre stratégie mais aussi pour partager vos points de vue. Notre priorité sera de vous faire aimer votre travail dans la durée et nous nous assurerons que vous ne vous ennuierez jamais grâce à de nombreuses missions enrichissantes, accomplies en transversalité à la fois avec les équipes locales et le Groupe. Ce que nous recherchons chez notre futur(e) Développeur Python H/F, c’est une véritable envie de porter un projet et de s’investir à nos côtés, doublée d’une expertise informatique, de connaissances de la GPAO et idéalement du domaine agro-alimentaire, ingrédients indispensables d’une recette qui nous permettra d’atteindre un succès commun. Vous pensez être LE Talent informatique qu’il nous faut et participer à cette aventure à la fois gourmande et effervescente vous tente ? Alors embarquez avec Alex Olivier en cliquant sur « postuler » et rejoignez notre équipe! Autres informations: - Travail en horaires de journée - Statut TAM - Applications et techno utilisées : Odoo, SQL, Linux Type d'emploi : Temps plein, CDI Salaire : 2 500,00€ /mois Expérience: développeur back-end h/f ou similaire: 4 ans (Souhaité) Il y a plus de 30 jours Signaler un abus
Ingénieur Développement C++ Agile F/H;Python;France;Lyon (69);Médiane Système;Temps plein, CDI;37 000 € - 42 000 € par an;"Ingénieur Développement C++ Agile F/H Médiane Système5 avis - Lyon (69) Postuler Lyon (69) Temps plein, CDI 37 000 € - 42 000 € par an Et si vous embarquiez vers les nouvelles technologies ? Dans le cadre d’un projet de développement en mode Agile, dans le domaine ferroviaire, vous intégrez une équipe de 5 personnes. Le logiciel développé permet de collecter en temps réel des données de maintenance issues de différents équipements industriels afin de les fournir à un serveur de maintenance distant. Pour cela, vous êtes en charge du codage des nouvelles fonctions logicielles, de l’implémentation des tests automatiques ainsi que de la mise à jour de la documentation associée. La gestion de configuration est réalisée sous Git. De profil Bac+5 en Informatique Industrielle, vous possédez 3 ans d’expérience minimum avec une forte maitrise du langage C++14 et de Boost, sous Linux TR idéalement. Vous avez de bonne connaissance du réseau Ethernet, des web-services (librairie GSoap) et des langages : XML, Python (pour les tests automatisés) et SQL. Anglais impératif (lu/écrit) pour la documentation technique Quelques mots sur Médiane Système... Créée par des Ingénieurs POUR des Ingénieurs, Médiane Système est une société d’ingénierie technique à taille humaine spécialisée depuis 30 ans dans les métiers de la conception et du développement de systèmes embarqués pour l’industrie (logiciel embarqué et applicatif, électronique numérique/analogique, V&V, IIoT, cyber sécurité, bancs de tests). Participer à l’aventure Médiane Système, c’est travailler sur des projets stimulants et variés au cœur des évolutions technologiques industrielles. Du secteur ferroviaire au médical, en passant par l’énergie, l’automobile, l’aéronautique ou bien les télécoms, nos équipes interviennent dans des environnements technologiques de pointe, innovants et exigeants. _Retrouvez quelques-uns de nos projets sur notre site internet : https://www.medianesysteme.com/metiers/projets _ Nos managers sont issus de la technique et parlent votre « langage » : Intégrer Médiane Système, c’est aussi rejoindre une communauté de spécialistes où vos compétences seront reconnues et développées. Une carrière adaptée pour réaliser vos ambitions : Expertise technique, encadrement, gestion de projets, qualité... Notre richesse c’est VOUS ; c’est pourquoi, nous mettons tout en œuvre pour construire, ensemble, une carrière à votre image, à la hauteur de votre potentiel. Cet accompagnement se réalise dans le cadre de formations adaptées et continues (internes et/ou externes) et d’un plan d’évolution de carrière clair et personnalisé en fonction de vos aspirations. Type d'emploi : Temps plein, CDI Salaire : 37 000,00€ à 42 000,00€ /an Il y a plus de 30 jours Signaler un abus"
INGENIEUR D’ETUDE ET DE RECHERCHE : SIMULATION NUMERIQUE EN...;Python;France;Palaiseau (91);ONERA;;;"INGENIEUR D’ETUDE ET DE RECHERCHE : SIMULATION NUMERIQUE EN PROPULSION AEROBIE POUR VEHICULE HYPERSONIQUE (H/F) ONERA24 avis - Palaiseau (91) Postuler Palaiseau (91) Présentation de l'ONERA L’ONERA, acteur central de la recherche aéronautique et spatiale, emploie environ 1950 personnes. Placé sous la tutelle du Ministère des Armées, il dispose d’un budget de 236 millions d’euros dont plus de la moitié provient de contrats commerciaux. Expert étatique, l’ONERA prépare la défense de demain, répond aux enjeux aéronautiques et spatiaux du futur, et contribue à la compétitivité de l’industrie aérospatiale. Il maîtrise toutes les disciplines et technologies du domaine.  Présentation du département Le département Multi-physique pour l’Énergétique mène des travaux de recherches et d’études au profit des industriels et des services étatiques du domaine aérospatial tant civil que militaire mais également en lien étroit avec le monde académique. Les activités du Département se déclinent au travers de six axes stratégiques : Les systèmes énergétiques innovants ; Les performances des systèmes propulsifs ; L’expérimentation en conditions représentatives ; La modélisation et simulation multi-physiques ; La sécurité et l’impact environnemental ; Les plateformes logicielles multi-physiques.  Missions Dans l’unité de recherche PRA (PRopulsion Aérobie) du DMPE, qui réalise des études et des recherches sur les propulseurs aérobies tels que les turboréacteurs (ou des éléments de turboréacteurs), les statoréacteurs et les statomixtes, vous êtes chargé plus précisément de mener des études numériques sur les chambres de combustion de statomixtes dans le cadre de différents projets.  Vos principales fonctions consisteront à : réaliser des simulations numériques de chambres de combustion de statomixtes destinés à la propulsion de véhicules hypersoniques avec le code CEDRE développé par l’ONERA ; mener, en fonction des besoins liés aux simulations, des travaux de développement informatique ; participer, en liaison avec les différents acteurs tant internes (autres unités du DMPE ou Départements de l’ONERA) qu’externes (partenaires industriels ou étatiques), à l’exploitation des résultats des simulations numériques afin, d’une part, d’orienter les études de conception de ces véhicules et, d’autre part, d’interpréter les essais réalisés au sol et en vol ; contribuer à la validation du code CEDRE pour ce type d’applications, en liaison avec les équipes en charge de son développement  Les travaux menés sur ce thème par l’unité PRA s’effectuent essentiellement dans le cadre des programmes d’études amont de la DGA mais vous pourrez être amené également à participer à d’autres types d’études réalisées dans le cadre de programmes européens de recherche ou de collaborations internationales hors Europe. Vous développerez également dans ce poste des relations avec différents partenaires étatiques et industriels nationaux du domaine aérospatial notamment MBDA pour la propulsion par statomixte ainsi qu’avec des organismes de recherche ou des partenaires internationaux.  Vous êtes également en contact avec le monde académique au travers de l'encadrement de stagiaires de fin d’étude d’ingénieur, de master ou de doctorants et êtes amené(e) à rédiger des publications pour des journaux à comité de lecture et pour des conférences internationales. Outre vos qualités scientifiques, vous devez faire preuve de fortes capacités de communication et de travail en équipe.  Vos missions sont conditionnées par l’obtention d’une habilitation de défense nationale.  Profil Docteur-ingénieur en mécanique des fluides ou énergétique ou Ingénieur en aéronautique ou généraliste avec option énergétique ou propulsion. Compétences avérées en programmation C++, fortran90, Unix et Python. Connaissance et pratique des codes de calcul en aérothermochimie appréciées. Capacités reconnues de communication et de travail en équipe. Bonne maîtrise de l’anglais.  Intégrer l’ONERA, c’est rejoindre le premier acteur de la recherche aéronautique et spatiale en France, c’est construire le futur dès à présent. À l’ONERA, l’accent est mis sur l’équilibre vie pro/vie perso, et sur la formation continue des collaborateurs, pour répondre aux besoins d’innovations du secteur.  Job Reference: ONERA00223 Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
INGÉNIEUR SYSTÈME EXPÉRIMENTÉ: INFRASTRUCTURE STOCKAGE OPEN...;Python;France;Nantes (44);Euro Information;Temps plein, CDI;;"INGÉNIEUR SYSTÈME EXPÉRIMENTÉ: INFRASTRUCTURE STOCKAGE OPEN (H/F) Euro Information9 avis - Nantes (44) Continuer pour postuler Nantes (44) Temps plein, CDI Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé par le Groupe.  Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3200 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.  Mission principale  Dans un contexte international, vous avez en charge l'architecture stockage, de l'étude initiale au déploiement et à l'administration.  Activités et tâches spécifiques  Votre mission consistera à: Participer aux projets d'innovation dans le monde du stockage. Notamment dans les domaines cloud, hyper-convergence, stockage objet & optimisation des process SDDC. Faire évoluer nos infrastructures vers l'état de l'art du stockage sur les périmètres NAS, SAN et stockage objet. Contribuer à l'administration, l'industrialisation et le support de l'ensemble des solutions de stockage et de sauvegarde déployées. Participer à la définition, la rédaction et l'actualisation des standards, procédures et architectures techniques. Contribuer à la réponse aux exigences de sécurité de la plateforme technique Vous serez intégré à une équipe de 10 Ingénieurs systèmes stockage répartie entre les sites de Strasbourg et Nantes Vous interviendrez sur des plateformes modernes, très variées, hautes performances et haute disponibilité  onnaissances et compétences  Vous avez une bonne connaissance des infrastructures techniques stockage, SAN, NAS en datacenter ou avez l'envie d'apprendre dans ces domaines. Vous avez de l'aisance dans le développement d'outils d'administration (python et/ou powershell). Vous avez idéalement mené des projets de déploiement d'infrastructures de stockage et avez développé des capacités de support technique avancé. Des connaissances en gestion de systèmes linux sont appréciées. Savoir-être - savoir-faire  Vous êtes une personne autonome, organisée, curieuse et vous possédez de bonnes qualités relationnelles. Vous savez anticiper, planifier et faire preuve de réactivité.  Autres informations  Quelques bonnes raisons de rejoindre la Team EI : Des postes au sein d'équipes dynamiques 13ème mois, RTT, prime d'intéressement et de participation Des challenges qui stimulent le quotidien Des conditions bancaires avantageuses Un management de proximité à l'écoute de ses collaborateurs Un restaurant d'entreprise Vous souhaitez vivre une expérience professionnelle passionnante qui vous permettra d'évoluer et de grandir ; Alors n'hésitez plus... Postulez ! il y a 21 jours - Continuer pour postuler Signaler un abus"
INGENIEUR DE D'ETUDES ET DE RECHERCHE EN FUSION DE DONNEES (...;Python;France;Palaiseau (91);ONERA;;;INGENIEUR DE D'ETUDES ET DE RECHERCHE EN FUSION DE DONNEES (H/F) ONERA24 avis - Palaiseau (91) Postuler Palaiseau (91) Présentation de l'ONERA L’ONERA, acteur central de la recherche aéronautique et spatiale, emploie environ 1950 personnes. Placé sous la tutelle du Ministère des Armées, il dispose d’un budget de 236 millions d’euros dont plus de la moitié provient de contrats commerciaux. Expert étatique, l’ONERA prépare la défense de demain, répond aux enjeux aéronautiques et spatiaux du futur, et contribue à la compétitivité de l’industrie aérospatiale. Il maîtrise toutes les disciplines et technologies du domaine.  Présentation du département Le département DTIS décline dans son périmètre la mission de l’ONERA, dont le cœur est de développer et orienter les recherches dans le domaine aérospatial. Ce périmètre couvre les thématiques suivantes : identification et commande des systèmes, perception et traitement de l'information, intelligence artificielle et décision, Ingénierie des systèmes et des logiciels, ingénierie cognitive et interaction homme-système, mathématiques appliquées et calcul scientifique, conception et optimisation des systèmes, sûreté et sécurité des systèmes cyber-physiques, robotique et autonomie. Ses activités concernent les finalités Aéronautique, Espace, Défense, avec pour principales applications les aéronefs (avions de transport, avions de combat, drones, dirigeables, hélicoptères, …), les systèmes aérospatiaux (système de transport aérien, lanceurs, satellites, …), les systèmes d’information (systèmes de veille, de localisation…), les systèmes de défense (missiles, systèmes de systèmes, …).  Missions Vous intégrez l'unité Simulation, Infrastructure et Intégration de Modèles (S2IM), et plus particulièrement une équipe spécialisée dans le domaine Systèmes de Systèmes et plus particulièrement en Simulation Technico-Opérationnelle couvrant 4 périmètres (Défense, Spatial, Sécurité Civile et Aéronautique). Dans les systèmes d'information opérationnels(lutte anti-drones, réseaux de capteurs …),les fonctions DRIL (Détection, Reconnaissance, Identification et Localisation) et fusion de données sont critiques et très imbriquées. Cette unité dispose déjà d'une expertise reconnue couvrant notamment les aspects localisation et fusion de données de sources hétérogènes. Pour renforcer cette compétence, nous recherchons un ingénieur d'études et de recherche expérimenté dont la mission sera d’étudier et de prototyper des algorithmes innovants de fusion d’informations dansd’un réseau de capteurs hétérogènes. Le candidat contribuera à la recherche et l’innovation en étant force de proposition dans l’élaboration de projets scientifiques et technologiques et d’expérimentations dans le cadre du laboratoire d’étude dédié.A terme, il sera en charge de lots de travaux ou de projets et sera impliqué dans la préparation des réponses à appels d’offres. Ces principalesmissions sont : étudier, mettre au point et réaliser des algorithmes novateurs de fusion de données dans le domaine des systèmes de surveillance, assurer la réalisation d'études et d'expertise dans le domaine fonctionnel,être le garant de la performance globale de la chaine de traitement contribuer à la réalisation d'études d'algorithmes de traitement de l'information pour lesquelles les performances temps réels nécessitent un couplage fort avec le logiciel et/ou matériel, réaliser et gérer les démonstrateurs nécessaires à la valorisation et à la mise au point des algorithmes, contribuer puis piloter des contrats et des projets scientifiques (H2020, PST, …),  Vos missions sont conditionnées à l’obtention d’une habilitation de Défense Nationale.  Profil Ingénieur et/ou Docteur, vous bénéficiez d'une expérience réussie dans l'étude et le développement d'algorithmes de fusion de données ainsi que dans l’expertise de systèmes dans le domaine de la défense. Un intérêt prononcé pour le domaine de la simulation serait apprécié. Solides connaissances en mathématiques appliquées Solides connaissances théoriques en fusion de données (pistage, filtrage, classification) Bonnes connaissances en programmation (C++, QT, CUDA, Python, etc.) Bonnes connaissances en traitement de l'information et développement temps réels d'algorithmes de fusion de donnée.  Intégrer l’ONERA, c’est rejoindre le premier acteur de la recherche aéronautique et spatiale en France, c’est construire le futur dès à présent. À l’ONERA, l’accent est mis sur l’équilibre vie pro/vie perso, et sur la formation continue des collaborateurs, pour répondre aux besoins d’innovations du secteur.  Job Reference: ONERA00191 il y a 8 jours - Continuer pour postuler Signaler un abus
Ingénieur Python (H/F);Python;France;Rennes (35);IT link;CDI;;Ingénieur Python (H/F) IT link19 avis - Rennes (35) Continuer pour postuler Rennes (35) CDI Le poste  Afin de renforcer notre équipe de développement python , partenaire de la Pycon depuis 2016, nous recherchons un(e) ingénieur(e) dans ce langage.  Vos missions portent sur le développement d’applicatifs Python 2/3 en clients lourds (PyQt)  Vous intervenez dans des environnements variés (scientifique, médical, défense, environnement …), lesquels vous permettent de mettre en œuvre vos compétences informatiques  Technologies et connaissances à mettre en oeuvre : Python (2 & 3)  PyQt  SQL, PostGreSQL, MariaDB …  C ++ Qt (serait un plus)  OS: Linux (Debian), windows  Environnement d’intégration continue et outils collaboratifs  Profil recherché : Expérience d’au moins 2 ans en développement Python/PyQt  Un petit plus : des connaissances en C++ et un intérêt au domaine des sciences  Rémunération : 35k à 50k selon profils  À propos  IT Link, première Entreprise de Services du Numérique spécialiste des systèmes connectés. Depuis plus de 30 ans, IT Link innove aux côtés des acteurs majeurs de l’industrie et des services et vient d’être certifiée GREAT PLACE TO WORK 2019/2020. Notre mission : faire évoluer les systèmes connectés pour optimiser et créer les produits et services d’aujourd’hui et de demain. Notre savoir-faire repose sur 8 pôles d’expertise au cœur des systèmes connectés.  IT Link c’est 600 collaborateurs sur 13 zones de présence en Europe et au Canada, une direction technique de pointe, 4 centres de R&D et une présence boursière sur le marché Euronext depuis 1999. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
DevOps Python Front/Back à Nantes;Python;France;Nantes (44);OctopusMind;Temps plein, Temps partiel, CDI;;DevOps Python Front/Back à Nantes OctopusMind - Nantes (44) Postuler Nantes (44) Temps plein, Temps partiel, CDI Qui est OctopusMind ? Nous sommes concevons des services autour de l'analyse de données, notamment, www.J360.info, plateforme mondiale de détection d'appels d'offres publics et privés, et de mise en relation professionnelle. L'entreprise d'une dizaine de personnes développe ses propres outils en mode agile (responsabilisation, autonomie, flexibilité), à partir de technologies open source (utilisation et contribution), intègre des données open data, et traite une grande masse de données quotidiennement. Elle est engagée dans des projets innovants axés sur l'intelligence humaine et l'intelligence artificielle (machine learning et deep learning). Pour en savoir plus sur nous rdv sur www.OctopusMind.info Nous vous proposons Nous recherchons une ou un développeur(se) avec déjà une première expérience significative en python/open source pour poursuivre le développement de nos services autour de la valorisation des données publiques. Vous souhaitez développer des briques innovantes front ou back autour de la data, contactez-nous ! Vous participerez : Au développement des applications web de l'entreprise sur la base de Python, Django, VueJS, REST, PostgreSQL, Docker, Ansible, ElasticSearch.... Aux tâches d'administration système, de maintenance de l'infrastructure, déploiement des applications, problématiques de performance Aux scripts de collecte de données Si vous êtes enthousiaste, vous aimez apporter votre touche personnelle, vous êtes à l'aise avec l'agilité... notre entreprise vous plaira Candidature Profil : 2 ans d'expérience minimum Salaire : Selon le niveau Chèques déjeuner et mutuelle entreprise Plan d'intéressement et plan épargne entreprise Horaires flexibles Lieu : Nantes (44) CV + Lettre de motivation à adresser uniquement par mail à job(arobase)octopusmind.info (pas de service RH, directement géré par le dirigeant et un dev. expérimenté, possibilités d'illustrer vos compétences techniques par des projets) Echanges et précisions par mail ou téléphone, suivi d'entretiens dans nos bureaux. L'offre est ouverte jusqu'au recrutement définitif. Type d'emploi : CDI ou CDD, temps plein ou 4/5, pas de télétravail Type d'emploi : Temps plein ou 4/5 Avantages : RTT Titre-restaurant / Panier Épargne salariale Participation au transport Nombre d'heures : 35 par semaine Type d'emploi : Temps plein, Temps partiel, CDI Expérience: devops python front/back à nantes ou similaire: 2 ans (Requis) Langue: anglais (Souhaité) Il y a plus de 30 jours Signaler un abus
Docteur/Ingénieur R&D Vision par ordinateur & Perception 3D...;Python;France;Besançon (25);Pixee Medical;Temps plein, CDI;;Docteur/Ingénieur R&D Vision par ordinateur & Perception 3D H/F Pixee Medical - Besançon (25) Postuler Besançon (25) Temps plein, CDI Description de poste : Rattaché(e) au service R&D de Pixee Medical vous participez au développement de solutions innovantes d'aide chirurgicale à la pose d'implants orthopédiques utilisant des outils de réalité augmentée. Arrivant avec de bonnes connaissances en vision par ordinateur et en perception basée multicapteurs, vous aurez en charge l’élaboration de nouvelles techniques de perception et de localisation dans l’environnement complexe du bloc opératoire. Bon communiquant, vous évoluerez sur l’ensemble de nos projets et saurez partager votre expertise avec l’ensemble des équipes pour vous assurer que nos produits innovants répondent aux attentes de nos utilisateurs. Vous découvrirez le niveau d’exigence du médical et aurez la satisfaction de contribuer à une aventure permettant d’améliorer le service rendu aux patients. Poste en CDI à pourvoir dès à présent. Tâches principales : Recherche et élaboration de nouveaux algorithmes de fusion multicapteurs appliqués à la localisation, le recalage de modèles 3D, la détection et le suivi d’objets. Conception architecture logicielle Rédaction de spécifications techniques Tests unitaires et d’intégration Compétences requises : Développement logiciel (C++/Python) Chaine d’imagerie et traitement d’images Mathématiques appliquées (géométrie 2D/3D) Calibrage camera Fusion multicapteurs Filtre de Kalman, odométrie visuelle, SLAM Anglais courant Profil : Diplômé(e) d’un Master ou d’un Doctorat en computer vision, perception, robotique ou mathématique informatique. Vous disposez d’au moins 2 ans d’expérience sur des thématiques similaires. Vous êtes, passionné(e) par l’innovation technique, autonome, proactif-(ve), curieux-(se), organisé(e) et rigoureux-(se). Référence offre : I3D-005 Type d'emploi : Temps plein, CDI Expérience: docteur/ingénieur r&d vision par ordinateur & perception 3d h/f ou similaire: 2 ans (Souhaité) Télétravail: Non Il y a plus de 30 jours Signaler un abus
Ingénieur développement logiciel scientifique neutronique H/...;Python;France;Lyon (69);Framatome;CDI;;Ingénieur développement logiciel scientifique neutronique H/F Framatome75 avis - Lyon (69) Continuer pour postuler Lyon (69) CDI Votre mission est de réaliser, orienter et progressivement superviser des actions de développement de codes de calcul scientifique dans le cadre d’un projet de co-développement avec EDF dans les domaines de la neutronique et de la physique du réacteur. Vous intervenez au sein d’une équipe de développement composée d'ingénieurs dont les activités principales sont les suivantes : Développer les nouveaux modèles physiques et/ou fonctionnalités pour modéliser le cœur des réacteurs et leur fonctionnement Valider les modèles physiques en comparant avec des résultats de référence ou de mesures Interagir avec les utilisateurs à l’origine du cahier des charges des développements Développer des outils graphiques et d'automatisation pour l'exploitation et l’exécution des calculs. Spécifier, concevoir, programmer et valider de nouveaux logiciels. Poste basé à Lyon, au sein d'un établissement soumis à enquête administrative. Profil Vous êtes diplômé d’une école d’ingénieur/doctorat/master universitaire dans les domaines de la physique ou de l'informatique. Une première expérience en développement de logiciels de calculs scientifiques est impérative. Vous avez de solides compétences en informatique : maitrise de différents langages de programmation (python, fortran, C, Esope/Gibiane, perl…), design pattern, outil de gestion de configuration, base de données (SQL,…), interfaces homme – machine. Vous êtes en particulier doté des qualités relationnelles indispensables au travail en équipe, vous faites preuve de leadership, vous êtes à même de superviser et orienter le travail d’une équipe de développeurs, vous êtes orienté client. Vous êtes curieux, créatif, dynamique, impliqué, pragmatique et doté d’un bon esprit de synthèse. Localisation du poste Localisation du poste France, Auvergne-Rhône-Alpes, Rhône (69) Site Lyon Déplacements Occasionnels Categorie de l'offre Standard Critères candidat Niveau d'études min. requis Bac+5 Niveau d'expérience min. requis Expérimenté (5 ans et plus) Niveau d'emploi Ingénieur & Cadre Langues Anglais (Opérationnel) Français (Courant) il y a 6 jours - Continuer pour postuler Signaler un abus
