Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Senior Software Engineer (Frontend), Appointments;Javascript;USA;Oakland, CA;Square;;;"Company Description  Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.  Job Description Square Appointments helps service professionals manage their calendar on the go. With Square’s online scheduling software, customers can always get access to their availability and confirm their appointments online. Our software is the point of sale for the merchants and a tool for them to manage their time. As an engineer on Appointments, you will build products that are inspiring, meaningful and will change the economy we know today. You’ll work with our product, design and engineering team to bring these ideas to life! Join us to tackle problems related to scheduling, payments, and distributed systems. You will create beautiful Calendar UIs that help merchants manage their time. We’re looking for a Front-End Engineer who is passionate about building applications to help our merchants simplify their business processes and daily work. You will build the front-end features to create outstanding experiences for our merchants and their customers. You will: Guide the architecture of our front-end systems to ensure quick and stable feature development. Work with other engineers, designers, and product managers to develop excellent product experiences. Oversee the entirety of your features; that includes component design, implementation, automated testing, and roll-out. Have the option to be involved in the product development life cycle right from user interviews, design sprints, and problem alignment in close collaboration with designers. Hold yourself, and your teammates accountable to the standards of engineering that enables Square to safely move billions of dollars in payments and allow our customers to trust us with their sensitive data.  Qualifications You have: Natural curiosity and desire to build products that merchants depend on. Desire to solve hard and engaging engineering problems. An understanding how the web works with experience developing applications. 5+ years professional experience. Languages and technologies we use: JavaScript, ES6, Ember, Sass, and other web-app frameworks Testing frameworks like (QUnit, Mocha, Jasmine)  Additional Information  At Square, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance. Applicants in need of special assistance or accommodation during the interview process or in accessing our website may contact us by sending an email to assistance(at)squareup.com. We will treat your request as confidentially as possible. In your email, please include your name and preferred method of contact, and we will respond as soon as possible. 30+ days ago report job"
Senior Frontend Engineer;Javascript;USA;San Francisco, CA;Autodesk;;;"We are looking for an experienced, product-focused Senior Frontend Engineer to join our team and build the next generation of construction productivity software. Our customers are building some of the most amazing construction projects on the planet, and Autodesk allows them to be radically more efficient.  Responsibilities Building, shipping, and maintaining features on our products Maintaining a high standard of code quality by leading team best practices around testing, code reviews, and design patterns Translating complex design and product requirements into discrete engineering tasks with level of effort estimates Communicating status updates, identifying potential blockers, and resolving the root cause of slowdowns with Product Managers and the rest of the engineering team Providing technical mentorship and guidance to junior engineers Collaborating with backend engineers to drive the design of our APIs and backend services Understanding product and business requirements as a foundation for making technical decisions  Minimum Qualifications 4+ years of experience React and modern Javascript (ES6+) Automated testing for web applications (such as with Jest, Enzyme, and Cypress) A degree in Computer Science or a related technical field, or significant professional experience working as a software engineer  Preferred Qualifications Static typing with Typescript FlowGraphQL / Apollo Client TDD / XP or other structured development methodologies  About Autodesk With Autodesk software, you have the power to Make Anything. The future of making is here, bringing with it radical changes in the way things are designed, made, and used. It's disrupting every industry: architecture, engineering, and construction; manufacturing; and media and entertainment. With the right knowledge and tools, this disruption is your opportunity. Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists. We constantly explore new ways to integrate all dimensions of diversity across our employees, customers, partners, and communities. Our ultimate goal is to expand opportunities for anyone to imagine, design, and make a better world.  At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider employment for all qualified applicants regardless of criminal histories, consistent with applicable law. To all recruitment agencies: Autodesk does not accept unsolicited headhunter and agency resumes. Autodesk will not pay fees to any third-party agency or company that does not have a signed agreement with Autodesk, Inc. 30+ days ago report job"
Software Engineer, Frontend - Frontend;Javascript;USA;New York, NY;Slack;;;Slack is hiring a Frontend Engineer in New York to join our Search Experience team. The Search Experience team focuses on helping users find, browse, organize, and discover information within their organizations in an effort to improve their work lives. In this role you’ll use your deep understanding of JavaScript, HTML, and CSS to improve the Slack web client, a complex web-based application used and loved daily by millions of people around the world. You’ll engineer for usability, maintainability, and performance while delighting users by making their working lives simpler, more pleasant, and more productive. A taste of our scale and reach: Users spend over 10 hours connected and 2+ hours active in Slack every work day. 10M+ Daily Active Users in more than 150 countries. 1.5 billion messages are sent per month, half of those outside the United States. Every day we see over 3.5 million simultaneously connected users, over 3.5 billion web requests, over 42 billion database queries per day, and our systems see over 1 million queries/second in our caching tier. We have 8.8M+ app installations with 155,000 weekly active developers building on the developer platform. 90% of our paid teams on Slack actively use apps. What you will be doing You'll collaborate with backend and search ranking engineers to spec, write, test, and deploy code that integrates with real-time data streams and API endpoints You'll brainstorm features with product managers and designers and guide decisions based on your knowledge of the codebase You'll assist our skilled Customer Experience team in triaging bugs and solving issues in production in your primary area You'll learn about and use new web technologies You'll like the work you do, enjoy collaborating with your coworkers, and go home on time What you should have 3+ years of experience writing client-side JavaScript Experience building responsive layouts with CSS and HTML Experience with modern browser technologies UX and design sensibilities Strong communication and problem-solving skills Self-awareness, a positive attitude, a sense of humor, and empathy You have completed a bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience Bonus points 1+ years experience with React and Redux, Lodash, and/or CSS preprocessors like LESS or SASS Experience working on consumer facing products The Git workflow, including pull requests, code reviews, and CI/CD systems Any of the technologies we write about on our blog at https://slack.engineering/ Slack has a positive, diverse, and supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, why not say hello?  Slack is a layer of the business technology stack that brings together people, data, and applications – a single place where people can effectively work together, find important information, and access hundreds of thousands of critical applications and services to do their best work. From global Fortune 100 companies to corner markets, businesses and teams of all kinds use Slack to bring the right people together with all the right information. Slack is headquartered in San Francisco, CA and has offices around the world. For more information on how Slack makes teams better connected, visit slack.com. Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack’s values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work. Come do the best work of your life here at Slack. 1 day ago report job
Front End Engineer;Javascript;USA;Menlo Park, CA;Facebook;;;Are you interested in building products used by more than a billion people? Do you like shipping code at a rapid pace? Facebook is seeking an experienced Front End Engineer that is passionate about building mobile and desktop web applications. This position is full-time and is based in our Menlo Park office. Front End Engineer Responsibilities Implement the features and user interfaces of Facebook products like News Feed Architect efficient and reusable front-end systems that drive complex web applications Collaborate with Product Designers, Product Managers, and Software Engineers to deliver compelling user-facing products Identify and resolve performance and scalability issues Minimum Qualifications 5+ years of JavaScript experience, including concepts like asynchronous programming, closures, types, and ES6 5+ years of HTML/CSS experience, including concepts like layout, specificity, cross browser compatibility, and accessibility 5+ years experience with browser APIs and optimizing front end performance Preferred Qualifications Experience with React BS/MS in Computer Science or a related technical field Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com. 30+ days ago report job
Software Engineer, Front-End (B2B);Javascript;USA;Seattle, WA;SoFi;;;"Who we are: SoFi is a digital personal finance company whose mission is to help its members achieve financial independence to realize their ambitions, whether that be to buy a house one day, start a family on their own terms or be debt free. We aim to be at the center of our members’ financial lives, and to help every member Get Their Money Right®. By joining SoFi, you’ll become part of a forward-thinking company that is transforming financial services by embracing technology to build innovative loan products, investment tools, and more. One of the fastest growing fintech companies, we’ve grown from 250 employees in 2015 to over 1,500 employees today, and are well on our way to reaching 1 million members. With offices across the US, we offer the excitement of a rapidly growing startup with the stability of a seasoned management team and some of the best talent around. As an employer, we strive to hire employees who are committed to both our company’s mission and our desire to build the best culture in the world. If you are driven, passionate about what you do, and excited about the SoFi mission, we would love to hear from you. The role: We are seeking Front End Software Engineers to join our team in Murray, Utah. On our team, you will be in the middle of it all – implementing functionality, architecting our system, squashing bugs, maintaining the health of our code, and continually growing as an engineer. The ideal candidate is both forward-thinking and hands-on, has a strong sense of ownership and drive for delivery, and is a good mentor and co-worker. At SoFi, we pride ourselves on the collaboration between Product, Design and Engineering and so you will be involved in the entire product lifecycle, from ideation through building, deploying and continual improvement and evolution. This role is focused on a B2B business channel called SoFi at Work. The goal of this platform is to provide new ways for our partners to help their employees get their money right across every life stage. Our mission is to help our members find their path to financial independence by providing them with the tools, resources, and guidance they need to get there. Be a part of one of SoFi’s newer product teams and take the opportunity to help shape the evolution of the team and the platform capabilities for years to come.  What you’ll do: Use HTML/CSS/Javascript and React to turn designs into performant and maintainable user interfaces Develop testable and accessible web applications Work with back end engineers, designers and product stakeholders in order to build the best financial products and tools Mentor other engineers, support the technical culture, and help grow the team  What you’ll need: Bachelor’s degree, ideally in a technical field, but understand great engineers come from all sorts of different backgrounds and also consider relevant work experience 3+ years related experience or demonstrated equivalent Prior experience with React Experience with modern JavaScript libraries and tooling Strong knowledge of semantic HTML, CSS and JavaScript Familiarity with responsive design/development and mobile-web best practices Willingness to roll up your sleeves, collaborate with others and get stuff done Strong sense of responsibility; driving a project from inception to completion Affinity for solving problems and shipping impactful features, not polishing perfect code or architecture Experience working in a collaborative coding environment (and git specifically), refining designs together, working through code reviews and managing pull requests Bonus: Experience working with Redux, Typescript, material-ui, razzle and working on large-scale applications Prior experience with CI/CD (gradle, git, automated testing and deployments) Experienced with cloud based infrastructure (preferably AWS)  Why you’ll love working here: Competitive salary packages and bonuses Comprehensive medical, dental, vision and life insurance benefits Generous vacation and holidays Paid parental leave for eligible employees 401(k) and education on retirement planning Tuition reimbursement on approved programs Monthly contribution up to $200 to help you pay off your student loans Great health & well-being benefits including: telehealth parental support, subsidized gym program Employer paid lunch program (except for remote employees) Fully stocked kitchen (snacks and drinks)   SoFi provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion (including religious dress and grooming practices), sex (including pregnancy, childbirth and related medical conditions, breastfeeding, and conditions related to breastfeeding), gender, gender identity, gender expression, national origin, ancestry, age (40 or over), physical or medical disability, medical condition, marital status, registered domestic partner status, sexual orientation, genetic information, military and/or veteran status, or any other basis prohibited by applicable state or federal law. 30+ days ago report job"
Sr. Web Engineer;Javascript;USA;Cerritos, CA 90703;CCC Information Services Inc.;;;About CCC At CCC, it’s all about connectivity we are a provider of innovative cloud, mobile, telematics, hyperscale technologies and services for the automotive, insurance, and collision repair industries. Our solutions and big data insights are delivered through our CCC ONE™ platform, which connects 350+ insurance companies, 24,000+ repair facilities, original equipment manufacturers, hundreds of parts suppliers, and dozens of third-party data and service providers. Our platform, carwise.com , provides access to car-related services for millions of consumers. Auto Injury Solutions Inc., also a CCC company, provides casualty solutions to auto insurers for the handling of first and third-party claims. In short, our collective set of solutions make connected car, vehicle, and accident data actionable, informing decision-making, enhancing productivity, and helping customers deliver faster and better experiences for end consumers. Job Description Summary As a web engineer, you will work with an experienced, cross-disciplinary team to conceive, design and develop innovative products for our customers. You must be flexible, responsive and able to succeed within an open, collaborative environment. Job Duties In this role, you will create new web solutions for the auto insurance industry using a variety of web technologies and frameworks, including .NET Core, Typescript and Angular. You will create and maintain web pages, frameworks, unit tests, as well as analyze and close out defects. Additionally, you will be asked to configure and maintain environments for development and testing. You will work closely with other developers, business analysts and QA team members. Qualifications 5+ years of experience developing web applications on the Microsoft platform Experience developing web applications using some JS framework: Angular, React, Vue, etc. Expertise developing web applications in C# with ASP.NET MVC and Web API Experience working as a web developer on at least one published website Deep domain knowledge and experience with modern web tools, languages and frameworks: JavaScript, HTML, CSS, REST, and Angular Experience developing responsive web applications for multiple browsers Highly capable at problem solving and debugging code with browser dev tools Understanding of design patterns, performance optimization, caching, and web security Ability to create web pages that closely match the mockups and wireframes built by UX designers Excellent interpersonal, communication, and organizational skills Able to use git in a structured team environment where changes are managed by reviewed pull requests Understanding of how to build responsive single page applications Experience using scaling and vector based graphics Experience writing automated unit tests Understanding of Agile methodology Today report job
Senior Software Engineer;Javascript;USA;Franklin, WI 53132;Northwestern Mutual;;;At Northwestern Mutual, we are strong, innovative and growing. We invest in our people. We care and make a positive difference. As a Senior Engineer on the Annuity Engineering Feature team, you will be responsible for delivering solutions our product stakeholders. Our annuity product line is supported by numerous applications on varied technologies. The role requires a dynamic agile engineering mindset, patience and persistence to solve complex problems, and strong engineering skills. A strategic thinker that can move between diverse tasks and help to bring out the best in those around you with efficiency and high quality. What we are looking for: Ability to challenge the current state and vision the future state – be able to articulate the new solution Ability to translate business and technical requirements into business solutions Ability to explain technical solutions and issues to engineering and non-technical teams Strong problem-solving skills with ability to deal with ambiguity Accountability, Follow through, Attention to Detail, Code Quality Strong sense of ownership, the drive to tackle cross-team projects while mentoring junior developers. Displays accountability, follow through, attention to detail, and craftsmanship characteristics Experience with leading/coaching/mentoring team(s) Team player: brings out the best in fellow engineers and plays well with product owners and designers. Experience with agile methodologies preferred Desire to collaborate with cross-functional Agile Scrum teams to deliver system solutions for our clients In tune with and excited by current trends, best practices, web and middle-ware standards Requirements 3+ years of professional experience in object-oriented programming JavaScript, Java or C# Experience in one or more modern JavaScript frameworks React, Angular 2, ES6 Experience with REST backend, ex. Node (Express), Java SpringBoot, or .NET Core Experience with Java, Spring Framework, XML, JSON, JavaScript including use of Open Source libraries Programming/Scripting/Query language: Java, Python, Apache Spark, SQL. Fast learner and self-starter Experience with GitLab Source Control Experience with CI/CD pipelines with Jenkins or GitLab CI Experience with Messaging Infrastructure (ELK) This job is not covered by the existing Collective Bargaining Agreement. Grow your career with a best-in-class company that puts our client’s interests at the center of all we do. Get started now! We are an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender identity or expression, sexual orientation, national origin, disability, age or status as a protected veteran, or any other characteristic protected by law. Today report job
Front End Software Engineer;Javascript;USA;Seattle, WA (Fremont area);Google;;;"In school or graduated within last 9 months? We encourage you to apply to openings on the Student Jobs site Note: By applying to this position your application is automatically submitted to the following locations: Kirkland, WA, USA; Seattle, WA, USA Minimum qualifications: BS degree in Computer Science, similar technical field of study or equivalent practical experience. 1 year of work experience. Experience in JavaScript, and one or more programming languages including but not limited to: Java, C/C++, Python or Go. Experience with front end technologies and/or front end frameworks.  Preferred qualifications: Master’s, PhD degree, further education or experience in engineering, computer science or other technical related field. 1 year of working experience with client side web technologies (e.g. HTML, CSS, JavaScript, etc.). Familiarity with the whole web stack, including protocols and web server optimization techniques. Interest and ability to learn other coding languages as needed. Ability to speak and write English fluently and idiomatically. About the job Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.  With your technical expertise you manage individual projects priorities, deadlines and deliverables. You design, develop, test, deploy, maintain, and enhance software solutions. Do you want to help Google build next-generation web applications like Gmail, Google Search, Google Maps, and Google+? As a Front End Software Engineer at Google, you will specialize in building responsive and elegant web applications that scale to millions of users in dozens of languages. Google aspires to be an organization that reflects the globally diverse audience that our products and technology serve. We believe that in addition to hiring the best talent, a diversity of perspectives, ideas and cultures leads to the creation of better products and services. Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. Responsibilities Design and implement new user-facing features in Google’s products. Write client-side code for web-based applications, create fast, easy-to-use, high volume production applications, and develop prototypes quickly. Optimize web applications to maximize speed and scale. Support diverse clients from high powered desktop computers to small footprint mobile devices. Build the libraries and frameworks that support large, complex web applications like Gmail, Google Search, and Google Maps. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form. 30+ days ago report job"
Senior UI Developer (Remote);Javascript;USA;Remote;Jack Henry and Associates, Inc.;;;Jack Henry & Associates is seeking a Senior UI Developer to join the Internet Solutions team. In this role, you will be responsible for code that helps thousands of companies move billions of dollars safely and efficiently. We’re building an aspect-oriented UI component library and design system in order to keep up with the ever-changing landscapes of technology and business needs. You will use a host of modern front-end development tools (lit-html, ES2020, Babel, JSCodeshift, Jest, etc.) to push the UX envelope on a product that is already leading in the Treasury Management space. You will work closely with designers, full stack developers, business analysts, and QA / domain experts as part of a customer-focused Agile development team. As a senior developer you will have opportunities to coach others as well as learn something new every day. This position will be hired remotely (from any US location). MINIMUM QUALIFICATIONS Minimum 6 years of experience with JavaScript programming. Experience with at least one of following modern JavaScript frameworks: Angular, React, Vue, or Polymer. Must have experience building and debugging single page applications. Must have experience supporting an application in production. PREFERRED QUALIFICATIONS Bachelor’s Degree. Experience coding and testing for accessibility / WCAG / ADA compliance. Experience working in an agile environment. Experience in until testing and test-driven development. Experience with responsive design. Experience with component-oriented UI libraries such as AngularJS, React, and Web Components. ESSENTIAL FUNCTIONS Completes product technical design and prototyping, software development, bug verification and resolution. Performs system analysis and programming activities which may require extensive research and analysis. Provides technical/engineering support for new and existing applications from code delivery until the retirement of the application. Provides both individual and budget-level tasks and product effort estimates/costs. Ensures timely, effective, and quality delivery of software into production, both at an individual and team level. Develops and tests applications based on business requirements and industry best practices. Creates required technical documentation. Adheres to documented departmental and corporate standards. Participates in the definition and documentation of standards. Collaboratively works with QA team to ensure timely delivery of high-quality products. Collaboratively works with customer support team to resolve or diagnose defects. Performs release validation testing and beta support for projects. Researches problems and develops solutions to the problems. Conducts unit testing and integration testing for functionality and limits. Assists in training and mentoring less experienced peers. May contribute to product architecture. May assist less experienced peers. Today report job
Senior UI Software Developer;Javascript;USA;Braintree, MA;Voya Financial;;;As part of the application process, a candidate account is required to log in and view application(s). Please be sure to check email regularly for information regarding our employment process. Position Summary: The Voya Enterprise Digital Technologies team is looking for a Senior UI Software Developer that can help build our newest and engaging websites and platforms. As the Senior UI Software Developer, you will work with and mentor a team of UI Developers in implementing best practices, performing code reviews, architecting solutions, and developing new features as part of an engaging and fast paced work environment. This position requires a deep understanding of JavaScript, both vanilla and one of the following frameworks, React, Angular, Vue, etc. We are architecting all new web platforms, and designing our pages using modern web components, including the usage of Lit-Element. You will work alongside Back-End Developers who are implementing new Microservices architectures in a collaborative environment. Job Responsibilities: The Senior UI Software Developer is responsible for leveraging technology to enable the organization's future-state business capabilities, which can enable or alter business processes or practices that, in turn, drive the organization's targeted business outcomes. The Senior UI Software Developer must be capable of practically applying existing, new, and emerging technologies to new and evolving business and operating models. Conversely, they must be able to understand, monetize and operationalize new technologies. The individual in this role develops deliverables that are valuable to the business, including business capabilities, business requirements and workflow. They will be responsible for coding standards and best practices for new UI Development. Assist in the development of software application architecture. Analyze, design, code, test, debug, maintain, and document software components in accordance with our software architecture Collaborate closely with designer, engineering and product teams to create the best experience for our customers. Support other Front-End Developers in their usage of the pattern library, manage releases of the component library. Work with our developer community on enhancements to the component and pattern library, review PRs and publish new releases. Knowledge & Experience: Minimum of 4-5 years of JavaScript experience. Minimum 4-5 years of Senior or expert level knowledge of many of our front end technologies including: Angular2, React, Polymer, HTML, JavaScript, and CSS Basic understanding of Typescript. Understanding of building new web experiences with Web Component standards. Bonus points if you can create native Web Components or use a library like LitElement Experience with Responsive Design and Mobile web. Develop with Accessibility in mind to meet WCAG 2.1 AA standards. Hybrid Mobile development experience a plus Automated Testing- Accessibility, Regression, Component, Unit, System • Dependency Management, package managers, etc. Understanding DevOps and experience is a plus Experience with creating component libraries or design systems for large scale re-use and deployment. Proficient understanding of cross-browser compatibility issues and ways to work around such issues Familiarity with front-end build tools, such as Grunt and Gulp.js Good understanding of SCRUM/agile methodology Excellent communication skills, and ability to lead and influence team members and adjacent teams Cloud/Pivotal experience is a plus Financial Services Industry experience is a plus #LI-NP1 Critical Skills At Voya, we have identified the following critical skills which are key to success in our culture: Customer Focused: Passionate drive to delight our customers and offer unique solutions that deliver on their expectations. Critical Thinking: Thoughtful process of analyzing data and problem solving data to reach a well-reasoned solution. Team Mentality: Partnering effectively to drive our culture and execute on our common goals. Business Acumen: Appreciation and understanding of the financial services industry in order to make sound business decisions. Learning Agility: Openness to new ways of thinking and acquiring new skills to retain a competitive advantage. 30+ days ago report job
UI/Frontend Software Engineer, Apple Pay Payments;Javascript;USA;Santa Clara Valley, CA 95014;Apple;;;"Summary Posted: Apr 2, 2020 Weekly Hours: 40 Role Number:200144531 Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Do you want to build state of the art systems used by millions of users every day? Apple Pay Payments Engineering is the place to be if you are passionate about working on awesome technology that impacts our millions of users daily. You will have the opportunity to explore and contribute to a wide variety of interesting projects. We would love to hear from you if you're enthusiastic, highly motivated, and want to make an impact! Be a part of an innovative impactful team making a difference. Key Qualifications Experience building pixel-perfect, robust and, accessible user interfaces on the web. Experience in Single Page Application architecture. Proficient in at least one JavaScript framework like Ember (preferred) Angular, React, VueJS, or equivalent Experience with CSS3 and Less/Sass (ability to write mixins, partials, functions, etc) and usage in large scale applications Expertise in front-end design and JavaScript libraries such as AngularJS, ReactJS, jQuery, and VueJS Passion for building a rich and innovative user experience Strong computer science fundamentals in design, data structures, and problem solving Swift or Objective-C UIKit Experience (not mandatory) Description As a UI/Frontend Engineer you will be responsible for building the next generation of user experiences for payment management. We need a highly motivated and skillful engineer to work with HTML, Typescript/JavaScript, and CSS/Sass and related tooling, frameworks, and libraries. Attention to detail and dedication to providing a high-quality, stable delivery are essential. To be successful you are self-motivated; driven to achieve and exceed commitments. You also need to exude strong collaboration skills and possess a strong passion to work in a growing, energizing environment of innovation. Responsibilities of the position include the following: -Build pixel-perfect, robust and, accessible user interfaces on the web. -Drive independently a project from inception to production deployment with a strong focus on performance and r-I robustness -Follow our software development process including writing unit tests, perform code reviews etc. -Ability to learn and apply new technologies quickly -Work effectively with cross-functional teams to develop features -Provide support for production deployments -Demonstrate ability to deliver results on time with high quality Education & Experience BS in Computer Science or equivalent, MS preferred 30+ days ago report job"
Software Engineer - Apple Cloud Web Apps;Javascript;USA;Santa Clara Valley, CA 95014;Apple;;;"Summary Posted: Jan 23, 2020 Weekly Hours: 40 Role Number:200140534 Imagine what you could do here. At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job, and there’s no telling what you could accomplish. Do you love the challenge of solving complex problems that can have a direct impact on the success of the company? Do you want to work on products that are used globally every single day? If so, be part of a diverse team with varied strengths crafting groundbreaking, complex JavaScript applications for iCloud.com. We’re looking for meticulous, creative engineers to build the world’s best web applications. Key Qualifications Strong software development abilities Experience architecting large-scale applications Knowledge of JavaScript, TypeScript, Swift, Objective-C, Haskell, or equivalent languages Ability to effectively communicate within a team and with project stakeholders Excellent problem solving and analytical thinking skills Enthusiastic about quality, design, and user experience Dedicated to learning as well as sharing new ideas Description As part of the team, you will: Enrich the applications and frameworks hosted on icloud.com, used by millions of people around the world every day Work closely with visual designers to define and implement the user experience Collaborate with many different teams from a variety of disciplines across Apple Tackle difficult problems, invent new solutions; do things that no one else is doing on the web Design APIs, write tests, participate in code review We are dedicated to the goal of building a culturally diverse and pluralistic team that reflects the multicultural variety of our customers. Education & Experience Our applications are complex and strong CS fundamentals are essential. Whether you have a traditional CS degree or learned some other way, we’d love to talk with you. 30+ days ago report job"
Senior UI Engineer - Remote;Javascript;USA;Atlanta, GA 30307 (Candler Park area);Wish;;;Founded in 2010, Wish has quickly grown to become one of the world’s largest e-commerce companies. With 500 million users, 1 million merchants and over 200 million items in our marketplace, it’s no wonder that Wish is the #1 shopping app in 40+ countries on the Google Play store & #1 shopping app in 20+ countries on Apple App Store. Wish is also the most & best reviewed shopping app (#1 on Google Play & #2 on Apple App Store).  Our WishX team embodies the company’s approach to innovation. It functions as an internal incubator for new business ideas and is empowered to take calculated risks, think creatively, and embrace different perspectives. By constantly iterating and deploying, we have the freedom and flexibility to try out new ideas and work toward the best solutions. #HiringNow  We have the following exciting opportunity within the WishX team:  Senior UI Engineer  What you'll do: Setup the basis of a new modular UI platform for fast iterative delivery Setup automated UI testing allowing the team to deliver well tested code with a quick turnaround time Design, and deliver interactive web based applications on a massive international scale Work with API designers to come up with a usable set of API's that are actually useful Work with UX designers to come up with a feasible design balancing between user experience and fast development Research new technologies and prototype new ideas Time to time help with backend development if necessary  Qualifications Strong workable knowledge and experience with modern JavaScript, HTML, and CSS Experience building A/B testable component-based web applications with any of the modern JavaScript front-end frameworks such as Angular, Ember, React, Vue, and many others Experience in building multi-locale web applications Desire to build highly interactive static, server-compiled, and business-driven web based workflow tools that millions of our merchants and marketers depend on to manage their sales and marketing workflow Desire to build interactive intriguing marketing websites Great written and verbal communication skills Great track record of working well with others  Preferred Qualifications Experience in building highly-available distributed software systems that integrate with multiple external systems/API's Experience being involved in or driving statistical experiment design while understanding the statistics behind A/B or multivariate testing  The following are some of the web technologies that we use React GatsbyJS NextJS Golang Python  #LI-130605731_JW1  Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.  Individuals applying for positions at Wish, including California residents, can see our privacy policy here. 30+ days ago report job
Sr. Front End Web Engineer;Javascript;USA;Santa Clara Valley, CA 95014;Apple;;;Summary Posted: Oct 7, 2019 Role Number:200110037 The autonomous systems team is in search of a curious and innovative team player who is passionate about leveraging cutting edge web technology to deliver experiences that surpass user expectations. Our team works on many impactful web applications and services at Apple where quality and performance cannot be sacrificed. Key Qualifications BA in Computer Science, Computer Engineering or related field 7+ years professional experience building responsive, user friendly web applications Proficient understanding of base front end development technologies including HTML5/CSS3/JavaScript Significant experience with JavaScript frameworks and client side state management using React.js / Redux Strong experience using best practices when working with REST APIs Building reusable components and front-end libraries for future use Experience in developing secure web applications and knowledge of application vulnerabilities such as Cross Site Scripting (XSS), Cross Site Request Forgery (CSRF) etc. Good communication and personal skills: ability to interact and work well with members of other functional groups in a project team and a strong sense of project ownership Experience with 2D visualization libraries like D3 is a plus Experience with 3D visualization tools like Three.js and WebGL is a plus Description As a Senior Front End Web Engineer, your responsibilities will include all phases of user interface development. From architecture and design to implementation and customer engagement. You will work with our internal customers and backend developers both on our team and others. We are looking for someone that has an eye for design, is able to communicate well with members outside our team and play an active role in the future roadmap of our applications. Education & Experience BA in Computer Science, Computer Engineering or related field 30+ days ago report job
