Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
WEBMASTER (H/F);Javascript;France;Paris (75);CIC;;;"WEBMASTER (H/F) CIC184 avis - Paris (75) CDI Continuer pour postuler CREDIT MUTUEL ASSET MANAGEMENT recherche un webmaster en CDI. Activités et tâches spécifiques Pilotage de la création et de la conception du site internet et appli mobile : Accompagnement et supervision de l’ensemble des évolutions et refonte du site web sur les aspects techniques. Interface avec les équipes métiers, les développeurs EID Services distants et les équipes Digital de la Direction commerciale groupe.  Animation, maintien et gestion de l'actualisation des contenus et animations du site : Mise à jour, maintenance et intégration de nouveaux contenus sur le site et application mobile en fonction des évolutions graphiques et ergonomiques. S'assurer du fonctionnement du site et effectuer des corrections de bugs et des modifications sur le site. Animation du site en fonction des produits mis en avant par les équipes commerciales (points réguliers) et des contenus proposés par les entités de gestion (comité éditorial).  Création et intégration d'e-mailings et de newsletters : Effectuer l’intégration et l’envoi de nouvelles landings pages.  Suivi des statistiques d'analyse de trafic du site et proposer des améliorations  Suivi des sites concurrents et des contenus media de l’asset management Connaissances et compétences Connaissances techniques des langages HTML, CSS ainsi que des notions de Javascript Connaissances des outils de webdesign (Suite Adobe : Photoshop, ...) Capacité à coordonner un projet et animer des réunions Organisation et planification Curiosité ; veille des sites concurrents Conscience des problématiques de responsabilité et de contrôle / AMF Aisance avec les outils informatiques de manière générale (groupe, spécifiques à la filiale/filière –ROPC, OFO…-, bureautiques mais aussi de traitement des données) Appétence pour les thématiques de gestion financière et d’allocation d’actifs Savoir-être - savoir-faire  Réactivité Organisation Autonomie Souplesse Travail en équipe Rigueur CIC FR - il y a 23 jours - Continuer pour postuler Signaler un abus"
Développeur(se) web full stack;Javascript;France;Lille (59);Ikomobi;;;"Développeur(se) web full stack Ikomobi - Lille (59) CDI Continuer pour postuler Alors, on t’arrête tout de suite, on ne t’invite pas à rejoindre le Dark Web. Mais il fallait bien attirer ton attention ! On a quelque chose à te proposer, presque aussi alléchant que de rejoindre le Dark Web mais beaucoup moins risqué. Nous, ce qu’on recherche c’est un maître de la Force qui sache maîtriser certaines compétences comme : Travailler sur différents projets pour des clients grands comptes. Les projets peuvent aller de quelques semaines à plusieurs années lumières ; Assurer le développement de nouveaux projets mais aussi la maintenance de projets existants, en utilisant les technos suivantes : javascript (reactjs, nodejs, vuejs), PHP (laravel, symfony), SDK ; Coopérer avec les designers sur les best practices et l’ergonomie des interfaces web mobiles et responsives ; Aider les équipes commerciales dans l’estimation des productions clients ; Gérer ton planning de production en collaboration avec ton équipe et assurer tes deadlines ; Avoir un amour inconsidéré pour la technologie pour être à la pointe des évolutions. D’ailleurs cette curiosité sans fin t’a amené à savoir développer et faire évoluer des applications orientées web (autant côté back-end que front-end) ET mobile ; Coder coder coder coder coder… Le package En échange de tes loyaux services, on t’offre :  Une rémunération à la hauteur de la valeur de tes exploits  Une excellente ambiance de travail avec une équipe de 20 jeunes padawans et chevaliers motivés, et aussi passionnés que toi  De t’équiper d’un matériel informatique dernier cri (sabre laser et armure acier Beskar)  De profiter du déjeuner pour se réunir autour de jeux de société  D’un accompagnement d’un maître jedi pour t’accueillir dans notre Empire Galactique  Une flexibilité dans le travail  La possibilité de travailler avec des planètes renommées au sein de la République Jedi Aujourd'hui - Continuer pour postuler Signaler un abus"
DÉVELOPPEUR FULLSTACK NODE/REACTJS F/H;Javascript;France;Paris 9e (75);MERITIS TECHNOLOGIES;;;DÉVELOPPEUR FULLSTACK NODE/REACTJS F/H MERITIS TECHNOLOGIES - Paris 9e (75) CDI Continuer pour postuler Notre client, un grand groupe leader mondial dans le domaine du luxe, engagé dans une stratégie globale de développement du digital, recherche des développeurs Fullstack Javascript pour un projet de refonte de plateforme e-commerce. Vous travaillerez dans un environnement agile et dynamique, avec une architecture en micro-services. La modernité faisant partie intégrante du groupe, vous aurez à votre disposition les dernières versions des outils nécessaires.  Vos missions seront les suivantes : Analyser les besoins et proposer un backlog correspondant  Développer les sites/applications avec react-js, node-js et mongodb  Participer à la configuration de services AWS (API Gateway, Lambda, Ecs…)  Participer aux tests de développement faits par d’autres développeurs  Réaliser les opérations du site Internet Profil recherché Vous êtes diplômé(e) d’une école d’ingénieur ou équivalent Bac +5  Vous disposez d’une expérience significative en développement Fullstack Javascript : Node, React JS, Typescript  Vous souhaitez travailler dans un environnement agile  Vous êtes à l’aise/êtes prêt à monter en compétence avec le cloud AWS et avez une bonne maitrise de Docker  Vous parlez couramment français et anglais  La maîtrise de GraphQL est un plus Entreprise Notre structure, MERITIS Technologies intervient sur les enjeux de la mobilité, de la santé, de l'environnement ou des médias.  Venir chez MERITIS Technologies c'est rejoindre la  GreatPlaceToWork 2020  et la garantie de trouver : Un accompagnement dans votre évolution de carrière Une ambiance fun, dynamique avec un esprit d’équipe solide. Des afterworks tous les mois et demi, des teams building, des meet-up, des workshops et des soirées d’agence. Un respect de l’équilibre vie pro/vie perso avec notamment notre philosophie : « Happiness Gives Success ». Apec.fr - Aujourd'hui - Continuer pour postuler Signaler un abus
Developer Fullstack Web/Mobile;Javascript;France;Paris (75);Sparted;;;Developer Fullstack Web/Mobile Sparted - Paris (75) Stage Continuer pour postuler Mission Intégration web et mobile Développement back-end Conception et administration de modèles de données flexibles et évolutifs Gestion des systèmes d’application sur le cloud Stack React, React Native Node JS, Javascript, ES6 PostgreSQL Amazon EC2, Amazon EC2 Container Docker https://stackshare.io/sparted/sparted Profil recherché Avec une première expérience professionnelle, vous êtes passionné de développement d’applications dans un environnement JS riche et avancé. En tant que diplômé d’une école d’ingénieur ou équivalent avec une spécialisation en logiciel, vous aimez relever les défis, travailler en équipe et créer des produits géniaux. Compétences bonus : Utiliser Tensorflow Connaissance approfondie des infrastructures client JS Quelques expériences avec les frameworks de serveur JS Familier avec les technologies SQL État d’esprit axé sur le design UI/UX Maître de beer-pong Expériences avec une plateforme cloud (AWS, Heroku) Ski extrême ou pratique de Wingsuit Déroulement des entretiens Call Entretien Rencontre avec nos équipes ! Pourquoi nous rejoindre ? Une aventure unique au sein d’une startup en forte croissance avec une équipe habitée et en état de guerre Un produit qui déchire, disponible dans 34 langues, utilisé dans plus de 50 pays par 200 000 users et 80 clients grands comptes Des bureaux en plein coeur du Silicon Sentier Salaire attractif (défini selon profil) Les frais de transports pris en charge à 50% MacBook flambant neuf Café et fruits à volonté SPART’APERO tous les jeudis, évènements mensuels (lunchs, dîners…) Une équipe très soudée et une ambiance au top! il y a 1 jour - Continuer pour postuler Signaler un abus
Développeur NodeJS / PHP / Symfony (+5 ans XP) / Freelance;Javascript;France;Paris (75);Warren Walter;;400 € - 600 € par jour;Développeur NodeJS / PHP / Symfony (+5 ans XP) / Freelance Warren Walter5 avis - Paris (75) 400 € - 600 € par jour - Temps plein, Freelance / Indépendant Continuer pour postuler Nous recherchons pour l’un de nos clients acteur majeur dans le secteur des médias, un développeur NodeJS / PHP / Symfony. La prestation se déroulera au siège de la direction technique du client à Paris intramuros.  Présentation de la Direction Technique du Numérique - La Direction Technique du Numérique a pour mission de récupérer, de générer, d’enrichir et de qualifier les données du client. Ce pour les diffuser sur sa propre infrastructure via des produits numériques que ses équipes développent.  La Direction Technique du Numérique est composée de développeurs front-end et back-end, ainsi que d’ingénieurs systèmes et réseau répartis dans une quinzaine d’équipes. Chaque équipe, de 2 à 7 personnes, est pluridisciplinaire et accueille en son sein son ou ses Product Owner, de la Direction des Offres et du Marketing Numérique. Les équipes travaillent par itération de deux semaines essentiellement et suivent tous des rituels nécessaires au travail collaboratif et participatifs.  D’autres rituels au niveau de la Direction Technique du Numérique tentent à faciliter le travail collaboratif entre les équipes, notamment entre le back stage et le front stage .  Une vingtaine de mise en production sont réalisées par jour et sont facilitées par des pratiques et outillages d’intégration continue, évoluant vers le déploiement continu. Ceci dans un écosystème où la qualité et la solidité technique des services et produits numériques sont la priorité numéro un, et sont garanties et facilitées par le Comité d’Excellence Opérationnel.  L’infrastructure applicative s’appuie sur une architecture en micro-services. L’infrastructure de l’hébergement et de la diffusion des flux audio est orchestrée par Kubernetes sur le cloud public (AWS, GCK ).  Les équipes sont regroupées dans quatre pôles : Infrastructure système & réseaux, dit Fondation Hébergement des produits, des services numériques, de la diffusion des flux audio, des outils de développement Infrastructure applicative, dit Cruiser Outils et services mutualisés (API, backoffice, Player ) Infrastructure en charge des métadonnées, dit Encom Outils et services de récupération et de génération des métadonnées, la maitrise et le contrôle de leur distribution Interfaces des offres numériques, dit Pixels Produits d’interfaces d’utilisateurs finaux  1. Prestations attendues - Attachée à la Direction du Numérique, l’équipe ENCOM (ex Zone51) a pour mission de refondre et faire évoluer le pipeline de données qui récupère, normalise et consolide l’ensemble des données prévisionnelles et temps réel depuis les logiciels de Radio pour ensuite les servir sous une API REST à l’ensemble des produits numériques du client.  ENCOM a aussi la responsabilité de monitorer l’ensemble des données qui transitent pour fournir des statistiques et des alertes lorsque certains événements se produisent (ou pas).  Enfin, ENCOM produit l’ensemble des données nécessaires à la réécoute des émissions et est responsable de la continuité de service des AOD (Audio On Demand) et de la distribution des Podcasts (génération des fichiers RSS, livraison des médias, pub, monitoring des écoutes, etc.).  Au quotidien vous serez amené à modéliser de nouvelles sources de données et fabriquer le code qui implémente les transformations de ces données en une API REST cohérente et fiable, le tout dans le cadre d’une SOA structurées en une multitude de micro-services.  Les prestations comportent aussi une part importante de maintenance et d’amélioration des outils et des plateformes de mise à disposition des sons et vidéos produites par les différentes antennes du client.  Exemple de livrables pouvant être demandés au titulaire dans le cadre du marché : Refonte du logiciel de mise à disposition des podcasts Maintenance et évolution de l’ETL interne Création d’outils pour la gestion des fichiers audio mis à disposition pour les assistants vocaux Optimisation des performances des différents services Mise en place des queues et consommation via des services workers Enrichissement en temps réels des métadonnées des flux live ...  2. Environnement de travail - Les équipes de la direction du Numérique travaillent dans un environnement logiciel composé des technologies suivantes : Du PHP pour les sites web et les backoffices Du NodeJS pour les microservices Des bases de données PostgreSQL Elasticsearch pour la recherche Un bus RabbitMQ Du Swift et du Kotlin pour les applications mobiles Docker Kubernetes pour l’orchestration et l’hébergement (AWS et GCP) Les outils suivants sont utilisés dans l’aide au développement : Gitlab Jenkins Rundeck Stack ELK et Grafana  L’ensemble des équipes de la direction travaillent dans un environnement Agile à l’échelle qui tend vers l’auto-organisation et le travail collaboratif.  L’équipe dans laquelle les prestations sont attendues suit la méthode Agile Scrum. L’équipe dispose d’un product owner , d’un scrum master . Le sponsor est le responsable de l’équipe.  3. Formation, expériences et compétences dans le cadre de ce marché - La stack technique de l’équipe ENCOM est variée et en évolution permanente :  Du PHP/Symfony pour les workers et les API métiers Du NodeJS pour les autres applications (production et distribution des sons) Une base de données principale en PostgreSQL RabbitMQ en tant que event-bus structurant de l’architecture  Vous serez donc au cur du métier du client, et pour vous aider vous aurez un tas d’outils : Elasticsearch/Kibana + Graphite/Grafana Git + Gitlab, et un workflow de dev en pull-request et feature branching Docker à gogo et une infrastructure sur Kubernetes  3.1. Compétences et expériences exigées par le client Les compétences et les expériences exigées par Radio le client sont les suivantes :  Docker Git Linux Au moins une expérience de développement dans un des langages de programmation suivant (Golang, Python, JavaScript, PHP) Minimum un an d’expérience (hors stage) Les compétences et les expériences exigées sont obligatoires et relèvent de la conformité de l’offre. Une offre qui ne qui ne respecte pas les exigences formulées dans la présente expression du besoin sera considérée comme irrégulière et sera éliminée sur ce fondement. Le client ne procédera pas au classement et à la notation d’une offre considérée comme irrégulière conformément à l’article 59 du décret n 2016-360 du 25 mars 2016.  3.2. Expériences et compétences jugées nécessaires dans le cadre de ce marché  Les compétences souhaitées par le client sont les suivantes : NodeJS PHP / Symfony Docker Expérience indispensable sur Git Très bonne connaissance du SQL et des bases de données (Index, optimisation, performances) Expérience indispensable dans le développement et l’architecture REST Outils de QA logicielle : tests (unitaires et fonctionnels), intégration continue, etc. 5 ans d’expérience professionnelle minimum (hors stages et alternances) 3.3. Expériences et compétences jugées souhaitables dans le cadre de ce marché  Les formations souhaitées par le client sont les suivantes : PostgreSQL De l’expérience avec RabbitMQ Prometheus/Grafana/Stack ELK ReactJS, Vu.js ou Svelte Les formations, compétences et expériences souhaitées constituent des plus-values à l’offre et seront appréciées au regard des critères indiquées ci-dessous. Sensibilités Sites à forts trafics Qualité logicielle Ouverture d’esprit Logiciel libre / Open Source TJM : Selon profil (400 - 600) Démarrage : ASAP Durée : 3 mois renouvelables Localisation : Paris (75) Freelance-info - Aujourd'hui - Continuer pour postuler Signaler un abus
INGÉNIEUR INFORMATIQUE - LEAD TECHNIQUE - DÉVELOPPEMENTS FRO...;Javascript;France;Montreuil (93);BNP Paribas;;;"INGÉNIEUR INFORMATIQUE - LEAD TECHNIQUE - DÉVELOPPEMENTS FRONT, H/F BNP Paribas - Montreuil (93) Temps plein, CDI Continuer pour postuler INGÉNIEUR INFORMATIQUE - LEAD TECHNIQUE - DÉVELOPPEMENTS FRONT, H/F (NUMÉRO DE L'EMPLOI : !I_BDDFIT_COS_0008)  Ingénieur IT - Lead Technique - Développements Front H/F  Concrètement votre quotidien ? En tant que Lead technique vous proposerez des solutions innovantes afin de répondre aux exigences de fluidité, de facilité d'utilisation et de prise en main nécessaire aux outils d'aujourd'hui. Vos missions s'articulerons autour de 3 axes : Vous prendrez en charge la conception de l'architecture fonctionnelle et technique, du choix des solutions techniques et des méthodes de développement de la future génération du socle de développement. Vous accompagnerez les équipes dans la mise en oeuvre de leurs projets dans le respect de la stratégie de plateforme, encadrerez les développements par des bonnes pratiques adaptées aux projets, Vous garantirez la cohérence de la plateforme applicative.  L'environnement de travail, c'est important ! Vous rejoindrez l'équipe du centre d'expertise IHM de BDDF-IT. Cette équipe pluri-disciplinaire à taille humaine regroupe les compétences nécessaires pour piloter de bout en bout la mise en œuvre, dans les projets des Métiers, de tous les éléments du Design system en place. Intégré à tous les projets visant à créer des interfaces de transactions bancaires, le centre d'expertise IHM contribue dès la phase de conception avec ses ergonomes et UX Designer au respect de la démarche de conception centrée sur les utilisateurs. Puis, l'équipe veille à faire évoluer le framework de développement pour répondre et anticiper les besoins des Métiers. L'équipe fournit un support aux communautés des chefs de projet de l'IT ainsi qu'à l'ensemble des développeurs pilotés par les équipes projets des autres départements métiers de BDDF-IT (""Banque Au Quotidien"", ""Paiements et Monétique France"", ""Conformité, Risques et Crédits""). L'atelier prend les décisions sur les mises à niveaux techniques et les évolutions autour des Frameworks IHM. Les technologies de développement employées sont principalement HTML 5, CSS3 et Javascript à travers la customisation du framework Bootstrap. A Montreuil, dans un quartier bien desservi par les bus , les métros 9 et 1 et le RERA, vous travaillerez dans un immeuble totalement rénové en environnement flex office/télétravail - un aménagement laissant la place à des rituels d'équipe dans une ambiance détendue et aux partages de connaissances et d'expérience.  Et après? Cette mission vous permettra de participer activement à l'amélioration continue des pratiques et de la plateforme de développement des interfaces des Métiers de la Banque de détail en France. Vous serez intégré au centre de décision de la nouvelle stratégie de développement.  Au sein d'un équipe pluridisciplinaire, cette mission sera pour vous l'occasion d'étoffer vos connaissances sur les méthodes de développement dans un système intégré. Le champ d'application très large de ces compétences vous donnera accès à de nombreux secteurs d'activité de la banque . Une telle mission développera votre réseau de connaissances de manière transversale en travaillant au quotidien avec de multiples acteurs (Chef de projets, Leader technique, ....)  Pourquoi rejoindre BNP Paribas ?  Notre monde change : notre manière de nous informer, de consommer… et de travailler aussi ! Aujourd’hui, ce qui compte dans un job, c’est de vivre de véritables expériences, d’apprendre, d’aller de l’avant, de partager objectifs et résultats avec ses collègues, d’exprimer sa créativité. Bref, de tracer son propre chemin, différent, responsable et durable. Chez BNP Paribas, nous recrutons nos collaborateurs avec l’idée qu’ils nous aideront à concevoir le monde et la banque de demain.  Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://group.bnpparibas/emploi-carriere/bnp-paribas  Etes-vous notre Ingénieur IT Lead Technique ? Vous êtes diplômé d'un BAC+5 avec une spécialisation en informatique et vous avez au moins 3 années d'expérience en développement IT, vous maîtrisez les méthodes de développement et avez acquis une expérience significative dans la mise en œuvre d'applications digitales. Votre connaissance des environnements Poste de travail collaborateur et Web et des technologies associées ainsi que votre appétence pour l'innovation vous permettront d'être Leader sur la conception d'applicatifs IHM. Vous possédez également des connaissances en architecture et maitrisez les outils/techno /méthodologies suivant(es) : IHM - HTML 5 ,HTML/CSS/jQuery,IHM - Java - Swing - JFXIHM - JAVASCRIPT  Votre adaptabilité, votre capacité à synthétiser et votre orientation clients seront des atouts essentiels. Vous avez également une bonne capacité d’analyse et à transmettre vos connaissances.  Enfin, nous attachons une importance particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité et éthique professionnelle.  A tout moment pendant le processus de recrutement, les informations figurant sur votre CV et vos données d’identification pourront être vérifiées par un prestataire externe mandaté par BNP Paribas. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
WEBMASTER JUNIOR (H/F);Javascript;France;Montpellier (34);MyDigitalSchool;;800 € par mois;"WEBMASTER JUNIOR (H/F) MyDigitalSchool - Montpellier (34) 800 € par mois - Temps plein, Apprentissage - Télétravail provisoire (COVID-19) A répondu à 75 % ou plus des candidatures sur les 30 derniers jours, généralement en 7 jours. Postuler MyDigitalSchool Montpellier, école du web et du multimédia, recrute pour le compte d’un de ses partenaires, un(e) Webmaster Junior, en alternance. Vous suivrez en même temps un Bachelor ""Webmarketing & Social Media"", « E-Business » ou « Développeur Web » (selon vos prérequis) sur 12 mois au sein de notre école. L'entreprise : Entreprise de vente à distance, leader sur le marché des produits ludiques, éducatifs et pratiques répondant aux besoins spécifiques. Notre conviction : tous les enfants ont un potentiel et méritent qu’on leur offre la possibilité de le développer. Nous souhaitons que cette vision soit comprise partout et qu’elle soit visible sur nos différents sites et blogs. C’est pourquoi nous accordons une importance particulière à l’amélioration de l’ergonomie et de l’accessibilité sur nos différentes interfaces pour répondre à tous les besoins. Missions : Au sein de l’équipe web, composée de 3 personnes : · Gestion et maintenance de trois sites internet et de deux blogs (résolutions de problèmes techniques, développement de modules, suivi de la performance des sites…) · Réflexion à mener dans le but de faire évoluer et progresser les différents sites et blogs vers une meilleure expérience utilisateur et une meilleure accessibilité (l’UX est un sujet très important) · Réalisation de préconisations SEO · Participation aux différents projets web de la société (refonte, création de modules…) · Participation aux brainstormings Profil : · Pro actif / Organisé / Rigoureux / Orienté solutions … Et savoir gérer son travail de manière indépendante ! Les compétences qui sont indispensables : · Maîtrise des logiciels suivant : prestashop, WordPress · Bonnes connaissances HTML et CMS · Savoir utiliser PHP et JavaScript · Avoir des connaissances SEO et Google Analytics · Un niveau bac + 2 minimum Les compétences qui seront appréciées : · Un bon niveau en espagnol à l’écrit · Connaissances et appétences UX/UI · Maîtrise de Photoshop pour création de visuels Type d'emploi : Temps plein, Apprentissage Salaire : 800,00€ /mois Expérience: webmaster junior (h/f) ou similaire: 1 an (Souhaité) Télétravail: Temporairement en raison du COVID-19 il y a 22 jours Signaler un abus"
ARCHITECTE TECHNIQUE - TECH LEAD C# (H/F);Javascript;France;Tassin-la-Demi-Lune (69);Euro Information;;;ARCHITECTE TECHNIQUE - TECH LEAD C# (H/F) Euro Information9 avis - Tassin-la-Demi-Lune (69) Temps plein, CDI Continuer pour postuler Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé par le Groupe.  Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3500 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.  Retrouvez l'ensemble de nos films métiers sur https://www.e-i.com/fr-fr/videos  Mission principale  Au sein du domaine « Guichet et services distants » situé à Tassin la Demi-Lune, vous travaillerez dans une équipe de 6 personnes en charge de l'application de traitement des activités de guichet (gestion des retraits et dépôts d'espèces en agence bancaire). Dans le cadre d'un projet de refonte, votre mission portera sur l'architecture de cette nouvelle version de l'application.  Activités et tâches spécifiques  Plus précisément, votre rôle est de : Etre le référent technique de l'application Guider les choix techniques de l'équipe en matière de développement, d'outillage et de processus S'assurer de l'évolutivité, de la performance et de la maintenabilité de la solution Etre garant de la qualité des développements de l'équipe Monter en compétences fonctionnelles  Connaissances et compétences  Diplômé d'un Bac+4/+5 en informatique et fort de 3 ans d'expérience minimum, la conception d'architectures techniques est une seconde nature chez vous. Vous disposez d'ailleurs d'une expérience d'architecture/réécriture sur des projets de 500 à 1 000 Jours/Homme minimum.  Les langages C#, JavaScript et le Framework ASP.NET sont vos langues maternelles et, dans l'idéal, le COBOL et le SQL sont des langues étrangères que vous pratiquez. Quant à la documentation d'HP Quality Center, elle a été votre livre de chevet pendant plusieurs années.  Savoir-être - savoir-faire  Autonome, vous faites preuve d'une grande faculté d'initiatives et êtes force de proposition. Vous êtes doté(e) à la fois d'un bon esprit de synthèse et d'analyse et travailler en équipe vous stimule.  On dit de vous que vous avez une bonne capacité d'adaptation et de la rigueur La communication, l'écoute, et la qualité font partie de votre ADN Vous savez l'importance de la rédaction documentaire (spécifications techniques et fonctionnelles) et du soin à apporter aux tests Alors n'hésitez plus, l'offre est faite pour vous !  Autres informations  Le poste basé à Tassin La Demi-Lune est à pourvoir en CDI dès que possible.  Vous bénéficierez d'avantages « Convention Collective Banque » comme : RTT, Prime d'intéressement et de participation, Abondement, Conditions bancaires avantageuses, Régime de Frais de Santé et de Retraite très attractif, Et encore plein d'autres avantages à découvrir ...  Vous évoluez dans un environnement stimulant basé sur un management de proximité. Un Groupe qui s'engage pour ses salariés par la formation et l'évolution professionnelle. Vous recherchez un projet innovant Alors Rejoignez la Team EI en postulant! Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Ingénieur Développement open source Java/Web - H/F;Javascript;France;Toulouse (31);CS Group;;;Ingénieur Développement open source Java/Web - H/F CS Group8 avis - Toulouse (31) CDI Continuer pour postuler Avec 2 000 collaborateurs, CS GROUP se positionne comme concepteur, intégrateur et opérateur de systèmes critiques de tout premier plan. Nos clients européens et mondiaux sont des acteurs majeurs des secteurs du Spatial, de la Défense, de l’Aéronautique et de l’Énergie. Dans le cadre du développement de ses activités dans le domaine spatial, le département Payload Data & Application de la Business Unit Espace recrute un/une Ingénieur Développement open source Java/Web. Dans le cadre d’un projet de valorisation de données spatiales, vous intégrerez une équipe d’Ingénieurs expérimentés pour mettre en œuvre un système de stockage, de classification et de diffusion des données. L’objectif est de pouvoir sélectionner des données hétérogènes via des critères de classification standardisés (interopérabilité) afin de les récupérer par la suite pour les agréger, et ainsi apporter une plus-value en terme d’analyse et de traitement. Les enjeux portent sur la préservation des données accumulées et sur leur valorisation auprès des scientifiques à travers des applications performantes et innovantes. Ainsi les critères de pérennité, modularité et généricité sont essentiels dans la conception et la réalisation du système. Vous interviendrez dès la phase de conception jusqu'à la mise en service opérationnelle : conception, développement, tests unitaires à l’aide d’une plateforme d’intégration continue, validation et recette, rédaction de documentation. Ce projet Open source se déroule dans un contexte technologique avancé et motivant, où la curiosité technique est nécessaire. Il s’appuie notamment sur une architecture orientée micro-services. De formation Bac +5 en informatique, vous avez une première expérience sur les technologies : Java 1.8 Spring 4 (Cloud, Boot, Data REST, Security) Apache Jetty PostgreSQL Elasticsearch Framework JavaScript (ReactJS, Redux) Des connaissances en Netflix OSS, standards OGC (WMS, WPS), WebGL, Docker sont un atout à votre candidature. Vos qualités : Excellent relationnel et esprit d'équipe Rigueur, autonomie, esprit initiative Capacité d'analyse  Nous rejoindre c'est : Bénéficier d'un management de proximité Progresser individuellement et collectivement Evoluer dans un environnement flexible à dimension humaine et conviviale Où sommes-nous situés ? Notre établissement se situe dans le parc de la Plaine - 5, rue Brindejonc des Moulinais à Toulouse - proche de la cité de l'Espace. Le site est accessible en transports en commun (Linéo 7 et Bus 37). Si vous préférez, nous remboursons des indemnités kilométriques vélos ! Intéressé(e) ? Partagez avec nous votre CV et additionnons nos talents ! CS Systemes - il y a 4 jours - Continuer pour postuler Signaler un abus
Tech lead Full stack;Javascript;France;Levallois-Perret (92);SQLI;;;Tech lead Full stack SQLI32 avis - Levallois-Perret (92) CDI Continuer pour postuler A propos de SQLI Créée en 1990, SQLI est une agence internationale avec un positionnement unique au confluent du conseil et de la technologie. Ses 2400 collaborateurs sont répartis dans 32 agences dans 13 pays : France, Suisse, Belgique, Espagne, Luxembourg, Pays-Bas, Danemark, UK, Allemagne, Suède, Maroc, Afrique du Sud. Le Groupe SQLI a réalisé en 2018 un chiffre d'affaires de 232 M€. Depuis le 21 juillet 2000, la société SQLI est cotée sur Euronext Paris (SQI). Nous vous accompagnerons dans l’expression de vos talents (certifications, formations, développement de partenariats avec les éditeurs, prise de parole lors de conférences techniques, publications dans la presse et le Blog /www.technologies-ebusiness.com/...).  Site web : http://www.sqli.com  Vous souhaitez vivre une expérience unique au sein de la BU Java de SQLI en région Parisienne ? Rejoignez plus de 60 collaborateurs et accompagnez notre croissance chez nos différents clients (notamment dans les secteurs de l’énergie, de l’assurance et de la banque) !  Position En tant que Leader Technique full stack angular, vous aurez pour missions de : Concevoir et mettre en place une architecture microservices basée sur une démarche DDD et un écosystème innovant : java8, kafka, spring boot, Kubernetes, CDC,…. Définir le processus d’intégration continue et de déploiement continue (CI/DC) Développer en respectant les bonnes pratiques de production logicielle et de CraftsManship  Au-delà de votre projet, vous contribuerez au développement de notre communauté, en participant par exemple aux meetup et publication d’articles dans le but de partager vos expériences et d’apprendre de vos collègues. Retrouvez plus d’informations et tous nos articles SQLI ici : https://www.sqli-digital-experience.com/le-blog  Profil Vous êtes Expert(e) Technique full stack avec 7 ans d'expérience minimum.  Vous interviendrez en tant que : Leader technique des équipes de développement Responsable de l'architecture technique des projets Garant de la qualité des développements (norme, test, intégration continue, versionning)  Toujours en veille, vous êtes à l’affût des nouveautés technologiques et vous aimez échanger et participer à l’animation interne (Events, conférences, communauté Backend SQLI, meetup, etc…)  L’agilité, votre envie et votre capacité à grandir techniquement, votre goût pour le partage et le travail en équipe vous poussent à aller plus loin et voir autrement. Vous vous sentez libre d’oser et de vous surpassez en proposant vos idées.  Environnement technique : Idéalement, vous maîtrisez plusieurs des technologies Java >=8 et les différents framework : JavaScript (Angular ou Vue), les DevTools pour debug, NodeJS et son écosystème, REST Angular Les framework spring (boot, mvc ,data ,batch,etc.) et hibernate Vous avez des connaissances sur les principes DevOps (en Docker, Ansible, Kubernetes et les outils Github, Gitlab et Jenkins) Vous avez une expérience dans le choix des bases de données (SQL ou NoSQL) les mieux adaptées. Join us ! Toutes les offres proposées par SQLI Groupe sont ouvertes aux personnes en situation de handicap.  CULTURE & VALEUR  × Une équipe vous attend et souhaite progresser grâce vous (et pas uniquement au babyfoot) !  × Une société qui vous formera (techniquement, sur le développement personnel ou encore les compétences métiers) via des organismes externes ou notre propre institut (https://www.sqli-institut.com/)  × Des événements (tels que des afterworks, meetup, dîners) pour partager des moments privilégiés avec vos collègues  × Un team leader RH qui suit votre évolution de carrière et qui vous met en relation avec des référents techniques (communauté inter-projet)  × Vos nouvelles idées seront les bienvenues, soyez force de proposition !  × Venez travailler sur le cœur de système de nos clients  × Des possibilité de mobilités inter-BU et géographiques Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
