Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Map OTA Software Developernew;Java;USA;Detroit, MI;General Motors;;;"Map OTA Software Developer General Motors8,620 reviews - Detroit, MI Apply On Company Site About GM There’s never been a more exciting time to work for General Motors.  To achieve our vision of a world with Zero Crashes, Zero Emissions and Zero Congestion, we need people to join us who are passionate about creating safer, better and more sustainable ways for people to get around. This bold vision won’t happen overnight, but just as we transformed how the world moved in the last century, we are committed to transforming how we move today and in the future. Why Work for Us Our culture is focused on building inclusive teams, where differences and unique perspectives are embraced so you can contribute to your fullest potential as you pursue your career. Our locations feature a variety of work environments, including open work spaces and virtual connection platforms to inspire productivity and flexible collaboration. And we are proud to support our employees volunteer interests, and make it a priority to join together in efforts that give back to our communities. Job Description Responsibilities: Design, implement, and develop high performance services and libraries Pair programming and test-driven development Follow best practices in development and library usage Participate in cross functional initiatives to develop solutions across organizations Maintain a balance between building sustainable, high-impact projects while shipping software quickly Software modeling, unit testing and simulation Address production problems and make changes to system functionality Minimum Job Qualifications: Degree in Computer Science / Engineering (or equivalent) 5+ years of experience as software engineer developing java-based applications Strong in core JAVA, data structure principles, database modeling, techniques and best practices Hands on UI frontend and UI backend development experience with spring boot based microservices Strong knowledge of design patterns, different programming paradigms. Knowledge in REST, SOAP, JSON, XML, and other mobile related standards Experience with JAVA, Strong Javascript, Web MVC framework, ANGULARJS preferred, Spring boot & related tech stack, Spring Cloud, Maven, REST, KAFKA, JMS, ORACL Experience working in agile software development environment Knowledge of creating sequence diagrams, data flows diagrams and other design artifacts Understanding of distributed systems and Microservices Love for developing well-tested code and products at both the unit and functional level Desire to learn new technologies / approaches, try them out in day to day applications Configuration management tools and automation Build systems and continuous integration pipelines General understanding of Over-the-air programming Previous over-the-air software update programming with any device or module will be preferred Passionate about telematics, over-the-air programming and self-driving technology Benefits Overview The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others: Paid time off including vacation days, holidays, and parental leave for mothers, fathers and adoptive parents; Healthcare (including a triple tax advantaged health savings account and wellness incentive), dental, vision and life insurance plans to cover you and your family; Company and matching contributions to 401K savings plan to help you save for retirement; Global recognition program for peers and leaders to recognize and be recognized for results and behaviors that reflect our company values; Tuition assistance and student loan refinancing; Discount on GM vehicles for you, your family and friends. Diversity Information General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.  We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities. Today report job"
Java Software Engineernew;Java;USA;San Jose, CA 95131 (North San Jose area);PayPal;;;Java Software Engineer PayPal1,340 reviews - San Jose, CA 95131 (North San Jose area) Apply On Company Site You will: Be driven to get results and not let anything get in your way. Be proactive and anticipate/handle most issues before they blowup. Exhibit a strong backbone and challenge the status quo when needed. Demonstrate a high level of curiosity and keep abreast of the latest technologies. Show pride of ownership and strive for excellence in everything you do.  Responsibilities: Design, development, and testing of features/functions delivered via applications and services. Collaborating with peers and seniors both within their team and across the organization. Working with product managers using agile methodologies to deliver high quality solutions on time. Working with operations teams to ensure your applications and services are highly available and reliable.  Basic Requirements: Bachelors degree in Computer Science or related technical discipline (or equivalent experience). Strong applied experience. You’ve built, broken, and rebuilt software applications. We’re looking for creative thinkers who also know how to create real-world products. Proficient in back-end development using Java EE technologies (e.g. Java language, application servers, servlet containers, JMS, JPA, etc.). Strong Object Oriented Programming skills, with ability to analyze requirements and transform into scalable software designs. Experience with HTTP, REST API's and competent designing and building web services/microservices in a commercial setting. Experience with Design Patterns, MVC and frameworks (e.g. Spring). Experience with Service Oriented Architectures. Experience with development of scalable and distributed Java services. Competent in design/implementation for reliability, availability, scalability and performance. Competent in software engineering tools (e.g. Java build tools) and best practices (e.g. unit testing, test automation, continuous integration, etc.). Should have good communication skills. Job_Description_Summary: Consumer Risk Engineering team is responsible for Risk decision, fraud detection, risk management decision. We design, develop, enhance and support services that get called across every interaction between PayPal and it's users and partners. Our solutions need to scale across millions of such interactions, integrating with various other APIs in real time and yet providing high availability and configurability to the business. To achieve this we are always looking at advances in technology and science and tying those back to business needs. To help with this, we are always looking for strong technologists who are passionate to solve large scale highly complex computer engineering problems, in a repeatable and maintainable way. As a member on our team, you will work directly with our Product Owners and Domain Technical Leads to create outstanding solutions and deliver incredible products. Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom. PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. Today report job
Java Platform Developernew;Java;USA;Chicago, IL 60606 (West Loop Gate area);Forte Group;;;Java Platform Developer Forte Group9 reviews - Chicago, IL 60606 (West Loop Gate area) Apply On Company Site Overview: Great software doesn’t happen on its own. It takes great people. That just happens to be our forte. With nearly 20 years of matching top engineering talent with preeminent and innovative brands, we look for people who are inquisitive, resourceful, and dedicated to their craft and driven to help companies build great software. If this sounds like you, read on. Our client is the leading communications platform for seamlessly linking Mobile Devices, Enterprise Telephony, Push-to-Talk Radio, and Dispatch/Incident Management in a single environment. We are looking for an experienced Java Developer to join our team in Minsk, doing back-end development on our platform. Responsibilities: Improve and add new features Participate in daily standup calls with leads and architects Qualifications: Bachelor’s Degree in the relevant field, computer science/engineering 7+ years in Software Engineering building distributed Java applications using advanced patterns like programmatically generated source code and use of parser generators like Antlr In-depth knowledge of common Java tools frameworks, e.g. Gradle, Maven, Junit, Cucumber, Guava, Guice, etc. Experience with Object-Oriented Design (OOD) and automated testing (dependency injection, mocking, Junit, BDD, etc.) Familiarity with cloud technologies including Docker, Kubernetes, ELK, etc. Experience using Google Guice, Cassandra, Kafka The high degree of professionalism, attention to detail, teamwork, and communication Upper-Intermediate level of English We offer Opportunities for self-realization working on challenging projects using new technologies and tools Friendly team and enjoyable working environment Possibility for career development Medical and family care programs Internal English courses provided by Forte Teacher Comfortable and fully equipped workplace Loyalty Card Today report job
Java Developernew;Java;USA;Detroit, MI;General Motors;;;"Java Developer General Motors8,620 reviews - Detroit, MI Apply On Company Site About GM There’s never been a more exciting time to work for General Motors.  To achieve our vision of a world with Zero Crashes, Zero Emissions and Zero Congestion, we need people to join us who are passionate about creating safer, better and more sustainable ways for people to get around. This bold vision won’t happen overnight, but just as we transformed how the world moved in the last century, we are committed to transforming how we move today and in the future. Why Work for Us Our culture is focused on building inclusive teams, where differences and unique perspectives are embraced so you can contribute to your fullest potential as you pursue your career. Our locations feature a variety of work environments, including open work spaces and virtual connection platforms to inspire productivity and flexible collaboration. And we are proud to support our employees volunteer interests, and make it a priority to join together in efforts that give back to our communities. Job Description Why Work For Connected Customer and Mobility Solutions We do cool stuff. We are passionate about building high quality systems that solve complex problems on a massive scale. We develop in an Agile/SAFe environment. Our team is inclusive, made up of bright software engineers who enjoy working together to develop innovative software solutions in an environment where individual differences and unique perspectives are embraced. Our business is fast paced and ever changing to get new features and capabilities to market, while conforming to global regulations. Applications are developed on back office micro-services, mobile, web, in-vehicle customer platforms, and WebLogic. We leverage GM’s private Pivotal Cloud Foundry, J2EE and Big Data backend services, allowing opportunities to work in numerous technologies on applications achieving continuous availability. We are leveraging technology enabling a new generation of connected vehicles worldwide. We have call centers located in multiple countries around the world, backed by two world class data centers. Our technology is a key enabler to things like smarter car sharing programs, driver customization opportunities, advanced active safety systems, super cruise and autonomous driving. These capabilities exist through the largest implementation of 4G LTE in the automotive industry which enables the capture of massive amount of vehicle data to our Big Data platform. Our connected vehicles send thousands of data elements requiring an architecture that can support over 1 million vehicle transactions per hour with sub-second response times. Our innovation teams are driving game changing features to the consumer and the automotive industry. We don’t expect candidates to understand all of these technologies. Individual teams focus on a smaller set of technologies. Our organization uses a lot of technologies, affording employees the opportunities to learn new skills and technologies. About the Java Developer position There are multiple openings for this role, with slightly different technical skills needed. The Java Developer role will involve close interaction with the Systems Architect, Development Team Leaders, business team members and other members of the development team and will demand a high level of design and coding to implement and deliver enhancements. There will be ample opportunities to quickly expand on your technical experience, with plenty of business exposure. This role requires a foundation in J2EE with SQL experience. Java Developers provide leadership and technical expertise to enable multi-layered solution architectures that comprehend and specify business, application, data and infrastructure designs. The ideal candidate for this role will possess a passion for technology and a desire to have exposure to and learn more about the Global Connected Consumer. Applicants must have strong core Java skills gained in a business environment along with the following technical skills and experience: 3+ years’ experience delivering Java / JEE Business Solutions 3+ years’ experience of the full software development lifecycle (SDLC) 3+ years’ experience SQL/Oracle 3+ years’ experience with OO analysis and design experience Proficiency with Microservices, Pivotal Cloud Foundry, Spark, Kubernetes, Akka, Pulsar, RabbitMQ, Cassandra, Redis, Bitbucket and Maven Proficiency with Agile Dev Techniques (including TDD, JUnit, Mocks) Proficiency with SQL, Hibernate, Web Services (REST and/or SOAP) Ability to clearly communicate with peers, business analysts, and subject matter experts Ability to function with new technologies Additional Job Description Qualifications Minimum Qualifications for Java Developer: 4-year College degree preferably in computer science, Computer or Electrical engineering, information systems, mathematics, data analytics or statistics or equivalent experience Typical: At least 3+ years relevant experience in the business environment Experience with Agile teams that have regularly delivered software while practicing code review Over 3 years of software development experience in Java services Creating self-contained, reusable, and testable modules and components in frontend and backend work Excellent verbal and written communication skills and ability to effectively communicate and translate feedback, needs and solutions Creative problem-solving skills that deliver elegant solutions to complex issues 3+ years’ experience with monitoring tools and event processing from incident alerts from monitoring tools. SiteScope and HP Enterprise Operations Bridge Manager is a plus. 2+ years’ experience Linux/Unix shell scripting and/or Python. 2+ years’ experience creating and running JUnit Tests 1+ year experience with the ELK stack and dashboarding within Kibana. Working knowledge with WebLogic Scripting Tool (WLST). Working knowledge of source control software (SVN, Git or TFS). Working knowledge with CI/CD Technologies / Best Practices (Artifactory, Black Duck, Chef, CARA, SonarQube and Jenkins, Build pipelines, GitFlow, etc.) Experience with Groovy, Kubernetes or Docker containers is a plus Benefits Overview The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others: Paid time off including vacation days, holidays, and parental leave for mothers, fathers and adoptive parents; Healthcare (including a triple tax advantaged health savings account and wellness incentive), dental, vision and life insurance plans to cover you and your family; Company and matching contributions to 401K savings plan to help you save for retirement; Global recognition program for peers and leaders to recognize and be recognized for results and behaviors that reflect our company values; Tuition assistance and student loan refinancing; Discount on GM vehicles for you, your family and friends. Diversity Information General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.  We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities. 1 day ago report job"
Software Development Engineernew;Java;USA;Santa Monica, CA;Amazon.com Services LLC;;;Software Development Engineer Amazon.com Services LLC62,049 reviews - Santa Monica, CA Apply On Company Site 2+ years of non-internship professional software development experience Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.  2+ years of non-internship professional software development experience Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.  Amazon Music  Imagine being a part of an agile team where your ideas have the potential to reach millions. Picture working on cutting-edge consumer-facing products, where every single team member is a critical voice in the decision-making process. Envision being able to leverage the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born and come to life as Amazon Music Unlimited, Prime Music, and so much more.  Everyone on our team has a meaningful impact on product features, new directions in music streaming, and customer engagement. We are looking for new team members across a variety of job functions including software engineering/development, marketing, design, ops and more. Come join us as we make history by launching exciting new projects in the coming year.  Our team is focused on building a personalized, curated, and seamless music experience. We want to help our customers discover up-and-coming artists, while also having access to their favorite established musicians. We build systems that are distributed on a large scale, spanning our music apps, web player, and voice-forward audio engagement on mobile and Amazon Echo devices, powered by Alexa to support our customer base. Amazon Music offerings are available in countries around the world, and our applications support our mission of delivering music to customers in new and exciting ways that enhance their day-to-day lives.  Come innovate with the Amazon Music team!  Strong, object-oriented design and coding skills Coding experience with automated testing frameworks, tools and services Ability to effectively articulate technical challenges and solutions Deal well with ambiguous/undefined problems  #musicjobs  Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.  Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. Amazon.com - Just posted report job
Java Developernew;Java;USA;Sunnyvale, CA;Infosys Limited;;;"Java Developer Infosys Limited13,096 reviews - Sunnyvale, CA Apply On Company Site Infosys is seeking for Java Developer. This position will add value to a gamut of Software Development lifecycle stages; will create detailed design artifacts like program specifications, test plans; and independently develop and review code and contribute to the go-live plan. You will have the opportunity to collaborate with some of the best talent in the industry to create innovative high quality and defect-free solutions to meet our clients’ business needs; will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued  Required Qualifications: Candidate must be located within commuting distance of Sunnyvale, CA or be willing to relocate to the area. This position may require travel in the US. Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education. At least 2 years of Information Technology experience. U.S. citizens and those lawfully authorized to work in the U.S. are encouraged to apply. Infosys will not sponsor H-1B or other work authorization for this role at this time  Preferred Qualifications Experience in JAVA skill Experience in software development life cycle. Ability to work in team environment with diverse/multiple stakeholders. Analytical skills Experience and desire to work in a Global delivery environment. The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face. Travel may be required as per the job requirements.  About Us  Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.  With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.  EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin Infosys - Today report job"
Engineer Software-Assoc- Santa Ana, CA req43415new;Java;USA;Santa Ana, CA;Quest Diagnostics;;;Engineer Software-Assoc- Santa Ana, CA req43415 Quest Diagnostics5,019 reviews - Santa Ana, CA Apply On Company Site Engineer Software-Assoc- Santa Ana, CA req43415 Engineer Software-Assoc- Santa Ana, California - Monday-Friday Look for more than answers. Patients and Physicians rely on our diagnostic testing, information and services to help them make better healthcare decisions. These are often serious decisions with far reaching consequences, and require sensitivity, tact and a clear dedication to service. It’s about providing clarity and hope. You will work for the world leader in the industry, with a career where you can expand your skills and knowledge. You’ll have a role where you can act with professionalism, you can inspire colleagues, and you can care about the work we do and the people we serve. At Quest, we are on a continuous journey of discovery and development. It’s this attitude that has made us an industry leader and the #1 Diagnostic Lab in the US. For those joining us, we offer exciting and fast moving career opportunities where you can affect change at a rate unheard of in many organizations of our size and scope. While we invest in and develop technology to drive our innovations, our ongoing success relies on our people. JOB SUMMARY The Associate Software Engineer's charter is to enhance and maintain systems in the Quest Diagnostics technology portfolio under the supervision of senior staff. The Associate Engineer solves business issues by delivering innovative solutions. JOB RESPONSIBILITIES Design and develop software in Java of moderate complexity under supervision of senior engineers and architects. Take responsibility to ensure technical deliverables are produced within time and quality constraints. Create and maintain wiki documentation for software developed by senior and offshore staff. Accountable for ensuring documentation remains up to date and technically accurate. Participate in or lead production support and software deployment activities which usually occur off hours (between 11PM and 7AM). Perform application builds and releases to non-production environments as part of regular SDLC. Must be self-motivated and work collaboratively with offshore development teams. Use SQL to create reports for measuring system performance for integration with management dashboards. Work closely with business analysts and senior development staff to understand business needs. Aggressively pursue subject matter expertise in areas both within and outside of their specialty technology Occasional travel to other Quest facilities required. Perform other duties as assigned Supervision Exercised: N/A – Individual contributor JOB REQUIREMENTS Education Preferred: Bachelor’s degrees or equivalent work experience in computer technology. Work Experience: The Junior Technical Engineer is an entry-level position and the candidate should possess 0-2 years work experience in software development Other: The candidate should have knowledge of Java and Oracle DB technologies. Must display strong aptitude and passion for learning new skills. Knowledge of Scrum SDLC a plus. All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. Quest Diagnostics is an Equal Opportunity Employer: Women / Minorities / Veterans / Disabled / Sexual Orientation / Gender Identity / Citizenship. 6 days ago report job
Associate Software Engineer (Java, Angular, JavaScript, Clou...;Java;USA;Saint Paul, MN;Travelers;;;Associate Software Engineer (Java, Angular, JavaScript, Cloud Computing) Travelers1,970 reviews - Saint Paul, MN Apply On Company Site Company Information Solid reputation, passionate people and endless opportunities. That’s Travelers. Our superior financial strength and consistent record of strong operating returns mean security for our customers – and opportunities for our employees. You will find Travelers to be full of energy and a workplace in which you truly can make a difference. Target Openings 1 Job Description Summary Travelers is seeking an Associate Software Engineer to join our organization as we grow and transform our Technology landscape. Individual will work as part of a team to complete basic end to end software engineering tasks. Primary Job Duties & Responsibilities Perform basic analysis, development, testing, debugging, configuration, incident investigation, documentation, health monitoring/alerting, and implementing based on and related to user or system design specifications. Work within guidelines set by team to independently tackle well-scoped problems. Seek opportunities to expand technical knowledge and capabilities. Minimum Qualifications Bachelor’s degree or its equivalent in work experience. Education, Work Experience, & Knowledge Two years of programming/development experience preferred. Job Specific Technical Skills & Competencies Experience with Java Experience with Angular preferred Experience with JavaScript preferred Experience with Cloud Computing (PCF or AWS) Basic understanding of Agile preferred Equal Employment Opportunity Statement Travelers is an equal opportunity employer. 30+ days ago report job
Entry Level Software Engineer;Java;USA;Dahlgren, VA 22448;Amentum;;;Entry Level Software Engineer Amentum29 reviews - Dahlgren, VA 22448 Apply On Company Site Are you an innovative and motivated candidate who is open to working on new and challenging projects?  Amentum has an immediate need for a Software Engineer to support the United States Navy in Dahlgren, Virginia and if you answered yes to the question above, we want to speak to you!  We work in a team environment and value a team player. Through mentorship and projects, Amentum's entry level Software Engineers will go on to become established and knowledgeable Subject Matter Experts within the company.  This position will require support in the following areas:  Developing computer programs for scientific applications, including software design, coding, testing and debugging applications, which are large enough to require coordination between multiple developers. Developing software modules in a structured environment where documentation, guidelines and standards, software audits, peer reviews, and other structured techniques are employed to enhance overall software quality.  Come join the Amentum family and work in our Software Center of Excellence where we utilize the latest technologies and systems to facilitate rapid prototyping and solution development to meet our customer’s needs. We focus on our customers and our employees with excellent benefits including paid training, paid certifications, and instant 401k vesting. Together, we are Amentum.   Minimum Requirements Bachelors of Science (B.S.) or equivalent scientific degree such as Computer Science, Mathematics, Physics, or Engineering. 8 years of additional experience may be substituted for the education requirement. Candidate must have software development experience with either C++, J2EE, or JAVA. Candidate must have experience in requirements generation, documentation, systems design, and software testing. Must be U.S. Citizen. Candidate must have the ability to obtain and maintain Secret Clearance.  Preferred Qualifications   Active Secret Clearance 26 days ago report job
System Engineernew;Java;USA;Detroit, MI;General Motors;;;"System Engineer General Motors8,620 reviews - Detroit, MI Apply On Company Site About GM There’s never been a more exciting time to work for General Motors.  To achieve our vision of a world with Zero Crashes, Zero Emissions and Zero Congestion, we need people to join us who are passionate about creating safer, better and more sustainable ways for people to get around. This bold vision won’t happen overnight, but just as we transformed how the world moved in the last century, we are committed to transforming how we move today and in the future. Why Work for Us Our culture is focused on building inclusive teams, where differences and unique perspectives are embraced so you can contribute to your fullest potential as you pursue your career. Our locations feature a variety of work environments, including open work spaces and virtual connection platforms to inspire productivity and flexible collaboration. And we are proud to support our employees volunteer interests, and make it a priority to join together in efforts that give back to our communities. Job Description Preferred Skills: Applicants must have adequate Java skills along with the following technical skills and experience: Experience with the full software development lifecycle (SDLC) delivering production components in a business-critical software environment Working knowledge with WebLogic Scripting Tool (WLST) Working knowledge of WebLogic administration concepts Working knowledge of source control software (SVN, Git or TFS) Working knowledge with CI/CD Technologies / Best Practices (Artifactory, Black Duck, Chef, CARA, SonarQube and Jenkins, Build pipelines, GitFlow, etc ) Some experience with cloud platforms such as PCF Experience Linux/Unix shell scripting and/or Python. Experience delivering Java / JEE Business Solutions Experience SQL/Oracle Some experience creating and running JUnit Tests Some experience with web technologies Some experience with monitoring tools such as SiteScope and OEM Some experience with Groovy, Kubernetes or Docker containers is a plus Some experience using server VMs running in VMware Some experience with fire walls, load balancers, and other networking items as related to setting up call flows, or triaging a call flow, or reconfiguring a call flow, is a plus Minimum Qualifications: 4-year College or higher degree preferably in computer science, software engineering, information systems, mathematics, data analytics or statistics or equivalent experience At least 3+ years relevant work experience Benefits Overview The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others: Paid time off including vacation days, holidays, and parental leave for mothers, fathers and adoptive parents; Healthcare (including a triple tax advantaged health savings account and wellness incentive), dental, vision and life insurance plans to cover you and your family; Company and matching contributions to 401K savings plan to help you save for retirement; Global recognition program for peers and leaders to recognize and be recognized for results and behaviors that reflect our company values; Tuition assistance and student loan refinancing; Discount on GM vehicles for you, your family and friends. Diversity Information General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.  We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities. Today report job"
Java Developernew;Java;USA;San Jose, CA;Cognizant Technology Solutions;;;"Java Developer Cognizant Technology Solutions13,499 reviews - San Jose, CA Apply On Company Site Cognizant Technology Solutions is seeking for “Java Backend Developer “; this resource should have strong experience in Java , Spring, Restful Services Who could join in our team of IT professionals in a permanent role If you meet our background requirements and skills and looking for an opportunity to be rewarded for your skills and expertise, here is the ideal opportunity for you!  Role: Java Backend Developer  Location: San jose CA  Job Description  Skill set: 10+ years of exp in Java backend development  Strong proficiency with Core Java backend with Hibernate, JMS, Unix and RDBMS  Good understanding of Web Services protocols such as REST, SOAP and API design for extensibility and portability  Experience with Scrum/Agile development methodologies  Working experience in Node.js, Shell Script are preferred  Working knowledge of object-oriented design and development skills  Effective/demonstrated interpersonal, verbal, and written communication skills.  Effective research, analytical and problem solving skills.  Works independently with moderate to little guidance from higher level staff or management.  Able to work in an Agile environment and deliver on short timelines.  Creative thinker, self-starter, able to work on multiple projects simultaneously  RESPONSIBILITIES: Analyze, design and develop software solutions to meet business needs.  Collaborate with internal and external technical personnel/vendors to facilitate enterprise software integration, expanding internal APIs where appropriate..  Work on different software development life cycle phases and serve as a technology resource and representative for the department.  Create technical documentation for software (design documents, handbooks, etc.).  Perform code review and design review to ensure compliance with development standards.  Assist with developing test cases and test plans for software.  Review software requirements documentation for projects and enhancements  Ensures that system improvements are successfully implemented and monitored to increase efficiency.  Technical Skills SNo Primary Skill Proficiency Level * Rqrd./Dsrd. 1 Spring MVC PL4 Required 2 REST Web Services PL4 Required 3 ANSI SQL PL2 Desired 4 JDBC PL2 Desired 5 Core Java PL2 Required 6 J2EE PL4 Required  Proficiency Legends Proficiency Level Generic Reference PL1 The associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels. PL2 The associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects. PL3 The associate has comprehensive, in-depth and specialized knowledge of the skill. She / he has extensively demonstrated successful application of the skill in engagements or projects. PL4 The associate can function as a subject matter expert for this skill. The associate is capable of analyzing, evaluating and synthesizing solutions using the skill. Employee Status : Full Time Employee Shift : Day Job Travel : No Job Posting : May 27 2020  About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 193 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.  Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service. Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender, identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law. If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information. Cognizant - 6 days ago report job"
