Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Product Experience Analyst;Python;USA;Menlo Park, CA;Facebook;;;Product Experience Analyst Facebook572 reviews - Menlo Park, CA Apply On Company Site The Product Experience Analytics Team is responsible for advancing Facebook's advertising business by identifying and collaborating with the product team to implement opportunities that improve the quality of existing and future products. With deep analytics expertise, understanding of the product health and the customer experience, the Product Experience Analytics Team partners with the product team (consists of Engineering, Product Management, Research, Design, etc.) to ensure we launch high quality and reliable products to the market. They reinforce that expertise by becoming fluent in the data around Facebook ads and developing a well-rounded knowledge of ad products and the ecosystem as a whole. Utilizing that critical expertise, we keep the customer experience at the center of our focus.  Product Experience Analysts are highly analytical, data driven, and scrappy- not only identifying and proactively advocating for impactful changes Facebook should make but also driving the implementation of changes based on those insights. PXAs thrive in ambiguity and are capable of turning data into convincing stories that influence product teams to prioritize quality in the product. Those who join our team are passionate about improving experiences for advertisers and publishers and are strong advocates for the customers building their business on our platform. We need strong analytically capable influencers who can align cross-functional partners around creating the best possible experience for our customers. The Product Experience Analytics team, is highly cross-functional, working across all teams that make up a Product Team to provide data-driven insights that help define our business strategy, product vision, and roadmap.  Facebook is reshaping the world of advertising and the Product Experience Analytics team will play a central role in determining how successful and sustainable we can be.  If you are passionate about Facebook, interested in advertising, intellectually curious, a fast learner, clever thinker, and have exceptional communication skills, keep reading! Product Experience Analyst Responsibilities Explore and analyze customer experience and product performance data, develop goals and tracking metrics, and ensure product priorities are data-driven and accommodate short-term and long-term goals Develop deep analytical insights around ads product use, stability, performance, and the customer experience across a variety of data sets and platforms Build strategic relationships and manage communication and alignment across multiple partner teams Partner with Research, Sales Support, and Marketing teams to identify opportunities to improve our products based on customer feedback and help quantify the impact of their qualitative insights Partner with Engineering, Design, and Product Management to implement changes in existing products that positively impact the advertisers' experience and drive new Facebook products that are high quality and low risk Instill a focus on quality in the product culture by creating objective data driven stories that influence and convince product teams to prioritize quality projects Inform, influence, and execute new quality initiatives that are data driven and meaningfully shift core metrics in the positive direction Initiate and drive change through influence, and collaborating with a variety of cross-functional stakeholders Minimum Qualifications Bachelors Degree and 3+ years post-collegiate work experience doing quantitative analysis or Master or PhD with 2+ years work experience doing quantitative analysis 2+ years SQL experience Knowledge of basic statistics and analytical concepts 1+ years of experience in Tableau, Qlik, Power BI, or other data visualization tools Analytical experience, with experience building product intuition, solving problems using data and providing business insights Experience creating and telling stories from data Experience constructing interpersonal relationships across teams, communicate technical content and analytical insights to multiple audiences Preferred Qualifications Work experience in tech, finance, consulting or related industry Degrees in Computer Science, Mathematics, Statistics, or other tech or math related fields 1+ years of experience in Python or R Internet advertising experience Experience at a software technology company Experience working in the advertising industry Experience leveraging raw customer feedback to develop new analytical initiatives Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com. 30+ days ago report job
Senior Analyst;Python;USA;Charlotte, NC;Bank of America;;;Senior Analyst Bank of America29,477 reviews - Charlotte, NC Apply On Company Site The Funding team within Corporate Treasury Finance supports the Corporate Treasury Global Funding function. The team is comprised of 7 associates located in Charlotte, North Carolina. The primary focus of the team is to provide various financial, accounting, and challenge functions in support of the Corporate Treasury group. The team's business partners include the Corporate Treasury/Investments Execution Desks, Product Control, Balance Sheet Management, Capital, Liquidity, and broader CT Finance Team. Specific responsibilities include finance support for the Global Funding Desk, ownership of forecasting/CCAR routines, and management reporting including understanding of core drivers resulting in balance sheet and income statement changes. Required Skills and Experience: 5+ years' experience in a financial analyst type role 2+ years' experience with debt securities and / or derivative products including risk P&L attribution Strong analytical skills Advanced Excel and PowerPoint skills Data manipulation Comfort working with complex financial products Candidate must be able to work both independently and as team member. Can work across many different stakeholders and communicate effectively Self-starter, takes initiative Desired Skills and Experience: SAP/eLedger SQL, Python, R Proven track record driving results and improvements to processes Forecast/CCAR experience Working knowledge of both bonds and interest rate derivatives Control focused, analytical team player Shift: 1st shift (United States of America) Hours Per Week: 40 30+ days ago report job
Analytical Lead, Big Box Retail;Python;USA;Chicago, IL (West Town area);Google;;;Analytical Lead, Big Box Retail Google3,709 reviews - Chicago, IL (West Town area) Apply On Company Site Minimum qualifications: Bachelor's degree or equivalent practical experience. 5 years of experience in media analytics, advertising sales, digital media and marketing, consulting, or financial analysis. Experience using SQL to extract and manipulate data or other programming/scripting languages such as R, Python, C++.  Preferred qualifications: Experience with marketing analytics, return on investment/financial modeling and statistical analysis. Experience using search engine marketing (e.g., Google Ads), website analytics platforms and brand analysis techniques (e.g., upper funnel analyses). Ability to analyze large datasets to actionable insights. About the job Businesses that partner with Google come in all shapes, sizes and market caps, and no one Google advertising solution works for all. Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing business grow. Using your influencing and relationship-building skills, you provide Google-caliber client service, research and market analysis. You anticipate how decisions are made, persistently explore and uncover the business needs of Google's key clients and understand how our range of product offerings can grow their business. Working with them, you set the vision and the strategy for how their advertising can reach thousands of users. Google’s Sales teams work with a wide range of partners to bring the best of Google to power their business. As an Analytical Lead, you'll act as a strategic analyst, advisor, and consultant, providing data supported insights to clients and agencies to help improve their business. In this role, you'll partner with account managers and executives to build and present integrated business and media opportunities based on industry trends and insights from our data. Our Large Customer Sales teams partner closely with many of the world’s biggest advertisers and agencies to develop digital solutions that build businesses and brands. We enjoy a bird’s eye view on the massive transformation occurring as advertising shifts to mobile and online platforms. We're uniquely situated to help shape how companies grow their businesses in the digital age. We advise clients on Google's broad range of products across search, video and mobile to help them connect instantly and seamlessly with their audiences. Responsibilities Develop solutions for client business and marketing challenges while also uncovering opportunities. Collaborate with Sales and Sales Operations to innovate and develop scalable solutions across industry challenges. Act as an industry advocate and analyst to surface key industry trends and consult with clients on opportunities associated with trends and potential business impact. Advise client partners on methodologies for marketing and media analytics, measurement and attribution. Help customers navigate industry standards and alternatives. Seek out key decision makers, challenge the status quo and influence decisions. Foster client relationships with others in the organization including Marketing/Advertising, Analytics and Corporate Strategy. Partner with internal and external Product, Research, Data and Measurement teams to bring full analytical capabilities to customers. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form. 19 days ago report job
Quantitative Analyst;Python;USA;San Francisco, CA;TupleSignals;;;Quantitative Analyst TupleSignals - San Francisco, CA Apply On Company Site Core Responsibilities Develop and automate large cloud based research infrastructure Be responsible for data preparation, processing, storage, and query system, for both data and reference data across all frequencies and asset classes Research and implement performance analytics, including signals’ performance and post investment/trade analytics Work on simulation and various testing environments.  About You Strong quantitative skills with decent programming abilities Holds a BS or higher in computer science, statistics, operations research, informatics, or similar quantitative disciplines 2+ years of experience working in data science related business Proficient in Python, R, . Knowledge of JavaScript is desirable Creative and can look at data in a brand new way. Have experiences working in a scrum/agile environment Take full responsibility for their work and has a great capacity to work both individually and in a team environment 30+ days ago report job
Senior Financial Analytics Associatenew;Python;USA;Austin, TX;Electronic Arts;;;Senior Financial Analytics Associate Electronic Arts514 reviews - Austin, TX Apply On Company Site We Are EA  And we make games - How cool is that? In fact, we entertain millions of people across the globe with the most amazing and immersive interactive software in the industry. But making games is challenging. That's why we employ the most creative and passionate people in the industry.  Fly your starfighter against the Empire. Score the winning touchdown. Yup - It's the coolest job on the planet!  The Challenge Ahead: Come act with the curiosity and courage it takes to experiment and lead. Partner with senior technology leaders at EA not just as a “trusted advisor” but as a strategic influencer . We help our business partners accomplish their business objectives within their financial constraints. Come prepared to articulate the “why” behind the numbers as you distill complexity and promote transparency. You’ll work independently as well as collaborate across diverse teams including Engineering Leadership, Technology Infrastructure, Game Studio Finance, Procurement, Global Sourcing, and Accounting.  What this Senior Financial Analytics Associate will do at EA: You will manage Opex and Headcount for EA’s growing Digital Platform (EADP) teams, an area essential to achieving our digital strategy. You will report to the Sr. Manager of Finance supporting the CTO (Chief Technology Officer) organization and be based in either Austin, TX or Redwood City, CA.  You will demonstrate a foundation in traditional FP&A responsibilities including:  Business Partnering – be the finance liaison to enable business owners’ success Financial Reporting – lead financial reviews, conduct variance analysis Monthly and Quarterly Close – prepare accrual and reclass entries to reflect accurate accounting Financial Modeling – analyze financial data to identify trends, savings opportunities, and return on investment  We are pioneering the future of FP&A by using technology in exciting ways! We want you to share our passion for analytics (descriptive, diagnostic, predictive and prescriptive), automation, information systems, and data visualization.  EA’s next great Senior Financial Analytics Associate also needs to have:  Education  Bachelor’s degree with a preference for Finance, Business Administration, Information Systems, Computer Science, Statistics, Data Analytics, or Mathematics. Extra considerations for Master level degrees  Experience  3+ years’ experience in business analytics or finance, preferably supporting a technology organization  Technical Skills  Expert Excel skills (model building, advanced formulas and arrays, Power Query) Relational databases and data integration Business Intelligence and visualization tools (e.g. Power BI, Tableau, Looker)  Experience with one or more of the following preferred : Visual Basic for Applications (VBA) Structured Query Language ( SQL ) Python or R  What’s in it for you? Glad you asked!  We realize it takes outstanding people to make outstanding games, so we offer great compensation packages and a culture that values creativity and individuality.  We love to celebrate our great perks like comprehensive health and benefit packages , tuition reimbursement , 401k with company match , of course, free video games! 6 days ago report job
Sr. Fraud Event Analystnew;Python;USA;Scottsdale, AZ 85260 (North Scottsdale area);Early Warning Services;;;Sr. Fraud Event Analyst Early Warning Services49 reviews - Scottsdale, AZ 85260 (North Scottsdale area) Apply On Company Site Create Amazing. Creating the future of finance is a task too big, too important to tackle alone. We bring people together – together to tackle the industry’s biggest challenges. While we are best known for the Zelle Network®, Early Warning does so much more to keep the financial system moving – easy, fast, safe. Our analysis helps teenagers get their first account. Our solutions protect billions of mobile app logins. Our data helps financial institutions fight fraud. While Early Warning is at the center of the financial system, our people are the heart of our company. We take pride in creating amazing – amazing experiences that help people live their best financial lives. Overall Purpose This position will be accountable to execute processes aimed at identifying fraud methodologies, points of compromise, root cause evaluation and associated observed volumes, financial and operational impacts with associated recommended remediation paths. The role will create fact based insights, which will be used to inform and influence change across the organization and within the participating financial institutions. The position will also be accountable executing the ongoing management of a compromised credential discipline to source, link and control the risk from exposed data. Essential Functions Perform the analysis of fraud events for the purpose of identifying and consistently categorizing the root cause of fraud events observed or attempted in the network. Be able to effectively articulate actions recommended, based on insights derived from advanced analytics. Execute the process to identified exposed network credentials, social tokens and payment information Categorize the risk of exposed data and apply appropriate risk treatments. Support the company’s commitment to protect the integrity and confidentiality of systems and data. Minimum Qualifications Education and/or experience typically obtained through completion of a Bachelor’s degree. Minimum 4 or more years of progressive experience in fraud risk management. Minimum 4 years in advanced data analytics in a variety of applications Exceptional written and verbal communication skills Experience with digital banking, payments and/or payment networks The above job description is not intended to be an all-inclusive list of duties and standards of the position. Incumbents will follow instructions and perform other related duties as assigned by their supervisor. Preferred Qualifications SAS, SQL, Python, R or comparable analytic coding certification Experience with two or more financial institutions in the area of fraud risk management Experience in both consumer and commercial banking applications Additional related education and/or experience preferred Physical Requirements Working conditions consist of a normal office environment. Work is primarily sedentary and requires extensive use of a computer and involves sitting for periods of approximately four hours. Work may require occasional standing, walking, kneeling, and reaching. Must be able to lift 10 pounds occasionally and/or negligible amount of force frequently. Requires visual acuity and dexterity to view, prepare, and manipulate documents and office equipment including personal computers.  Employee must be able to perform essential functions and physical requirements of position with or without reasonable accommodation. Early Warning is an equal opportunity employer that takes affirmative action to employ, and advance in employment, qualified minorities, women, individuals with disabilities and covered veterans. Today report job
WW Retail Fulfillment Operation Plannernew;Python;USA;Santa Clara Valley, CA 95014;Apple;;;WW Retail Fulfillment Operation Planner Apple9,665 reviews - Santa Clara Valley, CA 95014 Apply On Company Site Summary Posted: Apr 15, 2020 Weekly Hours: 40 Role Number:200163754 Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just build products — they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Apple is looking for a dynamic, highly motivated Individual with strong analytic abilities to support World Wide Retail Store and Online Operations. The individual will focus on Supply and Demand analytics and will be responsible for presenting their analysis to Senior/Executive management. World-class operational excellence is a cornerstone of Apple's success, and the Retail Fulfillment Operations (RFO) organization plays a critical role in ensuring operational and financial success for Apple. Key Qualifications Prior experience in product planning, demand forecasting, inventory management, or supply chain management is essential. The candidate must combine a working knowledge of world-class supply chain practices, strong analytical capabilities, strong leadership skills, and business savvy. Effective in communication, influencing, and negotiating in a matrix organization including one-on-one, small and large groups, and with peers and executives. Ability to both think strategically and execute tactically, a persistent attention to detail, and a high level of comfort in working with numbers. Proven experience in leading and adapting approaches in an ambiguous and constantly changing environment. High proficiency in Excel and have aptitude to learn technical applications quickly. A self-starter, willing to experiment with different ideas and approaches independently. Knowledge of tableau or any scripting language such as R, Python is a plus Description The WWRFO Planner will be responsible for driving and managing supply and demand plans that support Retail inventory and Online metrics. Will also be responsible for partnering with the Operation Partners, Retail Finance, and Retail Merchandising to drive alignment of supply and demand strategies. Develop and maintain effective working relationships within Regional RFO partners to ensure World Wide strategies are implemented, information is globally consistent and aligned. Ensure inventory levels in Retail Stores is maintained at the proper levels to achieve In-Stock and Service Level Goals for all strategic products. Be able to drive and communicate New Product Introduction (NPI) and End of Life (EOL) strategies for RFO and communicate any inventory risk and opportunities. Work with the Retail Merchandising/Finance & Readiness teams to ensure alignment on NPI & EOL strategies. Clearly communicate comprehensive supply and demand status/strategy to Senior/Executive management Education & Experience BA/BS or equivalent experience required. MBA/Masters Degree in a related field is preferred. Today report job
Sr. Analyst Analytics & Reporting;Python;USA;Eden Prairie, MN;Nestle USA;;;Sr. Analyst Analytics & Reporting Nestle USA10,678 reviews - Eden Prairie, MN Apply On Company Site Nestlé Health Science invests in every employee to make certain each person can reach their greatest potential and works in an environment rooted in respect, diversity and teamwork. We focus on empowering the patients and consumers we serve to live healthier lives through industry leading nutrition and nutrition-enabling solutions by keeping their needs at the center of everything we do. We make quality and innovation our highest priorities when delivering our trusted brands such as BOOST®, Carnation Breakfast Essential®, Peptamen®, Compleat Organic Blends®, Zenpep®, and many more.  We are a globally recognized leader in the field of nutrition science with our US headquarters in Bridgewater, NJ, and have over 5000 employees around the world. Come join the Nestlé Health Science family and experience exciting opportunities!  Position Summary: As part of the Business Analytics Team, this position will support the Sales, Marketing, Demand Planning, and Finance teams with accurate, timely, and actionable insights. This individual will help provide prescriptive and descriptive analysis to assist the corporate and sales teams in driving both short and long-term business strategies.  Key Responsibilities: Institutional Sales Analysis and Support Modeling and analysis of sales data to support key strategic initiatives Analysis of business and market trends at varying levels including Channel, Distributor, and Contract grouping Ad hoc channel and/or customer analysis to support sales teams Develop standardized reviews to process and analyze historical performance, as well as, identify opportunities to increase profitable sales Develop and maintain sophisticated tools for analysis for complex go to market business strategies Analytical support for creation of corporate/customer/distributor level strategic plans Analytical Support for Corporate Functions Sales modeling and analysis to help support strategic initiatives at a product platform level aligning to the Institutional Marketing Team Forward looking trend analysis in support of Demand Planning and Financial teams Support Finance and Marketing teams in Market Business Strategy (long-range plan) development Management Reporting Analysis Assist Business Analytics Manager in communicating to senior management business key trends and performance indicators Experience and Education Requirements: Degree in business, analytics, or data science preferred Required: 2 + years of corporate experience in data analysis/analytics Data science experience preferred including multivariate forecasting models, predictive modeling, and machine learning Strong analytical and data management abilities Experience or knowledge of multi-channel, distributor based business Tools: Advanced knowledge of Microsoft Excel required Preferred Skills: Familiarity and general knowledge of Power BI or similar data visualization tool preferred Experience using Python or R preferred Advanced knowledge in SQL preferred Nestle - 14 days ago report job
Sr. Analyst Analytics & Reporting;Python;USA;Eden Prairie, MN;Nestlé;;;Sr. Analyst Analytics & Reporting Nestlé10,678 reviews - Eden Prairie, MN Apply On Company Site Nestlé Health Science invests in every employee to make certain each person can reach their greatest potential and works in an environment rooted in respect, diversity and teamwork. We focus on empowering the patients and consumers we serve to live healthier lives through industry leading nutrition and nutrition-enabling solutions by keeping their needs at the center of everything we do. We make quality and innovation our highest priorities when delivering our trusted brands such as BOOST®, Carnation Breakfast Essential®, Peptamen®, Compleat Organic Blends®, Zenpep®, and many more.  We are a globally recognized leader in the field of nutrition science with our US headquarters in Bridgewater, NJ, and have over 5000 employees around the world. Come join the Nestlé Health Science family and experience exciting opportunities!  Position Summary: As part of the Business Analytics Team, this position will support the Sales, Marketing, Demand Planning, and Finance teams with accurate, timely, and actionable insights. This individual will help provide prescriptive and descriptive analysis to assist the corporate and sales teams in driving both short and long-term business strategies.  Key Responsibilities:  Institutional Sales Analysis and Support Modeling and analysis of sales data to support key strategic initiatives Analysis of business and market trends at varying levels including Channel, Distributor, and Contract grouping Ad hoc channel and/or customer analysis to support sales teams Develop standardized reviews to process and analyze historical performance, as well as, identify opportunities to increase profitable sales Develop and maintain sophisticated tools for analysis for complex go to market business strategies Analytical support for creation of corporate/customer/distributor level strategic plans  Analytical Support for Corporate Functions Sales modeling and analysis to help support strategic initiatives at a product platform level aligning to the Institutional Marketing Team Forward looking trend analysis in support of Demand Planning and Financial teams Support Finance and Marketing teams in Market Business Strategy (long-range plan) development  Management Reporting Analysis Assist Business Analytics Manager in communicating to senior management business key trends and performance indicators  Qualifications  Experience and Education Requirements: Degree in business, analytics, or data science preferred Required: 2 + years of corporate experience in data analysis/analytics Data science experience preferred including multivariate forecasting models, predictive modeling, and machine learning Strong analytical and data management abilities Experience or knowledge of multi-channel, distributor based business Tools: Advanced knowledge of Microsoft Excel required  Preferred Skills: Familiarity and general knowledge of Power BI or similar data visualization tool preferred Experience using Python or R preferred Advanced knowledge in SQL preferred  Job Finance / Accounting / Audit Nestle - 13 days ago report job
Senior Associate - Strategy & Analytics;Python;USA;Los Angeles, CA 90021 (Central City East area);Mindshare;;;Senior Associate - Strategy & Analytics Mindshare128 reviews - Los Angeles, CA 90021 (Central City East area) Apply On Company Site THE ROLE: The Strategy & Analytics team at Mindshare is at the forefront of media measurement and data-centric story- telling. Geeks at heart, we get excited if a client asks us to determine how much we need to increase their TV investment to drive 3% more sales online or finding creative solutions to new measurement challenges. And, even though we live to sift through data we love socializing as a team, in and outside of the office! We are searching for a numbers-savvy person to join our rock star team with at least one year of experience telling consumer-journey stories through a data lens. You should have enough knowledge and expertise to lead clients and internal teams towards smarter media investment decisions. In the end, we want to do the best work for our clients, drive their business objectives and grow as a team, which means growth opportunities are abound for the right person! KEY OUTCOMES: You will be involved in all steps of the measurement process, which includes: Developing measurement plans Oversee analytics set-up Data collection, processing and storage Developing insights Report/dashboard building Being a trusted advisor to junior level clients and internal teams Evaluate and recommend new vendors, tools and systems CAPABILITIES: Bachelor’s degree in Applied Math, Statistics, Economics, Management or related (with heavily quantitative classwork) and minimum of one-year experience as an Associate, Marketing Sciences Detail-oriented, comfortable working with numbers and able to supply statistical methods within a Marketing context Familiar with the traditional and digital media landscape, and all associated metrics (e.g. CPMs) Experience and/or familiarity with any of the following tools will be considered a plus: Data Visualization: Tableau, Omniscope, PowerBI Web Analytics: Omniture, Google Analytics, Webtrends Ad Servers: DoubleClick, MediaMind, PointRoll, Atlas Syndicated Measurement: comScore, Nielsen, Compete Ad Effectiveness Research: comScore, Millward Brown Digital, Dimestore, Vizu, Research Now Microsoft Office: Excel, Word, PowerPoint (required) Familiarity with SAS, SPSS, R, Python a plus ABOUT THE AGENCIES: At Mindshare, we believe in speed, teamwork and provocation. Mindshare USA empowers people to challenge the status quo, through what we call Provocation with Purpose. We’ll encourage you to break the rules, knock things down, rebuild them better, and push the boundaries of what’s possible. It takes a team of people who invest in other’s success, and together we make Mindshare the place where we do the best work of our career. We’re a team that is radically honest – we call this our Authenticity Quotient. We are curious and competitive – that’s our Passion Quotient. We embrace teamwork and adaptability – that’s our Emotional Quotient. We’re proud to be unmistakably #TeamMindshare. GroupM and all of its affiliates embrace and celebrate diversity, inclusivity, and equal opportunity. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. We are a worldwide media agency network that represents global clients. The more inclusive we are, the more great work we can create together. GroupM North America - 30+ days ago report job
Product Analyst;Python;USA;Los Angeles, CA;Supplyframe;;;Product Analyst Supplyframe2 reviews - Los Angeles, CA Apply On Company Site Summary Supplyframe is looking for a Product Analyst, working as a part of the Engineering team in developing products used by millions of Hardware Designers and Purchasing Agents across the Electronics Supply Chain. This is a hands-on role, in which working as a part of the Engineering team, you will be making a significant contribution to the growth of existing products and the success of new product initiatives. Responsibilities Creates interactive dashboards and visualizations used by Software Engineers and Account Managers Collect requirements using interviews, document analysis, requirements workshops, use cases, task, and workflow analysis Evaluate information gathered from multiple sources and distinguish user requests from the underlying true needs Analyzes business problems and issues using data from internal and external sources to provide insight to decision-makers Track customer behavior and life cycles, such as response, engagement, and churn Perform internal acceptance testing Requirements Expertise in SQL and Google Analytics (Tableau is a plus) Familiar with a scripting language (R or Python is a plus) Excellent written and verbal communication skills Acts as an individual contributor that can work effectively with peers/team Bachelor’s Degree in Finance, Computer Science, Business or related field or equivalent work experience in related field required Benefits Competitive salary and bonus program in an entrepreneurial environment Top notch health, dental, and vision insurance Stock options in a fast growing tech company 401k plan with matching contribution Generous paid time off plan plus paid holidays Frequent company sponsored lunches, happy hours, fun events, and plenty of snacks and drinks Supplyframe is an equal opportunity employer Interested? Send an email to h4x@supplyframe.com with a cover letter, your résumé, and include the job title in the subject line. 30+ days ago report job
Product Analyst, Ecommerce;Python;USA;Scottsdale, AZ;Square;;;Product Analyst, Ecommerce Square97 reviews - Scottsdale, AZ Apply On Company Site Company Description  Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.  Job Description You will work with the product team to build the Square Ecommerce experience. You will work on the product from end-to-end, from how a merchant sets up their online presence to how a shopper browses online. You’ll form analyses using a rich data set to track feature usage and performance, identify potential gaps and opportunities, and make recommendations to partners. You will contribute to high-level discussions with senior leadership and peers across Square. You will: Partner with product managers, engineers and senior strategy leaders to improve the product. Make sure the right questions are being asked, solicit feedback, and iterate until you reach meaningful conclusions backed by solid analysis Design A/B experiments to evaluate the impact of changes we make to the product Use SQL to develop data pipelines, write complex queries, and perform analysis Break down nuanced, complex data for partners, keeping context at the forefront of communication Develop data models, establish KPIs, build ETLs and construct dashboards  Qualifications You have: 3+ years of experience in an analytics role (e.g. web analytics, product analytics, data science) SQL experience and familiarity with scripting languages such as Python and R Experience with BI reporting tools (Looker, Tableau) Quantitative background (eg, bachelor’s degree or applicable training)  Additional Information  At Square, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance. Applicants in need of special assistance or accommodation during the interview process or in accessing our website may contact us by sending an email to assistance(at)squareup.com. We will treat your request as confidentially as possible. In your email, please include your name and preferred method of contact, and we will respond as soon as possible.  Perks  At Square, we want you to be well and thrive. Our global benefits package includes: Healthcare coverage Retirement Plans Employee Stock Purchase Program Wellness perks Paid parental leave Flexible time off Learning and Development resources 14 days ago report job
Senior Analytics Specialist, Operational Performance;Python;USA;Pomona, CA 91767;Southern California Edison;;;Senior Analytics Specialist, Operational Performance Southern California Edison854 reviews - Pomona, CA 91767 Apply On Company Site Job Description Join the Clean Energy Revolution  Become a Senior Analytics Specialist at Southern California Edison (SCE) and build a better tomorrow. As a Senior Analytics Specialist, your work will help power our planet, reduce carbon emissions and create cleaner air for everyone. Are you ready to take on the challenge to help us build the future?  The Operational Performance & Data Visualization departments provide SCE’s Transmission & Distribution (T&D) business partners with information to discover the underlying drivers of performance, by using descriptive statistics and developing predictive and prescriptive models to drive significant transformation of business processes. We are integrating data querying, analysis, and visualizations and are currently expanding the automation of manual report processing. Additionally, routine reports are being consolidated from specific organizational reports into holistic T&D reports with the objective to perform business analytics in the SAS application including Enterprise Guide, Enterprise Miner, Visual Analytics, and other Enterprise solutions.  The Senior Analytics Specialist of Operational Performance will be leading the way in the development and implementation of analytical solutions for the T&D organization using (Power BI, SAS VA, SAP, ESRI, etc.) This position will be developing visualizations to monitor performance, identify focal areas of improvement, and provide visibility to senior management to make decisions on operations. This Senior Analytics Specialist will report directly to the Manager of the Operational Performance department - under the Asset Management Strategy and Engineering (AMS&E) organization of T&D.  A day in the life - Get ready to think big, work smart and shine bright! Responsible for implementing analytic solutions using (Power BI, SAS VA, SAP, ESRI, etc.) applications Assist in the development of strategic analytic initiatives to meet T&D goals and objectives Develop models to monitor and forecast overall performance Works with partners and stakeholders to resolve business requirements using SAS and other analytical solutions Participates in cross functional teams as a technical expert team member during implementation of special projects Assist in determining scope of analytical solutions by providing expertise and feedback to management in support of departmental and/or company operations Develops, assists and delivers presentations to corporate officers, department and division management on initiatives supporting T&D strategies Evaluates and negotiates scope, resource allocation and timelines with department, division and region management, in support of project teams conducting work aligned with departmental and/or company operations   Qualifications The essentials Five or more years of overall experience analyzing Big Data to provide recommendations and insights Experience with Query writing Experience using reporting systems (Power BI, SAS VA or Tableau) The preferred Bachelor’s Degree or higher in Statistics, Math, Engineering, Business, Economics, STEM or related discipline Experience performing advanced analytics using SAS analysis tools or similar tools Experience developing visualizations using SAS Visual Analytics Exposure/Experience using SQL, R or Python applications Experience working well under time constraints with ability to self-manage priorities and multiple demands while maintaining attention to detail and producing high-quality work with minimal direction Strong oral and written communication skills and customer focused to understand and appropriately respond to stakeholder needs You should know … Visit our Candidate Resource page to get meaningful information related to benefits, perks, resources, testing information, and hiring process, and more! Candidates for this position must be legally authorized to work directly as employees for any employer in the United States without visa sponsorship. Position may require occasional monthly local travel/visits between SCE facilities & substations Relocation does not apply to this position About SCE  The people at SCE don't just keep the lights on. Our mission is so much bigger. We’re fueling the kind of innovation that’s changing an entire industry, and quite possibly the planet. Join us and create a future with cleaner energy, while providing our customers with the safety and reliability they demand. At SCE, you’ll have a chance to grow personally and professionally, making a real impact in Southern California and around the world.  At SCE, we celebrate our differences. We are a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.  We are committed to ensuring that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodations at (833) 343-0727.  #LI-IT1 29 days ago report job
