Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
DATA SCIENTIST / LABORATOIRE INTELLIGENCE ARTIFICIELLE (H/F);Data scientist;France;Levallois-Perret (92);Axys Consultants;;;Levallois-Perret (92) Pour promouvoir auprès de nos clients la mise en œuvre de solutions innovantes dans le domaine de l’Intelligence Artificielle (IA), Axys Consultants recrute pour son Laboratoire IA, des Data Scientist dont les principales missions seront les suivantes :  Identifier les besoins des différents métiers et entités en termes d’analyse et de visualisation de données structurées et/ou non structurées. Analyser des données complexes, structurées et/ou non structurées. Réaliser des modèles et algorithmes complexes ainsi que des analyses prédictives en utilisant des techniques avancées de data science (machine learning, deep learning, statistique avancée). Analyser la performance et la robustesse de ces modèles pour une optimisation continue. Modéliser les résultats afin de fournir des visualisations pertinentes. Maintenir une veille scientifique active dans les domaines du Machine Learning et du Deep Learning appliqués aux données structurées et non structurées.  De formation supérieure (Bac+5 : Ingénieur, Master ou équivalent) vous avez au minimum 3 ans d’expérience dans le domaine Data Science, une bonne connaissance en Data Integration/Data Modeling/Data Visualisation ainsi qu’une maîtrise avérée dans le développement d’algorithmes de machine learning/deep learning et l’analyse de données.  Vous êtes mobile (France et international) avec une maîtrise professionnelle de l’anglais.  Votre contact RH pour les candidatures : sarah.gebeli@axys-consultants.com Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Data Scientist;Data scientist;France;Paris (75);Heetch;CDD, CDI;;Paris (75) CDD, CDI ℹ️Important note before applying For this role we are only considering candidates located in Paris or near Paris (+ 1h -) so they can come to the office, we’re cool to have you work a couple of days from home as well.  Data Science Team @Heetch  Deep learning, hyperparameter tuning, parallel computing? Let’s first get the buzzwords out of the way, at Heetch we care about maximizing the impact rather than hype. For us, a data scientist’s main strength lies more in their capacity to proactively seek out stakeholders and build relationships with them. Our team’s mission is to provide valuable data insights to Product squads in order to help them understand what is going on, discover opportunities and take impactful decisions that will later on improve the whole experience for both our drivers and passengers.  Our team's values  Transparency: We discuss everything openly within the team. Our 'Speak up' culture is strong. Learn from failures: It's ok to fail, learn from it and try again. Experiment things: Being free is part of our DNA, we can try things as long as it brings value. Caring is sharing: We believe in continuous learning and want you to be proud of what you've learned/built. Sharing is a natural part of the process.  What are the challenges Data Scientists face at Heetch?  Navigate through thousands of different datasets. Identify hidden business opportunities proactively. Motivate and/or automate data-driven decision-making. Improve our rules and processes around data quality standards. Work in one of the most competitive industries with a challenger status.  What will you do?  Inside a cross-functional team you will become an expert in your domain’s data. Influence the team roadmap and priorities via product and business analysis. Design experiments such as A/B tests. Develop and present business intelligence dashboards. Work alongside developers, designers, product managers. Uncover hidden opportunities for growth and efficiency for Heetch.  Does it sound like you?  You have some data manipulation experience (regardless of languages and tools). You create clear and powerful data visualizations (dashboards, presentations...) You can communicate effectively with colleagues from various backgrounds and technical levels. You enjoy specifying data manipulation pipelines to extract value for the company, whether it’s in the form of code, query languages, visual tools or documentation. You want to steer the company in the right direction in terms of data quality standards. You are fluent in English (it’s the language we use within the company, because hey we’re an international team )  What's next?  If your application is selected, the process will be composed of 4 steps: 1. Interview with a Technical Recruiter (45mn). 2. Take home assignment (~5 days deadline). 3. Interview with your future Data Science Manager (1h). 4. Half day on site (Paris) to meet your future teammates and stakeholders. Heetch embraces diversity and equal opportunity for everyone We provide a safe and inclusive work environment. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. For non-European citizens, a valid working visa for France is required to be eligible for the role.  Heetch SAS is collecting your personal data (identity, contact details, academic background, professional experience and optionally a covering letter) for the processing of your application to our job offer, based on your consent. Your personal data will only be accessible to our hiring team, our co-founders, and the manager of the position you are applying to. In addition, data are stored by our processor in order to use its applications tracking system. Your data may be stored outside of the EU/EEA but are protected by appropriated safeguards. Your data are stored for a maximum duration of two years. If we do not reply to your application, you allow us to store your data during this term in order to potentially contact you for another position within our company or affiliates and subsidiaries. You have a right to access to your data, to rectify them, under some conditions to erase them, and to limit the processing. Also, you have a right of portability on your data. In addition, you may revoke your consent and we shall stop processing your data. Eventually, you have a right to define directives about the fate of your data if your death should occur. For more information about your rights, please see our privacy policy. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Data Scientist / ML Engineer Supply Chain;Data scientist;France;Clichy (92);L'Oreal;;;"Clichy (92) CONTEXT :  Within the Beauty Tech Factory, the Tech Accelerator has to support and accelerate the transformation of L’Oréal on new technologies: Data Science & AI, IoT, Blockchain, UX / UI...  You will join the Data Science team for Supply chain use cases, whose defines the Group' Data Science & AI standards and implement them by delivering strategic and high priority projects for the group.  Its 4 main missions are:  Delivery :  Ensure the Data Science developments of Supply chain projects and develop scalable tech assets, starting with Demand Sensing project Enrich a portfolio of data & analytics micro services at a global level Standards : Stimulate IT transformation by applying standards in terms of methodology, code, MLOps… Manage an ecosystem of data science & tech partners and ensure high level of expertise Data Culture : Build, lead and orchestrate the global data science community Scale and share technical assets Tech Academy : Ensure consistency of HR strategy through strong support for recruitments & academic partnerships Contribute to learning journey definition and contents   You will evolve in a favorable environment:  Development of projects with many experts in their respective fields: Data Science, AI, Agility, Business experts, UX/UI, Data engineering, Big Data and Cloud architecture ; Diversity of Data (internal / external, structured or not) and missions (marketing, supply, retail, ...) ; International environment   MISSIONS :  As a Data Scientist / ML Engineer you will use Machine learning approaches, with huge code quality and engineering skills to develop Data Science and AI products. You will contribute to the design and development of Data Science solutions for strategic business cases with support of external Tech partners, and ensure the consistency of Tech Accelerator guidelines within these projects.  Your mission will be to develop Demand Sensing solution at group level with the main missions bellow:  Increase demand forecast accuracy by developing models, with huge code quality, based on time series, internal and external features ; Challenge external Tech partners on their code and approaches in an agile delivery squad ; Ensure consistency of Tech Accelerator standards within the squad ; Share Tech Accelerator standards with L’Oréal Data Science community ;   SKILLS :   Tech skills :  Experience applying ML / DL to solve challenging problems ; Knowledge and practical experience on a project or proof of value ; Experience working effectively with engineering teams ; Programming skills : Python, Tensorflow, PyTorch, Keras, Spark or other frameworks ;   Soft skills  Excellent verbal and written communication (French and fluent English) and presentation skills, ability to convey technical concepts and their implications to non-experts Flexibility and open-mindedness; alertness and argumentation; entrepreneurial spirit; relationship skills; Collaborative mindset with different Tech profiles (data scientists, engineers & architects) and business (data owners & stewards, business owners) Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Data scientist / Analyste reporting réglementaire H/F;Data scientist;France;Paris (75);AMF;CDI;;"Paris (75) CDI Informations générales Entité de rattachement L'Autorité des marchés financiers, autorité publique indépendante, est le régulateur de la place financière française. Nos 500 collaborateurs veillent à la protection de l'épargne, à l'information des investisseurs et au bon fonctionnement des marchés financiers. Rejoindre l'AMF, c'est également s'ouvrir à un monde d'opportunités humaines et professionnelles. Nous avons à cœur d'accueillir, accompagner et développer les talents d'aujourd'hui et de demain. Référence 2020-75 Votre contexte Description du contexte Vous intégrez la Direction des marchés de l’AMF (70 collaborateurs) qui exerce une triple mission de : Détection des événements ou comportements anormaux par l’analyse d’alertes de toute nature (signalements externes ou alertes issues des outils de surveillance de l’AMF) et leur traitement ; Suivi, accompagnement et supervision des acteurs, infrastructures et intermédiaires, sur l’application de la réglementation et sa mise en œuvre pratique ; Participation aux négociations européennes sur des thématiques techniques relevant de son périmètre et aux échanges avec les homologues de l’AMF. Plus particulièrement, vous rejoignez l’unité Data Driven Supervision (DDS) de la Division Suivi des intermédiaires de marché (23 personnes). L’Autorité des marchés financiers collecte de nombreuses informations sur les établissements français sous sa supervision. Ces données sont variées (informations quotidiennes sur les transactions effectués, reportings périodiques, questionnaire annuel sur la conformité) et représentent des volumes très importants. Elles permettent à la DSIM de superviser la bonne mise en œuvre des règlementations applicables aux établissements régulés. Leur exploitation efficace constitue un axe stratégique pour la Division et pour l’AMF. L’AMF s’appuie pour ce faire sur une plateforme Big Data déployée en 2018 à partir de laquelle l’ensemble des travaux d’exploitation et de visualisation des données sont réalisés. Votre mission Métier Finance de marché Intitulé du poste Data scientist / Analyste reporting réglementaire Contrat CDI Description de la mission Rattaché(e) au responsable de l’unité, vous aurez pour mission de participer au renforcement de l’exploitation des données collectées par l’AMF sur les entreprises d’investissement, dans l’objectif de détecter des zones de risque (individuelles ou globales) nécessitant une action du régulateur. A ce titre, vous représentez l’Autorité des marchés financiers auprès de la Place et intervenez plus particulièrement sur les missions suivantes : Concevoir et exploiter des requêtes informatiques visant à identifier des défauts de qualité ou d’exhaustivité dans les informations collectées auprès des établissements régulés, en utilisant l’ensemble des possibilités offertes par la plateforme Big Data de l’AMF ; Participer à l’évolution des outils utilisés par la Division pour restituer, pour chaque établissement, les informations collectées sous forme synthétique et utilisables par les personnes en charge du suivi desdits établissements (chargés de portefeuille Intermédiaires de marchés) ; Accompagner les déclarants, en collaboration avec les chargés de portefeuille de chaque établissement : réponse aux questions individuelles, sensibilisation aux problématiques de qualité, suivi des correctifs engagés ; Mener des analyses statistiques des informations collectées et rédiger des notes de synthèse ou des plans d’actions associés, en lien avec les collaborateurs concernés en fonction de la thématique ; Enfin, participer à la diffusion de l’expertise de la division auprès de publics internes ou externes à l’AMF (formations, colloques ou réunions de Place…). Profil Issu(e) d’une formation financière ou scientifique (BAC+5), vous justifiez d’une expérience de minimum 5 ans (hors stages et alternance) en tant que data scientist, analyste ou chargé de reporting règlementaire au sein d’un établissement financier. Vos précédentes fonctions vous ont permis de développer des compétences en statistiques ou en analyse de bases de données. Vous maîtrisez les outils statistiques ou de manipulation de données (ex : R, Python, Spark, SQL, Tibco Spotfire…). Idéalement, vous avez également acquis des connaissances sur les prestataires de service d’investissement et les reportings de transactions découlant des directives européennes (ex : MIF2, EMIR). Vous êtes reconnu(e) pour vos qualités/compétences suivantes : Capacités d’analyse et de synthèse Efficacité et qualité rédactionnelle Autonomie et adaptabilité Esprit d’équipe, aisance relationnelle Rigueur, fiabilité Anglais courant, aisance à l’oral et à l’écrit Votre profil Niveau d'expérience min. requis min. 5 ans Langues Anglais (3- Niveau avancé) Localisation du poste Localisation du poste Ile-de-France, Paris (75) il y a 5 jours - Continuer pour postuler Signaler un abus"
Data Scientist (H/F) [STAGE];Data scientist;France;Paris 18e (75);Hello Watt;Stage;;Paris 18e (75) Stage Détails de l'annonce Le paysage énergétique français n’a pas évolué depuis des décennies, il est temps de le dépoussiérer. L’ambition d’Hello Watt est de créer LA plateforme qui révolutionne la façon dont on consomme de l’énergie, partout en Europe.Notre mission : changer et moderniser la manière dont les gens consomment de l’énergie chez eux et digitaliser ce marché au potentiel énorme mais inexploité.Grâce à Hello Watt, les particuliers identifient simplement les gisements d’économie d’énergie de leur logement. Ils accèdent ensuite à des professionnels sérieux et payent le prix juste pour leur énergie, leurs équipements énergétiques et leurs travaux de rénovation. En bref, Hello Watt les accompagne dans toutes les étapes de la transition énergétique de leur logement. Avec plus de 60 personnes recrutées en 3 ans, Hello Watt ne compte pas s’arrêter là pour créer la plateforme de référence de l’énergie ! Tes Missions : Hello Watt développe une plateforme de diagnostic énergétique permettant d'orienter les particuliers vers des actions d'économie d’énergie pertinentes. Intégré à l’équipe Data Science, tu seras au coeur du projet de R&D porté par Hello Watt: Analyser les consommations d’énergie des particuliers en utilisant les données des compteurs communicants Linky et Gazpar respectivement déployés par ENEDIS et GRDF Intégrer les données (données de consommation issues des compteurs communicants, données déclaratives, données tierces) à la plateforme Hello Watt Participer à la conception et au développement de la plateforme de diagnostic énergétique Profil recherché Entreprenant et structuré tu es capable de mener un projet en choisissant les données pertinentes pour arriver à tes fins Te retrouver avec une montagne de données à structurer ne te donne pas le vertige Tu jongles avec les acronymes des algorithmes mais es capable d’expliquer en détail l’algèbre qui les constituent Tu sais communiquer sur tes résultats et les mettre en valeur notamment avec de la dataviz Python ne te pose aucun problème Tu as un goût prononcé pour les belles choses ainsi que pour les défis individuels et collectifs. Pourquoi Hello Watt? Tu as envie de travailler sur de multiples projets où les mises en production de tes travaux sont rapides Tu veux intégrer une Greentech travaillant sur un produit à la pointe en Europe Tu veux utiliser la data pour proposer des services permettant de réduire l’empreinte carbone et les factures d’énergie De plus … Idéalement situé sur 2 lignes de métro, 1 ligne de tram, 3 lignes de bus et à trois pas de Gare du Nord/Gare de l’Est Garage à vélos After-Work réguliers Terrasse et BBQ Déroulement des entretiens : Entretien téléphonique Etude de cas Entretien avec le Head of data, le CTO et un membre de l'équipe Azerty Jobs - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Stage DATA SCIENTIST pour food scanners;Data scientist;France;Sophia Antipolis (06);SENSEEN;Temps plein, Stage;600 € par mois;Sophia Antipolis (06) Temps plein, Stage 600 € par mois SENSEEN est une société nouvellement crée comme une spin-off d’Easy Global Market. Après plusieurs années en contact avec la recherche sur les spectromètres MEMS miniatures comme le produit scanner ou puce de Neospectra de Siware (https://www.neospectra.com/ ) ou le scanner d’Innospectra http://www.inno-spectra.com/en/product, SENSEEN cherche à développer ses propres scanners incluant le développement de modèles pour développer des applications dans le domaine de l’agriculture écologique ou de l’agro-alimentaire ou sur des thèmes de développement durable en général. Easy Global Market (EGM) est un bureau d’études IoT. Il est impliqué dans différents domaines comme l’agriculture connectée, le traitement de l’eau, l’aquaculture, les villes intelligentes, etc. EGM reste à la pointe de l’innovation en s’impliquant massivement dans des projets de recherche internationaux qui requièrent d’être constamment à la pointe des technologies (voir http://www.eglobalmark.com/project-list/). Travailler au sein de SENSEEN et Easy Global Market fournit ainsi une opportunité unique de découvrir des technologies avancées mais aussi de travailler dans un environnent international multiculturel enrichissant. DESCRIPTION DU STAGE Votre mission principale sera de développer des modèles d’interprétation de spectres des scanners suivant une approche de la chimiométrie utilisant le machine Learning. Vous allez pouvoir regarder des logiciels comme unscrambler X from CAMO Vous aurez des spectromètres NIR à disposition comme le spectromètre de siware et celui de Innospectra. Vous aurez des données en grand nombre provenant des communautés de fermes de légumes comme de la communauté Maraichage sol vivant qui ont mesuré des paramètres clés et capturer des spectres proche-infra rouges. L’objectif du stage sera de travailler sur des corrélations pour définir un modèle qui prédit la mesure réelle en fonction du spectre. REQUIS DU POSTE - Stage de fin d’année Bac + 5 en informatique/data science ou équivalent - Expérience dans la construction de modèle prédictif type neural network - Maîtrise des techniques statistiques de Machine Learning et de Deep Learning pour des analyses exploratoires, explicatives et prédictives. - Maîtrise d’un ou plusieurs langages informatiques (Python serait un plus) - Compréhension de la spectrométrie et chimiometrie serait un plus Autres - Esprit d’équipe, capacité à s’intégrer dans un environnement type start-up - Force de proposition, autonome, rigoureux(se) - Capacité de résoudre des problèmes complexes et désir d’apprendre/progresser Rigoureux et minutieux, votre curiosité ainsi que votre capacité d’adaptation et d’organisation vous permettront de vous épanouir dans les projets de la société Stage de 6 mois Date de démarrage souhaitée : Dès que possible Avantages : Titre-restaurant / Panier Participation au transport Type d'emploi : Temps plein, Stage Salaire : 600,00€ /mois Expérience: stage data scientist pour food scanners ou similaire: 5 ans (Souhaité) Télétravail: Temporairement en raison du COVID-19 il y a 1 jour Signaler un abus
Docteur R&D – Intelligence Artificielle / Data Scientist – R...;Data scientist;France;Boulogne-Billancourt (92);RD2 CONSEIL;Temps plein, CDI;;Boulogne-Billancourt (92) Temps plein, CDI RD2 Conseil est un cabinet de recrutement spécialisé sur la recherche de jeunes docteurs pour les besoins en R&D des PME innovantes et entreprises privées, souhaitant se doter de compétences scientifiques pointues et de réelles ressources humaines en matière d’Innovation. Nous recrutons actuellement un(e) Docteur (H/F) en Data Science / Intelligence Artificielle. Notre client est une startup innovante basée à proximité de Paris, ayant pour activité de faciliter la recherche et sécuriser l’achat de véhicules d’occasion partout en Europe. Pour cela, elle a développé un moteur de recherche permettant d’agréger les annonces automobiles d’un grand nombre de sites européens. L’entreprise compte 90 personnes (ingénieurs développeurs, commerciaux et conseillers) et est en forte croissance. Dans le cadre d’un remplacement au sein de l’équipe R&D (3 personnes), en tant que Docteur en Informatique, vous mettrez en œuvre des techniques de Machine Learning et / ou Traitement Automatique du Langage (NLP) pour permettre d’extraire et fournir des informations pertinentes sur les véhicules et les utilisateurs quel que soit le site, et donc la langue (allemand, italien, espagnol…) utilisée. Vous interviendrez par exemple sur : La recommandation de véhicules selon les cahiers des charges et les profils des utilisateurs L’identification des utilisateurs (et des comportements utilisateurs) à recontacter selon leurs historiques de navigation, l’analyse de leurs profils, … Le développement d’une cote des véhicules en temps réel basée sur les données recensées par la société Le matching des annonces avec les fiches techniques des véhicules (analyse textuelle, identification de mots clés, …) Nous cherchons un candidat disposant en particulier des compétences suivantes : De formation initiale en Informatique, vous avez une maîtrise forte des méthodes d’extraction et analyse de données, en particulier au moyen d’algorithmes d’Intelligence Artificielle Une expertise sur les données textuelles par des méthodes de Traitement du Langage Naturel / NLP sera particulièrement appréciée Vous maîtrisez également la programmation informatique permettant de concevoir, d’’implémenter les solutions sur des données volumineuses et les tester à grande échelle (en particulier Python) Vous êtes travailleur, avez le goût du travail en équipe et souhaitez évoluer dans un environnement startup, exigeant en termes d’investissement mais où l’ambiance est particulièrement conviviale et les possibilités d’évolution et de prises de responsabilités nombreuses. Vous avez envie d’apprendre de nouvelles technologies et travailler sur des problématiques concrètes. Si vous pensez être cette personne, que vous êtes titulaire d’un Doctorat et n’avez jamais été embauché en CDI après l’obtention de votre thèse (contrainte impérative pour respecter les critères du CIR), nous vous invitons à nous faire parvenir votre CV et lettre de motivation par mail sous la référence REZ. Statut : Cadre Type d'emploi : Temps plein, CDI Expérience: docteur r&d – intelligence artificielle / data scientist – rez ou similaire: 1 an (Souhaité) Télétravail: Temporairement en raison du COVID-19 il y a 22 jours Signaler un abus
STAGE/CESURE - Data Scientist;Data scientist;France;Gennevilliers (92);Prisma Media SNC;Stage;;Gennevilliers (92) Stage 1er groupe bi-média de France en audience print-digital, Prisma Media est aussi l'acteur N°1 en presse magazine et en audience vidéo. Un leadership qui assure à Prisma Media un potentiel optimal d'audience de plus de 40 millions de personnes chaque mois sur ses différents médias. Avec un portefeuille de 25 marques incontournables, le groupe est présent sur les principaux segments grand public (féminin, cuisine, télé, people, découverte, économie…). Porté par la mission de devancer les besoins et envies de ses lecteurs et utilisateurs sur tous les supports, Prisma Media adopte une stratégie offensive de développement et d'innovation dans les secteurs en forte croissance tels que la monétisation de la data, la vidéo et le mobile, avec une ambition d'avoir toujours UN MÉDIA D'AVANCE. Rattaché(e) au manager du service BI / Analytics / Data science, vous intervenez en tant que Data scientist afin de participer au développement de la data science chez Prisma. Ce service a pour vocation d'optimiser l’utilisation des données client et business par les différents services de l’entreprise, pour aider à la prise de décisions, améliorer la compétitivité de l’entreprise et participer activement à la transformation digitale. Tout cela s’effectue au travers des deux leviers que sont l’activité Analytics (BI) et la Data science. Vos Missions ?  Vous créez de la valeur autour de la data via l’analyse de données, l’utilisation de techniques de machine learning et la data visualisation Vous apportez une aide à la décision qui s’appuie sur les enseignements tirés des analyses et vous fournissez des recommandations actionnables aux métiers, via l’interprétation et la présentation des résultats aux équipes Votre stage portera sur un projet d’enrichissement de la base client via la modélisation du profil sociodémographique des abonnés Vous aurez la charge de mener ce projet dans son ensemble : collecte et compréhension des besoins métier, transformation et préparation des données, analyse exploratoire, développement et sélection du modèle, déploiement, restitution des résultats et recommandations au métier Plus particulièrement vous serez en charge des choix méthodologiques pour mener à bien ce projet, incluant notamment la collecte de données géomarketing et de données open source Vous serez également amené à intervenir sur d’autres projets autour de la data et de l’IA liés au business abonnement et aux données de la base CRM, mais également sur les données issues de la diffusion des magazine, du trafic digital, de la régie publicitaire (analyse des ventes, analyse des comportements pour identifier des leviers et des opportunités de croissance, parcours client, fidélité, valeur client, churn, etc) Vous serez accompagné dans vos différentes missions par les équipes IT, data engineers et data scientists, qui vous aideront dans les différentes étapes de votre projet Vous respectez l’éthique en matière d’usage de la data. Votre Profil ?  Ce poste est fait pour vous si : Vous êtes en formation supérieure (de type BAC+5, École d’Ingénieur ou équivalent universitaire Master) vous disposez de solides connaissances techniques en matière de data et avez également une réelle aptitude à comprendre les enjeux business et plus particulièrement ceux engendrés par la data Vous disposez d’une expertise dans le domaine de la data science et des statistiques Vous connaissez les techniques de data science et de machine learning (apprentissage supervisé et non-supervisé dont gradient boosting, réseaux de neurones, clustering, réduction de dimensions, séries temporelles, statistiques avancées) que vous avez déjà eu l’occasion de mettre en application sur divers projets en relation avec le monde étudiant et/ou professionnel Au-delà de vos compétences techniques, vous avez une approche business-centric IT Vous êtes un bon communicant (la restitution des résultats aux équipes est clef) et aimez le travail en équipe Vous avez la capacité de présenter des notions complexes de manière simple et claire Vos Compétences techniques ?  Python (NumPy, SciPy, Pandas, Scikit-Learn) Compétences cloud AWS ou GCP Git Bases de données Oracle / SQL NoSQL Data visualisation (Salesforce, Tableau, PowerBI, QlikView) Durée : Stage ou césure de 6 à 12 mois Rémunération : TBD Contact: mrochet@prismamedia.com  Votre future entreprise ? Vous vous demandez qui se cache derrière GEO, Télé Loisirs, Femme Actuelle, Capital, Gala, Voici et une quinzaine d’autres titres ? C’est Prisma Media, leader historique de la presse magazine, désormais une entreprise full media print, digital, vidéo forte de :  1,5 millions d’abonnés à nos magazines 80 millions de magazines vendu par an Plus de 30 Millions de visiteurs uniques par mois sur nos sites Web Son appartenance au Groupe Bertelsmann Leader mondial dans le domaine des Media (M6, RTL, BMG, Freemantle…)   Les petits plus chez nous ? Nos chiffres et nos marques ne sont pas des arguments suffisants pour attirer votre attention ? Ne vous en faites pas, nous en avons d’autres !  Des locaux attrayants : ZenZone (fauteuil massant, hamac), jardin, terrasses, Ping-pong, babyfoot Une conciergerie : pressing, coiffeur, boutique… Café et thé gratuits, cantine de qualité avec des produits de saisons cuisinés sur place Des formations & conférences mensuelles sur des thématiques diverses : réseaux sociaux, développement personnel, intelligence artificielle… Des events annuels : Garden party, journées Vis ma vie, afterworks… Prisma Media propose tous ses postes aux personnes en situation de handicap en privilégiant une logique de compétence et d'emploi pérenne. Le groupe est signataire de la Charte de la Diversité et partenaire de l'association Adapt. Exercice de vos droits Conformément à la réglementation en vigueur, vous pouvez exercer vos droits d'accès, de rectification, d'opposition, de suppression, de limitation du traitement, et à la portabilité des données à caractère personnel, en adressant votre demande au DPO du Groupe Prisma Media, soit à dpo@prismamedia.com soit par courrier à Prisma Media - DPO, 13 Rue Henri Barbusse. 92230 Gennevilliers. Entreprise: Prisma Media SNC Pays: France Etat/Région: Hauts-de-Seine Ville: GENNEVILLIERS Code Postal: 92624 Emploi ID: 82824 [[customQuickApply]]82824Prisma Media SNC Bertelsmann - il y a 5 jours - Continuer pour postuler Signaler un abus
Data Scientist/Engineer H/F;Data scientist;France;Boulogne-Billancourt (92);Pierre Fabre;Temps plein, CDI;;"Boulogne-Billancourt (92) Temps plein, CDI Votre mission Au sein de la Direction Médicale & Relations Patients/Consommateurs et rattaché à la Directrice Projets RWE & Datas, vous serez l’expert identifié de la gestion et de l’analyse des données Big data des différents métiers de la direction et serez responsable du croisement de ces données avec celles mises à disposition via les services et canaux digitaux dans le but de donner du sens à ces données et en extraire de la valeur pour appuyer les équipes dans la prise de décisions stratégiques ou opérationnelles. Plus précisément, vous :  participez à la mise en place des solutions « real-world data » et à la création des outils pour collecter des données Big Data dans le but de soutenir les différents métiers (RWE, Medical Affairs, Market Access, HEOR, Patient centricity, MSL, Marketing, ...) sur l’ensemble du portefeuille Pierre Fabre, y compris oncologie, dermato-cosmétologie ; identifiez les besoins et la problématique des directions métiers et anticipez les besoins en data en recherchant en continu de nouvelles sources d’informations pertinentes ; élaborez une vision stratégique et globale assurant une prise de décision éclairée et définissez une modélisation statistique ou des modélisations « machine learning » qui permettent de répondre à la problématique ; développez des solutions innovantes pour collecter des données de vraie vie ou des études cliniques ; investiguez l'ensemble des sources de données pertinentes structurées ou non structurées nécessaires à l'analyse et vous organisez, étudiez et synthétisez ces données sous forme de résultats exploitables ; concevez les modèles et algorithmes pour collecter, stocker, traiter et restituer les données ; imaginez de nouveaux modèles d'analyse pour traiter des données brutes et hétérogènes qui ne peuvent pas être analysées à l'aide d'outils classiques de gestion de bases de données ; collaborez de façon étroite avec les équipes d’autres fonctions comme Centre d'Excellence de la Data, Social listening, les marques et les filiales. Profil recherché Formation Bac+4/5 de type Ecole d’ingénieur avec une spécialisation en Data Science (ou connaissances équivalentes acquises par expérience professionnelle). Expérience de 3 ans minimum dans une expérience similaire. Une expérience dans le développement d’API serait appréciée. Maîtrise de Python et/ou R. Le codage sous SAS est un atout. Connaissance ou forte appétence pour les technologies telles que Docker. Anglais professionnel, écrit et oral. Vous témoignez d’un fort intérêt pour le développement en langage Big Data et pour le secteur de la santé. Créatif et agile, vous disposez de bonnes capacités d’adaptation, vous avez le sens du collectif. il y a 21 jours - Continuer pour postuler Signaler un abus"
Data Analyste sur les données d'essais des véhicules instrum...;Data scientist;France;Carrières-sous-Poissy (78);PSAPeugeotCitroen;Apprentissage;;Carrières-sous-Poissy (78) Apprentissage La Direction de la Recherche et du Développement prépare la montée en gamme des produits du Groupe.  Pour cela, elle développe les technologies clés adaptées à l'automobile de demain, en offrant des réponses spécifiques, innovantes et performantes aux attentes des clients répartis sur chacune des zones géographiques où le Groupe PSA est présent. La Direction R&D développe l'ensemble des métiers de l'ingénierie, de la conception des moyens et de l'industrialisation pour tous les moteurs, les véhicules et les modules du Groupe.  Vous avez pour mission principale de développer les solutions numériques de traitement et d'analyse des données d'essais banc ou véhicules. L'utilisation des environnements Bigdata et les méthodologie datascience seront au coeur de votre activité. Profil Profil recherché: Data analyste / Data scientist Compétences en méthode statistique, Langages Python, R… Durée du contrat 36 mois Localisation du poste Pays Europe, France, Ile-de-France, Yvelines (78) Ville Carrières-sous-poissy Critères candidat Niveau de diplôme préparé Bac+5 Langues Anglais (B2 - Intermédiaire (2,5 - 3,4 Bright)) Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
