Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Développeur Full Stack H/F;IRISOLARIS;France;Rousset (13);Temps plein, Temps partiel, Contrat pro;None;"Le contexte et les missions IRISOLARIS a connu cette dernière année une très forte croissance passant de 25 à 80 salariés, d'un unique établissement à un réseau multi-sites. Toutes nos équipes ont été renforcées en interne et notre pôle SI a été créé il y a un an. Aujourd'hui nous proposons un contrat d'alternance/stage pour accompagner notre équipe SI dans les nombreux développements et refontes qui sont indispensables pour que les équipes puissent bien travailler : Amélioration continue des logiciels utilisés et du SI Développement d'applications et de nouveaux softwares Conception et mise en place d'API Tu auras ainsi en charge la réalisation de : API et Webhook entre les diverses applications utilisées APK applicatif métier sous Android et pour chacune de tes réalisations : Traduction technique des besoins fonctionnels Conception, réalisation Tests et recettes Mise en production Maintenance corrective ou évolutive Rédaction de documentation technique Accompagnement des équipes au changement Tu viendras aussi en assistance du reste de ton équipe pour leurs missions courantes Techno utilisées (principales) : Développement : Visual Studio (C#, ASP.NET, .NET Core, Xamarin), Apache Cordova, Java, HTML 5. Cloud : Azure Notre petit nouveau idéal (ou petite nouvelle !) Préparation d'un M1 ou M2 orienté dev appli/logiciel Tu est très curieux(se) et apprend de nouvelles choses tous les jours Travailler dans un environnement qui bouge beaucoup ne te fais pas peur Tu aimes bien proposer des choses et développer tes idées Tu codes ""propre"" et aime le travail bien fait Contrat pro/Contrat d'apprentissage ou stage acceptés Avantages : Participation au transport Horaires de travail flexibles Type d'emploi : Temps plein, Temps partiel, Contrat pro Télétravail: Non"
Ingénieur en développement Java/SQL (H/F);IT link;France;Rennes (35);CDI;None;Le poste  Dans le cadre de notre développement et du renforcement des équipes d’un de nos clients, nous recherchons un Ingénieur en développement Java/SQL (H/F), afin de :  Participer au développements des applications  Documenter l’ensemble des développements (spécification, conception)  Assurer les tests de recettes et les corrections de bugs  Assurer la maintenance des produits existants  Profil recherché : Expérience d’au moins 2 ans en développement  Très bonne maîtrise en développement Java / JavaScript / SQL / Python  Expérience en environnement Linux  Une expérience en développement Shell serait un plus  Rigueur  Aisance relationnelle  Force de proposition et curiosité technique  À propos  Depuis plus de trois décennies, IT Link innove aux côtés des acteurs majeurs de l’industrie et des services.  Notre mission : faire évoluer les systèmes connectés pour optimiser et créer les produits et services d’aujourd’hui et de demain.  Notre savoir-faire repose sur 8 pôles d’expertise au cœur des systèmes connectés.
ALTERNANCE – DÉVELOPPEUR H/F;BNP Paribas Personal Finance;France;Levallois-Perret (92);Apprentissage, Contrat pro;None;ALTERNANCE – DÉVELOPPEUR H/F (NUMÉRO DE L'EMPLOI : !A_PF_DCM20_0049)  Alternance – Développeur H/F Concrètement votre quotidien ? Au sein du Digital Lab, le développeur apporte ses techniques dans la création de service digitaux. Il participe aux développements des projets du Digital Lab. Il garantit leurs bons déroulements grâce à ses bonnes compétences techniques Principales missions : Participe à la bonne progression des développements, des choix techniques, méthodes à utiliser S’assurer de la qualité du code grâce à des outils d’analyse et du code automatique Garantir le respect des délais imposés Mettre en place des tests/de recettage Il apporte : Une capacité à collaborer avec l'équipe et à faire l’interface avec les interlocuteurs métiers Il se tient au courant des nouvelles technologies et sait repérer les innovations et les évaluer. Il assure l’utilisation de bonnes pratiques de développement L'environnement de travail, c'est important ! Rattaché à la Direction Digitale, Le Digital Lab est une équipe dédiée à l'innovation. Organisée comme une start-up, elle bénéficie d'un lieu dédié au sein de Personal Finance, permettant de concevoir, développer et promouvoir des projets digitaux, Proof of Concepts et démonstrateurs. Dans le cadre de ses projets, le Digital Lab a l'occasion de travailler sur des applications mobiles, de sites web, des expérimentations sur la réalité Augmentée, chatbot, blockchain, Réalité virtuelle pour l'ensemble des géographies (30 pays) et lignes métiers (B2C, B2B et B2B2C) de BNP Paribas Personal Finance Technologies principales : JS - NodeJS / React / PHP Symphony / API REST / SQL & NO SQL / Le poste est à pourvoir à Levallois Perret. Et après ? A l’issue de cette mission, vous saurez : Structurer et encadrer les phases de développement de PoC Qualifier les ressources nécessaires à la mise en œuvre des MVP : backlog, sprint, framework... Coordonner le développement des MVP avec des tiers (internes ou externes) Pourquoi rejoindre BNP Paribas ? Notre monde change ! Aujourd’hui, ce qui compte dans un job, c’est de vivre de véritables expériences, d’apprendre, de partager objectifs et résultats avec ses collègues. Bref, de tracer son propre chemin, différent, responsable et durable. Chez BNP Paribas, nous recrutons nos collaborateurs avec l’idée qu’ils nous aideront à concevoir le monde et la banque de demain. Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://group.bnpparibas/emploi-carriere/bnp-paribas Et la rémunération ? Encadrée par la loi, elle sera abordée à l’issue de votre parcours de recrutement. Elle dépend du type de contrat, votre âge et de votre niveau d’études. Etes-vous notre prochain alternant Développeur H/F ? Vous préparez un diplôme de niveau Bac+4/5 avec une spécialisation en Développement Web & Mobile. Vous avez des connaissances en matière de blockchain, robotiques et Intelligence Artificielle et en innovation disruptive. Outils / technologies / méthodologies : IHM - AngularJS IHM - DOTNET IHM - HTML 5 IHM - Interaction Design IHM - Java - Swing - JFX IHM - JAVASCRIPT IHM - Real time / Ajax / Web sockets IHM - UX Votre adaptabilité, votre capacité à collaborer et communiquer seront des atouts essentiels. Ajoutez à cela un bon sens de l’organisation et de la rigueur pour finir de nous convaincre. Cette alternance est à pourvoir à partir du mois de Septembre 2020 pour une durée de 12 mois. Enfin, nous attachons une importance particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité éthique et professionnelle. N'oubliez pas d'indiquer sur votre CV la formation que vous souhaitez préparer dans le cadre de votre alternance. Lieu principal : FR-Île-de-France-LEVALLOIS PERRET Type d'emploi : Alternance Domaine d'activité : STATUTS TEMPORAIRES Niveau d'Etudes: Master ou équivalent (> 4 ans) Niveau d'expérience: Débutant Horaire : Temps plein
Développeur Full-Stack Java Angular - Nantes (H/F);Atos;France;Nantes (44);None;None;À propos d’Atos  Atos est un leader international de la transformation digitale avec 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de 12 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos|Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.  La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.  Pourquoi venir chez Atos Nantes ?  Nous rejoindre c’est : Travailler à Nantes : intégrer les équipes clients en centre-ville OU intégrer nos centres de compétences à la Chantrerie Evoluer au sein de nos équipes dynamiques et dans la bonne humeur Télétravail possible et flexibilité au quotidien Avantages : Solde CP et RTT disponibles dès votre arrivée, CE intéressant (vacances, billetterie, chèques vacances), tickets restaurants, primes (Cooptation, Tous gagnants …) Accompagnement par votre team leader  Ce que nous allons faire ensemble !  Avec une activité en plein croissance, Atos Nantes a besoin de toi pour venir consolider ses équipes sur un poste de Développeur Full-Stack Java Angular (H/F).  Intégré à l’équipe projet, tu participeras à la conception, au développement et à la mise en production des applications dans des domaines variés. Pour cela, nous te confirons les missions et responsabilités suivantes :  Créer et modifier des programmes conformément à l'analyse détaillée, Planifier et exécuter des tests unitaires jusqu'à obtenir un résultat conforme, Spécifier les interfaces utilisateurs/systèmes.  Le profil apprécié pour rejoindre nos équipes : Diplôme : BAC +4 à +5  Expérience : 1 an minimum sur un poste similaire  Les technos suivantes n’ont plus de secret pour toi : Java / Javascript / Angular 2+ / Angular JS  Des connaissances en CSS, Html, Spring Boot est un plus  Mais comme la technique ne fait pas tout, voici les soft skills importantes pour nous :  Bonne communication, qualité nécessaire pour le travail en équipe et nos clients ! Capacité d’adaptation Prise d’initiative Autonomie Sens du service  Prêt à relever le défi ?  Alors n’hésites plus, viens en discuter !  Tes compétences, ta motivation, ta personnalité feront la différence !  #JoinAtosTeam #Atos #recrutement  Chez Atos, nous voulons que nos employés se sentent valorisés, appréciés et libres d'être eux-mêmes au travail. Nos process RH sont conçus pour prévenir la discrimination envers l'identité ou l'orientation sexuelle, la religion, l’origine ethnique, l'âge, la neurodiversité, le handicap, la citoyenneté ou tout autre aspect qui rend nos collaborateurs uniques. Partout dans le monde, nous avons créé plusieurs programmes pour soutenir la culture inclusive d'Atos, et nous travaillons pour nous assurer que tous nos collaborateurs aient une chance égale de sentir qu'ils sont exactement là où ils doivent être.
Développeur Junior en alternance (H/F);INSTA;France;Paris 5e (75);Temps plein, Apprentissage;None;L'école INSTA, école supérieure d'informatique, recherche pour le compte de l'un de ses partenaires spécialisé en Informatique un Développeur Junior (H/F). Connaissance en Web, PHP, bases de données, C ou Java. Les frais de formation sont prises en charge. Le poste est à pourvoir pour Juillet ou Septembre selon la situation (rentrée 2020/2021). Niveau Bac+2 et plus. Avantages : Participation au transport Titre-restaurant / Panier Type d'emploi : Temps plein, Apprentissage Expérience: développeur junior en alternance (h/f) ou similaire: 1 an (Souhaité)
Ingénieur développement Java EE (F/H);IT link;France;Besançon (25);CDI;None;Le poste  Vous êtes en quête d’un nouveau challenge au sein d’une équipe dynamique ? Capitale de la France-Comté mais aussi capitale de l’horlogerie Française, la ville de Besançon ne cesse d’innover qu’il s’agisse d’urbanisme, d’art ou de technologies. Elle nous offre donc de nombreux projets, dans divers secteurs d’activité : automobile, Smartcity, et bien d’autres encore. Dans ce cadre, nous recherchons des Ingénieurs Développement Java EE (F/H) .  Au coeur de projets de développement en informatique en Java EE , vos missions seront multiples. Vous interviendrez au quotidien sur:  Etudes des besoins  Estimation des charges et chiffrage  Développement en Java EE , avec une composante Web  Utilisation des frameworks Hibernate et Spring pour les bases de données  T ests, correction de bug et déploiements  Profil recherché : Vous avez validé un bac+ 5 en informatique ?  Vous bénéficiez d’une expérience d’au moins 2 ans en J2EE ?  Les frameworks Spring et Hibernate n’ont plus de secrets pour vous ?  En petit plus, vous avez des connaissances en billettique et en process de validation ?  Vous avez un bon niveau d’anglais et un bon relationnel ?  Si vous vous reconnaissez dans ce profil, cela signifie qu’un Linker sommeille en vous… Alors n’hésitez plus à postuler , il semblerait que nous nous soyons trouvés !  À propos  IT Link, première Entreprise de Services du Numérique spécialiste des systèmes connectés . Depuis plus de 30 ans, IT Link innove aux côtés des acteurs majeurs de l’industrie et des services.  Notre mission : faire évoluer les systèmes connectés pour optimiser et créer les produits et services d’aujourd’hui et de demain.  Notre savoir-faire repose sur 8 pôles d’expertise au cœur des systèmes connectés :  Capteurs et intelligence embarquée  Télécoms et IOT  Valorisation de la Donnée  Applications Mobiles  Sûreté de Fonctionnement et Cybersécurité  Systèmes d’Information Business et Web  Ingénierie Systèmes  Management de la Transformation et nouvelles expériences utilisateurs  IT Link c’est 600 collaborateurs sur 13 zones de présence en Europe et au Canada, une direction technique de pointe, 4 centres de R&D et une présence boursière sur le marché Euronext depuis 1999.
Ingénieurs en Développement Back End - H/F;RTE - Réseau de Transport d'Electricité;France;Nanterre (92);CDI;43 000 € par an;Java / Python / Cplusplus Lead Developer, Lead Developer Backend, Backend Developer / CDI / Environ 43k€ / 0 - 2 ans / Hauts-de-Seine  Le poste Rejoignez RTE en tant que concepteur développeur et intégrez les toutes nouvelles équipes de développement logiciel. En interaction avec les acteurs SI/métiers, vous intervenez à chaque phase du projet, de l’engagement à la mise en exploitation. Au cœur de la transition énergétique et numérique, votre terrain de jeu pourra concerner les logiciels de : - pilotage en temps réel du système électrique - surveillance des équipements électriques et d’appui à leur maintenance - simulation de réseau électrique, d’optimisation, d’analyse des données - interaction avec les clients/l’écosystème externe Les responsabilités Vous contribuez à l'analyse des besoins techniques et aux études préalables à la réalisation Vous concevez et/ou codez des modèles algorithmiques à composante métier Vous êtes garant de la qualité de votre code et de la documentation associée Pourquoi venir chez nous? Pour contribuer à des projets stratégiques et à forts enjeux ! Notre objectif est de mettre en place des solutions évolutives et plus souples pour optimiser les infrastructures existantes et accompagner la transition énergétique attendue au niveau Européen. Dans ce contexte, les technologies numériques sont un levier essentiel pour transformer la gestion, le développement et l’exploitation du réseau en offrant plus d’agilité, de flexibilité et de capacité d’adaptation. Prêt(e) à nous aider à atteindre cette ambition, rejoignez RTE !
CONCEPTEUR H/F;BNP Paribas Personal Finance;France;Levallois-Perret (92);CDI;None;CONCEPTEUR H/F (NUMÉRO DE L'EMPLOI : !I_PFIT_FRA_0015)  Concepteur H/F  Concrètement votre quotidien ? Vous intègrerez un pôle applicatif au sein du patrimoine Service Métier dans le but d’assurer la continuité du service à travers l’outil informatique et de participer à l’amélioration de la qualité du service informatique. Vous devrez réaliser, dans le cadre de projets et/ou de la maintenance applicative, plusieurs missions. Vous garantirez la conception des solutions applicatives et vous montrerez force de proposition sur les choix les plus pertinents en fonction du contexte. Vous contribuerez à la définition des exigences du produit en collaboration avec les parties prenantes. Vous concevrez la solution du produit. Vous contribuerez au suivi de la mise en production et à la résolution des dysfonctionnements conformément aux règles et pratiques en vigueur. Vous apporterez votre support à l’équipe de développement. L'environnement de travail, c'est important ! Vous intègrerez le patrimoine Service Métier dans le domaine Front Office de la Direction France de la DSI de BNP Paribas Personal Finance. Le patrimoine Service Métier est divisé en 4 grands pôles applicatifs (30 applications Métiers), un pôle RUN et Qualité et un pôle d'architectes. Il est composé de 35 personnes (internes et prestataires externes). Nous sommes en pleine transformation Digitale, bascule vers Cloud, DDD et nous avons de gros projets d'architectures fonctionnels et techniques à mener. Dynamisme, bonne humeur et bienveillance seront au rendez-vous. Et après ? Ce poste vous apportera une connaissance fonctionnelle forte des activités de crédit conso au sein de l'IT de BNP Paribas Personal Finance. Vous interviendrez sur tous les projets Métiers et Techniques du patrimoine Service Métiers. Le patrimoine est central dans le SI de BNP Paribas Personal Finance. Il est constitué de plus de 30 Applications dans différentes technologies (C, JAVA , Mainframe, ORACLE ). En pleine transformation Digitale, vous serez contributeur des solutions d'architectures de demain (Cloud, Docker, CQRS, devops ).  Et la rémunération ?  C’est un sujet important qui sera bien sûr abordé. Nous saurons valoriser votre expérience et votre parcours.  Pourquoi rejoindre BNP Paribas Personal Finance ?  BNP Paribas Personal Finance est la filiale du Groupe BNP Paribas, N°1 sur le financement des particuliers en France et en Europe et comprend 20.000 collaborateurs.  Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://www.bnpparibas-pf.com/fr/  Etes-vous notre Concepteur ? Diplômé d'un Bac+5 en école d'ingénieur ou équivalent universitaire avec une spécialisation en informatique et vous justifiez de 5 ans ou plus d'expérience IT - développement C, Java.  Vous avez une connaissance de ces outils / technologies / méthodologies : Langage IT - JAVA Langage IT - RESTFul Langage IT - JSON Development Tools / Méthodologie - ECLIPSE Development Tools / Méthodologie - SONAR Database Management - Oracle Methodologies - DevOps Methodologies - Scrum  Votre niveau d'anglais est intermédiaire.  Vous êtes reconnu pour votre esprit de collaboration, votre sens de la créativité et votre adaptation. Vous avez la capacité d'élaborer/adapter des processus et d'anticiper les évolutions dans votre domaine. Enfin nous attachons une attention particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité éthique et professionnelle.  À tout moment pendant le processus de recrutement, les informations figurant sur votre CV et vos données d’identification pourront être vérifiées par un prestataire externe mandaté par BNP Paribas. Lieu principal : FR-Île-de-France-LEVALLOIS PERRET Type d'emploi : CDI Domaine d'activité : INFORMATIQUE Niveau d'Etudes: Non indiqué Niveau d'expérience: Au moins 5 ans Horaire : Temps plein Langue (1) : Anglais - Niveau - Langue (1) : Intermédiaire
Ingénieur Etudes et Développement Java F/H;MERITIS;France;Paris 9e (75);CDI;None;"Envie d'une mission challengeante ? Nous recherchons un ingénieur en développement Java !  Nous avons été sollicités par un de nos plus gros clients en asset management pour participer à  la création  d'un de ses projets.  Missions  Au sein de l'équipe en charge des socles des SI, vous interviendrez sur le développement  fromscratc  h d'une plateforme d'épargne salariale. Aujourd'hui, coexistent 2 applications sur l'investissement de différents produits financiers et il est aujourd'hui  stratégique  pour notre client de les fusionner. Profil recherché Ce projet est-il fait pour vous ?  Vous êtes diplômé(e) d'une grande école d'un ingénieur ou d'un équivalent Bac+5  Vous développez en environnement Java  Vous êtes intéressé(e) par les problématiques de performance et de multithreading  Ce que cette mission va vous apporter ?  Vous évoluerez sur une mission à forts enjeux  Vous développerez un projet de A à Z  Dans cet environnement en méthodologie agile vous serez force de proposition et investi(e) Entreprise Meritis Finance est une société de conseil en systèmes d’information, spécialisée en finance de marché.  Les clients de Meritis sont essentiellement des Banques de Financement et d’Investissement ainsi que des sociétés de gestion d’actifs : BNP Paribas, Société Générale, GST, Natixis, Banque Postale, Exane, Crédit Agricole, Barclays, HSBC, Oddo, Euronext…  Société à taille humaine en pleine évolution, Meritis compte aujourd’hui un peu plus de 400 collaborateurs. Notre objectif est de recruter des consultants ayant la tête bien faite : des hommes et des femmes qualifiés et de qualité.  3ème au palmarès "" Great Place To Work 2020 "", MERITIS est fière d'axer son développement sur le bien-être et la proximité de ses salariés ainsi que sur la formation."
Ingénieur études et développement JAVA / JEE F/H;VISEO;France;Grenoble (38);None;None;Vos missions :  Pour renforcer nos équipes, nous recrutons un Ingénieur étude et développement JAVA / JEE F/H.  Vous participerez à la réalisation des missions de conception de développement JAVA JEE, d'accompagnement de nos clients sur l'une des technologies suivantes : Spring, Hibernate, Tomcat, mobilité avec des compétences en Angular, Elasticsearch, Groovy, Jenkins, MongoDB,  Vous êtes adeptes des bonnes pratiques de développement, les Design Patterns, l'architecture REST Vous alliez savoir-faire technique et savoir-faire projet, Vous êtes agiles ou aspirez à l'être.  Rejoignez une équipe fun, des soirées d'agences où se mêlent technologies, informations et convivialité dans une société saine et innovante.  L'ingénierie de développement logicielle est votre vocation.  Vous voulez accompagner la réalisation de projets innovants et ambitieux en JAVA, vous avez envie d'apprendre, de partager vos connaissances et vos idées au sein d'un collectif animé par la technique, de suivre et/ou de réaliser des formations et de participer à des événements tel que le MIX IT, Devoxx, Snow Camp, Agile Grenoble, Flupa…  Votre profil :  Issu(e) d'une école bac+5 en informatique, vous avez déjà une première expérience en développement web (stage compris).  Avec une première expérience en tant que développeur(se) JAVA / JEE, passionné(e) des nouvelles technologies et aimant relever des challenges techniques sur des projets à forte valeur ajoutée.  n8zCHOzH63
Ingénieur d’Etudes et Développement Java – SIG (H/F);SWORD;France;Paris (75);CDI;None;Fort de près de 20 ans d’expérience, le pôle SIG de Sword, un des premiers de France, maîtrise les technologies des principaux éditeurs du domaine (Esri, Google, MapInfo, Star Apic / 1Spatial, GeoServer). Il conçoit, met en œuvre et intègre le SIG dans le SI des entreprises, des collectivités et des services de l’état, pour différentes applications à composantes géographiques : gestion de patrimoine, cadastre, urbanisme, gestion de réseau, défense et sécurité civile, géomarketing, transport, gestion de crise, gestion de travaux, environnement, etc. Sword gère des projets d’envergures chez nos clients grand compte, au forfait ou en régie. Nous souhaitons renforcer l’équipe en place par le recrutement de plusieurs développeurs Java avec des compétences SQL – PL/SQL. Votre rôle et vos responsabilités Intégré(e) dans une équipe projet, vous participerez à la réalisation et à la mise en œuvre de solutions d’entreprises pour nos clients. Sous la direction du chef de projet, vous travaillerez en étroite collaboration avec nos consultants séniors afin de réaliser des projets dans le respect de nos normes de développement et de qualité. Votre profil De formation supérieure en informatique (Bac + 4/5), vous disposez d’une première expérience, en tant que développeur. Rigoureux et curieux, vous intégrerez une équipe expérimentée qui vous permettra d’appréhender les Systèmes d’Informations Géographiques. Les compétences requises Java. SQL, PL / SQL. Eclipse. Spring. Les compétences souhaitées Hibernate. Shell. Tomcat. ArcGis. Talend. FME. Environnement technique Java, SQL, PL / SQL, Eclipse, Spring, Hibernate, Shell, Tomcat, ArcGis, Talend, FME
Développeur JAVA (H/F) - Paris;RATP Smart Systems;France;Paris 1er (75);None;None;"Présente dans 10 pays, 120 réseaux de transport et composée de 200 collaborateurs, RATP Smart Systems est spécialisée dans le domaine des ITS (Intelligent Transport Systems) et le développement de services d’aide à la mobilité. Nous concevons, réalisons et exploitons des systèmes de billettique, d’information voyageurs et d’aides à l’exploitation qui encouragent le report modal vers les transports collectifs.  Pour accélérer sa transformation et participer à la transformation digitale de ses clients, RATP Smart Systems lance sa « Digital Factory by RATP Smart Systems » et renforce ses équipes par de nouveaux talents : Vous souhaitez rejoindre une équipe constituée d’experts dans leur domaine ? Vous souhaitez rejoindre et agir dans une équipe autonome ? Vous souhaitez rejoindre une équipe travaillant sur les technologies les plus récentes ? Vous souhaitez rejoindre une équipe responsable de bout en bout de sujets innovants et à forte valeur métier et business ?  Plus qu’un diplôme, nous cherchons des talents de « Développeur Java 100% Agile ». Vous avez déjà rencontré des PO, PPO, SM, LT, UX Designer (et surtout vous avez aimé travailler avec eux) ; Vous savez écrire craftmanship (et surtout c’est important pour vous) ; Pour vous, Java n’évoque pas qu’une île (et surtout c’est votre domaine d’expertise) ; Et bien sûr, vous êtes passionné (mais pragmatique), ambitieux (mais raisonnable), sympathique (mais rigoureux), positif (mais réaliste) et autonome (mais pas trop).  Savoir-faire technique:  Langages de programmation Conception objet et design-patterns Algorithmie Environnements open source Connaissance des principales phases de projet (expression de besoin, planning, cahier des charges, de recettes…)  Si vous vous reconnaissez, ne cherchez pas plus loin : nous avons la mission qu’il vous faut ! Vous travaillerez au sein de squads au développement de nos solutions digitales et aurez la responsabilité d’en assurer le bon fonctionnement une fois aux mains de leurs utilisateurs. Résumons-nous : Lieu : Paris Centre Démarrage : Dès que possible Durée : CDI / Temps plein Poste : Développeurs « Agile » Technologies : Expertise sur Java (3 ans minimum) / PWA (si possible). Tout autre technologie est un plus"
Ingénieur Développement Java gestion / migrations F/H;AFI;France;Annecy (74);Temps plein, CDI;25 000 € - 40 000 € par an;AFI est un éditeur de logiciels de gestion depuis 1981. Nous comptons 80 collaborateurs basés dans toute la France. Spécialisés dans l'édition de logiciels pour les collectivités locales, nos principaux produits permettent aux collectivités locales de gérer leur comptabilité, leurs ressources humaines, les attributions de logements sociaux, leur CCAS et aux réseaux de bibliothèques de gérer leur fonds et leur portail public. Description du poste : Statut du poste : Cadre / Temps plein Descriptif du poste : Rattaché au Responsable de la R&D, et en liaison avec les chefs de projets informatique, vous contribuerez au développement d'outils de migration de données des systèmes concurrents vers nos bases de données et vous assurerez la conversion de ces données pour chaque nouveau client. Vous serez en contact avec des clients pilotes et des consultants métier et travaillerez en équipe avec les 12 développeurs du pôle d'Annecy et les chefs de projet. Vous participerez au développement de nouveaux modules métiers dans nos applications de gestion basées sur notre framework J2EE. Description du profil : De formation de BAC+2 en informatique à Ingénieur . Nous recherchons des profils débutants comme des développeurs expérimentés. Vous maîtrisez les environnements Windows et LINUX et les langages suivants : JAVA et SQL, ainsi que les différents moteurs de données SQL. Autonome et rigoureux, vous avez la volonté de vous investir pour assumer des fonctions diversifiées dans un contexte professionnel motivant : hautes technologies, croissance.Votre capacité à travailler en équipe dans une organisation agile sera appréciée. Expérience minimale dans le poste : Tous niveaux d'expérience acceptés Localisation du poste : Bd du Fier, Annecy Type d'emploi : Temps plein, CDI Salaire : 25 000,00€ à 40 000,00€ /an Type d'emploi : Temps plein, CDI Salaire : 25 000,00€ à 40 000,00€ /an Expérience: ingénieur développement java gestion / migrations f/h ou similaire: 2 ans (Requis)
Assistant Développeur Java (H/F);OUI.sncf;France;Paris (75);Apprentissage, Contrat pro;None;Depuis le 7 décembre 2017, OUI.sncf est le nouveau nom de Voyages-sncf.com, acteur majeur du tourisme en Europe, expert de la distribution du train et de la destination France. OUI.sncf s'est réinventé et propose une offre plus claire via « l’Alerte Petits Prix », plus pertinente grâce à un service de relation client disponible 24/24 et 7j/7 et plus inspirante avec de nouvelles pages « OUI des régions » pour inciter aux voyages partout en France. Nous vous proposons de rejoindre une de trois équipes agiles du domaine FIND en charge de proposer à nos clients OUI.sncf les différentes solutions de voyages disponibles au meilleur prix.  Votre rôle: Vous concevez des solutions pour répondre au besoin des Product Owners Vous réalisez des User Story, vous assurez le déploiement en continu de votre application, vous faites tout pour avoir une production fiable, monitorée et rapide. Bref, vous aimez la variété de votre métier Le jour J (mise en production, incidents, etc.), vous êtes disponible pour l’équipe et saurez analyser rapidement des remontées variées Vous participez activement à la vie de l’équipe. Vous êtes proactif pour tout ce qui concerne les cérémonies agiles (DSM, rétro, démo, ...) ainsi que force de proposition de l'amélioration continue déjà portée au sein de cette équipe et des bonnes pratiques qui sont suivies Environnement technique: NodeJS, React, JEST, WEBPACK, JSON Java et API REST GIT, Jenkins Environnement à forte charge / haute disponibilité Tests automatisés, Intégration Continue DevOps : Industrialisation, Tests d’architecture, Tests de charges, Monitoring Support de Production  Etudiant(e) en informatique (école d’ingénieur, IUT, université ou formation équivalente…), vous recherchez un contrat pro/en apprentissage pour la rentrée Connaissance de java Appétence pour le devops Relationnel et esprit d'équipe Appétence pour les nouvelles technologies
Ingénieur d'études et développement H/F JAVA EE;CGILANUM;France;Paris 17e (75);Temps plein, CDI;39 000 € - 48 000 € par an;CGILANUM, cabinet d'expertise et de conseil, recherche des ingénieurs d'études et développement disposant d'une première expertise technique sur les technologies JAVA EE. Vous aurez la possibilité d’évoluer sur des projets variés et innovants dans différents secteurs dont la banque et l’assurance. Vous disposez d'au moins 3 ans d'expérience en développement autour des technologies JEE, UML, SOA/ESB, REST/SOAP, Hibernate, Spring (Core, Data, Boot, Batch, MVC, Security), Jenkins, Maven, Angular, ReactJS, NodeJS, Alfresco, Nginx, Liferay, OSGI, Docker, Kubernetes, OpenShift. Vous maîtrisez les concepts de base de données (Oracle, SQL Server, MySQL, PostgreSQL, Cassandra, MongoDB), de l'intégration continue et des méthodes Agile et avez déjà travaillé en mode projet. Passionné(e) d'informatique, curieux (se), motivé(e), vous avez l'esprit d'équipe. Votre sens du service, votre créativité associée à un esprit méthodique vous offriront des possibilités d'évolution vers le management de projet, l'expertise technique ou le fonctionnel. Avantages : Participation au transport RTT Titre-restaurant / Panier Statut : Cadre Type d'emploi : Temps plein, CDI Salaire : 39 000,00€ à 48 000,00€ /an Expérience: ingénieur d'études et développement h/f ou similaire: 3 ans (Requis)
