Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Full stack developer;ClientSolv Technologies;USA;Littleton, CO;None;None;Company Description ClientSolv Technologies is an IT solution firm with over a decade of experience serving Fortune 1000 companies, public sector and small to medium sized companies. ClientSolv Technologies is a woman-owned and operated company that is certified as a WMBE, 8a firm by the Federal government's Small Business Administration.  Job Description We are seeking a full stack developer for a 6 month + contract in Littleton, CO. In this role, you will be responsible for: Designing the overall architecture of the web application Working with graphic designers and converting designs to visual elements. Development for both mobile and desktop. (Responsive design)  Qualifications 6+ years of full stack development experience Experience with cloud message APIs and usage of push notifications. Knowledge of code versioning tools such as Git Should have Node JS, HTML, CSS & Java Script experience for last 4+ years Should be strong in Core Java - (full stack developer) with strong backend querying through mongo/oracle/SQL. Must be able to technically and functionally adapt to the upstream/downstream flows - and will be the Lead guiding the respective sprint team. Should drive/deliberate actively during sprint planning meets to access/estimate scope of work getting defined. Experience with REST Web Services and Microservices architecture 2 years of development experience with REST services using Springboot or NodeJS/ExpressJS Experience with Docker/Kubernetes in production Experience with CI/CD tools such as Jenkins Must be collaborative, adaptable, and have good communication skills Prior experience working on agile teams is a must  Additional Information This contract role will be located in Littleton, CO. This role may start off as work from home/remote based on current events, but once restrictions are lifted, this role will report to the Littleton office during normal business hours.
Java Fullstack Developer/Angular;Brielle Technologies;USA;United States;None;$50 - $55 an hour;"Interview: In-Person Qualifications: BS in Computer Science or related field; MS in Computer Science or related field preferred 5-10 years of software development experience, with a strong focus on application development preferably using JavaScript and Angular. 5+ years of JavaScript and/or Java/Scala experience, or a mix of other modern programming languages Strong working knowledge of XML/JSON, HTML/CSS3, and associated modern technologies Working knowledge of Angular or Node.js 5+ years experience developing systems with enterprise databases, including good working knowledge of SQL and modern ORM tools Previous experience building medium to large-scale, “mission critical” “high availability” production systems that directly support essential business, and technical, or operational functions Take ownership of the solution from end to end, and be responsible for translating functional requirements into a mobile solution Nice to have: UI/UX knowledge MVC, NodeJS, and/or MongoDB Bootstrap, jQuery Airline experience Mobile experience Responsibilities: Develop software in modern enterprise-class languages and development platforms, with a strong emphasis on Angular, Restful APIs, JavaScript, Java/J2EE/Scala and ability to potentially mix in other new and emerging technologies as appropriate. Develop software confidence and reliability by creating testing artifacts, developing tooling and providing the communication needed to ensure modified artifacts are continuously releasable. Agile/Scrum planning and process involvement. Architectural planning and design. APIs and modular development Ideally seeking full-stack developer, with emphasis on UI/front end experience. Knowledge of GitFlow, DevOps, Continuous Deployment and/or Integration."
Front-End Web Developernew;LoveBook;USA;Rochester, MI 48307;None;None;What You'll Be Doing Implement beautiful and intuitive user interfaces and experiences that best support our brand. You will work closely with both our design and technology teams to make enhancements to our web applications. The front-end developer will be responsible for tackling issues using innovative solutions with a keen focus on usability and overall aesthetics. Qualifications Proficient understanding of web markup, including HTML 5, CSS 3 Basic knowledge of Sass server-side CSS pre-processing platforms Proficient understanding of native JavaScript as well as jQuery Experience with Fabric.js is a plus Proficient understanding of Ajax techniques and consumption of JSON data Proficiency working with APIs Good understanding of cross-browser compatibility issues and ways to work around them Good understanding of git and GitHub Basic knowledge of Content Security Policy (CSP), including cross-site request forgery (CSRF) Responsibilities Developing client-facing web pages and tools Ensuring the technical feasibility of UI/UX designs Optimizing application for maximum speed and scalability Checking the validity of the data consumed by the APIs Collaborating with other team members and stakeholders Perks of the Job Eligible for BCBS Health Insurance after 30 days Flex Hours. Workday start/end time flexibility Opportunities to work remotely Flexible vacation time (Upon approval) 401k 4% matching (After 6 months employment) Opportunity for annual bonus (based on profitability & performance)
Entry Level Full Stack Software Developer;Labatt Food Service;USA;San Antonio, TX;None;None;"Labatt Food Service is now hiring entry level full stack Software Developers.  Are you looking for a fun career in software development and knowing that your efforts directly impact the success of the business? Do you want to work in small teams where you are part of the design and direction of the projects? Do you want to work with smart people and grow with the group, sharing your knowledge and learning from others? Do you have a passion for writing code and finding solutions to difficult problems?  At Labatt Food Service we consider ourselves a sophisticated software company that sells food, and our track record speaks for itself. We continue to grow every year and succeed against competitors 50 times our size by being innovators and building long term, respectful relationships with our customers, vendors and employees. Though we are smaller than some larger competitors, we are often first to market with new technologies. Many of our new initiatives eventually become standard across the industry, and we have thus established an unrivaled reputation as being a thought-leader in our industry.  Role & Responsibilities  Labatt’s developers create and continuously improve all the systems that run the business. Software and data analytics play a huge part in the success of the company, and therefore software developers have a significant impact on the company. Since the very beginning, Labatt has focused on writing all of its own code, allowing the company to move quickly into new areas and be flexible to customer needs. Our team of software developers design, test, and continually re-engineer the critical systems that keep all aspects of the business running at full steam. Developers work as members of small teams, and employ Agile methodologies to bring about the internal-efficiency and customer-facing innovations that are necessary to keep our lead in the industry. Our philosophy of investing in clean code and developing people from within allows us to build for the long term and leverage the most forward-thinking APIs, languages, and practices, to take on the most intellectually challenging projects that our industry faces.  As a software developer at Labatt, you will take on projects approximately 6 months in length, iterate on a small team of 3-5, test thoroughly, design clean & modular code, experiment, learn, be challenged, and serve the needs of the business. All developers are expected to contribute to the team's success by solving non-trivial problems and sharing lessons learned with the group. Developers are also expected to follow the group's established coding and process best practices as established by the group to ensure quality and consistent code - code that will last for many years. That said, developers have a significant amount of freedom over their projects and the ability to experiment with newer technologies and practices that may help the group overall.  About Labatt Food Service: Labatt Food Service, founded in 1968 and headquartered in San Antonio, Texas is a privately owned company and the tenth largest foodservice distributor in the nation, servicing food-away-from-home customers in five states. The company currently has over 1600 employees and over 6000 customers, including school districts, military bases, restaurant chains, convenience store chains, and individual outlets. Over the 50+ years Labatt has existed as a B2B food distribution and logistics company, sales have grown from $8 million to over $1.3B annually and we expect to continue to grow each year.  Our Current Stack  Developers at Labatt Food Service use a variety of technologies, including:  C#, Visual Basic, Golang, IBM RPG, Vue.js, MySQL, RabbitMQ, Docker, and SQL.  Requirements  The developers who do best at Labatt must have the ability to think both strategically and tactically, the discipline to set and hit deadlines, an appetite for hard work and continuous personal improvement, a passion for working and effectively communicating with others, and a commitment to the success of the overall organization.  Proficiency in coding and the ability to write clean, functional code is a must, although we train everyone to our particular style and needs. We understand that developers learn and use different technologies over time. We are more interested in finding developers who can think and write code and are less interested in ""X years with Y technology"". No matter the starting skill level, developers are expected to improve over time.  A bachelor's degree in Computer Science or related field is required.  Entry level developers work in teams with more experienced developers and are expected to contribute to user stories as well as the implementation and design of the software projects.  Here is the link to our online application: http://apply.labattfood.com/"
Software Engineer I;WALGREENS;USA;Chicago, IL 60607 (West Loop Gate area);None;None;Summary Walgreens Boots Alliance is looking for Software Engineers to help enable digital transformation across our customer-facing product portfolio. You will leverage the most advanced and exciting technologies to service the 13,100+ pharmacy-led, health and wellbeing retails stores worldwide.  We are looking for hands-on polyglot technologists who want the opportunity to build products that will be used by millions of healthcare, pharmacy and retail customers worldwide. As such, you must be a self-starter, love learning new concepts and have the ability to innovate. By joining the team, your creativity and imagination for solutioning will help guide us to solve real-world problems in an organization that is at the forefront in changing the world of healthcare. You need to be adaptable in a fast-paced environment and open to change in an ever-evolving enterprise.  The team you’ll be working with comes from a wide variety of backgrounds, from startups to Fortune 100 companies, which helps us strategically make decisions and quickly pivot by inner-sourcing solutions. You will have the ability to voice your opinion, ask questions and surround yourself with some of the top minds in the industry, in an environment where your ideas matter.  Your technology focus will be leveraging Microsoft Azure’s cutting-edge cloud toolbox along with a handful of open-source products that allow us scale. Our team is a Node, TypeScript/JS (front- and back-end), Java, React/React Native, Angular 6+ and Python shop but it’s not required that you know all of these languages.  Job Responsibilities Works with the team to develop, document and pilot new products/features. Encourages new transformative thinking across the organization. Maintains current knowledge of technology landscape and emerging developments. Partners with vendors on collaborative efforts. Transfers knowledge & documentation across the organization Draws a system architecture or framework. Participates in the decision-making process to compare various software solutions. Evangelizes innovation for the organization. Implements and improves core software infrastructure. Participates in code reviews to ensure code quality and distribute knowledge. Unblocks, supports and communicates with internal partners to achieve results. Walgreens (walgreens.com), one of the nation's largest drugstore chains, is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), a global leader in retail and wholesale pharmacy. Walgreens is proud to be a neighborhood health, beauty and retail destination supporting communities across the country, and was named to FORTUNE* magazine’s 2019 Companies that Change the World list. Approximately 8 million customers interact with Walgreens in stores and online each day. As of August 31, 2019, Walgreens operates 9,277 drugstores with a presence in all 50 states, the District of Columbia, Puerto Rico and the U.S. Virgin Islands, along with its omnichannel business, Walgreens.com. Walgreens also provides specialty pharmacy and mail services and offers in-store clinics and other health care services throughout the United States, most of which are operated by our health care strategic partners.  Basic Qualifications Bachelor's degree and at least one year of experience in software engineering OR a High School Diploma/GED and at least 4 years of experience in software engineering Experience with object-oriented programming Experience working with databases, relational or NoSQL, or APIs Experience building APIs and Web Apps (TypeScript, JavaScript, React, or Angular) Experience writing well-tested and readable code Experience writing clear documentation Experience designing, building and improving a set of team owned components or creating new products Willing to travel up to 10% of the time for business purposes (within state and out of state).  Preferred Qualifications Experience designing and implementing REST API Experience working in a cloud environment Experience with microservices Experience participating in a hackathon Experience with GitHub page sharing cool side projects or useful tools. Experience implementing CI/CD Experience debugging application issues Experience with distributed systems Knowledge of the Pharmacy or Healthcare industry
Frontend Developer;Accolite, Inc.;USA;San Francisco, CA;None;None;Overview Job Title - Frontend Developer  Location: San Francisco, CA Duration: 6+ Months Contract  Requied: A strong technical background and experience working with the latest and greatest framework trends. Passion to own your own destiny by taking ideas from design to delivered products. A desire and willingness to try new methodologies. A commitment and care for the customers' business  Experiences that you will use: Solid front-end development skills, and a commitment to shipping. Technical leadership, leading the day-to-day activities of an engineering team of within an agile/scrum environment. Providing feedback and mentorship to team members. Crafting fast, intuitive apps that aim to delight users. Continually improving a UI platform. Working closely with PMO, UX, PM, and other functions to ensure that projects are delivering expectations. Moving fast and breaking things, understanding the value of a customer's trust. Skills: BS/MS in computer science or equivalent with 8+ years experience in front-end development. High degree of proficiency with HTML5, CSS, and JavaScript. Deep experience with at least one popular javascript framework (e.g. React, Backbone, Angular JS). Passion for shipping high quality, clean, tested code with an aim to delight users. Passion for building pixel-perfect applications to delight our UX designers. Experience in node.js is a plus.
Remote Java/Javascript Software Developer;OnePacs;USA;United States;None;None;Overview Seeking a full-stack Java / Javascript developer for a full-time telecommute position at a fast-growing medical imaging software company. Education Requirements Bachelor’s Degree or higher in Computer Science (or related field of study) or equivalent work experience. Technical Skills Java 8+ proficiency (Dependency injection, JMS, JMX, web application frameworks) Javascript proficiency (Core competency in basic JS coding, familiarity with common JS frameworks, and familiarity with test frameworks) SQL JSON, XML Duties and Responsibilities Design and implement new features according to specifications Resolve defects in existing software Participate in internal technical discussions relating to product functionality, deployment issues, technical support issues. Assist technical support team with advanced questions Author technical documentation as needed Participate in code reviews Compensation and Benefits Based on qualifications and experience, we offer a competitive salary and benefits package, including medical, dental, and vision insurance, vacation time, employer sponsored 401K. References At least two independent and recent references are required How to Apply To apply for this position, please submit your CV and cover letter to HR@OnePacs.com.
IT - Front End Developer IInew;Horizontal;USA;Richfield, MN;None;None;Project Description: The Shop Flex team is responsible for cross functional development for client. This team is responsible for building new / update existing components for the client site across many front end experiences. This agile team works on a two-week sprint cadence and is accountable for developing and delivering high quality code on clients website.   Position Summary/Job Description: Develop new user-facing features using React.js Translating designs and wireframes into high quality code Build reusable code and libraries for future use Ensure the technical feasibility of UI/UX designs Collaborate with other team members and stakeholders Providing quality and thoughtful feedback on peer code reviews. Optimize application for maximum speed and scalability Write unit tests and integration tests   How much time will the resource spend pair programming? Team has not done paired programming in the past, but this is not out of consideration.   Skills Overview: What are the top five skills and number of years of experience required to perform this job? Javascript – 2+ years ReactJS - 1+ Year NodeJS – 1+ Year Jest – 1+ Year HTML5 – 1+Year   What are some preferred/nice to have skills the manager is looking for? React NodeJS Javascript Jest Babel, Webpack, NPM HTML 5 CSS or LESS Svn or Git Chrome dev tools - especially DOM inspect and JS debugger Horizontal is proud to be an Equal Opportunity and Affirmative Action Employer. We seek to provide employment opportunities to talented, qualified candidates regardless of race, color, sex/gender including gender identity and/or expression, national origin, religion, sexual orientation, disability, marital status, citizen status, veteran status, or any other protected classification under federal, state or local law. In addition, Horizontal will provide reasonable accommodations for qualified individuals with disabilities. If you need to request a reasonable accommodation in order to complete the application or interview process, please contact hr@horizontal.com. All applicants applying must be legally authorized to work in the country of employment.
Software Engineer;Webaholics;USA;Salt Lake City, UT;None;None;Availability: Part/Full Time Pay: Hourly/Performance Based  The Webaholics Team is looking for a Software Engineer who knows the ins and outs of business integrations. If you have ambition, self-motivation, and passion for web and app development, you’re looking at the right place. As a Software Engineer at Webaholics, you’ll be primarily responsible for creating new innovative online business integrations. Our main goal is to create a custom fit solution for each client while using exceptionally collaborative cloud-based tools and content management systems. Scheduling, planning, and constant communication is our key to success. Webaholics is a top web design and online marketing agency in Salt Lake City. We are a young and fast-paced company that thrives on our client’s success to drive our brand to the top of the industry while creating a very unique and profitable online marketing service. Qualifications Proven experience with Node.js, React, and Postgres, or PHP, MySQL, and Linux College degree preferred Excellent customer service and interpersonal skills are a MUST! Knowledge and understanding of CSS/HTML, Javascript, and Ajax proper coding techniques Experience with WordPress Strong organizational skills Works well in a team environment Familiarity with Google Apps, Trello, cPanel, and any other industry tools Capable of multitasking between several accounts, brands, and products Able to manage own projects while gathering input from team members. Responsibilities Develop web-based applications that rely on the KISS method to achieve scalability, speed, and functionality. Interact with the Webaholics team and our clients in Weekly and Monthly meetings to provide progress reports and gain insights on future projects. Stay up to date with current industry standards and new trends as they emerge. Provide best in class customer service. Benefits Flexible Hours Travel and Work Work from Home Great Team Potential of Growth Ideas are Welcome
Sr. Frontend Engineernew;PacketFabric;USA;Culver City, CA 90232;None;None;Quickly maturing startup seeking like minded Sr. Frontend Engineer! PacketFabric redefines how companies procure, consume, and manage their network connectivity. The technical team is a small, talented, and close knit group and we need a team member to help us accomplish our goal of making the best darn carrier network on the planet. Description We are looking for someone well-versed in recent frontend development and has a passion for it. As a well rounded software engineer, you should definitely be the type that appreciates diversity in your day, and challenges outside of your comfort level! A typical day in the life of a PacketFabric senior software engineer might include these types of activities: Designing a deterministic lifecycle workflow for our next product offering. Writing core platform code for a new feature, and unit tests for functionality. Refactoring and improving existing code for performance and simplicity. For example, breaking a large method into smaller, more maintainable and easily tested methods. Building command line tools to help network engineers better manage network state. Researching additional ideas, you may have to improve the product/platform overall and sharing with the team. Interacting with customers and/or sales on a bug in the software, quickly resolving it, and coordinating across the team to push a fix. Working with backend engineers and discussing quirks in network protocols and network interconnection which translate rapid API and UI changes. Requirements The right candidate will have an abundance of hard core programming skills, have solid instincts for usability and creating beautiful functional web applications. You are probably a full stack developer who naturally gravitates towards frontend work. More specifics include: Experience with AngularJS Experience with the HTTP protocol and developing and using RESTful APIs Experience creating highly maintainable Javascript Experience in large scale distributed systems Experience writing code that interacts asynchronously with detailed APIs on complex logic flows Very comfortable using Git in a team environment (i.e. pull-requests, branch management, rebasing) Experience working in an environment leveraging remote communication collaboration tools like Slack, Zoom etc. Never being afraid to venture boldly where none have gone before and develop code where there are no previous libraries to draw from Preferred Experience Experience with a graphing library, such as D3.js, and creating large scale data visualizations of any type Experience with Websockets Experience with a build system, such as Gulp.js Experience with Vue.js About PacketFabric, LLC. What PacketFabric offers: The chance to disrupt the entrenched Internet infrastructure industry. A supportive and optimistic team that likes to learn from each other. A product development pipeline that’s always pushing new features and enhancing the quality of existing products. The opportunity to work with many different technologies. The opportunity to work with lots of open source technology. A small company culture. A flat reporting structure. Outstanding health, dental, and 401(k) for US residents. What PacketFabric doesn't offer: Lack of direction: we maintain a clear roadmap and product pipeline. Pre-meetings: we don’t hold meetings to plan other meetings. A commute: no hours wasted in megaregion rush hour traffic. A dress code: a robe and slippers is acceptable attire any day of the week.
Software Developer;IFC Systems Corporation;USA;Pennsylvania;None;None;We are looking for experienced IT Software Development talent to work either under an employment or contract arrangement participating in an internal project.  QUALIFICATIONS Experience with HTML, JS, PHP, Ajax Experience with Cloud Environments, mySQL Demonstrated Ability to Deliver
Frontend Developer;Ramsey Solutions;USA;Franklin, TN 37064 (Goose Creek area);None;None;"Do you want the opportunity to work on products that are changing millions of lives for the better? Our technology teams are growing, and we’re hiring a Frontend Engineer. If you’re looking for a career with a purpose, you've come to the right place.  About Ramsey Solutions:  Founded in 1992 by Dave Ramsey, Ramsey Solutions exists to provide biblically based, commonsense education and empowerment that give HOPE to everyone in every walk of life. Our mission to change the world isn’t easy. We experience resistance every day because what we believe is absolutely counter-cultural. We’re weird. We actually hate debt. We actually cut up our credit cards . . . like, for real. We don’t use them in our entire business. We don’t use debt. Period. Some of us are still fighting our way out of it, but we aren’t going back in. If you don’t know much about Ramsey Solutions or our founder Dave Ramsey, go watch a bunch of these videos and then come back and finish reading.  About the Development team:  Our applications serve millions of users in life-changing ways. We have over 140 developers in-house working across 15 different digital product areas, who all want to help people take control of their money and their lives. Our business leaders understand trade-offs and let their team weigh in on matters of value and effort. Many of our teams deliver to production several times a week (around 700 deployments per week!) and create business value from concept to product in a matter of days.  Our Frontend Developers are building real-world digital products like Financial Peace, SmartDollar, EntreLeadership, and so much more. They are primarily coding in JavaScript, HTML, CSS, and Ruby, utilizing React for highly interactive interface components. We follow Agile methodologies, specifically Kanban. You can take a look behind the scenes into our technology team here. What winning looks like: Building world-class, highly responsive consumer web applications and websites, with a focus on front-end components Collaborating with team members to create technical solutions Practicing test-driven development, unit testing, integration testing Developing prototypes as well as industrial-strength products with ease and flexibility Fixing bugs and solving problems Learning new things (every day!) The skills you need to win: 3-10+ years of experience with client-side JavaScript, CSS, HTML, and one or more server-side languages (we have openings at various experience levels ranging from mid-level to senior) Comfort working with various JavaScript libraries (Vue.js, Angular, React) or full stack frameworks (Rails, Laravel, or .NET) Ability to collaborate with UX, Creative and other Development teams on the execution of ideas Experience building custom interface components and clean, portable code; design systems knowledge is a plus Understanding of front-end best practices like mobile-first responsive design, accessibility, performance, and separation of concerns A few words from our Developers about how their jobs change lives:  ""The product I work on, Foundations, helps students understand WHY money management is so important and HOW to do it well. If high school students learn how to handle money early on, they will be set up for success in college and beyond. Who knows the impact they may have in the world if they are not burdened by debt for their first ~15 years after college."" –Developer II, Ramsey Education  ""I get to write code for EveryDollar that results in training people in new and better money habits, which helps them ditch the ""everyone is doing it"" mentality and other toxic ways of thinking. Our products meet people from all walks of life who are often in despair and give them hope. They CAN do it and we're here to help."" –Developer I, Financial Peace/EveryDollar Our Team Member Benefits:  And by the way, we’re not stuffy and corporate around here. We protect our culture and care about your work environment. Our leadership really communicates and listens! Because of that, we offer perks and benefits such as . . . 401(k) match on first 4% HSA match: $500 a year World-renowned speakers on a weekly basis Ministry time: We pay you for one full workweek, so you can volunteer for your favorite charity or nonprofit. Ongoing personal and professional development training by the best in the industry Core values that promote work-life balance, excellence in the ordinary and a self-employed mentality Wellness reimbursement to put toward hitting the gym Free Costco or Sam’s Club membership Working with amazing people in a culture where we recognize each other’s wins and celebrate together often with monthly lunches and on-the-clock, fun activities such as our company-wide Spelling Bee, annual Battle of the Bands and one legendary Christmas Party Ready to change your life and the lives of others? We can’t wait to start the conversation! Apply now.  Are you an experienced developer who isn't ready to apply but is interested in hearing more? Click here to request an informal virtual coffee meeting with one of our developers!  EOE/M/F/Vet/Disabled  #WorkThatMatters"
Full Remote Clojure, .NET, JS/Angular Developer;Flexiana;USA;Sheridan, WY;None;None;Over the past several months, we have seen Flexiana grow from a group of few people to solid team because of professionalism and customer appreciation. The scope of our projects is far interesting than that of most conventional businesses, which leads to a wide variety of tasks that need to be performed. We are not a conventional business. First and foremost, all our colleagues are expected to create regular work product that is reviewed by others, customers and public. We are the community of doers and we expect senior approach and skills. We are looking for Experienced developers in following technologies Clojure, .NET, JS/Angular. If you are proficient in one of technologies lister above, you are welcomed. We offer You can join us for a couple of weeks trial when we can get to know each other better, you can do it beside of your normal job You can work from anywhere You can be paid partially or fully in any cryptocurrency Openness, agility and no micromanagement Extensive support from all colleagues Long term cooperation Help with state bureaucracy, taxes, etc. Interested? Contact team@flexiana.com immediately!
Software Developer;Perficient, Inc;USA;Bozeman, MT 59715;None;None;"Overview:  At Perficient you’ll deliver mission-critical technology and business solutions to Fortune 500 companies and some of the most recognized brands on the planet. And you’ll do it with cutting-edge technologies, thanks to our close partnerships with the world’s biggest vendors. Our network of offices across North America, as well as locations in India and China, will give you the opportunity to spread your wings, too.  We’re proud to be publicly recognized as a “Top Workplace” year after year. This is due, in no small part, to our entrepreneurial attitude and collaborative spirit that sets us apart and keeps our colleagues impassioned, driven, and fulfilled.  Perficient currently has an opening for a Software Development Consultant for our Twilio practice.  Job Overview:  We are seeking software development consultants to help with development projects in our customer care practice area.  Twilio Flex is a flexible, developer-friendly contact center platform that lets companies quickly build customer service solutions. It works with many different communication channels (voice, video, SMS, messaging, etc.) and can integrate smoothly with CRM, ticketing, or other systems to pull in data that might be useful in helping a customer.  Perficient is one of the first companies to develop deep expertise in this brand-new platform, and a key partner in Twilio’s partner program. By joining our team, you can be a part of building out a new practice on a rapidly-growing and cutting-edge technology.  Responsibilities: As a developer in our Twilio practice, you work closely with customers as part of a small project team to design, develop, test, and deploy custom solutions using the Twilio Flex programmable contact center platform. Besides implementing contact center solutions, you will also at times design and build integrations between Twilio Flex and external systems, or fulfill a customer’s requirements using the various other Twilio APIs and services. You may also be involved in collecting requirements for a new solution during the pre-sales or elaboration process, documenting solutions we have developed, or communicating with customers about project status. Qualifications: We are looking for people with at least two years of experience in software development, including full-stack web development. This is not an entry-level position.  Experience working directly with customers or business stakeholders is a plus. You will thrive in this position if you enjoy solving new technical problems, learning new technical skills, working directly with customers at times, devising creative new ways to meet a requirement, and researching both technology and business topics using a variety of resources.  To be considered for this position, you must be: A software developer with at least two years of experience Familiar with modern web development technologies and practices Deeply interested in technology, including complex enterprise software products, with a continual drive to learn more Motivated by the idea of learning about how people do their jobs and creating technology solutions to help them Persistent and creative at finding solutions to problems on your own; someone who can use documentation, Google searches, and trial and error to figure out a problem you haven’t encountered before A quick and self-directed learner, excited about learning new things Organized and reliable at completing assigned tasks on time Interested in working on a close-knit team and staying aware of overall business needs rather than working in a development silo  Preferred skills: Experience in a customer-facing role, including requirements gathering, communicating project status, etc. High initiative in identifying problems or opportunities and proposing and implementing creative new approaches to address them Basic familiarity with Amazon Web Services (AWS) Some experience with Node.js and React  Some travel may be required (no more than 25%) but this is flexible and varies depending on the project. Perficient full-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs including billable bonus opportunities. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makes Perficient a great place to work.  More About Perficient  Perficient is the leading digital transformation consulting firm serving Global 2000 and enterprise customers throughout North America. With unparalleled information technology, management consulting and creative capabilities, Perficient and its Perficient Digital agency deliver vision, execution and value with outstanding digital experience, business optimization and industry solutions.  Our work enables clients to improve productivity and competitiveness; grow and strengthen relationships with customers, suppliers and partners; and reduce costs. Perficient's professionals serve clients from a network of offices across North America and offshore locations in India and China. Traded on the Nasdaq Global Select Market, Perficient is a member of the Russell 2000 index and the S&P SmallCap 600 index.  #LI-KB1"
Front End Developer;Cytiva;USA;Marlborough, MA 01752;None;None;Help us improve access to life-changing therapies that can transform human health  We are Cytiva, a global provider of technologies and services that advance and accelerate the development and manufacture of therapeutics. Formerly part of GE Healthcare, we have a rich heritage tracing back hundreds of years, and a fresh beginning since 2020.  Our customers undertake life-saving activities. These range from fundamental biological research to developing innovative vaccines, biologic drugs, and novel cell and gene therapies. Our job is to supply the tools and services - the pots, pans, soups and sauces - they need to work better, faster and safer, leading to better patient outcomes.  What you'll do  The Front End Developer will work with our global and diverse software team to develop cloud-based Digital applications for our internal and external customers in the area of Biopharma research, development and manufacturing. Projects include remote service, asset performance management, remote serviceability, laboratory data management, Digital Twin and augmented/virtual reality. Working with UX experts and target users to create interactive, responsive user interfaces. Rapidly gaining proficiency with and contributing to further development of our emerging Digital applications. Translating user stories and requirements to high quality front-end software solutions. Consistently deliver readable, maintainable and efficient software. Understand performance, security and scalability requirements, and build client-side applications to meet those requirements. Develop automated tests and incorporate TDD/BDD methodologies into the development process. Develop extensive life science domain knowledge that you will use to interact with our business partners and customers. Proactively share information across the team with the appropriate level of detail and timeliness. Be inquisitive, self-motivated and work effectively within a high-performing Agile team.  Who you are Bachelor’s Degree in Computer Science or “STEM” Majors (Science, Technology, Engineering and Math). A minimum of 3 years of professional experience in building enterprise applications, or a master’s degree with 2 years of relevant experience. Experience with front-end languages (JavaScript, Typescript, HTML, CSS) and related development frameworks such as Vue.js, Angular, React.  Desired Characteristics Knowledge of Object-Oriented Analysis and Design, TDD/BDD, software design patterns and coding principles. Experience with database technologies such as MySQL, PostgreSQL, MongoDB. Experience developing cloud-based solutions (emphasis on AWS) Experience with distributed systems, microservices, serverless technologies Experience with containerization (Docker, Kubernetes). Experience working as part of a global team across multiple time zones. Experience with common development practices including CI/CD pipelines, test automation, agile & scrum, distributed version control, build tools, in-depth code reviews etc. Proficiency in test-driven development libraries such as Cucumber, Jest, Mocha. Understanding of web-based security threats and prevention techniques, such as data encryption and access controls. Initiative to explore alternate technology and approaches to solving problems. Skilled in breaking down problems, developing a detailed understanding of issues, estimating efforts and communicating rationale for design decisions. Strong oral and written communication skills. Strong interpersonal skills.  Who we are  Whatever your role, we bring purpose and challenge into our everyday work. If you are driven to make the world a better place thanks to science and medicine, you’ll feel right at home here. If you’re flexible, curious and relentless, you’ll belong. If you are excited about a global culture, this can be the place to further your career.  Want to know more? Take a look at our Instagram, Twitter and LinkedIn pages!  Cytiva is a 3.5 billion USD global life sciences leader with over 7000 associates across 40 countries who are dedicated to our mission to help us improve access to life-changing therapies that transform human health. As a trusted partner to customers that range in scale and scope, Cytiva brings efficiencies to research and manufacturing workflows, ensuring the development, manufacture and delivery of transformative medicines to patients.  As part of the Danaher family of companies, our work at Cytiva is supported by a global science and technology innovator. In addition to Danaher’s unrivaled leadership training and professional development programs, our relationship also provides expanded career opportunities across industries and brands. Together, we are united by a shared purpose: Helping Realize Life’s Potential.
IT / PROGRAMMING;Dreamwireless;USA;Diamond Bar, CA 91789;None;None;"REQUIREMENTS: Working experience with ASP.NET, XSLT, Windows IIS Environment, MySQL database; Ability to communicate effectively in writing and speaking; Must be detail-oriented and organized; Basic SEO experience and knowledge (optional); JavaScript, AJAX, JQuery, Ext JS experience or knowledge is a plus; Knowledge or experience of WordPress and creating themes and plug-ins for it (optional)"
