Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Data scientist (H/F);FineDigit;France;Paris (75);CDI;None;Description Attiré par une aventure à vocation entrepreneuriale et humaine, vous êtes dynamique et proactif. Exigent avec vous-même, votre orientation client et votre sens de la communication vous permettent d’offrir une expertise sur mesure dans l’approche de nos clients. Vous prendrez en charge différents sujets liés aux Systèmes d’Informations, en intervenant sur les nombreuses phases des projets. Si vous souhaitez poursuivre votre expérience technique dans un environnement fonctionnel riche, au sein d’une société en devenir, n’hésitez pas et soyez audacieux ! Plus précisément, au sein d’un acteur majeur en finance de marché ou Asset Management, vous interviendrez en tant que consultant « Data Scientist/Analyst » sur l’ensemble des étapes du(es) projet(s), avec une dimension technique et métier. Les technologies utilisées sont : Python, R, Hadoop, SQL, les bases de données De formation supérieure (écoles d’ingénieur ou universités), BAC+4/5, vous souhaitez mettre à profit vos compétences techniques autour de la « data », vous avez des connaissances en finance ou un réel intérêt pour des sujets très métier. Votre autonomie, votre adaptabilité et votre capacité à mener plusieurs sujets en parallèle vous permettront de réussir pleinement sur les projets proposés. Grâce à votre enthousiasme et au management de proximité, vous aurez l’opportunité de contribuer au développement de l’activité avec une réelle valeur ajoutée au sein de FineDigit. Les axes de développement de FineDigit sont Ingénierie : MOE, MOA, et support technico-fonctionnel Intégration : les progiciels métiers font partie intégrante des SI des acteurs de la finance, l’objectif est de maîtriser ces outils dans leur contexte métier Innovation : la transformation digitale, le big data, la blockchain sont autant de sujets qui sont au cœur de la réflexion et de la stratégie des services financiers
DATA SCIENTIST / MACHINE LEARNING RESEARCHER INTERN;Joko;France;Paris (75);Stage;None;DESCRIPTIF DU POSTE Tu seras responsable du développement d'algorithmes de Machine Learning et de la réalisation d'analyses de données avancées. Tu travailleras au sein de l'équipe Data Science en interaction directe avec l'équipe de développeurs. Selon sa nature, un accent “recherche” pourra être donné au stage (avec notamment des possibilités de publications). Voici une liste non-exhaustive des missions possibles durant le stage : Tu travailleras au développement et à la constante amélioration des algorithmes de recommandation d'offres au sein de l'application, afin d'offrir l'expérience la plus personnalisée possible à nos utilisateurs. Tu participeras à la continuelle évolution des algorithmes permettant de qualifier le plus précisément possible la donnée brute envoyée par les banques. Tu réaliseras des analyses de données avancées afin d'appuyer la prise de décisions et la stratégie des équipes commerciales et des équipes produits. Tu participeras à toutes les étapes du processus de développement, depuis la modélisation des problèmes jusqu'au déploiement des modèles en production. PROFIL RECHERCHÉ Tu as le profil idéal si : Tu es autonome, créatif et tu sais gérer ton temps et ta to-do comme personne Tu as de bonnes connaissances dans différents domaines du Machine Learning Tu es un expert en Python Tu sais résoudre des problèmes complexes et abstraits Tu as éventuellement déjà travaillé avec des séries temporelles et des réseaux de neurones récurrents, ou tu es familier avec des algorithmes d'analyse de graphe Tout ce que tu pourras apporter d'autre sera le bienvenu, c'est important pour nous de constituer une équipe aussi diverse que possible en termes d'expériences, de cultures, de passions, etc. INFORMATIONS COMPLÉMENTAIRES Type de contrat : Stage (4 à 6 mois) Date de début : 10 août 2020 Lieu : Paris, France (75001) Télétravail total possible
Data scientist F/H;autobiz;France;Courbevoie (92);None;None;"Créée en 2004, autobiz est une start-up innovante, leader sur le marché de la cotation automobile. L’analyse des données « big data » lui a permis de mettre en place une gamme d’outils internationaux pour développer le business VO (véhicules d’occasion) des professionnels de la distribution, de la location et de l’assurance automobile. Aujourd’hui basée à La Défense (92), autobiz dispose également de bureaux à Berlin, à Valence (Espagne) et Milan. Début 2017, le groupe PSA a choisi d’entrer au capital d’autobiz avec une participation minoritaire. Cette collaboration renforce la position d’autobiz sur le marché automobile à l’international et lui permet de développer de nouvelles solutions au quotidien. Pour plus d'informations : http://corporate.autobiz.com  Vous venez de soutenir votre thèse de doctorat et recherchez votre première expérience?  En qualité de Data Scientist, vous participez à l’élaboration et au suivi des nombreux projets afin d’aider le pôle Data à se développer. A cet effet, vous serez amené(e) à interagir avec l’ensemble des parties prenantes de l’entreprise : équipes tech, commerciales, consulting, direction, etc.  Vos missions principales :  1. Contribuer au développement du Pôle Data  Rédaction des cahiers des charges. Architecture base de données. Analyse des données automobiles pour plusieurs pays (15 millions d’annonces mensuelles). Élaboration de nouveaux KPIs de vérification (Crawl, Data brute, Data traitée); Automatisation des process actuels . Force de proposition dans le traitement de données . Développement de nouveaux produits (Modèles statistiques, modèles mathématiques de traitement de données, modèles approximatifs….).  2. Participer au bon fonctionnement et au développement de l’entreprise Vous vous intéressez à la vie d’autobiz et à son marché. Vous savez vous intégrer dans l’équipe et plus largement au sein d’autobiz. Vous développez une attitude professionnelle (innover, suggérer, conseiller, valoriser). Vous aimez la recherche appliquée et utilisez l’informatique pour manipuler des bases des données en utilisant des méthodes statistiques.  De formation Bac +8, vous venez de soutenir votre thèse et êtes docteur. Vous êtes à la recherche de votre 1ère expérience professionnelle.  Vous êtes motivé(e) pour intégrer une structure à taille humaine en fort développement dans laquelle vous investir pleinement. Vous avez idéalement réalisé des stages dans le domaine du data mining, texte mining, recherches d’informations sur le web, intelligence artificielle…  Compétences demandées : Maîtrise du SQL et de la modélisation des données. Maîtrise des langages de programmation (PHP, R ou Python, Shell). Maîtrise des algorithmes de traitement de masse de données. Maîtrise de l’anglais opérationnel. Connaissance des langages Perl, Ajax, Java script et/ou Awk serait un plus. Connaissance des outils de pilotage de projet serait un plus."
Data scientist (H/F);FineDigit;France;Paris (75);CDI;None;Description Attiré par une aventure à vocation entrepreneuriale et humaine, vous êtes dynamique et proactif. Exigent avec vous-même, votre orientation client et votre sens de la communication vous permettent d’offrir une expertise sur mesure dans l’approche de nos clients. Vous prendrez en charge différents sujets liés aux Systèmes d’Informations, en intervenant sur les nombreuses phases des projets. Si vous souhaitez poursuivre votre expérience technique dans un environnement fonctionnel riche, au sein d’une société en devenir, n’hésitez pas et soyez audacieux ! Plus précisément, au sein d’un acteur majeur en finance de marché ou Asset Management, vous interviendrez en tant que consultant « Data Scientist/Analyst » sur l’ensemble des étapes du(es) projet(s), avec une dimension technique et métier. Les technologies utilisées sont : Python, R, Hadoop, SQL, les bases de données De formation supérieure (écoles d’ingénieur ou universités), BAC+4/5, vous souhaitez mettre à profit vos compétences techniques autour de la « data », vous avez des connaissances en finance ou un réel intérêt pour des sujets très métier. Votre autonomie, votre adaptabilité et votre capacité à mener plusieurs sujets en parallèle vous permettront de réussir pleinement sur les projets proposés. Grâce à votre enthousiasme et au management de proximité, vous aurez l’opportunité de contribuer au développement de l’activité avec une réelle valeur ajoutée au sein de FineDigit. Les axes de développement de FineDigit sont Ingénierie : MOE, MOA, et support technico-fonctionnel Intégration : les progiciels métiers font partie intégrante des SI des acteurs de la finance, l’objectif est de maîtriser ces outils dans leur contexte métier Innovation : la transformation digitale, le big data, la blockchain sont autant de sujets qui sont au cœur de la réflexion et de la stratégie des services financiers
Stage Développeur Python / Data engineer;CapCar;France;Paris 8e (75);Temps partiel, Stage;None;Chez CapCar, nous sommes convaincus qu’une bonne expérience client est indispensable et indissociable de notre réussite. Pour permettre à nos équipe de travailler le plus efficacement possible, nous construisons différents outils en interne. Afin de nous aider dans leur développement, tu rejoindras l’équipe Tech & Product CapCar. Celle-ci est composée de développeurs, de product managers et d’un Data Scientist, avec lesquels tu travailleras en étroite collaboration. Tu seras force de proposition sur les outils et process de traitement des données. Tes missions au quotidien seront, entre autres : Épauler notre Data Scientist dans l’élaboration et perfectionnement du modèles de données CapCar Automatiser et optimiser les flux de collecte de données ainsi que le code existant Identifier, proposer et tester des améliorations des pipelines d’ingestion de données Développer de nouvelles briques qui s'intégreront à notre socle technique (nouvelles features, nouvelles technos, etc.) Faire de la veille et documenter tes développements, et oui, c’est important Plus généralement, collaborer avec les équipes tech au sein de CapCar  Profil recherché : De formation supérieure, type École d’Ingénieurs ou Master en Informatique / Data Science, tu recherches un stage de fin d’études. Tu maîtrises le langage de programmation Python, notamment l’orienté objet, et as de bonnes connaissances en SQL ainsi que des outils type Git ou Docker. Tu connais également l’environnement cloud AWS (comme les services EC2, S3, etc.). Enfin, humainement tu es passionné•e et curieux•se.  Déroulement des entretiens : Le process de recrutement se déroule en 3 étapes : Un premier entretien téléphonique pour faire connaissance Un entretien technique chez nous ou en visioconférence Et enfin un dernier entretien avec le CTO et l’équipe  Conditions : Stage avec un démarrage ASAP, ça veut dire As Soon As Possible :P Localisation : Paris 8ème
DATA SCIENTIST (H/F) – DEEP LEARNING/NLP;Upward Data;France;France;None;None;Notre client et l’opportunité Notre client est une startup dont la vocation est de rendre accessible le marketing digital aux PME dépassées par les réseaux sociaux. En s’appuyant sur son savoir-faire en marketing et en Deep Learning, elle booste la communication digitale de ses clients à travers une interface de publication sur les réseaux sociaux. Présente sur les marchés de l’immobilier, du juridique ou de la comptabilité, cette startup souhaite aujourd’hui se développer dans l’assurance, la gestion de patrimoine ou la pharmaceutique. Pour cela, elle cherche à renforcer ses effectifs de Data Scientists afin de détecter, sélectionner et classifier les contenus de valeurs spécifiques pour chacune des catégories clients. Rattaché directement au Chief Technology Officer, vous interviendrez dans la mise en place d’outils automatisant l’analyse des contenus via du Deep Learning. Vous participerez également à la construction et l’amélioration de la plateforme afin de gagner en scabilité.  Le profil recherché Le/la futur(e) collaborateur(trice) devra justifier d’une formation supérieure de type bac+5 : Ecole d’ingénieurs Doctorat en mathématiques appliquées Le/la candidat(e) justifiera d’une première expérience professionnelle dans le domaine du Deep Learning. Les compétences techniques demandées Très bonnes connaissances en Deep Learning Solide maîtrise de Python et de ses librairies de Machine Learning (idéalement TensorFlow, Theano ou eclient) ainsi que SQL Bonne maîtrise de Linux ou MacOS Bonne compréhension des enjeux business Curiosité et capacité à apprendre vite Transparence Esprit d’équipe
Data Analyste sur les données d'essais des véhicules instrum...;PSAPeugeotCitroen;France;Carrières-sous-Poissy (78);Apprentissage;None;La Direction de la Recherche et du Développement prépare la montée en gamme des produits du Groupe.  Pour cela, elle développe les technologies clés adaptées à l'automobile de demain, en offrant des réponses spécifiques, innovantes et performantes aux attentes des clients répartis sur chacune des zones géographiques où le Groupe PSA est présent. La Direction R&D développe l'ensemble des métiers de l'ingénierie, de la conception des moyens et de l'industrialisation pour tous les moteurs, les véhicules et les modules du Groupe.  Vous avez pour mission principale de développer les solutions numériques de traitement et d'analyse des données d'essais banc ou véhicules. L'utilisation des environnements Bigdata et les méthodologie datascience seront au coeur de votre activité. Profil Profil recherché: Data analyste / Data scientist Compétences en méthode statistique, Langages Python, R… Durée du contrat 36 mois Localisation du poste Pays Europe, France, Ile-de-France, Yvelines (78) Ville Carrières-sous-poissy Critères candidat Niveau de diplôme préparé Bac+5 Langues Anglais (B2 - Intermédiaire (2,5 - 3,4 Bright))
Data Scientist – Machine Learning – Artificial Intelligence;One2Team;France;Paris (75);Stage;None;Les missions Contribuez à révolutionner la gestion de projet en utilisant vos connaissances en Intelligence Artificielle! Vous aurez pour mission de : Créer des algorithmes de machine learning (clustering, reinforcement learning). Proposer des fonctionnalités innovantes au métier (suggestion, predictability). Organiser la collecte des données métier : data exploration (outils et scripts). Mettre en place et configurer des outils pour l’analyse (Hadoop, … ).  Vous jouerez un rôle important et disruptif dans l’identification et le choix des méthodes et des algorithmes qui seront utilisés.  Le profil Formation: Bac+5 école d’ingénieur, université ou école de commerce (Data Science, Recherche Opérationnelle). Expérience souhaitée dans l’analyse de données.  Les compétences Compétences techniques indispensables: Maîtrise de technologies statistiques (R ou Python ou Torch ou Tensorflow ou skilearn). Des connaissances en Machine Learning et langage Java seraient un plus.
NLP DATA SCIENTIST;MyScienceWork;France;Boulogne-Billancourt (92);None;None;Place: Boulogne-Billancourt (France) Start: Now  MyScienceWork est une startup internationale (Paris, Luxembourg, Philadelphie) qui propose des services et outils d’identification, d’analyse et de valorisation de la production scientifique. Notre vocation est de démocratiser la science et la rendre plus compréhensible pour les décisionnaires. Pour accompagner l’essor de notre nouvelle solution de gestion des données, nous sommes à la recherche d’un NLP Data Scientist qui renforcera l’équipe IT pour contribuer au développement de nos solutions. Vous êtes passionnés de développement logiciel et de technologies à la pointe. Vous cherchez toujours la solution la plus innovante pour tirer le maximum des données textuelles ? Vous maîtrisez les algorithmes d’apprentissage supervisé ou non-supervisé ? L’analyse sémantique et la création de graphes de connaissances ne vous font pas peur ? Vous souhaitez évoluer dans un environnement de travail international et centré sur l’innovation ? Vous aimez les challenges, le travail en équipe mais savez aussi faire preuve d’autonomie et d’initiative ? … Alors rejoignez notre équipe jeune, dynamique et ambitieuse ! MISSION Vous aurez comme principale mission la développement et l’amélioration de nos solutions Sirius et Polaris OS ainsi que de notre site www.mysciencework.com. En collaboration avec le Directeur R&D et le Directeur Innovation & Business Development, vous serez en charge de : Proposer des améliorations techniques et fonctionnelles pour nos solutions. Développer le code qui forme le backend de la solution et implémenter des algorithmes de machine learning et de fouille de données. Mettre en œuvre des chaînes de traitement des données. Concevoir les schémas de stockage dans les différentes bases de données NoSQL et Graphe. Tester les applications logicielles sur une quantité importante de données. Interagir avec les clients pour comprendre leurs besoins et éventuellement les conseiller sur le design et l’expérience utilisateur. Collaborer avec l’équipe commerciale dans le cadre de l’élaboration des offres commerciales (cahiers des charges et appels d’offres). PROFIL Diplôme : bac +5 minimum (formation d’ingénieur ou équivalent universitaire), Un PhD en Intelligence Artificielle appliquée au NLP est un plus. Langues : anglais et français, Expérience : 5 ans minimum dans le développement de backend et d’algorithmes et idéalement dans le monde de la recherche et de l’innovation. COMPETENCES ATTENDUES Langages : Java, C++, Python Frameworks : Spark, Tensorflow. Bases de données : ElasticSearch, Neo4j, MariaDB. Notion de test-driven (ou behaviour-driven) development. Algorithmes d’apprentissage automatique : neural networks, clustering, semantic analysis, word2vec (et dérivés). Capacité à développer des chaînes robustes de traitement pour le nettoyage et le mapping de données. Création de tests unitaires. Connaissances des technologies de crawling / scraping de données seraient un plus (Scrapy, Puppeteer). Méthode de développement Agile + possibilité d’assumer le rôle de scrum master Excellente capacité d’organisation, d’esprit d’initiative et de créativité. ELEMENTS DU POSTE Contrat : CDI Disponibilité : immédiate Lieu : Boulogne-Billancourt Déplacements : Quelques déplacements en France ou à l’étranger sont à prévoir. Salaire : Selon profils POUR CANDIDATER Envoyez-nous votre CV et une présentation personnelle à jobs@mysciencework.com  English MyScienceWork is an international startup (with operations in Paris, Luxembourg, Philadelphia) that offers services and tools for the identification, analysis and valorisation of scientific production. Our mission is to democratize science and make it more coherent for decision-makers. To support the development of our new data management solutions, we are looking for an NLP Data Scientist to reinforce the IT team.  PROFILE You are passionate about software development and cutting-edge technologies. Are you always looking for the most innovative solution to get the most out of text data? Do you master supervised or unsupervised learning algorithms? Are you not afraid of semantic analysis and knowledge graph creation? Do you want to evolve in an international work environment focused on innovation? Do you like challenges and teamwork, but also know how to show autonomy and initiative? If this is you, we invite you to join our young, dynamic and ambitious team!  MISSION Your main mission will be the development and improvement of our Sirius and Polaris OS solutions as well as our website www.mysciencework.com. In collaboration with the R&D Director and the Business Development team, you will be in charge of : Propose technical and functional improvements for our solutions. Develop the code that forms the backend of the solution and implement machine learning and data mining algorithms. Implementing data processing chains. Design storage schemes in the different NoSQL and Graphe databases. Test software applications on a large amount of data. Interact with customers to understand their needs and possibly advise them on design and user experience. Collaborate with the sales team in the elaboration of commercial offers (specifications and tenders).  BACKGROUND Diploma: at least 5 years of higher education (engineering degree or university equivalent). A PhD in Artificial Intelligence applied to NLP is a plus. Languages: English and French, Experience: 5 years minimum in backend and algorithm development and ideally in the world of research and innovation  SKILLS Languages : Java, C++, Python Frameworks: Spark, Tensorflow. Databases: Elasticsearch, Neo4j, Maria DB. Notion of test-driven (or behaviour-driven) development. Machine learning algorithms: neural networks, clustering, semantic analysis, word2vec (and derivatives). Ability to develop robust processing chains for data cleansing and mapping. Creation of unit tests. Knowledge of data crawling / scraping technologies would be a plus (Scrapy, Puppeteer). Agile development method + possibility to assume the role of scrum master. Excellent organisational skills, initiative and creativity.  Position Contract: CDI Permanent full time contract Availability: Immediately Location: Boulogne-Billancourt Travel : Some trips in France or abroad are to be expected. Salary : According to the profile Contact: jobs@mysciencework.com
ALT - Data Scientist (H/F), en alternance.;ENGIE BU France BtoC - DCP;France;Courbevoie (92);Temps plein, Apprentissage, Contrat pro;None;La Business Unit France BtoC du Groupe ENGIE , propose à ses 11 millions de clients particuliers et professionnels en France de l’électricité verte, du gaz naturel ainsi que des services #JagisAvecENGIE. Vous avez envie de participer à la transition énergétique en poursuivant notre objectif de faire d’ ENGIE le leader du confort vert en France ? Rejoignez nos équipes de notre Business Unit France BtoC ! La Direction des clients professionnels (DCP) de la BU France BtoC recherche son futur : Data Scientist (H/F) en alternance Au sein pôle Data Analytics de la Direction Marketing & Ventes , vous intégrez l’équipe Connaissances Clients dédiée à la réalisation d’études opérationnelles et stratégiques visant à optimiser la valeur du portefeuille clients (exploitation statistique des bases de données, DataScience, segmentation, scoring, modèle prédictif, …) Le pôle Data Analytics est au service de toutes les entités internes DCP (processus opérationnels, canaux, fonction support, etc), et traite en transverse toutes les demandes autour de la gestion des données. Votre job : Participer à la mise en place d’un environnement d’études sur le datalab, basé sur une plateforme Hadoop. Réaliser des études ad hoc à partir de notre base clients sous R ou Python en réponse à une problématique métier. Analyser les données disponibles pour en tirer des modèles prospectifs / prédictifs utiles à la compréhension, à l'optimisation et au développement de l'activité commerciale. Assurer une veille active sur les nouvelles techniques de machine learning/ deep learning et sur toutes autres méthodes« innovantes » (ex : analyse sémantique, exploitation de données open source, data visualisation, web scraping etc…) Durée du contrat d'alternance: 1 an Diplôme préparé: Master 2 Data Science / Ecole d’ingénieur Localisation du poste: La Défense Tour ENGIE T1  Qualifications La Data ne vous fait pas peur, vous êtes peut être même un peu geek dans l’âme, Vous connaissez les distributions Hadoop, les langages R, Python, Spark, et SQL . Vous avez de bonnes capacités de synthèse et vous aimez les chiffres, Vous êtes autonome, méthodique et rigoureux et vous savez faire preuve d’initiative. Vous aimez travailler avec en équipe et n’hésitez pas valider vos hypothèses avec la responsable Connaissance Client.  Emploi : Digital et IT Lieu principal : Europe-France-Île-de-France-Courbevoie Organisation : France BtoC Horaire : Temps plein Nature de responsabilité : Opérationnel Publication d'offre : 27 mai 2020, 08:40:45
Consultant Data Scientist F/H;VISEO;France;Boulogne-Billancourt (92);None;None;Vos Missions: Dans le cadre de notre pôle Data Science, nous souhaitons recruter un Data Scientist pour assurer des missions de conseil chez nos clients, dans des équipes pluridisciplinaires. Les missions de conseils nécessitent : La compréhension des cas d'usage et la transformation des données La proposition de modèles d'analyse et de valorisation L'implémentation de nouvelles solutions méthodologiques et technologiques du traitement de ces données dans divers secteurs. Nos clients sont entre autres présents dans les secteurs du retail / e-commerce, bancassurance, énergie, industrie.  Le champ d'intervention de nos consultants s'étend sur une grande variété de problématiques : modélisation dans le marketing digital, maintenance prédictive, voitures autonomes, détection d'objets dans des images. Votre Profil : École d'ingénieur ou master avec une spécialisation Data Doctorat sciences/informatique/mathématique avec pratique dans des cas industriels Participation à des challenges Data science, concours Kaggles, driven data Vous justifiez d'un minimum de 3 ans d'expérience sur un poste similaire Compétences requises : Solides compétences en programmation tels que R, Python et de langages de gestion de BD (SQL, NoSQL) Compétences d'analyse et aptitudes à résoudre des problématiques de façon créative Maîtrise des algorithmes de Machine Learning (supervisés et non supervisés) Justifier d'une première expérience en gestion de projet Anglais courant Qualités requises : Grande rigueur, aisance orale et écrite (présentations, rapports, articles...) Implication et capacité de travail en équipe Autonomie, agilité et créativité YKqt9TheMR
Consultant Data Scientist (H/F) - CDI;MYDRAL;France;Paris 2e (75);None;None;"Sous la supervision du Directeur Conseil, vos tâches seront les suivantes : Animer des ateliers client Modéliser des processus métiers / Comportements à partir des données sourcées Créer des KPIs et Dashboards prédictifs pour le métier Comprendre les besoins métier et proposer des solutions idoines Mise en place des workshops sur les conclusions tirées des analyses, etc. Participer à des projets d’enablement des projets Marketing, de création de contenus / events / webinars sur des sujets liés à la Data ; Utiliser des outils tels que Tableau ou DataRobot ; Développer des algorithmes et des régressions logistiques de Machine Learning ; Participer à l’élaboration, au développement, au test et à l’optimisation des modèles de prédiction et de recommandation ; Utiliser des méthodes ML adaptées aux grosses volumétries (out-of-core online learning.) ; Participer à l’intégration des algorithmes au sein d’applications dites d’Intelligence Artificielle (DataRobot) ; Participer à des projets clients avec un binôme ou en groupe.  Passionné de la Data et diplômé d'un BAC+5 en Ecole d’ingénieur (EISTI, Polytech, Télécom Paristech, MIAGE, etc.) Expérience d’au moins 6 ans (hors stage et alternance) sur Tableau Software avec de fortes compétences en modélisation (Analyse de données, modélisation statistique…) et réalisation d’applications décisionnelles. Vous avez de bonnes connaissances techniques sur les outils de Data Preparation, de Data Science, de Stockage de la donnée et de Data visualisation, etc. Vous avez développé un fort sens du service, un bon relationnel avec vos clients et la rigueur nécessaire au succès de vos projets. Qualités indispensables pour réussir chez Mydral : smart, réactif, autonome, rigoureux, fiable, organisé et SYMPA ! Vous vous reconnaissez dans cette description ? Oui ?! Nous avons une place pour vous !"
Data scientist Freelance– Secteur bancaire;LFZPartners;France;Paris (75);Temps plein, Freelance / Indépendant;None;ASAP, nous recherchons un data scientiste pour le secteur bancaire (pôle gestion des données) Cadrage des cas d’usage et gouvernance des projets Cadrage des cas d’usage Compréhension fine des enjeux métier et des problématiques adressées Modélisations des solutions et scénarios type de leurs applications finales Estimations des gains envisagées (ROI, productivité, etc.) Inventaires des bases de données impliquées dans le cas d’usage Scorings a priori des cas d’usage par la valeur métier et la faisabilité du projet Gouvernance des projets Constitutions des groupe projet : product owner, data analyst, data engineer Comitologies des projets : comité de projet et de pilotage, nombre de comité, fréquence Calendriers de mise en œuvre : phases, nombre d’itérations, durée des phases, pré-industrialisation Livrable attendu Fiches projets, documentations sur les données utilisées (sources, définition, …) Supports de présentations pour les comités de pilotage Calendriers de mise en œuvre Préparation des données impliquées dans les cas d’usages Extraction et entreposage des données Demandes d’autorisation pour extraction des données (RSSI, Métier, DPO, DSI…). Mise en place « d’environnements analytiques » pour la préparation des données : serveur de stockage, outillage de préparation, outillage de visualisation, habilitations à l’environnement de travail, etc. Extractions et dépôts des données Préparation des données Profiling des données déposées (complétude, unicité, cohérence, fraîcheur…) Analyses des données : analyses factorielles, réduction des données corrélées Validation des définitions sur les données (Métier vs IT) Préparation des jeux de données à analyser puis modéliser (analytical dataset) Livrable attendu Documentations sur le profiling des données dictionnaires des données, statistiques descriptives et méthodologies pour la constitution des analytical dataset. Construction des modèles mathématiques et des visualisations correspondants aux cas d’usage Analyses exploratoires et visualisations des données Construction des variables à expliquer (cibles) Construction des variables explicatives Construction de datavisualisations (tableaux de bords, cartes, …) adaptées et favorisant les taux d’adoption des modèles explicatifs et des applications finales Entrainement des modèles prédictifs Préparation des échantillons pour apprentissage et test Mise en concurrence de plusieurs modèles prédictifs (random forest, SVM, gradient descent, …) Sélection des meilleurs modèles prédictifs. Lee client valide les modèles sur la présentation des métriques de performance (courbes, ROC, AUC et courbes lift). Validation des modèles prédictifs Optimisation des critères de précision et de robustesse Matrice de confusion et métriques de performance (courbes ROC, Lift, …) Livrable attendu : Datavisualisations, modèles prédictifs Documentations sur les méthodologies mises en œuvre Documentations sur les métriques de performance des modèles Comités de validation avec le Métier Le consultant travaillera en étroite collaboration avec les équipes du DataLab et de la DSI. Compétences Solides compétences en programmation informatique (Python, R…) et une bonne compréhension des structures de données Expertise en algorithmie et gestion des bases de données (Hadoop, NoSQL, Cassandra…) Maîtrise de l’architecture des bases de données décisionnelles (data warehouse) Mathématiques appliquées : construire des algorithmes pour améliorer les résultats de recherches et de ciblage Statistiques : capacité à réaliser des analyses prédictives et statistiques à partir des différentes bases de données Connaissances juridiques et réglementaires de la gestion des données Capacité à proposer une stratégie et des choix de scénarios alternatifs adaptés Expérience avérée dans la gestion de projets d’analyse avancée des données et de projets de datavisualisations pour des organisations du secteur public Qualités relationnelles, capacité à animer des réunions, à présenter en comité de direction ou en public et capacité à gérer une communication adaptée dans la conduite du changement Qualités rédactionnelles, esprit d’analyse et de synthèse, et aptitude à travailler en mode projet. Durée 4 Mois avec possibilité d’extension Tarif : 600 e par jour ( A négocier pour les consultants plus expérimentés) Type d'emploi : Temps plein, Freelance / Indépendant Expérience: data scientist secteur bancaire: 3 ans (Souhaité) Télétravail: Temporairement en raison du COVID-19
Data Scientist confirmé H/F;METRO;France;Nanterre (92);None;None;DESCRIPTION DU POSTE Vos challenges : Proposer et exécuter des méthodes d’analyses (simples ou complexes), en assurant l’uniformisation (interprétation unique) des résultats dans différents domaines. Connaissances clients/produits/fournisseurs : - Définir les indicateurs et mettre en œuvre les outils de pilotage en collaboration avec les services concernés - Mettre en œuvre et garantir la modélisation statistique des données clients (pour développer les segmentations clients, caractériser le cycle de vie des clients, développer des algorithmes d’apprentissage et scénarii prédictifs des comportements clients). - Proposer le développement de levier de création de valeur client (optimisation des assortiments, modèles d’efficacité op, test de performance) Analyser et optimiser des campagnes et opérations commerciales avec les services concernés : - Définir les critères de ciblage des campagnes de marketing direct afin d’optimiser les investissements, et la pression commerciale. - Définir les indicateurs de mesure et d’analyse de la performance des opérations commerciales, quantifier le CA additionnel généré et mesure le ROI.Identifier et rassembler l’ensemble des sources de données structurées (transactionnelles) ou non structurées (qualitatives, relation client, commentaires sur réseaux sociaux) nécessaires pour l’appropriation et l’exploitation de la donnée (client, produit & fournisseur) : - Etudier et mettre en place les meilleures solutions techniques pour gérer les grands volumes de données, en collaboration avec le pôle « BI » de la DSI. - Tester, contrôler et valider la qualité et la cohérence des données pour une correcte exploitation. CANDIDAT Votre profil : Diplômé d'une école d'ingénieur ou d'un Master en statistique et informatique décisionnelle, économétrie. Vous justifiez d'une expérience réussie et signification de 3 à 5 ans minimum dans la valorisation des données clients. Une première expérience en management est requise. Une expérience dans le retail serait un plus. Compétences en R, Python, Tableau, QlikView et SQL. DÉTAILS Informations complémentaires - Statut Cadre- Rémunération sur 13 mois + variable + intéressement + participation - Remise sur les achats- Perspectives d'évolution au sein d'un grand groupe international
Alternance - Data Scientist H/F;Malakoff Humanis;France;Paris 9e (75);Apprentissage, Contrat pro;None;Contrat ALTERNANCE Finalité du poste Au sein du service DATA, vous participerez à la mise en œuvre des méthodes /techniques de Data science pour répondre à la mise en œuvre d'un produit DATA répondant à une question majeure du métier. Vos missions Dans le cadre de votre alternance et en collaboration avec un data scientist et un product owner, vos missions seront: étudier des données disponibles qui permettront de définir les données qui seront utilisées dans l'élaboration du produit data selon les règles de conformité groupe et accord du Data identifier les données complémentaires à obtenir récupérer et analyser les données identifées pour le produit data à mettre en œuvre identifier la problématique des directions métiers pour réaliser le(s) modèle(s) initial(aux) et les évolutions successives répondant à la problématique élaborer les mécaniques anticipant l'évolution des données utilisées dans les modèles élaborer les systèmes auto apprenant élaborer le monitoring des modèles mis en œuvre modéliser les résultats pour les rendre exploitables par les managers et la direction générale supporter la direction métier dans la définition des KPI permettant de mesurer la valeur attendue, contribuer a leur analyse et la définition du plan d'action d'améliorations des algorithmes s'assurer de la mise en place des conditions d'industrialisation sur l'ensemble des dimensions organisationnelle, compétences, outils.... mettre en place la boucle d'apprentissage permettant l'amélioration des algorithmes Profil recherché Vous préparez un Bac+5 en alternance dans le domaine de la Data Science, Mathématiques appliquées, statistiques et informatiques, ou de type écoles d'ingénieurs. Vous connaissez les enjeux des directions métiers assurance. Vous avez une appétence forte pour la gestion des données. Et une première expérience en data science et en particulier en machine Learning. Vous connaissez les environnement Big Data. Vous aimez travailler en équipe et êtes un bon communiquant (écrit et oral). Vous avez des capacités d'écoute et d'analyse ainsi qu'un sens du contact, une disponibilité et une réactivité. La connaissance des outils d'analyse de données, d'exploration de données et de la programmation ainsi que de R et Python seraient un plus
