Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Software Engineer, Intern/Co-opnew;Facebook;USA;Sausalito, CA;None;None;Want to build new features and products that touch more than a billion people around the world? Want to build new features that improve existing products like Photos, Groups, NewsFeed, Search, and Messaging? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site hours later. If you work for us you will make an impact, immediately. Facebook is seeking interns/co-ops to join our engineering team. As a Software Engineer Intern, you'll drive the development of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help connect people around the globe. This internship/co-op has a minimum twelve (12) week duration. Software Engineer, Intern/Co-op Responsibilities Code high-volume software using primarily C++ and Java Create web applications using primarily PHP Implement web interfaces using XHTML, CSS, and JavaScript Build report interfaces and data feeds Minimum Qualifications 1 or more years of experience with perl, java, php, python, or c++ Must be currently enrolled in a full-time, degree-seeking program and in the process of obtaining a Bachelors or Masters degree in Computer Science or a related field Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment Preferred Qualifications Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publications Intent to return to degree-program after the completion of the internship/co-op High levels of creativity and quick problem-solving capabilities Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.
Online Coding Instructornew;CodeWizardsHQ;USA;Austin, TX;None;$20 an hour;We are looking for part-time coding instructors to teach computer coding classes to school students (8-18 years old). Classes are taught online, so you will be working remotely from your home and utilizing a virtual classroom environment. Each class typically meets once per week and they are 1-hour long. There are 6-8 students per class. We provide a structured curriculum, teaching platform, and instruction materials. The primary role of a CodeWizardsHQ Instructor is to deliver the curriculum in an engaging way and ultimately be responsible for student retentionand parent satisfaction. Responsibilities – Deliver the curriculum in a fun and engaging way – Provide feedback for curriculum improvement – Engage with parents / students as needed – Positively advocate for the school and the program Requirements – Experience with the coding languages we teach – Experience teaching kids or adults – Computer purchased in the last five years, with microphone headset and high-speed internet access – A quiet workspace free of distractions FAQs How much is my compensation? You will be paid $20 per hour long session with potential for raises and bonuses based on student retention and parent satisfaction. What languages are you looking for instructors to teach? Our curriculum is quite broad based. We are looking for instructors who can teach any of the following – Scratch, HTML/CSS, Python, JavaScript, jQuery, MySQL, Java, Bootstrap. When will I be teaching? The highest availability of classes is between 10am – 10pm CT Monday – Friday and 10am – 5pm on Saturdays and 10am to 8pm on Sundays. How many classes will I be teaching? Initially, new instructors start with 1-3 classes per week. Based on how well students enjoy your classes, you would be given additional classes. Our instructors take between 10 to 20 classes per week depending on their availability. How long will I need to teach? Each of our courses is 12 weeks in duration. When you accept a class you are agreeing to teach for the full duration of that course. Job Type: Part-time Salary: $20.00 /hour Experience: programming: 1 year (Preferred) teaching: 1 year (Preferred) tutoring: 1 year (Preferred) Work Location: Fully Remote Schedule: Monday to Friday Other
Java Software Engineer or Internnew;D-Tech;USA;Herndon, VA 20171;None;None;Job Description: Work with software architects and requirement analysts to implement the latest cyber security functions Design and implement enterprise web and mobile applications and user interfaces Participate in team design discussions, reviews, and daily standup meetings Gather and analyze requirements, prepare for technical documentations Perform unit, functional, and integration tests, and resolve trouble tickets Participate in professional conferences (great training opportunities) and customer meetings Qualifications: AS, BS, or BA degree from an accredited 2- or 4-year college in computer science, math, engineering, and other fields 2+ years of Java/JavaEE and Web development experience (with Apache Tomcat preferred) 1+ years of experience in HTML/JavaScripts/AJAX/CSS. Knowledge and experience with one or more JavaScript framework (e.g. JQuery) preferred 1+ years of experience in relational or non-relational database (Postgres and/or MongoDB preferred) Experience with Maven, GIT, Eclipse, and other development tools/IDEs Knowledge and experience in object-oriented programming concepts, design patterns (e.g. MVC) Agile development methodologies and DevOps experiences are highly desired Great communication, presentation, team work skills, organizational ability and willing to work in a fun, fast-paced team environment
SOFTWARE ENGINEERS / DEVELOPERS - Java Developer;Averon Solutions;USA;New Jersey;None;None;"Location - New Jersey Openings - 1 Posted on - 20 February 2019  Job Overview OOPs Concepts & Patterns, Abstract Classes and Interfaces, Constructors, File IO and Serialization, Collections – List, Map, Set, Access Specifiers, Exceptions – Checked, Unchecked, Generics, Java Keywords – Static, Final, volatile, synchronized, transient, this super etc., JVM and Memory Management, Multithreading and Synchronization, Dependency Injection, JSP / Servlets, Web Frameworks like Struts / Spring, Service Oriented Architecture / Web Services – SOAP / REST, Web Technologies like HTML, CSS, Java script and JQuery, Markup Languages like XML and JSON Education and Experience Requirements Bachelor’s degree in Computer Science, Engineering or a related field of study; Experience in the required skills set is a must. Post CV to Averon Address 1 Ethel Rd, Suite# 102 D1 Edison, NJ- 08817 Email CV at hr@averonsolutions.com"
Software Engineers;RR SOLUTIONS;USA;United States;None;None;Software Engineers to work in applications or systems development and analyze usersâ€™ needs and design, construct, test and maintain computer applications software or system using C, C++, and Java with Fortran and Mainframe COBOL.
Web Software Engineernew;ETA Transit;USA;Boca Raton, FL 33487;None;None;Do you JavaScript, Node.JS, HTML5, TCP/IP, CSS, and WSOA? We might have a place for you. Boca Raton, FL Full Time Develop, maintain, and enhance web-based transit management software Develop eloquent algorithms to provide predictions and analytics Exciting team environment in Boca Raton, FL Competitive benefits and compensation packages Who are you? You love to code. In fact, you dream in code. For you, coding isn’t just a career path, you find it genuinely fun and you actively work to stay current on the latest technology and best practices. Your current business card and resume contains a job titles with words like ‘ninja’ and/or ‘guru.’ When you apply for new jobs, under the ‘additional languages’ field on the application form, you list JavaScript, Node.js, HTML5, CSS, SQL, and jQuery. In addition to your comfort with multiple coding in JavaScript and Node.js, you also understand human language and possess strong oral and written communication skills. You keep a cool head under pressure, and understand the importance of delivering projects on time. You are a self-starter, but comfortable working in groups. What’s the gig? The ideal candidate will: 4+ years of experience with JavaScript, HTML5, CSS, and cross-browser compatibility Possess advanced JavaScript experience Experience with JavaScript in an Object Oriented manner Experience with JavaScript Tile Map APIs (Leaflet, Google Maps) Experience with jQuery Experience with ExpressJS Experience with JavaScript templating languages like EJS Experience with Node.js Other bonus skills that bode well for you: SQL literate PHP experience Java experience MongoDB SVN Experience with creating jQuery plugins Hands-on electrical experience (DC voltages, wiring, soldering) How to you apply? Ready to join the ETA Transit team? Here’s what you need to do next: Prepare a compelling cover letter Spruce up your resume Upload both files and submit the form below. If we like what we see, we’ll be in touch.
Intern: Software QA Engineernew;Micro Focus;USA;Provo, UT 84606 (East Bay area);None;None;Job Description:  Please note that our internships run in perpetuity throughout a students degree program, therefore you must live within commuting distance to our Provo offices year round. The hours vary depending on a students schedule and are full time when classes are not in session. You must be enrolled in a degree program to be eligible for an internship. About Micro Focus Security Group: As a unified business group, Micro Focus Security is one of the largest and fastest growing security Organizations on the planet! Security, compliance, and risk management is a high growth market, and that market is accelerating. Based on market leading products from ArcSight, Sentinel, Fortify, and ZENWorks, the Micro Focus Security group uniquely delivers the advanced correlation, application protection, and network defense technology to protect today's applications and IT infrastructures from sophisticated cyber threats. About ArcSight: Micro Focus, ArcSight division, is a leading global provider of Compliance and Security Management solutions that protect enterprises, education and governmental agencies. ArcSight helps customers comply with corporate and regulatory policy, safeguard their assets and processes and control risk. The ArcSight platform collects and correlates user activity and event data across the enterprise so that businesses can rapidly identify, prioritize and respond to compliance violations, policy breaches, cyber security attacks, and insider threats. ArcSight is a leader in security and compliance management solutions that intelligently identify and mitigate business risk for enterprises. ArcSight provides the industry's only vendor-neutral solution for real time intelligent identification, prioritization and network response to external security attacks, insider threats and compliance breaches. Job Description: This position will reside as an Intern in Security Product Group. This is a great opportunity for the individual looking to get involved with cutting edge and growing technology of Real-time threat detection and analytics. The primary responsibility will be assisting engineers in their testing and configuration of the ArcSight product group. This position will require helping create and maintain automated test cases. They will need to have an understanding of both Linux and Windows Administration. This is a full time or part time intern position depending on school schedule. Responsibilities include: Executing manual test cases, writing basic automation tests, setting up lab configurations, as well as writing and logging problem reports. The candidate should also be able to set up various network configurations. The candidate must be capable of evaluating the quality of an individual product component, be an effective communicator and a problem-solver, and work under a low level of supervision. Minimum Qualifications: Working towards degree in Computer Science, Information Systems, Electrical Engineering or other technical field Basic knowledge of Linux and Windows administration PC architecture knowledge and troubleshooting experience Basic programming skills in Java and scripting languages Ability to prioritize tasks and manage time efficiently - High level of initiative and self-motivation Job: Administration  Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status
SOFTWARE ENGINEER;The Ultimate Software Group, Inc.;USA;Atlanta, GA;None;None;Job Duties: Works as part of a full-stack development team working to develop the client side of an Integration Platform using Angular and CQRS patterns to supports our product offerings along with other services and deployment code written in many languages build specific features into the integration platform’s foundation so that the solution as a whole is able to communicate across various applications in multiple languages and across multiple platforms define and build architectural features at the foundational level to facilitate the sharing of large numbers of data points in real-time across all products, applications and third-party providers within the petitioner’s proprietary solution Works in a team to build and maintain integration frameworks and applications for Ultimate Software, externally and internally, and maintain and improve existing integration systems Builds a framework that transfers data between internal systems and with such external systems as benefit providers, payroll providers and other financial systems, working with large amounts of data, including formatting, mapping, data transformation and transmission to the destination Create and integrate features for our enterprise software solution and write web services, business objects, and other middle-tier framework using the latest Java, Java Spring, Mongo technologies Communicate with team members to clarify requirements and overcome obstacles to meet the team goals Leverage open source and other technologies and languages outside of the Java framework should the need arise Develop cutting edge solutions to maximize the performance, scalability, and distributed processing capabilities of the system Provide troubleshooting and root cause analysis for production issues that are escalated to the engineering team Deliver Angular components and collaborate with team members to deliver the front-end application Collaborate to solve challenging engineering tasks on time and with high quality Participate in code reviews to ensure best practices for the Java Spring framework Support continuous deployment pipeline code Work closely with product development, engineering, and internal stakeholder teams to define and refine platform level features as well as defining end-user experience for both technical and non-technical audiences Job Requirements: Must have at least a bachelor’s degree (or foreign earned equivalent degree) in a computer or engineering field Minimum of 60 months’ software development work experience using Java, JavaScript, HTML5, web development, OOP, concurrency programming, design patterns, RESTful service implementation, Service Oriented Architecture, Test-Driven Development, and Acceptance Testing. #IND123
Software Engineer, Front End;Google;USA;Los Angeles, CA (Venice area);None;None;"Minimum qualifications: Bachelor's degree in Computer Science or related technical field or equivalent practical experience. 1 year of work experience. Experience in JavaScript, and one or more programming languages including but not limited to: Java, C/C++, Python or Go. Experience with front end technologies and/or front end frameworks.  Preferred qualifications: Experience developing user-facing software. Experience with the latest web standards, including HTML5 and CSS3. Knowledge of web libraries and frameworks such as AngularJS, Polymer, Closure or Backbone. Strong sense of web design and attuned to the fundamentals of user experience. Familiarity with the whole web stack, including protocols and web server optimization techniques. An understanding of the principles of accessibility and can build products that are accessible to users with disabilities. About the job Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. As a Front End Software Engineer, you will specialize in building responsive and elegant web applications like Inbox, Gmail, Google Search, Google Maps and more. Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. Responsibilities Design, develop, test, deploy, maintain and improve software. Manage individual project priorities, deadlines and deliverables. Focus on overall product quality and user experience. Take initiative and be responsible for technical solutions to data quality and workflow challenges. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
Software Co-op Java;Edaptive Computing, Inc.;USA;Dayton, OH 45458;None;None;"Software Developer co-op will assist project developers in building robust software using Java, Swing, and related technologies. Co-op will participate in specific development tasks, primarily implementation and testing, but also to include, specification, design, and other related activities. Location Dayton, Ohio Type Part time or Full time -Cutting-edge projects. -Friendly team environment. -South Dayton location; close to I-675 and Dayton Mall. Qualitative Requirements Student in good standing working toward computer science/computer engineering or other engineering degree and has taken a course involving object-oriented programming Introductory knowledge of Java, object-oriented programming, and basic software development skills Good written and verbal communication skills Ability to provide thorough attention to detail Desired Qualifications Experience with Java Enterprise Edition (Java EE), SQL, XML, NetBeans Educational and Experience Requirements Working towards Bachelors degree in Computer Science/Any Engineering Submission Instructions (Non-complying submissions will not be considered) Reference Software Co-op Java in all correspondence Eligibility for a Security Clearance is required Resumes must be 3 pages or less and provide description of how qualifying technologies were used. You may also submit a one page cover letter (optional but desired) stating your career objectives and how your qualifications and interest align with our requirements. You must complete the applicant profile by clicking Apply Here at the bottom of the page. The process for submitting all information is not complete until you hit the submit button. If you are interested in being considered for employment at Edaptive Computing Inc., apply on-line using our electronic application. If, due to a disability, you need assistance in completing the on-line application, contact the Edaptive's Human Resources Department at (937) 433 - 0477. Please indicate the specific assistance needed. Note: This option is reserved for those with disabilities only.  EOE, including Disability/Vets"
Software Engineering Intern (ISR&T)new;Epsilon Systems Inc;USA;San Diego, CA 92123;None;None;KAB Laboratories, Inc. (http://kablab.com), a wholly-owned subsidiary of Epsilon Systems Solutions focused on software development and systems engineering for complex command, control, intelligence and combat systems is seeking a Software Engineering Intern for work in San Diego, CA supporting an Intelligence, Surveillance, Reconnaissance and Targeting web application. Our engineering efforts provide the warfighter with critical support for operational missions. The position involves full stack web application development and you will have the opportunity to work on the area that best fits your skills and abilities. This will be a year-round internship. Applicants must attend a local university and be willing and able to work part-time throughout the work week. Our work hours can be flexible to accommodate for your class schedule. Duties and Responsibilities: Design, develop, and implement web applications to power a national ISR toolset with a large user base. Write well designed, testable and efficient code that meets technical requirements. Participate in a highly collaborative team environment, contributing to all phases of the development lifecycle. Assist in the troubleshooting of code defects and deployment of timely fixes. Deliver projects on time and with attention to quality. Required Qualifications: Enrolled in a Bachelor of Science Program in Computer Science or related discipline. Ability to obtain and maintain a DoD Secret Clearance Hands on experience with C++, Java, JavaScript Experience with modern version control systems (i.e., SVN, Git) Ability to work individually and on team projects in an environment of teamwork and cooperation. Effective written, oral, and presentation skills. Pursuant to the various government contractual requirements, all applicants must be U.S. Citizens. Preferred Qualifications: Experience programming within a cloud environment Experience with React.js, Redux, TypeScript, Web Services Experience with JS-based build tools like Grunt, Gulp, and Bower Experience with web-based mapping frameworks such as Leaflet, OpenLayers, Geoserver, etc. Working knowledge and understanding of relational database technologies and database management systems (e.g. PostgreSQL) ADA Notations: Able to handle prolonged sitting and use of computer. Office environment.  KAB Laboratories and its subsidiaries are proud to be Equal Employment Opportunity and Affirmative Action employers, Minority/Female/Disabled/Veterans.
Entry Level Software Developer;InterSystems Corporation;USA;Cambridge, MA 02142 (MIT area);None;None;Overview: InterSystems is the power behind some of the world’s most important applications. With a passion for excellence and a focus on client success, InterSystems provides data management, strategic interoperability, and analytics platforms used in healthcare, financial services, government, and other industries.  We have a wide variety of products and opportunities available to entry-level applicants, so the Technical Career Development Program (TCDP) was created as a way to provide recent graduates the opportunity to experience multiple technical roles within our company before committing to a team long-term.  The TCDP will prepare you for successful integration into InterSystems' elite technical teams through structured training, personalized mentorship, and frequent collaboration with cross-functional groups. Immerse yourself in our technologies and find the team that is right for you! Responsibilities: Program Structure: Begin the program with an accelerated training in our Database Platform, HealthShare, and TrakCare products Match with a six-week project and mentor Present your project solutions to a team of VP's, managers, and mentors Expand your knowledge to another segment of our technologies with a second project in a different area of the company Embark on your InterSystems career by joining a team that aligns with the skills and interests you discovered during your TCDP experience Participating teams include: Software Development Quality Development Product Support Implementation Release Engineering Sales Engineering Qualifications: This role is intented for recent or soon to be graduates from a Bachelor’s, Master’s or PhD program Interdisciplinary academic work in Computer Science, Physics, Math, or STEM preferred Proven prior coding experience in any language, including: Java, C++, C#, JavaScript, AngularJS, JSON, Python, or similar Demonstrated initiative through academic excellence, extracurricular, or work experiences Technical curiosity Creativity towards complex technical challenges Collaborative team mindset Flexible demeanor in an ever-changing work environment Initiative to build a technical foundation for a career that matters About InterSystems:InterSystems is an innovative software company offering advanced technologies for data management, integration, and analytics seen in healthcare, financial services, and other industries that require the highest reliability and performance. More than two-thirds of the U.S. population is served by InterSystems-based healthcare technology and all of the U.S. News and World Report Honor Roll hospitals use InterSystems technologies. We are currently hiring for opportunities at our global headquarters located in the tech-hub of New England – Kendall Square!
Associate Software Development Engineer;Charles Schwab Inc.;USA;Raleigh, NC 27601 (Central area);None;None;Your Opportunity: The PC Core Technology (PCCT) Team represents a centralized domain responsible for managing holdings, investment performance, and automated re-balancing across the universe of investment portfolios within Schwab. The PCCT Development team is looking for an Associate Software Developer who will excel in a dynamic fast-paced environment. PCCT offers a wide range of technology opportunities for the best and brightest people to grow and demonstrate their skills as they develop high-performance financial applications.  What youâre good at: Miniumum qualifications: BA/BS degree in Computer Science or related technical field Experience with object oriented design and programming Self-motivated with a passion for resolving technical problems quickly and in line with platform strategy and vision Effective time management, must be able to prioritize and multi-task effectively Must have a passion for problem-solving, the ability to learn new technologies quickly, and able to interact with all levels of technical and business teams Must be a team player and able to work collaboratively across organizations and geographic locations Preferred qualifications: Previous work experience or internships programming in C#/.Net, Java Experience with REST or SOAP Services and Web APIs Experience working with SQL or NoSQL (MongoDB) database Knowledge of Agile/Scrum development What you have: You will bring your Object-Oriented Programming (OOP) techniques and skills to an Agile engineering team. Actively collaborate with the team in ongoing product maintenance and development, including design, development, review, integration, test, and deployment activities. Develop/improve and deploy source code branching methodologies and associated automation. Develop proof of concepts under guidance of other senior developers on the team. Learn CI/CD pipelines and perform deployment activities. Ensure the highest quality software is developed, delivered and maintained. Work collaboratively in an Agile Delivery Team understanding the nature of the work we do and resolving how to break down complex work items into small deliverable units for delivering business value Work with Product Owners to understand application and system functionality and behaviors. Estimate effort involved in developing solutions to help refine user stories.
Software Engineernew;LOCKHEED MARTIN CORPORATION;USA;Manassas, VA 20110;None;None;"Will be responsible for developing SW for real-time embedded systems on Submarine, Surveillance and Surface Ship programs. Will be expected to participate in all phases of SW development to include: high level design, detailed design, development, and Integration and Test.  Will work very closely with an integrated functional team to ensure adherence to requirements through operational deployment. Could be called upon to work with H/W during setup and maintenance/debug efforts. Basic Qualifications: Software development, integration and test experience multi-threading, memory management Working in Linux/Unix operating system environment; must have good working knowledge of executing Linux commands Knowledge of script programming Object Oriented Programming Excellent verbal and written communication skills  Ability to obtain a secret clearance Desired Skills: Git Gerrit Gradle Agile development Programming using C or C++ or Java or JavaScript Bash or Python System and network programming a plus Experience in Object Oriented Design using a UML tool is desired, as well as experience with ReactJS, HTML5, REST Linux development experience and understanding of Network software BASIC QUALIFICATIONS: job.Qualifications  Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.  As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories. EXPERIENCE LEVEL: Experienced Professional"
Software Engineer - Belfastnew;Peak6;USA;Belfast, ME;None;None;We are PEAK6, a leading investment firm, headquartered in the historic Chicago Board of Trade Building, where we first opened our doors in 1997. It’s been over 20 years since we were one of the first firms to develop sophisticated proprietary technology to use in our trading business. Today, we continue to leverage our technical ingenuity and operational excellence across several investment areas, spanning early-to-mid growth capital, operational control, trading, and e-sports, while always providing value to the customer. Throughout the years, we’ve built and operated several financial technology firms, and we continue to evolve. You’ll find a bit of everything here, and we’re always looking to take on new endeavours. We want to expand our talented teams and are excited to be creating a new centre of excellence in Belfast. We are building teams that are fully functional with leadership, back- and front-end development, data engineering and testing, located in Northern Ireland. As a Software Engineer at PEAK6 Technologies, you’ll have a big impact on the firm across several businesses. You’ll write code, help evolve and shape our architecture and frameworks, and have opportunities to take on new problems. We value engineers who are proficient in multiple languages because we know they can quickly learn the next one that comes up. What you will do all day: You will primarily be focused on hands on engineering of business-related applications and as such will have an expert understanding of software engineering best practices such as effective source control, code reviews, daily builds, and automated deployments. You are equally at home with cloud, Internet related technologies, protocols and languages along with lean / agile development techniques and DevOps culture all working as part of a team. This role will provide the opportunity for you to become more of a technology polyglot, excited to learn new technologies and techniques across the full technical stack and product life cycle. Define, develop, deploy and maintain a mix of front-end, client-facing features and integration real-time/event driven back-end services using multiple languages and frameworks to connect users and other systems to the PEAK6 platform. Demonstrate the ability to think appropriately through solutions for different layers of PEAK6’s applications. Write self-documenting and well-tested code with an emphasis on sustainable development practices. What you need to succeed: Applicants must have the permanent right to work in the UK. A degree in Computer Science, Computer Engineering or other demanding engineering degree, or equivalent work experience. 5 or more years of professional experience working as a part of a multi-person development team, doing code reviews, testing, CI, trunk-based development, and/or other modern software practices. Proficiency and in-depth understanding of at least one of the following core languages: Java, C#, Javascript. Experience in RDBMS design and writing SQL queries. Demonstrated skills in software design. The ability to learn new and unfamiliar technologies quickly, as required. Adaptability: while you enjoy establishing process and standards, you understand the need to be flexible and enjoy trying new things. An intuitive understanding of distributed architectures – experience with reactive architectures is a big plus. A DevSecOps mindset and a driving desire to deliver value through software. We offer: Pension matched up to 7% Private health insurance for medical and dental 25 days annual leave plus 10 NI national holidays Great work/life balance and flexible working hours Monthly catered lunches Unlimited drinks and snacks Poker tournaments Charitable matching gift program
Software Engineer I;WALGREENS;USA;Chicago, IL 60607 (West Loop Gate area);None;None;Summary Walgreens Boots Alliance is looking for Software Engineers to help enable digital transformation across our customer-facing product portfolio. You will leverage the most advanced and exciting technologies to service the 13,100+ pharmacy-led, health and wellbeing retails stores worldwide.  We are looking for hands-on polyglot technologists who want the opportunity to build products that will be used by millions of healthcare, pharmacy and retail customers worldwide. As such, you must be a self-starter, love learning new concepts and have the ability to innovate. By joining the team, your creativity and imagination for solutioning will help guide us to solve real-world problems in an organization that is at the forefront in changing the world of healthcare. You need to be adaptable in a fast-paced environment and open to change in an ever-evolving enterprise.  The team you’ll be working with comes from a wide variety of backgrounds, from startups to Fortune 100 companies, which helps us strategically make decisions and quickly pivot by inner-sourcing solutions. You will have the ability to voice your opinion, ask questions and surround yourself with some of the top minds in the industry, in an environment where your ideas matter.  Your technology focus will be leveraging Microsoft Azure’s cutting-edge cloud toolbox along with a handful of open-source products that allow us scale. Our team is a Node, TypeScript/JS (front- and back-end), Java, React/React Native, Angular 6+ and Python shop but it’s not required that you know all of these languages.  Job Responsibilities Works with the team to develop, document and pilot new products/features. Encourages new transformative thinking across the organization. Maintains current knowledge of technology landscape and emerging developments. Partners with vendors on collaborative efforts. Transfers knowledge & documentation across the organization Draws a system architecture or framework. Participates in the decision-making process to compare various software solutions. Evangelizes innovation for the organization. Implements and improves core software infrastructure. Participates in code reviews to ensure code quality and distribute knowledge. Unblocks, supports and communicates with internal partners to achieve results. Walgreens (walgreens.com), one of the nation's largest drugstore chains, is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), a global leader in retail and wholesale pharmacy. Walgreens is proud to be a neighborhood health, beauty and retail destination supporting communities across the country, and was named to FORTUNE* magazine’s 2019 Companies that Change the World list. Approximately 8 million customers interact with Walgreens in stores and online each day. As of August 31, 2019, Walgreens operates 9,277 drugstores with a presence in all 50 states, the District of Columbia, Puerto Rico and the U.S. Virgin Islands, along with its omnichannel business, Walgreens.com. Walgreens also provides specialty pharmacy and mail services and offers in-store clinics and other health care services throughout the United States, most of which are operated by our health care strategic partners.  Basic Qualifications Bachelor's degree and at least one year of experience in software engineering OR a High School Diploma/GED and at least 4 years of experience in software engineering Experience with object-oriented programming Experience working with databases, relational or NoSQL, or APIs Experience building APIs and Web Apps (TypeScript, JavaScript, React, or Angular) Experience writing well-tested and readable code Experience writing clear documentation Experience designing, building and improving a set of team owned components or creating new products Willing to travel up to 10% of the time for business purposes (within state and out of state).  Preferred Qualifications Experience designing and implementing REST API Experience working in a cloud environment Experience with microservices Experience participating in a hackathon Experience with GitHub page sharing cool side projects or useful tools. Experience implementing CI/CD Experience debugging application issues Experience with distributed systems Knowledge of the Pharmacy or Healthcare industry
Java Enterprise Programmer;Mobilvox;USA;United States;None;None;Java enterprise programmers needed with 2-5 years experience in enterprise application development using J2EE. Experience with Web and portal technologies such as XML, XSLT, Apache, Websphere and Weblogic a plus. Proficiency in other programming languages such as C/C++ or C# is also desirable.  US Citizenship is required. An applicant who is able to pass a background investigation and achieve DOD Secret Clearance or an applicant who currently possesses an active secret government security clearance is preferred.
Java Developer;Anu Software Consultants;USA;United States;None;None;EJB/ J2ee/ JSP Of 3-5 years Experience Candidate must have strong work experience on: - Be an individual contributor (very hands on) as well as able to guide and mentor team members - Applies knowledge of principles and techniques to solve technical problems - Designing and developing/coding software components including web applications, middleware and services on the following platforms: Java, EJB, J2EE, Oracle, JSP, Web Services running on UNIX, Linux and/or Windows - Specification and management of coding, usability and quality standards - Interpreting requirements into application designs - Collaborating with QA and Business Analysis team members - Evaluating and learning new technologies that would provide business value - Ensuring the quality, architecture and accuracy of released code - Take ownership of the assigned applications - Fluency in English Salary: Not Disclosed by Recruiter Industry:IT-Software / Software Services Functional Area:IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Key Skills Java EJB J2Ee JSP Oracle Web Services Web Technologies Unix Middleware Quality Standards Desired Candidate Profile Education- UG: B.Tech/B.E.
