Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Développeur Back-end Python sous Linux H/F;Solocal Group;France;Boulogne-Billancourt (92);Temps plein, CDI;None;Curieux de savoir comment fonctionne une application de guidage GPS ? Intéressé par les algorithmes de calcul d'itinéraires ? Envie de faire évoluer des webservices consommés par plus de 12 millions d'utilisateurs ?  En collaboration avec les autres équipes de la Plateforme Géospatiale, nous sommes 5 ingénieurs séniors en charge de la réalisation des services de calcul d'itinéraires pour notre site et nos applications mobile.  Dans le cadre de notre stratégie de déplacement intermodale, nous recherchons un nouveau co-équipier, ingénieur scientifique de formation avec une expérience confirmée en développement Python/C++ orienté services backend sous Linux.  Le contexte technique est très exigeant : nos webservices traitent plusieurs dizaines de millions de requêtes par jour à partir de plusieurs centaines de gigas de données de circulation mises à jour en temps-réel. Méthodique et rigoureux, vous aurez donc l'opportunité de renforcer rapidement votre expertise en : parallélisme/concurrence, gestion optimale des ressources I/O et mémoire, architecture scalable, haute-disponibilité, design d'API REST.  Développant principalement sous Linux, vous avez une solide expérience en C++ 11, ainsi que de bonnes bases en Python et SQL. Vous connaissez bien les atouts et les limites de ces langages afin de les exploiter efficacement.  Grâce à votre aisance en algorithmie, vous saurez également faire évoluer en toute sécurité les algorithmes complexes au coeur de nos calculateurs d'itinéraire et de guidage GPS.  Vous participerez à la simplification et à la stabilité de notre chaîne d'intégration continu Jenkins/Gitlab, afin de sécuriser la mise en production hebdomadaire d'une dizaine de composants.  Nous travaillons en environnement agile Scrum. Comme tous les membres de l'équipe, vous interviendrez à tour de rôle sur les différentes parties de la stack et participerez aux revues de code.  Vous serez rapidement amenés au pilotage technique d'un ou plusieurs sujet(s) en cours pour préparer les développements, suivre les avancées et interagir avec les autres équipes Technique et Produit. Profil Pragmatique, rigoureux, travail en pair, agile Scrum  Compétences attendues Ingénieur scientifique, confirmé, C++ 11 avancé, architecture backend, webservices REST, Linux, PostgreSQL, multithreading/multiprocessing/asynchrone, Haute disponibilité, Python, Git, Jenkins, Docker
Ingénieur calculs CFD et modélisation multi-physique - H/F;IFPEN;France;Rueil-Malmaison (92);Temps plein, CDD;None;Informations générales Référence 2020-300 Attributs du poste Intitulé du poste Ingénieur calculs CFD et modélisation multi-physique - H/F Statut Cadres Contrat CDD Terme Précis Si CDD (durée exprimée en mois) 12 Temps de travail Temps plein Lieu d'exercice Rueil-Malmaison Localisation du poste Lieu d'exercice RUEIL-MALMAISON Description du poste Contexte Intervention au sein du Département Modélisation Moteurs et Véhicules (Direction Sciences et Technologies du Numérique), qui a pour mission de développer des modèles physiques et numériques représentatifs de la physique au meilleur niveau de l’état de l’art international, et les valoriser par le biais de partenariats industriels. Mission(s) principale(s) et activités Au sein de ce département, votre mission sera de développer, valider et utiliser des modèles multiphysiques 3D pour les systèmes énergétiques (milieux polyphasiques et réactifs, interaction fluide structure) et de les intégrer dans les outils logiciels CFD du département. Dans ce cadre vos activités principales, en concertation avec vos collègues et les partenaires du département, seront de : Proposer, développer, implanter et valider des modèles 3D multiphysiques innovants et prédictifs pour les systèmes énergétiques. Réaliser des simulations de systèmes énergétiques allant des configurations académiques aux configurations industrielles. Participer à la maintenance des codes 3D développés au sein de l'équipe et au support à l'utilisation de la simulation 3D par les équipes d’applications industrielles sur divers sujets (refroidissement des moteurs électriques, interaction houle / support flottant, machines tournantes…). Communiquer autour de votre activité, notamment à travers la rédaction de publications dans des journaux de référence, la présentation de résultats lors de réunions avec des partenaires ou lors de communications à congrès internationaux. Déplacement à prévoir (périodicité, durée, destination) En France chez les partenaires académiques et industriels, à l’international pour des participations à conférence. Critères candidat Langues Anglais (Courant) Diplôme(s), niveau d'études Docteur en Mécanique des Fluides numérique, spécialité Dynamique des Fluides Expérience(s) professionnelle(s) souhaitée(s) (nature, durée, précisez si débutant accepté) Post doc ou expérience professionnelle antérieure dans le domaine de la modélisation 3D sur des cas applicatifs souhaitable. Compétences techniques et aptitudes Compétences techniques : Mécanique des fluides numérique Modélisation multi-physique : écoulements diphasiques et/ou polyphasiques, interaction fluide/structure Outils de simulation CFD Maîtrise d’outils de conception CAD souhaitée Outils CFD de pré et de post-traitement Programmation informatique (C++, Python...) indispensable Connaissance d'un outil de gestion de version de logiciel souhaitable (GIT, SVN)  Compétences comportementales : Adaptation : Capacité de répondre à des projets de nature différente et à l'évolution des demandes client. Coopération : Disposition pour le travail en équipe en forte collaboration, avec les développeurs mais également avec les équipes d’applications industrielles. - Efficacité - Sens du résultat : méthodique, bonne organisation, rigueur de raisonnement, esprit critique. Ouverture d'esprit et innovation : disposition pour élargir son périmètre d'action. Sens relationnel : très bonnes qualités relationnelles dans un contexte de travail fortement collaboratif. Information publication Accessible aux personnes porteuses d'un handicap : Oui
Data Scientist Prévoyance - 92 SUD;Talenteed;France;Malakoff (92);CDI;None;"Avec plus de 150 missions par mois (au sein de groupe côté, PME...), nous recrutons en utilisant les nouvelles technologies des cadres en CDI de tous niveaux, tous secteurs, tous métiers...au niveau européen.  Envie d´en savoir ? Contactez-nous ! Write your career stories with us and tell us your successful paths Description du poste Mettre en oeuvre des cases techniques Réaliser des expérimentations en data science Proposer de nouveaux axes d'études du portefeuille Proposer des outils de datavisualisation Assurer le suivi de la politique de souscription et aider dans sa mise à jour ; Assurer une assistance technique aux collaborateurs de la direction. Profil recherché De formation supérieure Bac +5, vous avez une expérience de 1 an minimum en data science Vous maîtrisez les outils R, Python et SAS ainsi que les outils bureautiques ; Vous disposez d'un sens de l'analyse et de l'organisation ; Vous êtes reconnu(e) pour vos qualités relationnelles et votre capacité à travailler en équipe ;"
Data engineer H/F;Mutex;France;Châtillon (92);CDI;None;"Au service de près de 200 000 entreprises et 24 branches professionnelles, Mutex et ses mutuelles partenaires protègent plus de 7 millions de personnes en santé, 2 millions en prévoyance et 900 000 en dépendance.  Nos 570 collaborateurs agissent chaque jour pour déployer une offre complète et innovante auprès des particuliers, professionnels indépendants, entreprises et collectivités territoriales. Nous proposons à chacun, des garanties de prévoyance, épargne, autonomie, retraite et santé.  Notre ambition ? Satisfaire nos clients comme nos partenaires, innover et garantir la meilleure qualité de service, tout en restant fidèles aux valeurs mutualistes qui ont fondé Mutex. Ainsi, nous veillons chaque jour à ce que nos actes témoignent de notre slogan « l'humain fait la force ». Placer l'humain au cœur de notre quotidien c'est ouvrir nos portes à de nombreux collaborateurs.   Rattaché(e) au Responsable applicatif de l'entité Gestion des données et Fonctions Support, vous aurez en charge des missions couvrant dans un premier temps un périmètre d'intervention vaste, telles que :  Etudier la faisabilité des demandes, concevoir et proposer des choix de solution en collaboration avec votre responsable et vos interlocuteurs métier ; Participer à la conception d'un système d'information décisionnel ; Participer aux phases de rédaction de cahiers des charges / Spécifications Fonctionnelles Générales : Elaborer les Spécifications techniques détaillées ; Développer les fonctionnalités souhaitées par les métiers dans la solution logicielle ; Participer aux phases de recette fonctionnelle ; Tester l'application ou les fonctionnalités développées en validant la conformité du produit ; Mettre en œuvre l'application ou le module informatique livré en vérifiant la conformité du produit livré en base de production.  Vous rendrez compte à votre hiérarchie des conditions de fonctionnement des applications dont vous avez la charge. Vous informez les utilisateurs et les assistez lors de la mise en place ou sur des problèmes ponctuels, dans le cadre de la maintenance applicative.  Au fur et à mesure de la mise en place des architectures Data, vous prenez un rôle de Data engineer pour le compte de la DSI avec pour principales missions :  L'intégration et la préparation de données ; La construction de chaînes d'alimentation et de transformation de données, que ce soit avec des outils classiques (ETLs), selfservice ou via du code spécifique. De formation initiale BAC+3 à 5, vous justifiez d'une expérience d'au moins 5 ans en maîtrise d'oeuvre informatique, dans le domaine de l'Assurance, sur des activités de pilotage, décisionnel, dataviz et dans la manipulation de données ; Connaissance Power BI et ETL Talend, ODI 11g, souhaitée ; Connaissance des outils Tableau, SAP BO, Python, visual studio appréciée ; Connaissance du domaine de la Prévoyance appréciée ; Bonne connaissance Base de données Oracle / SQL/ Shell Unix / Linux ; Ouvert, curieux et bon relationnel ; Votre dynamisme et vos idées seront un atout pour faire respecter les engagements pris par votre équipe ; Vous devrez avoir une bonne capacité d'écoute dans les échanges avec les métiers."
DevOps Engineer, H/F - Paris;DNA SCRIPT;France;Le Kremlin-Bicêtre (94);Temps plein, CDI;50 000 € - 80 000 € par an;DNA Script Fondée en 2014 à Paris, DNA Script est le leader mondial de la synthèse enzymatique de l'ADN. La société vise à accélérer l'innovation dans les sciences de la vie grâce à une synthèse d'ADN rapide, abordable et de haute qualité. Cette technologie pourrait considérablement accélérer le développement de nouvelles thérapies, l’amélioration des diagnostics, la production durable de produits chimiques, l’amélioration des cultures et le stockage des données. DNA Script a levé plus de 65 millions de dollars de financement à ce jour, principalement grâce à des fonds propres apportés par des fonds d’investissement tels que LSP, BPI France, Illumina Ventures, Merck Ventures, Sofinnova Partners, Kurma Partners et Idinvest. La société travaille également en partenariat avec des institutions de premier plan, notamment l'Institut Pasteur. Nous vous offrons la possibilité de rejoindre une équipe dynamique, internationale et hautement qualifiée dans une start-up en biotechnologie à fort potentiel. Mission La mission d’ingénieur DevOps s’organise autour de deux axes principaux : 1. La conception, le développement et la maintenance du système de gestion de l’information du laboratoire (LIMS) accompagnant SYNTAX™, le premier produit de DNA Script 2. La gestion des systèmes d’information pour l’ensemble de la société DNA Script développe SYNTAX™, le premier synthétiseur enzymatique d’acides nucléiques. Votre objectif sera de développer une plateforme en ligne permettant aux utilisateurs de SYNTAX™ d’accéder aux outils de conception spécifiques à ce produit (app store), de commander les réactifs et consommables nécessaires, de communiquer à DNA Script les informations requises pour la maintenance de l’instrument, et plus généralement de satisfaire leurs besoins présents et futurs. Concernant la gestion des systèmes d’information de la société, vous aurez la charge de la maintenance du parc, de la mise en œuvre des bonnes pratiques – en particulier en matière de sécurité – ainsi que de l’architecture de gestion des données de la société. Responsabilités Structurer les sujets DevOps de la société Concevoir, déployer et gérer des systèmes AWS scalables, disponibles en permanence et tolérants aux pannes Concevoir, développer et implémenter toutes les technologies nécessaires à l’hébergement dans le cloud Prendre la responsabilité de la gestion des incidents de production Proposer et déployer une roadmap de système d’information permettant l’amélioration de la gestion et de la sécurité des données de l’entreprise S’assurer de la conformité des systèmes d’informations aux législations en vigueur dans tous les pays dans laquelle la société opère (France et Etats-Unis pour l’instant) Qualifications et expérience Essentielles Au moins 5 ans d’expérience professionnelle significative en informatique Au moins 2 ans d’expérience en AWS Être capable de construire des pipelines sur Docker, npm, Java, Python, etc. avec divers outils DevOps sur EC2, Lambda, S3, Redbrick, etc. Expérience sur les services de sécurité AWS suivants : VPC, Subnet, Elastic Network interface, Internet Gateway, Route table, NAT Gateway, Network ACL, Direct Connect, VPC Peering, VPN, EC2 Expérience en automatisation CI/CD pour le DevOps : Jenkins, Chef, Docker, Ansibl, SaltStack, GitHub, GitLab, etc. Expérience avec Docker et conteneurisation, Kubernetes, ECS, EKS Expérience en scripting - Python, Batch, et Shell Excellentes compétences en communication et bonne capacité à recueillir le besoin utilisateur Résolution des problèmes et incidents liés aux services AWS Sélection des services AWS pertinents Grande qualité d’organisation et d’adaptation Un souci du détail, une volonté de résoudre les problèmes et un esprit de service Aptitude à travailler en en autonomie au sein d’une équipe multidisciplinaire Anglais courant (équipe internationale) Curiosité intellectuelle et affinité pour les sciences de la vie Souhaitables Certification AWS DevOps / Solution architect Expérience en support IT Informations diverses Poste basé au Kremlin Bicêtre (94) – Ile de France – sortie métro ligne 7 Date d’embauche : ASAP Contrat : CDI à temps plein Rémunération : à définir selon expérience Avantages : Participation au transport RTT Titre-restaurant / Panier Processus de recrutement : MERCI D'ENVOYER VOTRE CV EN ANGLAIS SVP, MERCI : ) Type d'emploi : Temps plein, CDI Salaire : 50 000,00€ à 80 000,00€ /an Expérience: DevOps: 1 an (Souhaité) Langue: anglais (Requis)
Ingénieur d’exploitation/développement de logiciel scientifi...;BUREAU INTERNATIONAL DES POIDS ET MESURES (BIPM);France;Sèvres (92);Temps plein, CDD;40 937 € - 43 418 € par an;"Le BIPM cherche à recruter un ingénieur d’exploitation et de développement de logiciel scientifique H/F ayant des connaissances dans les algorithmes mathématiques et le développement de logiciels afin de participer à la production et la publication des produits du Département du Temps. Le Département du Temps calcule et dissémine l’échelle de temps de référence internationale, le Temps universel coordonné (UTC), et établit la traçabilité au Système international d’unités (SI) des réalisations locales de l’UTC maintenues par les laboratoires nationaux. Le Département du Temps collabore ainsi avec environ 80 laboratoires du temps dans le monde ; il développe des algorithmes et des logiciels spécifiques et dispose d’un laboratoire équipé pour la caractérisation des équipements GNSS de transfert du temps. Principales fonctions et responsabilités Le/La titulaire du poste travaillera sous la supervision du directeur du Département du Temps et devra : Participer à la génération, validation et dissémination courantes de l’UTC, de l’UTC rapide et des services associés du département, en fonction d’un calendrier hebdomadaire et mensuel convenu. Soutenir de manière proactive la maintenance, l’évolution et l’amélioration des logiciels utilisés pour calculer l’UTC, dont la validation, la documentation et le contrôle de version. Contribuer à la maintenance et à l’amélioration des informations fournies sur le serveur FTP, le site internet et les bases de données du BIPM. Engager des échanges avec les laboratoires nationaux et répondre à ces derniers, notamment afin de les aider concernant les données qu’ils fournissent pour le calcul de l’UTC et de l’UTC rapide. Maintenir des listes de diffusion, échanger des emails et envoyer des documents selon les besoins. Formation Master ou équivalent dans des domaines techniques liés à la science, la technologie, l’ingénierie et les mathématiques. Expérience professionnelle Une expérience professionnelle dans les domaines spécifiques de l’analyse des données, de la métrologie et de l’application de méthodes mathématiques sera considérée comme un atout. Qualifications et compétences Compétences techniques en matière d’algorithmes de calcul et de langages informatiques tels que Fortran, Python, Matlab, Perl, MySQL et scripts Shell Unix. Bonnes capacités de communication verbale et écrite, en anglais et en français. Sens de l’engagement, de la rigueur, de la précision, de la transparence, et attitude proactive pour atteindre les objectifs. Aptitude spécifique à valider avec attention des résultats et à fournir une analyse méticuleuse. Flexibilité, fiabilité, autonomie, honnêteté, volonté de travailler en équipe et capacité de collaboration. Aptitude à travailler dans un environnement multiculturel et à maintenir de bonnes relations de travail à l'intérieur et à l'extérieur du BIPM. Conditions d’emploi Le BIPM offre pour ce poste un engagement de durée déterminée de cinq ans, à plein temps, avec une période d’essai initiale de six mois, renouvelable une fois pour une période de six mois maximum. Le BIPM propose un traitement brut annuel, en fonction des qualifications et de l’expérience du/de la candidat(e) sélectionné(e), compris entre 40 937 euros (Grade 7-1) et 43 418 euros (Grade 7-5), auquel s’ajouteront différentes allocations d’expatriation et familiales en fonction de la situation de l’intéressé(e). Les émoluments perçus au titre de ce poste sont exonérés d’impôt sur le revenu en France mais sont pris en considération pour le calcul du taux d’imposition effectif, en fonction de la situation matrimoniale de l’intéressé(e). Candidatures Un curriculum vitae (CV) complet et une lettre de motivation (en anglais et français) devront être adressés au plus tard le 31 juillet 2020 à minuit (Paris, heure locale) à recruitment at bipm.org. Les candidatures doivent comporter le nom de deux personnes référentes auxquelles il pourra être demandé des commentaires sur l’aptitude du/de la candidat(e) à occuper le poste (ces personnes ne seront contactées qu’avec l’autorisation préalable du/de la candidat(e). Seuls les candidat(e)s présélectionné(e)s seront contacté(e)s. Ils/elles pourront être invité(e)s, dans le cadre de la procédure de sélection qui devrait commencer en août 2020, à passer un test écrit et/ou à participer à un entretien à distance. Le Bureau international des poids et mesures (BIPM), situé à Sèvres (92), proche de Paris, est une organisation intergouvernementale dont la mission est d’assurer l’uniformité mondiale des mesures et leur traçabilité au Système international d’unités (SI). Son effectif est d’environ 70 membres du personnel permanents. Des informations sur le BIPM sont disponibles sur son site internet : www.bipm.org. Annone disponible sous : https://www.bipm.org/utils/en/pdf/vacancy-time-engineer-2020.pdf Type d'emploi : Temps plein, CDD Salaire : 40 937,00€ à 43 418,00€ /an Télétravail: Temporairement en raison du COVID-19"
Ingénieur Informatique/ DevOps H/F;IORGA Group;France;Île-de-France;Temps plein, CDI;None;"iOrga Group est une ESN spécialiste de l’intégration de solutions innovantes dans les domaines de la Business Intelligence et du développement Web. Depuis 20 ans, nous accompagnons les entreprises dans la maîtrise de leurs processus et de leur organisation. Nous intervenons auprès de clients dans des secteurs très variés (banque, assurance, e-commerce, industrie pharmaceutique, transports, service public). Créé en 1999, nous avons su conserver l’esprit innovation et proximité client de nos débuts et privilégions au sein de notre équipe le sens du service, l’initiative et la réactivité. Nous nous sommes récemment rapprochés de The Blockchain Group, et travaillons ensemble sur des projets innovants et dynamiques. L'équipe de développement s'attaque à certaines des applications les plus intéressantes de l'espace blockchain tout en faisant évoluer rapidement et en toute sécurité une plate-forme blockchain d'actifs qui touche plusieurs domaines industriels, c'est la raison pour laquelle nous recherchons activement un(e) ingénieur informatique / DevOps Vos missions : - Gérer l'administration des comptes de service tiers par les utilisateurs - Gérer les réseaux locaux d'entreprise, le wifi et les systèmes de visioconférence - Maintenir et approvisionner de nouveaux matériels et logiciels pour les employés - Effectuer des procédures de délocalisation et de réapprovisionnement - Prendre en charge la configuration et la gestion d'infrastructures nouvelles et existantes (par exemple, réseaux, pare-feu, VPN, routeurs, commutateurs, appareils VoIP) - Configurer, déployer les mises à jour et les correctifs sur les plateformes cloud. - Développer des scripts pour automatiser la construction, le déploiement et la publication de solutions basées sur la blockchain. - Enquêter et résoudre les problèmes techniques - Ecrire les procédures de conception pour le dépannage et la maintenance du système - Appliquer les meilleures pratiques de sécurité, surveiller et former les employés à faire de même - Fournir un support IT / Devops complet et opportun à tous les employés; local et distant Profil recherché : Vous avez plus de 4 ans d'expérience en support informatique et comptez avec une expérience en systèmes d'exploitation basés sur Unix Vous avez une expérience pratique au moins dans un langage de script comme python, bash, ansible ainsi qu'une expérience pratique des bases de données, notamment MySQL, Mongo, Elasticsearch, Redis, Cassandra, Hadoop, etc. Vous Gérez le contrôle des sources comme GIT Connaissance approfondie TCP / IP, mise en réseau, routage, pare-feu Expérience avec des fournisseurs de cloud comme Google ou Amazon. Vous êtes curieux, passionné des nouvelles technologie et vous avez un esprit d'entrepreneur alors ce poste est fait pour vous, n'attendez pas et venez rejoindre une communauté d'experts. Statut : Cadre Type d'emploi : Temps plein, CDI Expérience: ingénieur informatique/ devops h/f ou similaire: 4 ans (Requis)"
Développeur (F/H) DEV-PRE-PNL80;Premista;France;Nancy (54);Temps plein, CDI;None;Notre groupe Groupe PREMISTA, leader français du regroupement de crédits et acteur majeur de l’intermédiation, 500 salariés, 12 marques. Dans le cadre de notre développement, nous recrutons un(e) Développeur(euse) Le projet Le groupe Premista a fait le choix de maîtriser tous ses outils métiers et dans ce cadre, nous cherchons à renforcer notre équipe de développeurs/euses pour accompagner la croissance très forte du groupe. Vous serez amené(e) à travailler sur le refactor complet de nos outils métier et à en développer de nouveaux. Au sein d’une équipe scrum, vous développerez les user stories préparées par le Product Owner, vous aurez l’opportunité d’être réellement force de proposition au quotidien sur tous les sujets technologiques (choix d’architecture, choix de technologies, frameworks, librairies, …) Vous rejoindrez notre nouvelle équipe à Nancy. Votre profil Vous avez entre 0 et 10 ans d’expérience (ou même plus) en développement back-end ou full-stack ? Vous maîtrisez un ou plusieurs langages ou frameworks (PHP OO 5.6+, PHP/Symfony, Python, Angular, React, Vue, …) ? Vous avez une bonne connaissance de MySQL/MariaDB (ou PostgreSQL) ? Vous avez une expérience pratique des approches agiles/scrum ? Vous voulez rejoindre une équipe en pleine croissance à la recherche de nouveaux talents ? Ce job est pour vous ! Type d'emploi : Temps plein, CDI Expérience: d ou similaire: 1 an (Souhaité)
Ingénieur d’exploitation/développement de logiciel scientifi...;BUREAU INTERNATIONAL DES POIDS ET MESURES (BIPM);France;Sèvres (92);Temps plein, CDD;40 937 € - 43 418 € par an;"Le BIPM cherche à recruter un ingénieur d’exploitation et de développement de logiciel scientifique H/F ayant des connaissances dans les algorithmes mathématiques et le développement de logiciels afin de participer à la production et la publication des produits du Département du Temps. Le Département du Temps calcule et dissémine l’échelle de temps de référence internationale, le Temps universel coordonné (UTC), et établit la traçabilité au Système international d’unités (SI) des réalisations locales de l’UTC maintenues par les laboratoires nationaux. Le Département du Temps collabore ainsi avec environ 80 laboratoires du temps dans le monde ; il développe des algorithmes et des logiciels spécifiques et dispose d’un laboratoire équipé pour la caractérisation des équipements GNSS de transfert du temps. Principales fonctions et responsabilités Le/La titulaire du poste travaillera sous la supervision du directeur du Département du Temps et devra : Participer à la génération, validation et dissémination courantes de l’UTC, de l’UTC rapide et des services associés du département, en fonction d’un calendrier hebdomadaire et mensuel convenu. Soutenir de manière proactive la maintenance, l’évolution et l’amélioration des logiciels utilisés pour calculer l’UTC, dont la validation, la documentation et le contrôle de version. Contribuer à la maintenance et à l’amélioration des informations fournies sur le serveur FTP, le site internet et les bases de données du BIPM. Engager des échanges avec les laboratoires nationaux et répondre à ces derniers, notamment afin de les aider concernant les données qu’ils fournissent pour le calcul de l’UTC et de l’UTC rapide. Maintenir des listes de diffusion, échanger des emails et envoyer des documents selon les besoins. Formation Master ou équivalent dans des domaines techniques liés à la science, la technologie, l’ingénierie et les mathématiques. Expérience professionnelle Une expérience professionnelle dans les domaines spécifiques de l’analyse des données, de la métrologie et de l’application de méthodes mathématiques sera considérée comme un atout. Qualifications et compétences Compétences techniques en matière d’algorithmes de calcul et de langages informatiques tels que Fortran, Python, Matlab, Perl, MySQL et scripts Shell Unix. Bonnes capacités de communication verbale et écrite, en anglais et en français. Sens de l’engagement, de la rigueur, de la précision, de la transparence, et attitude proactive pour atteindre les objectifs. Aptitude spécifique à valider avec attention des résultats et à fournir une analyse méticuleuse. Flexibilité, fiabilité, autonomie, honnêteté, volonté de travailler en équipe et capacité de collaboration. Aptitude à travailler dans un environnement multiculturel et à maintenir de bonnes relations de travail à l'intérieur et à l'extérieur du BIPM. Conditions d’emploi Le BIPM offre pour ce poste un engagement de durée déterminée de cinq ans, à plein temps, avec une période d’essai initiale de six mois, renouvelable une fois pour une période de six mois maximum. Le BIPM propose un traitement brut annuel, en fonction des qualifications et de l’expérience du/de la candidat(e) sélectionné(e), compris entre 40 937 euros (Grade 7-1) et 43 418 euros (Grade 7-5), auquel s’ajouteront différentes allocations d’expatriation et familiales en fonction de la situation de l’intéressé(e). Les émoluments perçus au titre de ce poste sont exonérés d’impôt sur le revenu en France mais sont pris en considération pour le calcul du taux d’imposition effectif, en fonction de la situation matrimoniale de l’intéressé(e). Candidatures Un curriculum vitae (CV) complet et une lettre de motivation (en anglais et français) devront être adressés au plus tard le 31 juillet 2020 à minuit (Paris, heure locale) à recruitment at bipm.org. Les candidatures doivent comporter le nom de deux personnes référentes auxquelles il pourra être demandé des commentaires sur l’aptitude du/de la candidat(e) à occuper le poste (ces personnes ne seront contactées qu’avec l’autorisation préalable du/de la candidat(e). Seuls les candidat(e)s présélectionné(e)s seront contacté(e)s. Ils/elles pourront être invité(e)s, dans le cadre de la procédure de sélection qui devrait commencer en août 2020, à passer un test écrit et/ou à participer à un entretien à distance. Le Bureau international des poids et mesures (BIPM), situé à Sèvres (92), proche de Paris, est une organisation intergouvernementale dont la mission est d’assurer l’uniformité mondiale des mesures et leur traçabilité au Système international d’unités (SI). Son effectif est d’environ 70 membres du personnel permanents. Des informations sur le BIPM sont disponibles sur son site internet : www.bipm.org. Annone disponible sous : https://www.bipm.org/utils/en/pdf/vacancy-time-engineer-2020.pdf Type d'emploi : Temps plein, CDD Salaire : 40 937,00€ à 43 418,00€ /an Télétravail: Temporairement en raison du COVID-19"
Ingénieur Informatique/ DevOps H/F;IORGA Group;France;Île-de-France;Temps plein, CDI;None;"iOrga Group est une ESN spécialiste de l’intégration de solutions innovantes dans les domaines de la Business Intelligence et du développement Web. Depuis 20 ans, nous accompagnons les entreprises dans la maîtrise de leurs processus et de leur organisation. Nous intervenons auprès de clients dans des secteurs très variés (banque, assurance, e-commerce, industrie pharmaceutique, transports, service public). Créé en 1999, nous avons su conserver l’esprit innovation et proximité client de nos débuts et privilégions au sein de notre équipe le sens du service, l’initiative et la réactivité. Nous nous sommes récemment rapprochés de The Blockchain Group, et travaillons ensemble sur des projets innovants et dynamiques. L'équipe de développement s'attaque à certaines des applications les plus intéressantes de l'espace blockchain tout en faisant évoluer rapidement et en toute sécurité une plate-forme blockchain d'actifs qui touche plusieurs domaines industriels, c'est la raison pour laquelle nous recherchons activement un(e) ingénieur informatique / DevOps Vos missions : - Gérer l'administration des comptes de service tiers par les utilisateurs - Gérer les réseaux locaux d'entreprise, le wifi et les systèmes de visioconférence - Maintenir et approvisionner de nouveaux matériels et logiciels pour les employés - Effectuer des procédures de délocalisation et de réapprovisionnement - Prendre en charge la configuration et la gestion d'infrastructures nouvelles et existantes (par exemple, réseaux, pare-feu, VPN, routeurs, commutateurs, appareils VoIP) - Configurer, déployer les mises à jour et les correctifs sur les plateformes cloud. - Développer des scripts pour automatiser la construction, le déploiement et la publication de solutions basées sur la blockchain. - Enquêter et résoudre les problèmes techniques - Ecrire les procédures de conception pour le dépannage et la maintenance du système - Appliquer les meilleures pratiques de sécurité, surveiller et former les employés à faire de même - Fournir un support IT / Devops complet et opportun à tous les employés; local et distant Profil recherché : Vous avez plus de 4 ans d'expérience en support informatique et comptez avec une expérience en systèmes d'exploitation basés sur Unix Vous avez une expérience pratique au moins dans un langage de script comme python, bash, ansible ainsi qu'une expérience pratique des bases de données, notamment MySQL, Mongo, Elasticsearch, Redis, Cassandra, Hadoop, etc. Vous Gérez le contrôle des sources comme GIT Connaissance approfondie TCP / IP, mise en réseau, routage, pare-feu Expérience avec des fournisseurs de cloud comme Google ou Amazon. Vous êtes curieux, passionné des nouvelles technologie et vous avez un esprit d'entrepreneur alors ce poste est fait pour vous, n'attendez pas et venez rejoindre une communauté d'experts. Statut : Cadre Type d'emploi : Temps plein, CDI Expérience: ingénieur informatique/ devops h/f ou similaire: 4 ans (Requis)"
