Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Développeur Vue.JS H//F;Matching emplois;France;Lyon (69);Temps plein, CDI;30 000 € - 45 000 € par an;Par ses méthodes innovantes, proche de ses candidats et de ses clients, Matching Emplois est un cabinet de recrutement 3.0. Spécialisé dans les métiers de la Tech, de la Finance et de la Vente, Matching Emplois vous épaule du premier contact jusqu'à la signature du contrat. Notre département Tech recrute pour son client basé à Lyon et Mâcon, nous recherchons deux Développeurs Vue.JS H/F pour intégrer leur entreprise ambitieuse et dynamique ! Vos Missions en qualité de Développeur Vue.JS H/F : Design et architecture de nouvelles fonctionnalités Développement et test Transmission des connaissances Tu utilises les méthodologies agiles/Scrum et des outils tels que Vagrant, Git, Jenkins, New Relic, Datadog, Bugsnag ou Redmine. Ton environnement de travail Tu évolues au sein d’une équipe technique jeune et dynamique Votre profil : Tu as une vision 360° Tu as une bonne connaissance de VueJS Tu maîtrises HTML 5, CSS3, JavaScript Tu connais les standards W3C et responsive design, les bases de développement PHP et des premières compétences en back end Tes connaissances en LESS ou Sass, de bibliothèques JS (Highcharts, Leaflet, D3), la maîtrise des outils graphiques (Photoshop, Illustrator), l’utilisation d’outils type Gulp, Git, Sublime text seraient un vrai plus. Tes qualités : Autonome, dynamique, créatif(ve) et sympathique ! * Nous restons à votre disposition au 04.57.60.80.81 (prix d'un appel local), si vous souhaitez obtenir plus d'informations au sujet de ce poste! * Pourquoi postuler avec Matching Emplois ? Réponse sous 48h, RDV sous 7 jours, Le reste, c'est vous ! Type d'emploi : Temps plein, CDI Salaire : 30 000,00€ à 45 000,00€ /an Expérience: développeur vue.js h//f ou similaire: 3 ans (Souhaité)
Développeur Front React – Marketplace Internationale - H/F;WAKE IT UP;France;Paris (75);CDI;55 000 € par an;"Webpack / Javascript / Git / Redux / React Lead Developer, Lead Developer Frontend, Frontend Developer / CDI / Environ 55k€ / 3 - 6 ans / Paris  Le poste • Voici une Marketplace Internationale créée dans les années 2000, qui a connu une hyper croissance et qui s’est développée partout en Europe. • Aujourd’hui, c’est une société parisienne de plus de 500 personnes et une DSI d’environ 100 personnes, qui concentre toute son énergie sur des nouvelles fonctionnalités web complètement innovantes orientées objets connectés, vidéos en temps réel - tout en proposant à ses internautes une expérience web simple et agréable. • Vous rejoignez une équipe de 5 experts pluridisciplinaires afin de développer des nouvelles fonctionnalités du site Marketplace Les responsabilités Vous êtes force de proposition sur l’évolution des outils utilisés en JS Vous créez de nouvelles pages et de nouveaux outils from scratch en React/Redux Vous êtes en charge d’assurer les bonnes performances du site (temps de chargement, poids de la page) La stack : Javascript React ; Git ; Webpack, NPM/YARN Pourquoi venir chez nous? Ce que WakeITUp (Cabinet d'experts en Recrutement TECH - CDI- Clients finaux Uniquement) aime : • La société complètement successfull et le côté international • L’esprit jeune et dynamique • La possibilité d’être force de proposition sur les choix techniques les plus pertinents • La possibilité de travailler sur des problématiques de vidéo en temps réel, montres connectées, IoT…"
Développeur Mobiles Android;ILTR;France;Angers (49);Temps plein, CDI;None;Si les challenges vous plaisent, venez renforcer une équipe technique DEVOPS de 28 personnes chez un éditeur en forte croissance En France et en Europe pour un poste de Développeur Mobile Android Votre rôle Participer à l’analyse détaillée en fonction de l’étude des besoins des utilisateurs et de l’analyse fonctionnelle Réaliser les développements et les tests Réaliser la documentation associée Intégrer les projets R&D de l’entreprise Votre profil Vous êtes titulaire d’une formation supérieure en informatique (BAC +3 minimum) et vous avez acquis au moins 2 ans d’expérience dans le développement d'application mobile Android Vous maîtrisez l’environnement technique suivant : Android natif (Java), GIT, Retrofit, RxJava Connaissance AGILE / SCRUM appréciée Des compétences d'un Framework JS (ReactJs, VueJs, Angular...) serait un plus. Rémunération Selon profil Type d'emploi : Temps plein, CDI Expérience: développeur mobiles android ou similaire: 1 an (Requis)
Développeur Front-End Vue.js /React ou Angular - H/F;Michael Page;France;Levallois-Perret (92);CDI;55 000 € par an;Angular / Reactjs / React / Angularjs / Vue-js / Pilotage de projets / Gestion de projet / Agile Développeur Frontend, Frontend Developer / CDI / Environ 55k€ / 3 - 6 ans / Levallois-Perret  Le poste Rattaché au CTO, vous êtes en charge de refactorer le front en Vue.js. Visable International, est un site visant à mettre en relation les acheteurs B2B avec les bons fournisseurs du monde entier : disponible en 26 langues, visité depuis le monde entier par 40 millions d'acheteurs B2B. Il présente des défis techniques importants : performance, pertinence des résultats de recherche, UX, règles métiers complexes, multilingue. Dans le cadre de la refonte majeure du site, ils recherchent donc un Développeur Front-End doté d'une bonne expérience en Vue.Js, Angular ou React. Vous serez en charge de toutes les questions Front-end, aux côtés d'un autre développeur Front-end et de 6 développeurs Back-end. Les responsabilités Refactorer le front en Vue.js Prendre en charge l'analyse et la conception technique Contribuer à la phase de recette utilisateur Pourquoi venir chez nous? Des horaires de travail flexibles et la possibilité de travailler à l'extérieur du bureau permettent à nos employés de profiter d'un bon équilibre travail-vie personnelle, avec plus de temps pour la famille.
Développeur junior Node.js - H/F;Mobiskill;France;Paris (75);CDI;50 000 € par an;Vue-js / Nodejs / Javascript / Architecture logicielle / Agile Backend Developer / CDI / Environ 50k€ / 3 - 6 ans / Paris  Le poste Cette startup créée il y a 8 ans, propose une solution pour imprimer et redonner vie à tous nos plus beaux souvenirs numériques. Distribuée dans plus de 70 pays et disponible en 5 langues, l'entreprise a réussi à convaincre plus de 2M de clients et compte plus de 8 millions de téléchargements. Elle est classée n°1 en Europe et son app mobile est notée 4,8 / 5 sur l'AppStore. De quoi faire des envieux ! Dans un objectif de croissance, ils migrent aujourd'hui la plateforme de PHP vers Node.js et souhaitent recruter un développeur back end junior pour épauler l'équipe et travailler en étroite collaboration avec le Lead Développeur. Pour accroître leur croissance et augmenter leur impact, ils recrutent un Lead Dev Back Node qui aura pour mission de poursuivre le développement de la plateforme produit et structurer l’équipe technique en mettant en place de bonnes pratiques de gestion du backlog technique. Les responsabilités Migration API : php vers Node.js en Microservices (CQRS, eventsourcing) Optimisation continue des fonctionnalités mobiles et back-end Développement et optimisation du flux de production, modules back-end, API. Maîtriser une vision globale du cycle de vie du code : compréhension des besoins métiers, architecture et choix technos, développement, tests, déploiements Contribuer à la stratégie de tests et d’intégration continue Pourquoi venir chez nous? Ton profil : Tu as un master 2 école ingénieur ou informatique, tu es un mordu de JS et plus particulièrement de back end, tu as de l'expérience en architecture et tu es bilingue ? Pas de doute, le poste est fait pour toi ! - Prime d’été - New Mac or PC, à toi de choisir ! - Budget livres illimité - Plan d’Intéressement - Rooftop sur le Canal St-Martin - Ping-pong - Tickets Restaurant
Développeur Fullstack JS - Startup Full remote - H/F;EASY PARTNER;France;Paris (75);CDI;65 000 € par an;Kubernetes / React / Nodejs Backend Developer, Full Stack Developer / CDI / Environ 65k€ / 7+ / Paris  Le poste Editeur de logiciels spécialisé dans la digitalisation des restaurants, il a réalisé une levée de fond considérable en 2019. Depuis 2014, ils ont déjà facilité la transformation digitale d’enseignes de restauration reconnues comme Big Fernand, Noura, Elior … Leurs clients représentent, en tout, plusieurs milliers de points de vente en Europe et ils ne comptent pas s’arrêter là. Avec déja plus d'une cinquantaine de collaborateurs, vous intégrerez l'équipe tech pour travailler sur les nouveaux sujet de digitalisation de l'offre a travers la conception, l'architecture et implémentation des solutions fiables et robustes. Les responsabilités Réflexion sur les problématiques de scalabilité du nombre de requêtes / Architecture microservices en cours (kubernetes et docker déjà utilisé) Développement d’une nouvelle modélisation de données pour la caisse Etre garant de la qualité du code en mettant en place et en transmettant des standards de qualité Développement d’une borne de reconnaissance de plateaux pour les restaurants collectifs Ajout de fonctionnalités comme la partie fidélité sur les bornes Pourquoi venir chez nous? Pourquoi les rejoindre ? - Equipe à taille humaine - locaux en plein coeur de Paris - Ambiance ultra collaborative - équipe tech pragmatique, éfficace et ultra-soudée. - culture de mentoring et de partage de connaissance. - Meetups, conférences tech, sessions de pair programming, code review accompagnent au quotidien.
Développeur Front End React JS F/H;IT link;France;Le Kremlin-Bicêtre (94);CDI;None;Le poste  Dans le cadre de l’expansion de nos activités médicales nous recherchons un développeur React JS expérimenté.  Vous serez intégré dans une équipe à taille humaine ou vous interviendrez en tant qu’expert React JS pour développer la partie front de nos dispositifs médicaux et piloter une équipe de développeur.  Vous serez alors en charge : Analyser et mettre à jour les spécifications techniques selon les besoins du corps médical  Développement de nouvelles fonctionnalités, réalisation d’évolutions et corrections de bugs sur le front-end  Réaliser les tests unitaires et les corrections d’anomalies  Interface avec l’équipe Back-end  Rédaction des documents de livraison  Pilotage d’une équipe de 3 développeurs  Profil recherché : De formation bac+4/5, vous avez des compétences en reactJS ainsi qu’en Javascript et avait déjà travaillé sur des sujets orientés Web.  Nous recherchons quelqu’un d’autonome et de proactif capable de prendre en main le développement front end du dispositif.  Une précédente expérience dans un milieu fortement normé est un plus (Medical, Aero, Auto etc) Anglais courant À propos  IT Link, première Entreprise de Services du Numérique spécialiste des systèmes connectés.  Depuis plus de 30 ans, IT Link innove aux côtés des acteurs majeurs de l’industrie et des services.  Notre mission : faire évoluer les systèmes connectés pour optimiser et créer les produits et services d’aujourd’hui et de demain.  Notre savoir-faire repose sur 8 pôles d’expertise au cœur des systèmes connectés :  Capteurs et intelligence embarquée Télécoms et IOT Valorisation de la Donnée Applications Mobiles Sûreté de Fonctionnement et Cybersécurité Systèmes d’Information Business et Web Ingénierie Systèmes Management de la Transformation et nouvelles expériences utilisateurs Devenir Linker, c’est : – Une montée en compétences pertinente – Une capacité de progression au sein d’une société à même de vous proposer un parcours adapté à vos ambitions – Intégrer une entreprise en forte croissance, présente en Europe et au Canada – Rejoindre notre communauté de Linkers : trouver une aide technique et partager des moments conviviaux lors de nos afterworks mensuels Certifiée Great Place To Work 2019-2020, IT Link est une entreprise à taille humaine qui nous permet d’être à l’écoute de nos 650 collaborateurs et de les accompagner dans leur évolution de carrière.
Front End Engineer (H/F);Dailymotion;France;Paris (75);None;None;Company Description Dailymotion’s mission is to connect publishers and advertisers with engaged viewers who turn to Dailymotion for videos that matter. Through partnerships with leading publishers and creators, including CBS, CNN, Fox Sports, GQ, Mashable, Universal Music Group, VICE and others, Dailymotion commands 3 billion monthly page views across its mobile app, desktop and connected TV experiences. Dailymotion is owned by Vivendi, one of the largest mass-media corporations in the world, and has recently launched a proprietary ad platform to gain better control of its monetization value chain and deliver a premium advertising experience. Dailymotion is a global champion of diversity and inclusion. We pride ourselves in being an equal opportunity employer that provides an environment of mutual respect.  Job Description If you are tired of taking care of legacy code and want to work with cutting-edge technologies, our Growth Platforms Craft are growing and expanding our Front End Team. We are excited about the new era of innovation and we are looking for motivated, passionate React.js developers to take our Partner MVP Experience to the next level!  KEY RESPONSIBILITIES : Develop new user-specific functionalities/features for all devices: desktop, tablets and mobile web. Contribute to the new state of the art user experience cross devices using feedback from our global audience. Optimize the current codebase and maintain it while proposing new evolutions for our framework. Enforce best practices (tests, coding guidelines, continuous deployment). Mentor other developers by sharing experience  Qualifications React experience (Professional or Personal) NPM, Webpack Minimum 2 years of experience working within a similar environment (eg. huge traffic website) Responsive design Best practice orientated, Test driven, Using ES5/ES6, write documentation Excellent Communication skills in English as we are a super fun international team. Culture is really important to us here at Dailymotion. We are looking for someone cool and creative who really wants to grow with our new team and product. So we are looking for someone who is : Passion for web development Motivated, proactive Culture of sharing knowledge Team player Plusses Exprerience working with Jira, NodeJS, GraphQL Github account with side projects  Additional Information Location: Paris (France) Start Date: depending on your availabilities Contract Type: Full-time and Permanent contract
DEVELOPPEUR FRONT-END JS / REACT SUR DU FORT TRAFFIC;WYYLDE;France;Levallois-Perret (92);Temps plein, CDI;None;Qui nous sommes Koala est une société au format start-up (~20 collaborateurs dont ~10 dévs) qui édite Wyylde depuis plus de 15 ans et qui est idéalement située à Levallois-Perret. Dans le cadre du développement de nouvelles fonctionnalités techniquement challengeantes et de fortes ambitions internationales, nous recrutons actuellement des développeur.euse.s JS pour rejoindre notre équipe déjà en place. Les projets Développement de nouvelles fonctionnalités sociales (API Restful documentée) Migration du desktop existant vers du ReactJs / TypeScript / Razzle & cie \o/ Utilisation de nouvelles technos pour une diffusion élargie des flux vidéos Application ReactNative hors fonctionnalités existantes pour enrichir transversalement l'univers Wyylde Amélioration de la couche CI/CD pour encore plus d'automatisation dans les déploiements Wyylde en quelques chiffres 4M de comptes créés 400k visites uniques / jour 15-20k connectés simultanés H24 ️ Stack techno Infra AWS pour une architecture auto-scalée et dockerisée Process de déploiement automatisés (dev/préprod/prod, merge de branches, tests unitaires, ...) JS : ReactJs (SSR/CSR), Typescript, Cypress, Angular 1, Mithril, Node, ReactNative, Gulp, Webpack, EsLint, Prettier, ... PHP (framework Yii mais au fond peu importe ) avec architecture modulaire multi-repo, PhpUnit, PSR, PhpDoc, ... Cache : Redis, Memcache Queue : ActiveMQ DB : MySql, Solr, Cassandra Stack méthodo Accompagnement des nouveaux.elles arrivant.e.s pour une intégration humaine et technique en douceur Tooling : Jira, Trello, Slack Gestion des projets par réunions starter (spécs fonctionnelles, spécs techniques, découpage, estimation) puis suivi adapté en fonction du challenge technique Revue de code et fonctionnement en binôme / feature team Montées en compétences par échanges de connaissances et ateliers internes Perméabilité entre les teams back et front, selon les souhaits de chacun et les contraintes projets Formation par des organismes certifiés A venir (2020-2021) : participation en tant que speaker à des confs pour faire part de nos retours d'expérience Stack humaine Une bonne et studieuse ambiance Une équipe impliquée et bienveillante Un environnement de travail calme, spacieux et lumineux Des petits-déjs improvisés, déjs en terrasse, apéros à l'occasion Des événements internes (escape game, karaoké, foot en salle, gaming, ...) Un babyfoot ! Wyylde à l'international 2001 : France 2016 : Espagne 2018 : Mexique 2019 : Italie 2020 : C'est la surprise ! * Avantages : Participation au transport Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Expérience: front-end js / react sur du fort traffic ou similaire: 1 an (Souhaité)
[CDI] Développeur Full-Stack JS F/H;Axance Technology;France;Paris 18e (75);None;42 000 € par an;Description de l'entreprise Axance Technology est une filiale jeune, multiculturelle et familiale qui porte l'expertise IT Digital du groupe Devoteam. Créée en 2015, cette structure à taille humaine opère sur du développement web, mobile, IoT et big data à 90% dans ses locaux. Axance Technology c’est aussi un projet qui nous est particulièrement cher. Notre culture d’entreprise est marquée par notre enthousiasme, l’envie de partager et la passion pour les nouvelles technologies.  Description du poste Notre Environnement Technique JavaScript, TypeScript, Angular 6+, ReactJS, React Native, SASS, NodeJS, VueJS, Karma, Jasmine. Bases de Données relationnelle et non-relationnelle. AWS, Google Cloud, Microsoft Azure. Git, Docker (Swarm, Rancher, Kubernetes, Compose). Architecture SOA, WOA, Microservices. Nous opérons dans un cadre de Devops (CI/CD), de la manière la plus agile possible.  Nos Missions En rejoignant cette équipe de passionnés : Vous interviendrez sur les nombreux projets et problématiques de nos clients, Vous participerez activement aux phases projet (analyse/développement, mise en place et livraison) en proposant des solutions. Vous réaliserez “from scratch” des projets, Vous adresserez les problématiques d’architecture, de testabilité, de maintenabilité en proposant des solutions, Nous partagerons les bonnes pratiques et sujets innovants quotidiennement, Nous apprendrons grâce à vous et vous apprendrez de nous, Vous participerez à la vie du pôle web (BBL, crossDT, soirée technique, …), Nous partagerons des moments conviviaux en fin de journée autour d’un verre.  Nos Projets Concernant nos projets, nous privilégions les réels challenges techniques et fonctionnels. Parmi nos clients nous avons la chance de compter : La FNAC, Darty, Ditto Bank by Travelex, AirLiquide, Accor, OUI.sncf, Carrefour, Adecco, Le Conseil National des Barreaux, et bien d’autres. La confiance qu’ils nous accordent nous permet de mettre en place les technologies les plus récentes et portées par la communauté, d’implémenter les architectures les plus adaptées à leurs besoins et de réaliser avec beaucoup de liberté les choix techniques les plus avancés.  Les détails du poste Contrat : CDI. Temps de travail : Temps plein. Rémunération : à partir de 42 k€ + Tickets restaurant + 50% titre de transport. Début : Octobre 2020. Localisation : 43 Boulevard Barbès, 75018 Paris (et dans des locaux neufs !)  Qualifications De formation Bac+5, d’une École d’Ingénieur ou équivalent, tu es non seulement capable d’apprendre et de réaliser des développements en technologies web innovantes mais aussi de comprendre, débugger et maintenir des bases de code moins récentes. Tu sais prendre du recul sur tes réalisations et celles de tes collègues, ainsi que proposer et mettre en places des améliorations. La qualité, la robustesse, l’optimisation et les performances, ainsi que la précision de l’interface sont des concepts qui importent pour toi. Nous recherchons des personnes ayant déjà 2/3 années d’expérience en développement Back-End (NodeJS) et en développement Front-End, ayant travaillé sur au moins un Framework (Angular, React et VueJS). Alors si tout ceci te correspond, si tu souhaites progresser et produire, apprendre et partager, rejoins-nous !  Informations complémentaires Envoie ta candidature à Anaïs MILOUX, notre Responsable des Ressources Humaines, via cette annonce, en précisant bien l’intitulé de cette offre !
Ingénieur d'Etudes et Développement Web;Stagup;France;Paris (75);Temps plein, Stage;None;"L'entreprise LOUIS ZERO est un atelier de design stratégique qui conçoit des produits, services et modèles d’affaire percutants. Créé en 2015 sur le postulat du « Business as Unusual », Louis Zero repose sur 3 secrets : une recette méthodologique alliant design thinking, expertise interdisciplinaire et prototypage rapide un mouvement d’experts de tous horizons, « les Unreasonable People » un atelier qui sur le principe d’un accélérateur interne, conçoit des produits et services pour ensuite les proposer à ses clients. Nos clients ? Les grands comptes (BNP Paribas, Société Générale, Amadeus, Enedis…), les PME/PMI en croissance et les startups en phase d’accélération.   Les missions Encadré par l'équipe de développement, vous participerez aux missions suivantes : Vous définissez les spécifications fonctionnelles et techniques Vous codez / paramétrez et documentez ce qui est produit Vous garantissez l'intégration des plateformes dans le SI de nos clients dans le respect des standards et des procédures du référentiel méthodologique Louis Zero. Vous effectuez un reporting de votre activité sur le composant produit ou intégré Vous définissez les cas de tests unitaires sur le composant produit et vous vous assurez de la conformité aux spécifications techniques Vous respectez les normes de qualité définies au sein du projet, suivez l’avancement des développements, le reporting sur les statuts,  Les + de l'offre : Vous intégrerez une équipe dynamique, humaine et bienveillante Vous bénéficierez, lors de votre stage, de formations afin de monter en compétences Possibilité d'embauche en CDI à l'issue du stage   Le profil recherché  De formation bac+3 minimum en Ecole d'Ingénieur avec spécialisation informatique; vous maîtrisez les technologies de développement Web (HTML; CSS; JS; PHP Symfony...) Vous appréciez les relations humaines et êtes de force de proposition Vous avez une bonne capacité d’analyse et de synthèse Vous êtes curieux et êtes à même d'apporter des solutions innovantes aux problématiques de vos interlocuteurs.  Détails Contrat Stage temps plein Durée 6 mois Période ASAP Lieu Paris(75) Avantages Selon profil"
DÉVELOPPEUR FULL STACK ANGULAR/NODE.JS JUNIOR- LOGICIEL – FL...;In-Team;France;Paris (75);None;40 € - 55 € par heure;Monter progressivement en responsabilités pour travailler au sein d’une startup en pleine croissance au cœur de Paris vous intéresse ?  Contexte Lancée il y a près de 3 ans par 2 associés, Brian et Guillaume, cette startup de 5 personnes a pour finalité d’aider les entreprises et organisations à mieux gérer leurs actifs immobiliers. Cela passe par une solution innovante qui bouleverse la manière dont cela était géré jusqu’à présent ( tableur Excel, logiciels inadaptés) mobilisant beaucoup de personnes et avec des risques d’erreurs élevés. Fort de plusieurs levées de fonds, l’entreprise ambitionne d’être un des leaders européens dans ce domaine. C’est dans ce contexte que l’entreprise veut agrandir son équipe de plusieurs développeurs Full Stack et Data Engineer. Les responsabilités Reprise et la modernisation de la solution existante Développement de nouvelles fonctionnalités Apport de solutions techniques en fonction des besoins exprimés par les clients Veille technologiques, participer aux prises de décisions techniques. Pourquoi venir travailler pour ce client ? Cadre stimulant et agréable au cœur du 11ème (Bastille) Vous contribuez activement à la réussite du projet Déjà en pleine croissance avec de beaux contrats, vous êtes impliqué(e) dans l’expansion de la start-up Challenge technique, monter en compétence Des fondateurs bienveillants et humains Salaire et Avantage: Contrat CDI Salaire 40k€ -> 55€k 1 jour de télétravail/ semaine Possibilité BSPCE La prochaine étape –> Si vous êtes intéressé ou si vous avez des questions, appelez moi au 01 75 43 53 70
Développeur(se) polyvalent(e) / Production;Data4job;France;Châtillon (92);Temps plein, CDI;38 000 € - 50 000 € par an;Equipe IT de Data4job Nous développons une suite logicielle SaaS moderne destinée aux recruteurs. Nos solutions s'appuient sur des algorithmes issus de l’IA et une stack logicielle moderne: Linux, Kubernetes, Node.JS, MongoDB, C++17, Java, Vue.JS et Meteor. Vous rejoindrez notre équipe de développeurs expérimentés, travaillant en méthodologie agile sans barrières hiérarchiques, dans une ambiance d'entraide et de perfectionnement technique. La mission Vous serez rattaché au pôle support et intégration, mais les postes ne sont pas cloisonnés. Vos principales missions seront: Contact client Développement de fonctionnalités et correctifs sur un jobboard en Java (Spring), SQL, html/css, JS (Angular) Support technique pour nos produits: Mongo, Node.JS Développement d’intégrations: connecteurs APIs, Excel, scripts et modules Node.JS Vous pourrez aussi apporter votre contribution à la vie d’entreprise, la capitalisation et à l’amélioration continue, par exemple: Améliorer l’efficacité de l’activité support et intégration, en mettant en place ou faisant évoluer des outils techniques ou process organisationnels Communiquer régulièrement pour s’assurer que le développement produit facilite l’activité support et intégration Possibilité de télétravail selon votre convenance. Profil recherché Nos clients apprécient notre capacité à comprendre et répondre rapidement à leur besoin. En contact, souvent direct, avec eux, vous devrez démontrer les qualités suivantes: Capacité d’analyse et de synthèse Bon niveau rédactionnel Esprit “problem solver” Appétence pour le testing Rigueur dans l’organisation et la tenue des engagements Les sujets sont variés et stimulants et vous pourrez toujours compter sur une équipe soudée. A tous les niveaux nous apprécions la curiosité et l’esprit critique. Nos valeurs d’inclusion et la taille de l’entreprise font que vous pourrez apporter une contribution réelle au projet. Nos décisions suivent un principe de méritocratie, qui peut vous offre une grande liberté et une évolution rapide, à condition d’assumer vos responsabilités et d’être exigeants envers vous-même. Techniquement, la connaissance de nos technologies est appréciée (en particulier javascript), mais pas obligatoire. Il est important que vous ayez des bases solides et une aptitude à évoluer rapidement: Connaissances en développement logiciel et bonne culture générale informatique. Expérience professionnelle ou projets personnels conséquents (1 an) et/ou bac+5 avec spécialité informatique. Première expérience personnelle, scolaire ou professionnelle sur l’écriture de scripts. Maîtrise de l’anglais technique à l’écrit. Avantages : Participation au transport RTT Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Salaire : 38 000,00€ à 50 000,00€ /an Télétravail: Oui
Développeur Front-End / Cloud Gaming;Gamestream;France;Paris (75);Temps plein, CDI;45 000 € - 50 000 € par an;Gamestream® est le leader mondial des solutions de streaming de jeux vidéo en ligne dédiées aux marchés des entreprises. A la pointe de la technologie, Gamestream® propose l'expérience ultime du jeu en ligne, sur n'importe quel appareil, n'importe où et à tout moment. Gamestream® fournit et opère des solutions clé en main de streaming de jeux vidéo en ligne pour les opérateurs de télécommunications, l'hôtellerie et les éditeurs de jeux vidéos. Au sein de l'équipe de développement et produit, vous participerez à l'évolution et l'amélioration de notre UI à destination de tous les devices (desktop, mobile, TV). Vos missions seront : Prototyper et réaliser des interfaces graphiques sur mobile, desktop et TV en CSS/HMTL Assurer l'évolution et l'amélioration de nos clients Réaliser les tests unitaires et fonctionnels Participer à la recherche & développement pour les projets à venir Diplômé(e) d'un Bac+5 d'une école d'Ingénieur ou équivalent Universitaire, vous justifiez d'une solide expérience dans le développement d'interface web (3 ans minimum) Vous disposez idéalement des compétences suivantes : Développement en JS/CSS/HMTL Vous savez développer des interfaces réactives et modernes sans le support de framework additionnel Sensible à l'UX et la qualité de l'UI, la satisfaction de l'utilisateur est votre credo. Vous êtes autonome, avez un bon relationnel et aimez travailler en équipe. Anglais courant à l'oral comme à l'écrit Si vous souhaitez participer à l’avènement du CloudGaming, il est encore temps de nous rejoindre. Type d'emploi : Temps plein, CDI Salaire : 45 000,00€ à 50 000,00€ /an Avantages : Participation au Transport RTT Expérience: développeur front-end: 3 ans (Requis)
Software Quality Engineer;Adevinta;France;Paris 10e (75);None;None;"Company Description Adevinta is a marketplace specialist, operating digital marketplaces in 16 countries in Europe, Latin America and North Africa. Our leading local brands include Leboncoin in France, InfoJobs in Spain, Subito in Italy, Jofogás in Hungary, and Segundamano in Mexico, among many others. Adevinta’s local marketplaces thrive through global connections and networks of knowledge.  Job Description Located within Marketplaces, the mission of the Trust and Transactions area is to provide best-in-class components which integrate into the local marketplace sites to help our millions of customers trade online every day. Within Trust and Transactions, Serenity team plays a key role in helping us achieve our ‘most trusted’ goal as they are building the global fraud detection and moderation component that will cater to our marketplaces globally. Serenity has had a very successful launch; it’s deployed in 6 countries and is utilizing the latest machine learning techniques to provide a safer experience for over 12 million customers in the last 6 months alone. We have many interesting challenges on the horizon and need outstanding team players to join us as we scale. This position is located in Paris 10th, within Leboncoin’s office; part of the Adevinta family. Our team is distributed in Paris, Vienna and Barcelona As our Quality Assurance Engineer, you will be the quality advocate in our highly skilled engineering team. You already have experience in the wide spectrum of quality assurance, from analyzing and measuring the quality level of a software product, to defining and creating automated tests, as well as executing manual tests. You are motivated to engage your team colleagues to follow your quality awareness and encourage them to design and implement quality by design. Job description Shape continuous quality management in every level of the software development life cycle of the product Analyze and identify architectural complexities leading to complex testing scenarios and define actions to avoid them Define, supervise and maintain the quality metrics to measure quality improvements and intercept possible quality decreases Monitor the testability and quality of the code with static code analysis tools and identify improvement possibilities Create and execute functional and non-functional test cases to find defects and function regressions Write and review automated tests from unit level to end-to-end Drive recurring workshops to find and share quality improvements in collaboration with the team Champion sustainable and user impacting quality assurance in a product context Foster a team-wide strong quality mindset  Qualifications Strong knowledge of QA processes, principles and tools. Knowledge about at least one programming language. Experience with Python and JS is a serious plus. Experience in designing and developing automated tests from unit level to end-to-end for web applications. Experience in different testing frameworks Experience in manual testing of web applications Experience in performance and security testing is a plus Knowledge of code quality analysis Basic knowledge of CI/CD tools and environments Familiar with the cloud. Particularly AWS, Google Cloud, or any proprietary clouds. Strong analytical and problem-solving skills An ownership and result oriented person with a team-player spirit Technical and business level English  Additional Information  null"
DEVELOPPEUR FULL-STACK – PARIS H/F;Aubay;France;Paris (75);None;None;Tu es un artisan expert du code ? Rejoins une équipe de passionnés chez Aubay ! Véritable couteau-Suisse du développement, si tu acceptes de relever notre défi, tes prochaines missions seront de : Comprendre et analyser les besoins du métier et l’environnement technique Concevoir la solution selon les besoins exprimés par le métier et en collaboration avec l’équipe projet Rédiger le code Back-End et les Call API sous forme de webservices, Concevoir le code Front-End qui est exécuté sur les plates-formes Web et Responsive de l’utilisateur Documenter l’ensemble des parties du projet Etre capable de gérer un projet avec des méthodes Agiles telles que Scrum ou Kanban Collaborer avec les intégrateurs de la partie graphique et design de l’application (UX, UI, intégrateurs) L’environnement Techno dans lequel tu évolueras Nous sommes capables de te faire travailler, ou monter en compétences sur toutes les technos suivantes : Langages et Frameworks : #JAVA #.NET #Python #Angular #Vue.Js #Javascript #HTML #CSS #Ruby on rails #TypeScript #Bootstrap #Spring … et tant d’autres ! Les outils – Editeur de texte/IDE : #Eclipse #SublimeText #Bracket #Coda #Atome #VisualStudio, Outil de travail en équipe/de versionning #Github #Gitlab, Outils de communication #SlackLes compétences qui te définissent Pour mener à bien ta mission tu es : Grand passionné de Dev, tu te tiens informé des actus technos, des nouveaux framework… Tu es doté d’une bonne connaissance des méthodes de développement Tu maîtrises les principaux langages Front et Back-End Tu aimes partager ton expertise avec les équipes Ta personnalité sera un atout pour la mission si tu es :  #Curieux #Collaboratif #Créatif #Polyvalent #Passionné #Geek L’expérience AUBAY Une communauté d’experts (Innovation, digital, Agile, Big Data, Cloud, Devops, …) Des rencontres régulières pour échanger sur vos retours d’expérience, dans la bonne humeur (Meet up, Workshop, afterwork, …) Un process de recrutement court Un accompagnement personnalisé pour une montée en compétence technique et fonctionnelle (formations internes, certifications AWS…) Un Lab’ Innovation en pleine ébullition pour faire émerger les sujets novateurs de demain Le tout dans un cadre fun et convivial (rooftop et garden, babyfoot, jeux d’arcades, molkky …) avec de nombreuses occasions de partager des moments festifs entre collègues !
