Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Stage Conception/Documentation de REST API;Javascript;France;Paris (75);Clust Technologies;Temps plein, Stage;610 € par mois;Paris (75) Temps plein, Stage 610 € par mois Nous recherchons un stagiaire de 3ème année d’école d’ingénieurs pour une durée de 4 à 5 mois, pour travailler sur la documentation et l’intégration d’une REST API permettant à des applications externes d’utiliser les fonctionnalités de la plateforme Clust. Contexte : La plateforme Clust permet à des professionnels de différentes tailles dans le monde (plus de 80% hors de France) de simplifier et fluidifier la constitution de dossiers. Cette étape qui est une étape importante de l’entrée en relation avec des clients, est très souvent source de friction parce que complexe et chronophage. Par ailleurs c’est une étape centrale qui dans de nombreux cas s’inscrit dans un processus d’entreprise plus complexe. C’est ici qu’intervient l’API Clust. Elle a pour but de permettre à des développeurs de connecter les systèmes d’information de leurs entreprises avec leur compte Clust pour mettre en oeuvre des parcours clients de bout en bout. Ex: un groupement d’écoles de commerce utilise Clust pour la constitution des dossiers d’inscription et l’ API Clust pour transférer les dossiers validés dans leur outil de gestion interne. Mission(s): Améliorer, documenter et implémenter l’API REST publique de Clust. Vous rejoignez l’équipe en charge du développement produit. Sous la responsabilité directe du CTO, vous serez en charge des missions suivantes : Tester et améliorer l’API REST REST Mettre à jour la documentation publique (anglais) Optimiser , réaliser et piloter l’implémentation de 3 modules qui utilisent l’API (Zapier, Plugin Chrome, Plugin Wordpress) Les détails de la mission seront adaptés aux appétences du candidat (plutôt développement web ou plutôt gestion de projet). Profil du candidat: Vous êtes actuellement en dernière année du cycle ingénieur ou en master 2 et êtes à la recherche d’un stage. Vous êtes familiers des technologies Web (HTML, Javascript, PHP ou autre) Vous êtes curieux(se) et aimez les technologies orientées cloud. Vous avez une forte capacité d’analyse et êtes force de proposition. Vous êtes rigoureux(se), autonome et avez le sens du détail. Avantages : Travail à distance possible Type d'emploi : Temps plein, Stage Salaire : 610,00€ /mois Mesures COVID-19: Compte tenu du contexte sanitaire actuel, la mission se déroulera en télétravail et requiert donc du candidat une grande autonomie et un sens élevé des responsabilités. Expérience: Concepteur de REST API: 1 an (Souhaité) Télétravail: Temporairement en raison du COVID-19 Aujourd'hui Signaler un abus
Alternance - Assistant Graphiste Webdesigner / Webmaster Int...;Javascript;France;Écully (69);Feu vert;Apprentissage, Contrat pro;;Écully (69) Apprentissage, Contrat pro Au sein du service Marketing Clients et Communication, vous devrez, en tant qu'assistant(e) graphiste Webdesigner / Webmaster intégrateur, effectuer les missions suivantes : • Contribuer à la création et l'intégration des offres commerciales sur les supports numériques • Réaliser des créations graphiques (pages web, bannières, emailing, maquettes, visuels, video, …) pour différents supports numériques (desktop, tablette, mobile, …) • Effectuer des mockup de fonctionnement et maquettes d'intégration • Effectuer de la recette ergonomique et fonctionnelle des supports numériques • Créations graphiques, déclinaison et intégration HTML d'emails et newsletters, gestion et paramétrages • Participer à la mise en œuvre d'opérations de web marketing, de trafic management ou d'animation des réseaux sociaux • Effectuer une veille concurrentielle et technologique, des études de marchés, une analyse et les bilans des outils Feu Vert • Rédiger et enrichir l'optimisation de contenus Web (médias, fiches produits, conseils, aide à la vente)  Doté(e) d'un esprit créatif, un bon sens relationnel et d'un fort esprit d'équipe, vous êtes organisé(e), rigoureux(se), réactif(ve) et autonome. Vous avez également le sens de l'initiative et maitrisez les langages HTML, CSS, Javascript, ainsi que les logiciels suite Adobe. Si vous préparez un diplôme de webmaster intégrateur ou graphiste webdesigner … Alors nous sommes peut-être « félins » pour l'autre ! Lieu : 11 Allée Moulin Berger, 69130 Écully, France Niveau d'études min. requis : Bac+2 il y a 5 jours - Continuer pour postuler Signaler un abus
WEBMASTER (H/F);Javascript;France;Paris (75);CIC;CDI;;"Paris (75) CDI CREDIT MUTUEL ASSET MANAGEMENT recherche un webmaster en CDI. Activités et tâches spécifiques Pilotage de la création et de la conception du site internet et appli mobile : Accompagnement et supervision de l’ensemble des évolutions et refonte du site web sur les aspects techniques. Interface avec les équipes métiers, les développeurs EID Services distants et les équipes Digital de la Direction commerciale groupe.  Animation, maintien et gestion de l'actualisation des contenus et animations du site : Mise à jour, maintenance et intégration de nouveaux contenus sur le site et application mobile en fonction des évolutions graphiques et ergonomiques. S'assurer du fonctionnement du site et effectuer des corrections de bugs et des modifications sur le site. Animation du site en fonction des produits mis en avant par les équipes commerciales (points réguliers) et des contenus proposés par les entités de gestion (comité éditorial).  Création et intégration d'e-mailings et de newsletters : Effectuer l’intégration et l’envoi de nouvelles landings pages.  Suivi des statistiques d'analyse de trafic du site et proposer des améliorations  Suivi des sites concurrents et des contenus media de l’asset management Connaissances et compétences Connaissances techniques des langages HTML, CSS ainsi que des notions de Javascript Connaissances des outils de webdesign (Suite Adobe : Photoshop, ...) Capacité à coordonner un projet et animer des réunions Organisation et planification Curiosité ; veille des sites concurrents Conscience des problématiques de responsabilité et de contrôle / AMF Aisance avec les outils informatiques de manière générale (groupe, spécifiques à la filiale/filière –ROPC, OFO…-, bureautiques mais aussi de traitement des données) Appétence pour les thématiques de gestion financière et d’allocation d’actifs Savoir-être - savoir-faire  Réactivité Organisation Autonomie Souplesse Travail en équipe Rigueur CIC FR - il y a 24 jours - Continuer pour postuler Signaler un abus"
Stage développeur en statistique et informatique décisionnel...;Javascript;France;Saint-Ouen (93);Altavia;Stage;;Saint-Ouen (93) Stage Stage développeur en statistique et informatique décisionnelle (H/F) By altavia In career-fr, Carrière, France, Lyon - St-Etienne 31 mars 2020 no comments JETPULP est une agence digital globale implantée sur Lyon depuis plus de 20 ans. Elle a rejoint le groupe ALTAVIA (2500 personnes worldwide) depuis 2017. Dans le cadre de la maintenance et de l’évolution de son Système d’Information, et notamment de ses outils statisques et BI, l’entreprise recherche un développeur spécialisé en gestion de données et statistiques. Vous avez démarré votre carrière dans le développement de solutions statistiques, et recherchez un poste vous permettant de déployer vos connaissances dans un contexte challengeant, motivant et jeune.  MISSION Vous aurez en charge Le maintien en condition opérationnelle des tableaux de bord dans l’outil de BI (BI Board), et des flux d’échanges de données La création de flux avec les outils périphériques (ERP, Compta, Système de gestion de production), en utilisant notamment l’ETL SSIS La création de tableaux de bord dans l’outil de BI L’analyse des besoins des différents intervenants utilisant les outils de BI afin de proposer des solutions cohérentes et structurées  TECHNOLOGIES UTILISÉES DB : SQL Server BI : BI Board ETL : MS SSIS Outils périphériques communiquant avec le système de BI : ERP : Akuiteo Compta : Exact Gestion de production : Wrike  Les flux sont gérés soit par l’échange de fichiers plats, soit par Web Service. Ils sont écrits en XML. L’outil de BI s’appuie sur un DataWare maison, peuplé grâce à des requêtes SQL.  PROFIL RECHERCHÉ Formation Bac +2/3 (DUT Informatique ou STID), avec 1 à 2 ans d’expérience minimum.  Compétence DBA : SGBD : SQL Serveur Création de table/requête SQL Très bon niveau SQL  Compétence BI & Statistiques : Connaissance d’un outil de BI (Idéalement BI BOARD) Connaissance en statistique  Développement : Gestion des flux dans l’ETL SSIS Création de flux XML Développement Javascript  Compétences personnelles Vous êtes de nature curieuse et vous aimez comprendre les besoins des utilisateurs et leur proposer des solutions. Vous êtes très autonome et savez identifier les bonnes personnes pour trouver les réponses à vos questions. Vous recherchez un poste dans une entreprise avec un culture moderne et jeune. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Webdesigner;Javascript;France;Levallois-Perret (92);Euro First Multimedia;;;Levallois-Perret (92) Euro First Multimédia est le leader mondial du micro-paiement DVD.  Son modèle économique s’appuie donc sur une source de revenus : la monétisation des contenus via notre plate-forme de paiement qui propose une offre complète de solutions de paiement dont le Lock&Pay pour le micro-paiement.  Présent dans 28 pays, le groupe emploie plus de 48 collaborateurs.  EuroFirst SécurePay, grâce à ses solutions de paiement (audiotel, sms, internet+, CB etc...) permet à de nombreux éditeurs de monétiser leurs services internet et DVD. Les solutions de paiement d'Euro First Multimédia sont déployées dans de nombreux secteurs : ecommerce, jeux, Presse, VOD. Notre offre de paiement EuroFirst SécurePay permet aux marchands de monétiser leurs marchandises/services dans plus de 100 pays. Dans le cadre de notre développement dans de nouveaux secteurs, Euro First Multimédia agrandi son équipe technique et recherche un Webdesigner (H/F). En lien direct avec nos équipes, vous participerez activement au maintien de la qualité de nos sites.  Vos missions :  Gestion de projets : définition des besoins, planification, gestion des ressources, suivi de la production, validation de la qualité et de la conformité des livrables Intégration: HTML 4 et 5, CSS 2 et 3, Jquery Créations web : e-mailings, bannières, vidéo Création print : plaquettes, magazines, PLV Participer à l’élaboration graphique et ergonomique des sites web : respect des processus de production graphiques, respect des standards web (html, css, javascript), intégration, test de rétrocompatibilité, recette. Force de proposition sur des problématiques graphiques et ergonomiques.  Vous bénéficiez d’une formation à l’ensemble des produits, d’un encadrement de proximité et du support d’une équipe technique performante.  Compétences requises : Bac + 2 idéalement, attiré par le webdesign, vous avez une forte motivation pour accompagner l’explosion de l’e-commerce. Débutant ou ayant une première expérience, vous êtes volontaire pour défricher de nouveaux secteurs. Vous êtes doté d’un sens hors du commun de l’écoute, du conseil. Tenace, rigoureux, vous êtes intéressé par la diversité des projets. L’Anglais est un plus. Possibilité d’évoluer rapidement (dimension internationale).  Région où le poste est à pourvoir Levallois-perret, ILE-DE-FRANCE Type de contrat CDD / CDI Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur Full Stack Junior (F/H);Javascript;France;Paris 12e (75);Groupe Puce et Plume;Temps plein, CDI;37 000 € par an;"Paris 12e (75) Temps plein, CDI 37 000 € par an Groupe Puce & Plume, qui sommes-nous ? Puce & Plume est spécialisé en dématérialisation de processus métiers et intervient sur les phases de conseil en transformation digitale, de développements informatiques et de prestations de back-office externalisées (numérisation, extraction et traitement de données). L’entreprise accompagne ses clients en tant que conseil, développeur ou intégrateur de solutions applicatives complexes dont l’ergonomie UI/UX est optimisée pour simplifier et améliorer les Services en ligne, le partage des données (GED), les workflow et la sauvegarde des datas clés (SAE). Puce & Plume est apprécié de ses clients pour son innovation agile, son sens du service et sa fiabilité. En 6 ans, l’entreprise a quintuplé son activité et réalise un chiffre d’affaires de plusieurs millions d’euros avec près d’une centaine de collaborateurs de profil très complémentaires. Nous lançons une nouvelle étape de progression articulée sur la structuration et le développement de notre pôle IT. Dans cet esprit, nous souhaitons embarquer dans notre équipe un Ingénieur d’études Développeur full stack junior (H/F) qui conçoit, développe et intègre des solutions informatiques complexes et innovantes. 1 - Les missions d’un Ingénieur d’études informatique junior Vous interviendrez, aux côtés de votre Lead Dev référent, à la conception, à l’intégration et au suivi de solutions de traitements de données complexes et innovantes. Vous collaborez aux développements dans le cadre de projets menés en méthode agile. Vous êtes développeur de projets applicatifs produits et plateformes destinés à nos clients. Vous participez selon les projets : A l’accompagnement de l’expression du besoin client, A la rédaction des spécifications fonctionnelles et techniques, Au développement de programmes, Au paramétrage d’outils existants et à leur intégration dans les environnements, A la recette et à la correction de bugs, A la maintenance corrective et évolutive des solutions que nous déployons. 2 - Profil recherché De formation supérieure en développement informatique (Bac +4/+5), vous connaissez le développement dans différents environnements, vous êtes formés à l’analyse technique et à la gestion de projets. Vous justifiez d'une expérience réussie et minimum de 2 à 3 ans, en réalisation et suivi de projets. Compétences techniques : Développements : la stack actuelle est orientée Php (principalement framework Laravel) : - Back end : 100% Php, Api REST / SOAP, Base de données : MySQL (principalement) et Ms SQL Server - Front end : moteur de template Blade (simili Php), Bootstrap, Jquery et JavaScript En interne, nos outils de production embarquent principalement les technologies suivantes : Laravel, C#,Perl, Access. Base de données MySQL-Script. Méthode : Connaissance de base du fonctionnement de Windows & Linux. Perl, Ms-Dos, Powershell Méthode : Connaissance et pratique des méthodes Agiles Seraient un plus : appétence pour le Big Data et/ou pour l'intégration d'ElasticSearch, connaissances en architecture réseau et/ou en virtualisation (VMWare ESX ou Proxmox VE) De personnalité agréable, vous échangez avec bienveillance et en étroite collaboration avec les clients et vos co-équipiers, vous gagnez leur confiance par votre réactivité, votre attention et votre agilité. Exigeant avec vous-même, vous êtes travailleur et faites preuve de rigueur et d'esprit d'analyse. Vous êtes force de proposition, l’équipe est très ouverte aux initiatives et aux propositions : choix d'outils, de technos et d'innovations. Sensible aux environnements techniques et agiles, vous souhaitez vivement mettre vos compétences au service du développement d’une PME qui a besoin de vous afin de poursuivre l’amélioration continue de son offre par des solutions « augmentées ». Poste basé à Paris 12e à pourvoir en CDI. Plage horaire de travail (possibilité d’aménagements) : 9h à 18h dont 60 min de pause. Salaire Brut annuel : fixe environ 37 k€ selon expérience, prise en charge 50 % Pass Navigo, mutuelle… ""Il y a ceux qui disent qu’ils peuvent et ceux qui disent qu’ils ne peuvent pas. En général, ils ont tous les deux raison."" - Henry Ford Statut : Cadre Type d'emploi : Temps plein, CDI Salaire : 37 000,00€ /an Avantages : Participation au Transport Titre-restaurant Horaires : Du Lundi au Vendredi Travail en Journée Expérience: développeur full stack junior (f/h) ou similaire: 2 ans (Souhaité) PHP: 2 ans (Souhaité) il y a 2 jours Signaler un abus"
Développeur junior et sénior (H/F) en IDF et régions;Javascript;France;Paris (75);IBM interactive;;;"Paris (75) Filiale 100% IBM France, et GBS, entité de conseil d’IBM, offrent à leurs clients toute la palette de services, depuis la définition de stratégies métier jusqu’à la mise en œuvre des projets et des solutions techniques nécessaires. IBM Interactive et GBS sont dotées d’une forte expertise métier par industrie, expertise traduite en solutions intégrées et innovantes : Watson, Blockchain , IOT, Cloud…permettant à IBM d’accompagner ses clients dans la définition et la mise en œuvre de leur transformation digitale, de bout en bout. Le candidat motivé , curieux, rigoureux et volontaire assistera les équipes dans la réalisation de nos projets au contact avec nos clients. Contexte projet / équipe Un voyage dans les nuages à la découverte des technologies émergentes dans les domaines: Cloud, IA, Mobile, IoT, DevOps, MicroServices vous interesse ? Venez participer à des projets innovants, explorer le champ des possibles avec nos clients de tous secteurs d’activité: Banque, assurance, distribution, industries, secteur public, Energie & Services... Ces derniers opèrent actuellement leur transformation digitale, influencée par les technologies autour de la mobilité, de l’intelligence artificielle, de l’Internet des objets, de l’analytics, du Big Data et du Cloud. Les postes sont à pourvoir en Ile de France et en région (Lyon, Bordeaux, Montpellier, Strasbourg, Marseille). Missions Vos missions seront les suivantes : Développement et évolution des applications nouvelles ou existantes selon les besoins du client sur les phases de conception, de développement d'applications au sein d'une équipe projet sur des produits techniquement et fonctionnement complexes. Travail au sein d’une équipe en approche Agile / DevOps dans des environnement Cloud. Collaboration avec les équipes fonctionnelles et les designers Intérêts du poste Vous souhaitez travailler au sein d'un environnement international, compétitif, geek et jeune. Vous cherchez des opportunités de progresser et d'intégrer un vaste réseau professionnel. Rejoignez nous ! Formation Formation Ingénieur Développeur ou équivalent , Bac +5 Expérience A partir de 2 ans d'expérience Compétences ""soft skills"" Appétence pour les technologies Web et mobile, rigueur, organisation, esprit d’équipe, créativité, curiosité intellectuelle, aisance relationnelle, qualités rédactionnelles. Compétences techniques Maitrise du langage Java est requise. Les connaissances parmi les technologies et langages suivants : Python, JAVA (Jsp/Servlet, Spring Web MVC, Android), C++, .NET, Swift, Kotlin HTML5, CSS3 (Bootstrap), Javascript (AngularJS, NodeJS, RequireJS, Cordova, Ionic, ReactJS, React Native), Typescript, Jahia PHP, avec une expérience des bases de données SQL / NoSQL (Cloudant, MongoDB, CouchDB, Neo4J), AJAX La connaissance des protocoles et méthodes ci-dessous sera valorisée : DevOps, Docker, Ansible, Kubernetes, API PaaS : Cloud IBM Bluemix par exemple Agile (Scrum) Langues Français et anglais courant Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Alternance en Développement Informatique H/F - St Jean de la...;Javascript;France;Saint-Jean-de-la-Ruelle (45);Caisse d'Epargne Loire Centre;Apprentissage, Contrat pro;;Saint-Jean-de-la-Ruelle (45) Apprentissage, Contrat pro Animée par la volonté d’accompagner ses clients dans leurs projets et de participer activement au développement économique de sa région, la Caisse d’Epargne Loire Centre, Banque Régionale de premier plan, appartient au groupe BPCE, 2ème groupe bancaire français. Acteurs essentiels de cette réussite, nos 1700 collaborateurs, nos 195 agences et 5 centres d'affaires, accompagnent l'ensemble de nos clients (particuliers, professionnels et entreprises) en leur proposant une large gamme de produits et services. Dans son ambition d’innover et d’accompagner de jeunes talents, la Caisse d’Epargne Loire Centre souhaite associer à ses projets les futurs diplômés du monde bancaire. La Caisse d’Epargne Loire Centre se place comme partenaire de votre avenir professionnel !  Poste et missions Au sein de la Direction des Systèmes d'Information, sur notre site récemment rénové de l'agglomération orléanaise, vous participerez à l'activité de l'équipe Réalisations Internes et Outils de Pilotage (4 personnes). Vos missions pourront s'articuler autour des axes suivants : Comprendre les besoins d'outillage des collaborateurs Concevoir les solutions logicielles répondant aux besoins Développer et maintenir les outils WEB selon les standards de l’établissement Proposer de nouvelles méthodes de gestion de projet et/ou de développement afin de faire progresser l’ensemble de l’équipe  Profil et compétences requises Alternance en formation Bac+3 à Bac+5 dans le domaine du Développement Informatique (par exemple Licence Professionnelle Web, Master MIAGE SI Réparti...). Vous serez amené(e) à utiliser : Environnement Microsoft ASP.NET (VB.NET) Script client : javascript, jquery, backbone, marionette, bootstrap Base de données Oracle, PL/SQL, SQL Loader Vous disposez d'un bon esprit d'analyse et du sens des initiatives. Votre curiosité vous permet d'être également force de proposition. Pour postuler, vous pouvez également adresser votre CV et votre lettre de motivation à l’adresse suivante : apprentissage@celc.caisse-epargne.fr GROUPE BPCE - il y a 21 jours - Continuer pour postuler Signaler un abus
Concepteur Développeur - Alternance - H/F;Javascript;France;Nanterre (92);EDF;Apprentissage, Contrat pro;;"Nanterre (92) Apprentissage, Contrat pro Type de contrat : Alternance  Niveau de formation : BAC +4 / BAC +5  Spécialité(s) : Informatique / Système d'informations  Pays / Région : France / Ile-de-France  Département : Hauts-de-Seine (92)  Ville : 32 avenue pablo picasso 92000 Nanterre  EDF est labellisé Happy Trainees  Description de l'offre Rejoignez-nous !  Vous préparez actuellement un Master ou diplôme d’ingénieur informatique avec idéalement une spécialisation orientée développement web ? Vous souhaitez intégrer un département porté sur l'innovation et les nouvelles technologies ? Rejoignez l'équipe ""Digitale Interface"" du département Solutions Groupe de la Direction des Services Informatiques et Télécoms du Groupe EDF ! Notre ambition est d'être le partenaire incontournable de la transformation numérique des métiers du Groupe EDF. Avec un fort esprit entrepreneuriale, nous développons des plateformes numériques sécurisée et les services associés pour accélérer la performance business des différentes Directions du Groupe : plateforme API, infrastructure d'échanges, plateforme IoT... et les applications web adressant les services complémentaires : Portails selfcare, porytail de supervision et Dashboards data analytics... Vous rejoindrez une équipe d'une trentaine d'experts techniques passionnés pour contribuer au développement de nouveaux services et accompagner la forte croissance de nos plateformes.  Votre mission, si vous l’acceptez :  Participer aux conceptions et développements des services et applications web permettant les échanges, les usages et la valorisation des datas (Webservices, API Management, Transferts de fichiers, IoT et Jumeau numérique, ...) : Conception et réflexion sur les futures évolutions de nos plateformes Développements et intégration front-end de nouvelles fonctionnalités (view, angular, html5, CSS3, jquery, ...) Développement des parties backend (java, python) Mise en place des architectures base de données, flux et messaging (postgreSQL, Elasticsearch, kafka) Mise en place des infrastructures d'échanges (API Management, proFTP, ...) Tests et Recette avant mise en production  Pas encore convaincu ?  Vous serez en contact avec différents acteurs sur toute la chaîne d’ingénierie (infrastructure, sécurité, système, ...) et contribuerez à la transformation numérique du Groupe EDF (Open source, Cloud, API, Mobile, …), le tout, dans un environnement dynamique déployant les nouvelles méthodes de travail axées sur le collaboratif, l'agilité, la flexibilité ! Vous serez immergé(e) au sein d'une équipe d’experts sur les technologies d’échanges de données (API, Webservices, transferts de fichiers, IoT, ...). Vous serez accompagné(e) par un(e) tuteur(trice) tout au long de votre alternance. Il veillera à votre intégration grâce à des journées dédiées qui vous permettront aussi de construire votre réseau relationnel.  Durée de l'alternance : 24 mois (ou 12 selon votre diplôme), à partir de septembre 2020 Lieu de travail : Nanterre Picasso Durée hebdomadaire : 35 heures Profil souhaité # Savoir-faire : Un langage de programmation objet (Python, Java, C++, Javascript, ...) Une base de données (postgreSQL, SQL Server, …) L'environnent Linux Seraient un plus : Connaissance d’un framework JS (Angular, View, React) Connaissance des bases de données NoSQL (base de données graph notamment) API (Rest, Soap) JSON Git/Jira/Confluence  # Savoir-être : Vous êtes rigoureux et autonome Vous avez des facilités à travailler en équipe Vous êtes reconnu(e) pour votre esprit de synthèse  Vous vous reconnaissez dans cette description? N'attendez plus, cette alternance est faite pour vous. Rejoignez une entreprise leader de son secteur en Europe et en pleine transformation. Au-delà de vos compétences/expériences, vous serez aussi sélectionné(e) sur votre motivation à réaliser votre alternance dans notre équipe. Si cette offre vous intéresse et correspond à votre projet professionnel, déposez votre candidature en ligne : CV en précisant bien le diplôme préparé ainsi que l'établissement lettre de motivation en mettant en avant vos atouts pour cette alternance copie des bulletins de notes avec appréciations des professeurs pour les deux dernières années.  Conformément aux engagements pris par EDF en faveur de l'accueil et de l'intégration des personnes en situation de handicap, les postes sont ouverts à tous.  Présentation de la Direction Maintenance des Applications de la Direction des SI-Telecom du groupe EDF Fer de lance de la transformation numérique du Groupe EDF, la Direction Maintenance des Applications est en charge du développement et du maintien en conditions opérationnelles des SI Corporate d'EDF et des SI Métiers. Tous les Métiers du Groupe sont impactés par la transformation numérique (Big Data, Intelligence Artificielle, IoT...). De nombreux projets sont traités selon une approche Design Thinking / UX/UI pour la conception, et Agile (Scrum) pour les développements informatiques (applications mobiles/web). DMA est Composé d'un Etat-Major et de 4 départements : Solution Finances : en charge du pilotage des projets et du suivi des applications du SI Corporate Finance-Gestion. Maintien 72 applications. Solution RH : en charge du développement de projets et de la maintenance d'une vingtaine d'applications de Ressources Humaines du Groupe EDF. Solution Lab : en charge du développement de nouvelles solutions innovantes nécessaires à la transformation digitale et les industrialiser pour permettre leur déploiement dans les autres entités. Solution Groupe : activités d'expertise transverses DMA, fournit des prestations pour les autres directions et filiales du groupe. Etat-major : activités de pilotage, RH et de gestion des départements de DMA Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Développeur Java / JEE confirmé;Javascript;France;Nantes (44);Delia Technologies;Temps plein, CDI;35 000 € - 40 000 € par an;Nantes (44) Temps plein, CDI 35 000 € - 40 000 € par an Delia Technologies #LaDevOpsFamily Delia, c’est la jeune ESN nantaise basée à La Cantine qui souhaite casser les codes du service IT. Loin de prétendre pouvoir construire seuls cette jeune structure, nous sommes partis d'une page blanche pour construire jour après jour un modèle collaboratif et engagé. Exit le babyfoot et la borne d’arcade, c’est par nos valeurs et le sens de nos actions que nous cultivons l’esprit Delia et ce sentiment d’appartenance qui nous est cher. Nous ne recherchons pas un profil mais une personne... Vous êtes avant tout un ingénieur passionné mêlant savoir-faire et savoir-être. Vous venez du monde de la technique et avez développé de réelles compétences sur les nouvelles technologies. Votre expertise vous apporte bien plus qu’un job, vous aimez la partager et l’enrichir ! Vous savez construire une solution adaptée aux attentes de vos clients. Vous souhaitez vous investir dans l'écosystème tech de la métropole nantaise. Vos activités chez Delia Technologies Vous intégrerez la squad Full Stack Delia Technologies qui accompagne ses collaborateurs, ses clients et la communauté nantaise sur les technos Java et JavaScript. Pour votre première mission, vous interviendrez au sein d'une équipe J2EE pour l'un de nos clients de la métropole nantaise. Nous serons attentifs à ce que l'environnement soit en lien avec vos attentes et appétences technologiques. Vous êtes prêt ? Nous vous encouragerons à participer activement aux Meetup et événements nantais de référence (DevFest, Web2Day, Digital change, Agile tour...), que nous soyons organisateur, sponsor ou simple participant. Et par-dessus tout, vous contribuerez au développement de Delia en proposant, en organisant ou simplement en participant à des initiatives fun et engagées ! Vous n'avez pas prévu de passer votre carrière comme collaborateur Delia ? Sachez que si un jour il vous vient une folle envie de monter votre propre projet, nous saurons vous accompagner avec autant d’enthousiasme que vous aurez pu nous en apporter ! Chez Delia, nous n’acceptons pas seulement la différence, nous la cultivons et la soutenons pour l’intérêt de notre famille. Delia se veut une entreprise responsable socialement en proposant des projets et en soutenant les initiatives de l’ensemble de ses collaborateurs sans distinction, jugement ou préjugé. Soyez vous-même, vous nous plairez ! Avantages : Participation au transport RTT Titre-restaurant / Panier Épargne salariale Type d'emploi : Temps plein, CDI Salaire : 35 000,00€ à 40 000,00€ /an Expérience: développeur java / jee confirmé ou similaire: 2 ans (Souhaité) il y a 9 jours Signaler un abus
DEVELOPPEUR PHP - FULL STACK (H/F);Javascript;France;Enghien-les-Bains (95);CAPENCY;CDI;30 000 € - 45 000 € par an;Enghien-les-Bains (95) CDI 30 000 € - 45 000 € par an ACTIVITE DE L'ENTREPRISE : Classée dans le palmarès des 500 entreprises les plus dynamiques et performantes de France (Les Echos) , Capency (anciennement Adresse) propose une suite logicielle innovante, permettant de gérer la qualité des données clients des entreprises et de répondre aux problématiques du Big Data. En effet, depuis 10 ans, nous concevons, développons et commercialisons des solutions en mode SAAS, permettant de traiter l’intégralité des enjeux liés aux coordonnées clients : adresse, e-mail, téléphone…. Ainsi, nos solutions permettent aux directions métiers (grands noms dans les secteurs du e-commerce, chaînes de magasins, centres d’appels, PME…) de détenir des données fiables afin d’optimiser leurs actions marketing et de disposer d’une base de qualité. Dans le cadre de notre fort développement, nous recherchons un : DEVELOPPEUR PHP - FULL STACK (H/F). DESCRIPTIF DU POSTE : Rattaché au pôle web, vous aurez pour rôle de participer au développement des nouvelles interfaces web (PHP / Javascript), des API (Exemple Magento, librairie en jquery, …) de la société Capency. La connaissance des framework CAKE & LARAVEL seraient un plus. Vous reporterez l’avancement de vos travaux dans l’outil de gestion de projets Redmine. Enfin, vous effectuerez une veille technologique pour rester au fait des différentes nouveautés en technologie web. PROFIL RECHERCHE : Issu d’une formation supérieure (BTS, DUT, Ecole d’ingénieur…), vous bénéficiez d’une première expérience en tant que développeur PHP / Javascript. Vous savez travailler en équipe, vous avez le sens du service, de la rigueur et vous souhaitez vous épanouir au sein d’une entreprise en forte croissance. Rémunération : 30 – 45 000 €, adaptable selon votre profil et vos compétences. Type de poste : plein temps, CDI, à pourvoir dès que possible. LOCALISATION : Poste basé à Enghien-les-Bains (95). Type d'emploi : CDI Salaire : 30 000,00€ à 45 000,00€ /an il y a 29 jours Signaler un abus
